item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
SAFE-000055	全胶手套	类型：全胶	双	劳保防护	手套	手套	三级名称脱水	high	材质/涂层：胶	材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、厚度和防护等级；牛筋等俗称需确认实际材质。
SAFE-000059	电焊手套	用途：电焊；特征：双层、加厚	双	劳保防护	手套	焊工手套	三级名称修正	high	别名：电焊手套	焊工手套是稳定防护功能名称，材质、长度和加厚等保留为SKU属性。	补充材质、长度和耐温等级。
SAFE-000062	胶手套	类型：胶手套	双	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、厚度和防护等级；牛筋等俗称需确认实际材质。
SAFE-000066	帆布手套	材质：帆布；结构：双层	双	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、克重或层数。
SAFE-000070	帆布手套	材质：帆布；结构：双层；特征：加厚	双	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、克重或层数。
SAFE-000085	布手套	材质：布；结构：双层；特征：加厚	双	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、克重或层数。
SAFE-000091	布手套	材质：布；特征：加厚	双	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、克重或层数。
SAFE-000096	帆布手套	材质：帆布	付	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、克重或层数。
SAFE-000097	橡胶手套	材质：橡胶	付	劳保防护	手套	手套	三级名称脱水	high	材质/涂层：胶	材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、厚度和防护等级；牛筋等俗称需确认实际材质。
SAFE-000100	牛筋手套	材质/俗称：牛筋	付	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、厚度和防护等级；牛筋等俗称需确认实际材质。
SAFE-000108	焊工手套	用途：焊工防护	付	劳保防护	手套	焊工手套	脱水保留	high		焊工手套是稳定防护功能名称，材质、长度和加厚等保留为SKU属性。	补充材质、长度和耐温等级。
SAFE-000113	浸胶手套	类型：浸胶手套	付	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、厚度和防护等级；牛筋等俗称需确认实际材质。
SAFE-000133	帆布手套	材质：帆布	付	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、克重或层数。
SAFE-000141	浸塑手套	工艺：浸塑	付	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充材质、尺码和防护等级。
SAFE-000142	橡胶手套	材质：橡胶	付	劳保防护	手套	手套	三级名称脱水	high	材质/涂层：胶	材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、厚度和防护等级；牛筋等俗称需确认实际材质。
