"top_group"	"material_family"	"sku_count"	"current_name_count"	"quality_summary"	"status"	"batch_id"	"input_file"	"output_file"
"工具量具"	"工具附件（候选新增）"	"6"	"3"	"needs_review:5；standard:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"工具量具"	"检测耗材"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"工具量具"	"胶枪/施胶工具（候选新增）"	"6"	"5"	"needs_review:5；standard:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"建筑材料"	"井盖/道路附属件"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"建筑材料"	"土工材料"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"建筑材料"	"脚手架配件"	"2"	"1"	"usable:2"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"弱电安防"	"对讲通信"	"3"	"1"	"standard:1；usable:2"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"弱电安防"	"监控安防"	"6"	"6"	"needs_review:6"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"施工机具设备"	"小型施工设备"	"7"	"6"	"needs_review:6；usable:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"施工机具设备"	"支垫件/垫块（候选）"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"施工机具设备"	"水箱容器（候选）"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"施工机具设备"	"泵油润滑设备"	"6"	"4"	"needs_review:6"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"施工机具设备"	"风机设备（候选）"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"液压气动"	"气管"	"2"	"1"	"needs_review:2"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"液压气动"	"油管护套/液压防护件（候选）"	"6"	"1"	"needs_review:6"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"液压气动"	"液压气动阀"	"6"	"5"	"needs_review:3；usable:3"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"清洁办公后勤"	"仓储用品"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"清洁办公后勤"	"办公设备"	"4"	"3"	"needs_review:4"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"焊接切割"	"焊接设备/焊机（候选）"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"电动气动工具"	"工具附件"	"7"	"6"	"needs_review:5；usable:2"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"电动气动工具"	"气动工具"	"4"	"3"	"needs_review:3；usable:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"电气电料"	"电源/电池"	"6"	"4"	"needs_review:2；standard:3；usable:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"电气电料"	"通风设备"	"4"	"2"	"standard:3；usable:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"紧固件与连接件"	"钉类"	"5"	"3"	"needs_review:3；standard:1；usable:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"紧固件与连接件"	"销/卡簧"	"5"	"4"	"needs_review:4；usable:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"设备备件"	"密封垫片"	"4"	"3"	"needs_review:4"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"设备备件"	"搅拌机配件（候选）"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"设备备件"	"电机/驱动件（候选）"	"3"	"2"	"needs_review:3"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"设备备件"	"设备垫块/缓冲件（候选）"	"1"	"1"	"needs_review:1"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
"金属材料"	"钢板/板材"	"7"	"2"	"needs_review:5；usable:2"	"completed"	"batch_012"	"data/material_master/governance_v0_2/third_layer_work_inputs/batch_012.tsv"	"data/material_master/governance_v0_2/manual_third_layer_mapping/batch_012_mixed_third_layer_mapping_v0_1.tsv"
