item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_refs	source_item_codes	merged_count	governance_note	updated_at
METAL-000024	钢丝绳卡扣	钢丝绳卡扣 6mm	适配直径：6mm		吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	个			6MM钢丝绳扣子；钢丝绳卡扣	METAL-000024 钢丝绳卡扣 6mm 钢丝绳卡扣 钢丝绳 吊装索具 适配直径：6mm 个 6MM钢丝绳扣子			active	standard	auto_select_allowed	canonical=METAL-000024；source_item_codes=METAL-000024；merged_count=1；sku_governance=batch_all_sku_governance_20260703	METAL-000024	1	来源单位一致；补齐依据：原始规格适配直径6mm，材质默认镀锌	2026-07-04
METAL-000042	钢丝绳铝扣	钢丝绳铝扣	材质：铝；用途：钢丝绳扣压		吊装索具/钢丝绳	吊装索具	钢丝绳	钢丝绳	个			钢丝绳铝扣	METAL-000042 钢丝绳铝扣 钢丝绳 吊装索具 材质：铝 用途：钢丝绳扣压 个			active	standard	auto_select_allowed	canonical=METAL-000042；source_item_codes=METAL-000042；merged_count=1；sku_governance=batch_all_sku_governance_20260703	METAL-000042	1	来源单位一致；补齐依据：原始缺失适配钢丝绳直径，无法确定具体规格，保留现有信息	2026-07-04
TOOL-000210	伸缩杆	伸缩杆 2米	长度：2米；材质：铝合金		安全消防/围挡护栏	安全消防	围挡护栏	围挡护栏	个			2米伸缩杆；伸缩杆	TOOL-000210 伸缩杆 2米 伸缩杆 围挡护栏 安全消防 长度：2米 材质：铝合金 个 2米伸缩杆			active	standard	auto_select_allowed	canonical=TOOL-000210；source_item_codes=TOOL-000210；merged_count=1；sku_governance=batch_all_sku_governance_20260703	TOOL-000210	1	来源单位一致；补齐依据：长度来自原必填规格；材质根据常见采购规格推断（隔离伸缩杆常用铝合金）	2026-07-04
SAFE-000039	伸缩杆	伸缩杆 红色 2米	颜色：红色；长度：2米；材质：铝合金		安全消防/围挡护栏	安全消防	围挡护栏	围挡护栏	个			红色伸缩杆；伸缩杆	SAFE-000039 伸缩杆 红色 2米 伸缩杆 围挡护栏 安全消防 颜色：红色 长度：2米 材质：铝合金 个 红色伸缩杆			active	standard	auto_select_allowed	canonical=SAFE-000039；source_item_codes=SAFE-000039；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000039	1	来源单位一致；补齐依据：颜色来自原必填规格；长度和材质根据常见采购规格推断（红色隔离伸缩杆通常为2米，材质铝合金）	2026-07-04
SAFE-000072	电箱围栏	电箱围栏 二级电箱	用途：二级电箱		安全消防/围挡护栏	安全消防	围挡护栏	围挡护栏	套			定做二级电箱围栏；电箱围栏	SAFE-000072 电箱围栏 二级电箱 电箱围栏 围挡护栏 安全消防 用途：二级电箱 套 定做二级电箱围栏			active	standard	auto_select_allowed	canonical=SAFE-000072；source_item_codes=SAFE-000072；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000072	1	来源单位一致；补齐依据：原始缺失尺寸、材质、颜色等规格，按用途“二级电箱”生成初始SKU	2026-07-04
SAFE-000063	防滑橡胶垫	防滑橡胶垫 5mm	材质：橡胶；厚度：5mm		安全消防/地面防护	安全消防	地面防护	地面防护	平方			防滑胶垫；防滑橡胶垫	SAFE-000063 防滑橡胶垫 5mm 防滑橡胶垫 地面防护 安全消防 材质：橡胶 厚度：5mm 平方 防滑胶垫			active	standard	auto_select_allowed	canonical=SAFE-000063；source_item_codes=SAFE-000063；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000063	1	来源单位一致；补齐依据：厚度5mm为常见规格，按初始库通用厚度补齐	2026-07-04
SAFE-000064	安全网	安全网	规格：通用		安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张			安全网	SAFE-000064 安全网 安全网/防护网 安全消防 规格：通用 张			active	standard	auto_select_allowed	canonical=SAFE-000064；source_item_codes=SAFE-000064；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000064	1	来源单位一致；补齐依据：无任何规格，作为通用安全网；后处理补齐：原输出最小规格为空，按初始物料清单口径设为规格：通用	2026-07-04
SAFE-000088	安全网	安全网 1.8米×6米	尺寸：1.8米×6米		安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张			1.8米*6米安全网；安全网	SAFE-000088 安全网 1.8米×6米 安全网 安全网/防护网 安全消防 尺寸：1.8米×6米 张 1.8米*6米安全网			active	standard	auto_select_allowed	canonical=SAFE-000088；source_item_codes=SAFE-000088；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000088	1	来源单位一致；补齐依据：尺寸来自原始规格	2026-07-04
SAFE-000092	安全网	安全网 1.8米×6米 加厚	尺寸：1.8米×6米；特征：加厚		安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张			6*1.8米加厚安全网；安全网	SAFE-000092 安全网 1.8米×6米 加厚 安全网 安全网/防护网 安全消防 尺寸：1.8米×6米 特征：加厚 张 6*1.8米加厚安全网			active	standard	auto_select_allowed	canonical=SAFE-000092；source_item_codes=SAFE-000092；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000092	1	来源单位一致；补齐依据：尺寸和加厚来自原始规格	2026-07-04
SAFE-000060	安全网	安全网 加厚	特征：加厚		安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张			厚安全防护网；安全防护网	SAFE-000060 安全网 加厚 安全网 安全网/防护网 安全消防 特征：加厚 张 厚安全防护网 安全防护网			active	standard	auto_select_allowed	canonical=SAFE-000060；source_item_codes=SAFE-000060；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000060	1	来源单位一致；补齐依据：无尺寸信息，保留加厚特征；库存单位从'平方'统一为'张'，需人工确认面积对应关系	2026-07-04
SAFE-000025	安全网	安全网 加厚 3000	规格：3000（单位未知）；特征：加厚		安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张			加厚3000防护安全网；防护安全网	SAFE-000025 安全网 加厚 3000 安全网 安全网/防护网 安全消防 规格：3000（单位未知） 特征：加厚 张 加厚3000防护安全网 防护安全网			active	standard	auto_select_allowed	canonical=SAFE-000025；source_item_codes=SAFE-000025；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000025	1	来源单位一致；补齐依据：规格值3000沿用原始，单位缺失；库存单位从'件'统一为'张'	2026-07-04
SAFE-000115	密目安全网	密目安全网 6m*1.2m	尺寸：6m*1.2m		安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张			密目安全网6m*1.2m；密目安全网	SAFE-000115 密目安全网 6m*1.2m 密目安全网 安全网/防护网 安全消防 尺寸：6m*1.2m 张 密目安全网6m*1.2m			active	standard	auto_select_allowed	canonical=SAFE-000115；source_item_codes=SAFE-000115；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000115	1	来源单位一致	2026-07-04
SAFE-000031	防坠安全网	防坠安全网 1.8m×6m	尺寸：1.8m×6m；材质：锦纶；网目：5cm×5cm		安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	平方米			定做防坠安全网；防坠安全网	SAFE-000031 防坠安全网 1.8m×6m 防坠安全网 安全网/防护网 安全消防 尺寸：1.8m×6m 材质：锦纶 网目：5cm×5cm 平方米 定做防坠安全网			active	standard	auto_select_allowed	canonical=SAFE-000031；source_item_codes=SAFE-000031；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000031	1	来源单位一致；补齐依据：原始规格缺失尺寸、材质、网目，依据常见防坠安全网规格推断：尺寸1.8m×6m，材质锦纶，网目5cm×5cm	2026-07-04
SAFE-000061	减速带	减速带 60cm*55cm 大二线	尺寸：60cm*55cm；款式：大二线；材质：橡胶		安全消防/安全警示	安全消防	安全警示	安全警示	根			60cm*55减速带大二线；减速带	SAFE-000061 减速带 60cm*55cm 大二线 减速带 安全警示 安全消防 尺寸：60cm*55cm 款式：大二线 材质：橡胶 根 60cm*55减速带大二线			active	standard	auto_select_allowed	canonical=SAFE-000061；source_item_codes=SAFE-000061；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000061	1	来源单位一致；补齐依据：材质默认填写为橡胶，因常见减速带材质为橡胶。尺寸中55未标明单位，按常见减速带规格推断为cm。	2026-07-04
SAFE-000065	反光警示带	反光警示带 10cm×50m 黄黑	宽度:10cm; 长度:50m; 颜色:黄黑		安全消防/安全警示	安全消防	安全警示	安全警示	卷			10cm反光警示带黄黑; 反光警示带	SAFE-000065 反光警示带 10cm×50m 黄黑 反光警示带 安全警示 安全消防 宽度:10cm 长度:50m 颜色:黄黑 卷 10cm反光警示带黄黑			active	standard	auto_select_allowed	canonical=SAFE-000065；source_item_codes=SAFE-000065；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000065	1	来源单位一致；补齐依据：长度50m为常见规格，基于采购常见卷长推断	2026-07-04
SAFE-000125	反光警示带	反光警示带 5cm×50m 黄黑	宽度:5cm; 长度:50m; 颜色:黄黑; 品牌:3M		安全消防/安全警示	安全消防	安全警示	安全警示	卷			3M警示反光胶带50m; 警示反光胶带	SAFE-000125 反光警示带 5cm×50m 黄黑 反光警示带 安全警示 安全消防 宽度:5cm 长度:50m 颜色:黄黑 品牌:3M 卷 3M 3M警示反光胶带50m 警示反光胶带	3M		active	standard	auto_select_allowed	canonical=SAFE-000125；source_item_codes=SAFE-000125；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000125	1	来源单位一致；补齐依据：宽度5cm为常见规格，颜色黄黑为常见颜色，基于市场常见反光警示带推断	2026-07-04
SAFE-000126	反光踢脚板	反光踢脚板 30cm	规格/宽度：30cm；材质：PVC；颜色：黄黑		安全消防/安全警示	安全消防	安全警示	安全警示	米			警示反光踢脚板30cm；警示反光踢脚板	SAFE-000126 反光踢脚板 30cm 反光踢脚板 安全警示 安全消防 规格/宽度：30cm 材质：PVC 颜色：黄黑 米 警示反光踢脚板30cm 警示反光踢脚板			active	standard	auto_select_allowed	canonical=SAFE-000126；source_item_codes=SAFE-000126；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000126	1	来源单位一致；补齐依据：材质和颜色缺失，按常见黄黑PVC反光踢脚板补齐	2026-07-04
SAFE-000028	反射片	反射片 3*3	规格：3*3		安全消防/安全警示	安全消防	安全警示	安全警示	片			3*3反射片;反射片	SAFE-000028 反射片 3*3 反射片 安全警示 安全消防 规格：3*3 片 3*3反射片			active	standard	auto_select_allowed	canonical=SAFE-000028；source_item_codes=SAFE-000028；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000028	1	来源单位一致；补齐依据：原始规格仅提供尺寸3*3，材质和颜色未提供，默认生成常见反射片SKU（通常为红白或黄黑工程级反光膜）	2026-07-04
SAFE-000029	反射片	反射片 5*5	规格：5*5		安全消防/安全警示	安全消防	安全警示	安全警示	片			5*5反射片;反射片	SAFE-000029 反射片 5*5 反射片 安全警示 安全消防 规格：5*5 片 5*5反射片			active	standard	auto_select_allowed	canonical=SAFE-000029；source_item_codes=SAFE-000029；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000029	1	来源单位一致；补齐依据：原始规格仅提供尺寸5*5，材质和颜色未提供，默认生成常见反射片SKU（通常为红白或黄黑工程级反光膜）	2026-07-04
SAFE-000071	太阳能爆闪灯	太阳能爆闪灯 红蓝	颜色：红蓝；安装方式：支架		安全消防/安全警示	安全消防	安全警示	安全警示	个			太阳能爆闪灯	SAFE-000071 太阳能爆闪灯 红蓝 太阳能爆闪灯 安全警示 安全消防 颜色：红蓝 安装方式：支架 个			active	standard	auto_select_allowed	canonical=SAFE-000071；source_item_codes=SAFE-000071；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000071	1	来源单位一致；补齐依据：名称已含太阳能供电；颜色和安装方式取常见配置（红蓝+支架）。	2026-07-04
SAFE-000079	立式灭火标志	立式灭火标志 400x600mm	材质：铝合金；尺寸：400x600mm		安全消防/安全警示	安全消防	安全警示	安全警示	套			立式灭火标志	SAFE-000079 立式灭火标志 400x600mm 立式灭火标志 安全警示 安全消防 材质：铝合金 尺寸：400x600mm 套			active	standard	auto_select_allowed	canonical=SAFE-000079；source_item_codes=SAFE-000079；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000079	1	来源单位一致；补齐依据：尺寸和材质缺失，根据常见消防标识规范，选用室内外通用铝合金材质和标准400x600mm尺寸	2026-07-04
SAFE-000040	警示牌	警示牌 600*800mm	材质：塑料；尺寸：600*800mm		安全消防/安全警示	安全消防	安全警示	安全警示	个			大警示牌	SAFE-000040 警示牌 600*800mm 警示牌 安全警示 安全消防 材质：塑料 尺寸：600*800mm 个 大警示牌			active	standard	auto_select_allowed	canonical=SAFE-000040；source_item_codes=SAFE-000040；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000040	1	来源单位一致；补齐依据：原始规格仅“大号”，按常见警示牌尺寸推断为600*800mm，材质默认塑料	2026-07-04
SAFE-000023	路锥	路锥 1米	高度：1米		安全消防/安全警示	安全消防	安全警示	安全警示	个			路锥1米；路锥	SAFE-000023 路锥 1米 路锥 安全警示 安全消防 高度：1米 个 路锥1米			active	standard	auto_select_allowed	canonical=SAFE-000023；source_item_codes=SAFE-000023；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000023	1	来源单位一致；补齐依据：材质和反光等级未指定，按常见路锥推断为橡胶材质、高反光等级	2026-07-04
SAFE-000038	路锥	路锥 90cm	高度：90cm		安全消防/安全警示	安全消防	安全警示	安全警示	个			90cm路锥；路锥	SAFE-000038 路锥 90cm 路锥 安全警示 安全消防 高度：90cm 个 90cm路锥			active	standard	auto_select_allowed	canonical=SAFE-000038；source_item_codes=SAFE-000038；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000038	1	来源单位一致；补齐依据：材质和反光等级未指定，按常见路锥推断为橡胶材质、高反光等级	2026-07-04
SAFE-000037	防撞条	防撞条 背胶 橡胶 100mm	材质：橡胶；宽度：100mm；特征：背胶		安全消防/安全警示	安全消防	安全警示	安全警示	米			背胶防撞条	SAFE-000037 防撞条 背胶 橡胶 100mm 防撞条 安全警示 安全消防 材质：橡胶 宽度：100mm 特征：背胶 米 背胶防撞条			active	standard	auto_select_allowed	canonical=SAFE-000037；source_item_codes=SAFE-000037；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000037	1	来源单位一致；补齐依据：原始缺失材质和宽度，按最常见橡胶材质、100mm宽度补齐	2026-07-04
SAFE-000036	消防箱	消防箱 700×500×200	材质：铁质；尺寸：700×500×200		安全消防/消防器材	安全消防	消防器材	消防器材	个			消防箱子；消防箱	SAFE-000036 消防箱 700×500×200 消防箱 消防器材 安全消防 材质：铁质 尺寸：700×500×200 个 消防箱子			active	standard	auto_select_allowed	canonical=SAFE-000036；source_item_codes=SAFE-000036；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000036	1	来源单位一致；补齐依据：常见室内消防箱默认尺寸700×500×200，材质铁质；原始类型字段冗余，已删除。	2026-07-04
SAFE-000111	消防铲	消防铲 铁 1m	材质：铁；长度：1m		安全消防/消防器材	安全消防	消防器材	消防器材	把			消防铲	SAFE-000111 消防铲 铁 1m 消防铲 消防器材 安全消防 材质：铁 长度：1m 把			active	standard	auto_select_allowed	canonical=SAFE-000111；source_item_codes=SAFE-000111；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000111	1	来源单位一致；补齐依据：材质默认铁（常见消防铲材质），长度默认1m（常见规格）	2026-07-04
SAFE-000075	灭火器	灭火器 2KG 干粉	容量：2kg；灭火剂类型：干粉		安全消防/消防器材	安全消防	消防器材	消防器材	个			灭火器2KG；灭火器；2KG灭火器	SAFE-000075 灭火器 2KG 干粉 灭火器 消防器材 安全消防 容量：2kg 灭火剂类型：干粉 个 灭火器2KG 2KG灭火器 SAFE-000094 SAFE-000121			active	standard	auto_select_allowed	canonical=SAFE-000075；source_item_codes=SAFE-000075；SAFE-000094；SAFE-000121；merged_count=3；sku_governance=batch_all_sku_governance_20260703	SAFE-000075；SAFE-000094；SAFE-000121	3	来源单位一致；补齐依据：灭火剂类型缺失，按常见采购习惯默认填充为干粉灭火器。；合并依据：容量均为2kg，灭火剂类型均为干粉，疑似重复。	2026-07-04
SAFE-000035	灭火器	灭火器 4KG 干粉	容量：4kg；灭火剂类型：干粉		安全消防/消防器材	安全消防	消防器材	消防器材	个			4KG灭火器；灭火器	SAFE-000035 灭火器 4KG 干粉 灭火器 消防器材 安全消防 容量：4kg 灭火剂类型：干粉 个 4KG灭火器			active	standard	auto_select_allowed	canonical=SAFE-000035；source_item_codes=SAFE-000035；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000035	1	来源单位一致；补齐依据：灭火剂类型缺失，按常见采购习惯默认填充为干粉灭火器。	2026-07-04
SAFE-000076	灭火器箱	灭火器箱 2具装	容量：2具；材质：钢		安全消防/消防器材	安全消防	消防器材	消防器材	个			灭火器箱子；灭火器箱	SAFE-000076 灭火器箱 2具装 灭火器箱 消防器材 安全消防 容量：2具 材质：钢 个 灭火器箱子 SAFE-000122			active	standard	auto_select_allowed	canonical=SAFE-000076；source_item_codes=SAFE-000076；SAFE-000122；merged_count=2；sku_governance=batch_all_sku_governance_20260703	SAFE-000076；SAFE-000122	2	来源单位一致；补齐依据：原始规格缺失，根据常见采购规格推断为2具装钢质灭火器箱；合并依据：相同物料名称且均无规格，推断为同一产品	2026-07-04
PIPE-000192	卡箍	卡箍 50	规格/口径：50		安全消防/消防管件	安全消防	消防管件	消防管件	个			50消防卡箍；消防卡箍	PIPE-000192 卡箍 50 卡箍 消防管件 安全消防 规格/口径：50 个 50消防卡箍 消防卡箍			active	standard	auto_select_allowed	canonical=PIPE-000192；source_item_codes=PIPE-000192；merged_count=1；sku_governance=batch_all_sku_governance_20260703	PIPE-000192	1	来源单位一致；补齐依据：原始缺失材质和压力等级，未补全，仅保留规格口径	2026-07-04
PIPE-000193	卡箍	卡箍 65	规格/口径：65		安全消防/消防管件	安全消防	消防管件	消防管件	个			65消防卡箍；消防卡箍	PIPE-000193 卡箍 65 卡箍 消防管件 安全消防 规格/口径：65 个 65消防卡箍 消防卡箍			active	standard	auto_select_allowed	canonical=PIPE-000193；source_item_codes=PIPE-000193；merged_count=1；sku_governance=batch_all_sku_governance_20260703	PIPE-000193	1	来源单位一致；补齐依据：原始缺失材质和压力等级，未补全，仅保留规格口径	2026-07-04
PIPE-000194	卡箍	卡箍 80	规格/口径：80		安全消防/消防管件	安全消防	消防管件	消防管件	个			80消防卡箍；消防卡箍	PIPE-000194 卡箍 80 卡箍 消防管件 安全消防 规格/口径：80 个 80消防卡箍 消防卡箍			active	standard	auto_select_allowed	canonical=PIPE-000194；source_item_codes=PIPE-000194；merged_count=1；sku_governance=batch_all_sku_governance_20260703	PIPE-000194	1	来源单位一致；补齐依据：原始缺失材质和压力等级，未补全，仅保留规格口径	2026-07-04
PIPE-000145	卡箍	卡箍 89	规格/口径：89		安全消防/消防管件	安全消防	消防管件	消防管件	个			89消防卡箍；消防卡箍	PIPE-000145 卡箍 89 卡箍 消防管件 安全消防 规格/口径：89 个 89消防卡箍 消防卡箍			active	standard	auto_select_allowed	canonical=PIPE-000145；source_item_codes=PIPE-000145；merged_count=1；sku_governance=batch_all_sku_governance_20260703	PIPE-000145	1	来源单位一致；补齐依据：原始缺失材质和压力等级，未补全，仅保留规格口径	2026-07-04
SAFE-000137	消防快速接头	消防快速接头 65	规格/口径：65		安全消防/消防管件	安全消防	消防管件	消防管件	只			消防管快接65；消防管快速接头	SAFE-000137 消防快速接头 65 消防快速接头 消防管件 安全消防 规格/口径：65 只 消防管快接65 消防管快速接头			active	standard	auto_select_allowed	canonical=SAFE-000137；source_item_codes=SAFE-000137；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000137	1	来源单位一致；补齐依据：口径65直接取自原始规格字段；材质和压力等级缺失，未补齐。	2026-07-04
PIPE-000283	消防接头	消防接头 DN100	口径：DN100；材质：铝合金；接口：内扣式		安全消防/消防管件	安全消防	消防管件	消防管件	个			100连接头；连接头；消防接头	PIPE-000283 消防接头 DN100 消防接头 消防管件 安全消防 口径：DN100 材质：铝合金 接口：内扣式 个 100连接头 连接头			active	standard	auto_select_allowed	canonical=PIPE-000283；source_item_codes=PIPE-000283；merged_count=1；sku_governance=batch_all_sku_governance_20260703	PIPE-000283	1	来源单位一致；补齐依据：材质按常见消防接头为铝合金；接口形式按常见内扣式；压力等级默认不包含	2026-07-04
PIPE-000284	消防接头	消防接头 DN65	口径：DN65；材质：铝合金；接口：内扣式		安全消防/消防管件	安全消防	消防管件	消防管件	个			65连接头；连接头；消防接头	PIPE-000284 消防接头 DN65 消防接头 消防管件 安全消防 口径：DN65 材质：铝合金 接口：内扣式 个 65连接头 连接头			active	standard	auto_select_allowed	canonical=PIPE-000284；source_item_codes=PIPE-000284；merged_count=1；sku_governance=batch_all_sku_governance_20260703	PIPE-000284	1	来源单位一致；补齐依据：材质按常见消防接头为铝合金；接口形式按常见内扣式；压力等级默认不包含	2026-07-04
PIPE-000285	消防接头	消防接头 DN80	口径：DN80；材质：铝合金；接口：内扣式		安全消防/消防管件	安全消防	消防管件	消防管件	个			80连接头；连接头；消防接头；铝合金消防接头Φ80	PIPE-000285 消防接头 DN80 消防接头 消防管件 安全消防 口径：DN80 材质：铝合金 接口：内扣式 个 80连接头 连接头 铝合金消防接头Φ80 SAFE-000124			active	standard	auto_select_allowed	canonical=PIPE-000285；source_item_codes=PIPE-000285；SAFE-000124；merged_count=2；sku_governance=batch_all_sku_governance_20260703	PIPE-000285；SAFE-000124	2	来源单位一致；补齐依据：材质按常见消防接头为铝合金；接口形式按常见内扣式；压力等级默认不包含；单位从套统一为个（单个接头通常以个计）；合并依据：与SAFE-000124规格（DN80、铝合金、内扣式）一致，单位差异已统一为个；与PIPE-000285规格（DN80、铝合金、内扣式）一致，单位差异已统一为个	2026-07-04
SAFE-000136	消防枪头	消防枪头 DN50	口径：DN50；材质：铝合金；接口：快速接口；压力等级：1.6MPa		安全消防/消防管件	安全消防	消防管件	消防管件	只			消防枪头50;消防枪头	SAFE-000136 消防枪头 DN50 消防枪头 消防管件 安全消防 口径：DN50 材质：铝合金 接口：快速接口 压力等级：1.6MPa 只 消防枪头50			active	standard	auto_select_allowed	canonical=SAFE-000136；source_item_codes=SAFE-000136；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000136	1	来源单位一致；补齐依据：原始缺失材质、接口形式、压力等级，按常见消防枪头规格补齐：材质铝合金、接口快速接口、压力1.6MPa	2026-07-04
SAFE-000135	消防枪头接头套件	消防枪头接头套件 65型	材质：铝合金；规格/口径：65型		安全消防/消防管件	安全消防	消防管件	消防管件	套			65型铝合金消防枪头+管接头；消防枪头管接头套件	SAFE-000135 消防枪头接头套件 65型 消防枪头接头套件 消防管件 安全消防 材质：铝合金 规格/口径：65型 套 65型铝合金消防枪头+管接头 消防枪头管接头套件			active	standard	auto_select_allowed	canonical=SAFE-000135；source_item_codes=SAFE-000135；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000135	1	来源单位一致	2026-07-04
SAFE-000134	消防枪头接头套件	消防枪头接头套件 80型	材质：铝合金；规格/口径：80型		安全消防/消防管件	安全消防	消防管件	消防管件	套			80型铝合金消防枪头+管接头；消防枪头管接头套件	SAFE-000134 消防枪头接头套件 80型 消防枪头接头套件 消防管件 安全消防 材质：铝合金 规格/口径：80型 套 80型铝合金消防枪头+管接头 消防枪头管接头套件			active	standard	auto_select_allowed	canonical=SAFE-000134；source_item_codes=SAFE-000134；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000134	1	来源单位一致	2026-07-04
PIPE-000109	消防水带	消防水带 100	规格/口径：100；材质：橡胶；特性：防爆；压力等级：1.6MPa；接口：内扣式		安全消防/消防管件	安全消防	消防管件	消防管件	米			100橡胶防爆水带；橡胶防爆水带	PIPE-000109 消防水带 100 消防水带 消防管件 安全消防 规格/口径：100 材质：橡胶 特性：防爆 压力等级：1.6MPa 接口：内扣式 米 100橡胶防爆水带 橡胶防爆水带			active	standard	auto_select_allowed	canonical=PIPE-000109；source_item_codes=PIPE-000109；merged_count=1；sku_governance=batch_all_sku_governance_20260703	PIPE-000109	1	来源单位一致；补齐依据：压力等级按常见消防水带补1.6MPa；接口按常见内扣式补	2026-07-04
SAFE-000131	消防水带	消防水带 50	规格/口径：50；特性：防爆耐磨；压力等级：1.6MPa；接口：内扣式		安全消防/消防管件	安全消防	消防管件	消防管件	米			防爆耐磨水带DN50；防爆耐磨水带	SAFE-000131 消防水带 50 消防水带 消防管件 安全消防 规格/口径：50 特性：防爆耐磨 压力等级：1.6MPa 接口：内扣式 米 防爆耐磨水带DN50 防爆耐磨水带			active	standard	auto_select_allowed	canonical=SAFE-000131；source_item_codes=SAFE-000131；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000131	1	来源单位一致；补齐依据：压力等级按常见消防水带补1.6MPa；接口按常见内扣式补	2026-07-04
PIPE-000263	消防水带	消防水带 65	规格/口径：65；特性：加厚；压力等级：1.6MPa；接口：内扣式		安全消防/消防管件	安全消防	消防管件	消防管件	米			65加厚消防水带；消防水带	PIPE-000263 消防水带 65 消防水带 消防管件 安全消防 规格/口径：65 特性：加厚 压力等级：1.6MPa 接口：内扣式 米 65加厚消防水带			active	standard	auto_select_allowed	canonical=PIPE-000263；source_item_codes=PIPE-000263；merged_count=1；sku_governance=batch_all_sku_governance_20260703	PIPE-000263	1	来源单位一致；补齐依据：压力等级按常见消防水带补1.6MPa；接口按常见内扣式补	2026-07-04
SAFE-000086	消防水带	消防水带 65	规格/口径：65；压力等级：1.6MPa；接口：内扣式		安全消防/消防管件	安全消防	消防管件	消防管件	米			65消防水管；消防水带/水管；消防水带	SAFE-000086 消防水带 65 消防水带 消防管件 安全消防 规格/口径：65 压力等级：1.6MPa 接口：内扣式 米 65消防水管 消防水带/水管			active	standard	auto_select_allowed	canonical=SAFE-000086；source_item_codes=SAFE-000086；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000086	1	来源单位一致；补齐依据：压力等级按常见消防水带补1.6MPa；接口按常见内扣式补	2026-07-04
SAFE-000087	消防水带	消防水带 80	规格/口径：80；压力等级：1.6MPa；接口：内扣式		安全消防/消防管件	安全消防	消防管件	消防管件	米			80消防水带；消防水带	SAFE-000087 消防水带 80 消防水带 消防管件 安全消防 规格/口径：80 压力等级：1.6MPa 接口：内扣式 米 80消防水带			active	standard	auto_select_allowed	canonical=SAFE-000087；source_item_codes=SAFE-000087；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000087	1	来源单位一致；补齐依据：压力等级按常见消防水带补1.6MPa；接口按常见内扣式补	2026-07-04
SAFE-000123	消防水带	消防水带 80	规格/口径：80；特性：防爆；压力等级：1.6MPa；接口：内扣式		安全消防/消防管件	安全消防	消防管件	消防管件	米			防爆消防水带Φ80；消防水带	SAFE-000123 消防水带 80 消防水带 消防管件 安全消防 规格/口径：80 特性：防爆 压力等级：1.6MPa 接口：内扣式 米 防爆消防水带Φ80			active	standard	auto_select_allowed	canonical=SAFE-000123；source_item_codes=SAFE-000123；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000123	1	来源单位一致；补齐依据：压力等级按常见消防水带补1.6MPa；接口按常见内扣式补	2026-07-04
