type_id	attribute_key	display_name	requirement	value_type	unit	enum_values	affects_sku_identity	display_order	description	source_evidence
MT-1BAA4AD8A641	brand	品牌	required	text			true	4	品牌；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-1BAA4AD8A641	固化方式	固化方式	required	text			true	5	固化方式（胶粘密封）按来源证据填写。	source_required_specs/brand/model
MT-D97959E459B9	capacity	容量	required	text			true	1	容量或包装容量。	source_required_specs/brand/model
MT-D97959E459B9	model	型号	required	text			true	2	制造商型号；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-3F18DA60CBA2	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-3F18DA60CBA2	类型	类型	required	text			true	2	类型（胶粘密封）按来源证据填写。	source_required_specs/brand/model
MT-3F18DA60CBA2	组分	组分	required	text			true	3	组分（胶粘密封）按来源证据填写。	source_required_specs/brand/model
MT-F72BC9831090	capacity	容量	required	text			true	1	容量或包装容量。	source_required_specs/brand/model
MT-F72BC9831090	model	型号	required	text			true	2	制造商型号；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-F72BC9831090	适用材料	适用材料	required	text			true	3	适用材料（胶粘密封）按来源证据填写。	source_required_specs/brand/model
MT-6B66ED2FD77C	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-6B66ED2FD77C	capacity	容量	required	text			true	2	容量或包装容量。	source_required_specs/brand/model
MT-6B66ED2FD77C	brand	品牌	required	text			true	3	品牌；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-6B66ED2FD77C	model	型号	required	text			true	4	制造商型号；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-6B66ED2FD77C	进口	进口	required	text			true	5	进口（胶粘密封）按来源证据填写。	source_required_specs/brand/model
MT-014EADA6155D	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-014EADA6155D	capacity	容量	required	text			true	2	容量或包装容量。	source_required_specs/brand/model
MT-014EADA6155D	brand	品牌	required	text			true	3	品牌；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-014EADA6155D	model	型号	required	text			true	4	制造商型号；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-56D8CC58ABAE	package_specification	包装规格	required	text			true	1	包装规格，不得建立为物料分类。	source_required_specs/brand/model
MT-3130BAFDF7B6	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-3130BAFDF7B6	capacity	容量	required	text			true	2	容量或包装容量。	source_required_specs/brand/model
MT-3130BAFDF7B6	brand	品牌	required	text			true	3	品牌；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-3130BAFDF7B6	model	型号	required	text			true	4	制造商型号；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-3130BAFDF7B6	功能	功能	required	text			true	5	功能（防锈除锈）按来源证据填写。	source_required_specs/brand/model
MT-4081637AB122	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-4081637AB122	capacity	容量	required	text			true	2	容量或包装容量。	source_required_specs/brand/model
MT-4081637AB122	brand	品牌	required	text			true	3	品牌；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-4081637AB122	功能	功能	required	text			true	4	功能（防锈除锈）按来源证据填写。	source_required_specs/brand/model
MT-BE30A4E500C6	额定载荷	额定载荷	required	text			true	1	额定载荷（卸扣/卡环）按来源证据填写。	source_required_specs/brand/model
MT-B785C118DEA9	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-B785C118DEA9	width	宽度	required	text			true	2	宽度（卸扣/卡环）按来源证据填写。	source_required_specs/brand/model
MT-B785C118DEA9	载荷	载荷	required	text			true	3	载荷（卸扣/卡环）按来源证据填写。	source_required_specs/brand/model
MT-66D8EB9BB089	额定载荷	额定载荷	required	text			true	1	额定载荷（卸扣/卡环）按来源证据填写。	source_required_specs/brand/model
MT-E328EF9676E7	strength_grade	强度等级	required	text			true	1	强度等级；属于 SKU 属性，不得放入标准物料名称。	source_required_specs/brand/model
MT-E328EF9676E7	标准	标准	required	text			true	2	标准（卸扣/卡环）按来源证据填写。	source_required_specs/brand/model
MT-E328EF9676E7	载荷	载荷	required	text			true	3	载荷（卸扣/卡环）按来源证据填写。	source_required_specs/brand/model
MT-C5BA1D47A922	额定载荷	额定载荷	required	text			true	1	额定载荷（卸扣/卡环）按来源证据填写。	source_required_specs/brand/model
MT-18A615A4E699	length	长度	required	text			true	1	长度（吊带/吊装带）按来源证据填写。	source_required_specs/brand/model
MT-18A615A4E699	额定载荷	额定载荷	required	text			true	2	额定载荷（吊带/吊装带）按来源证据填写。	source_required_specs/brand/model
MT-51FC9F4B5E9E	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-51FC9F4B5E9E	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-51FC9F4B5E9E	额定载荷	额定载荷	required	text			true	3	额定载荷（吊装袋/吊包）按来源证据填写。	source_required_specs/brand/model
MT-90343DF1701A	特征	特征	required	text			true	1	特征（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-90343DF1701A	适配类型	适配类型	required	text			true	2	适配类型（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-90343DF1701A	适配钩型	适配钩型	required	text			true	3	适配钩型（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-90343DF1701A	额定载荷	额定载荷	required	text			true	4	额定载荷（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-F2DD6F0F7F0D	螺纹规格	螺纹规格	required	text			true	1	螺纹规格（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-F2DD6F0F7F0D	载荷	载荷	required	text			true	2	载荷（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-FD3815CE263C	brand	品牌	required	text			true	1	品牌；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-FD3815CE263C	额定载荷	额定载荷	required	text			true	2	额定载荷（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-55BE0FC67B15	开口范围	开口范围	required	text			true	1	开口范围（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-55BE0FC67B15	额定载荷	额定载荷	required	text			true	2	额定载荷（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-5F935590A21F	额定载荷	额定载荷	required	text			true	1	额定载荷（吊钩/吊具）按来源证据填写。	source_required_specs/brand/model
MT-391AA30ACD1C	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-391AA30ACD1C	diameter	直径	required	text			true	2	直径（牵引捆绑绳链）按来源证据填写。	source_required_specs/brand/model
MT-391AA30ACD1C	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-391AA30ACD1C	编织类型	编织类型	required	text			true	4	编织类型（牵引捆绑绳链）按来源证据填写。	source_required_specs/brand/model
MT-6E394DAA8A43	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-6E394DAA8A43	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-6E394DAA8A43	节距	节距	required	text			true	3	节距（牵引捆绑绳链）按来源证据填写。	source_required_specs/brand/model
MT-6E394DAA8A43	适配链条直径	适配链条直径	required	text			true	4	适配链条直径（牵引捆绑绳链）按来源证据填写。	source_required_specs/brand/model
MT-6E394DAA8A43	链径	链径	required	text			true	5	链径（牵引捆绑绳链）按来源证据填写。	source_required_specs/brand/model
MT-6E394DAA8A43	额定载荷	额定载荷	required	text			true	6	额定载荷（牵引捆绑绳链）按来源证据填写。	source_required_specs/brand/model
MT-ABA6144D7393	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-ABA6144D7393	length	长度	required	text			true	2	长度（花篮螺丝/紧线器）按来源证据填写。	source_required_specs/brand/model
MT-ABA6144D7393	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-ABA6144D7393	surface_treatment	表面处理	required	text			true	4	表面处理方式。	source_required_specs/brand/model
MT-ABA6144D7393	螺纹规格	螺纹规格	required	text			true	5	螺纹规格（花篮螺丝/紧线器）按来源证据填写。	source_required_specs/brand/model
MT-37D1093701B7	电机功率	电机功率	required	text			true	1	电机功率（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-37D1093701B7	钢丝绳直径	钢丝绳直径	required	text			true	2	钢丝绳直径（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-37D1093701B7	额定载荷	额定载荷	required	text			true	3	额定载荷（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-E8263B54070B	链条直径	链条直径	required	text			true	1	链条直径（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-E8263B54070B	链条长度	链条长度	required	text			true	2	链条长度（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-E8263B54070B	额定载荷	额定载荷	required	text			true	3	额定载荷（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-4AFF6ECC250F	brand	品牌	required	text			true	1	品牌；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-4AFF6ECC250F	链条直径	链条直径	required	text			true	2	链条直径（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-4AFF6ECC250F	链条长度	链条长度	required	text			true	3	链条长度（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-4AFF6ECC250F	额定载荷	额定载荷	required	text			true	4	额定载荷（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-EC4993E096DB	类型	类型	required	text			true	1	类型（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-EC4993E096DB	额定载荷	额定载荷	required	text			true	2	额定载荷（葫芦/起重工具）按来源证据填写。	source_required_specs/brand/model
MT-D36F13694ADA	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-D36F13694ADA	length	长度	required	text			true	2	长度（钢丝绳）按来源证据填写。	source_required_specs/brand/model
MT-D36F13694ADA	diameter	直径	required	text			true	3	直径（钢丝绳）按来源证据填写。	source_required_specs/brand/model
MT-D36F13694ADA	结构	结构	required	text			true	4	结构（钢丝绳）按来源证据填写。	source_required_specs/brand/model
MT-28FC8E477553	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-28FC8E477553	length	长度	required	text			true	2	长度（钢丝绳）按来源证据填写。	source_required_specs/brand/model
MT-28FC8E477553	diameter	直径	required	text			true	3	直径（钢丝绳）按来源证据填写。	source_required_specs/brand/model
MT-28FC8E477553	material	材质	required	text			true	4	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-28FC8E477553	surface_treatment	表面处理	required	text			true	5	表面处理方式。	source_required_specs/brand/model
MT-28FC8E477553	加工	加工	required	text			true	6	加工（钢丝绳）按来源证据填写。	source_required_specs/brand/model
MT-28FC8E477553	结构	结构	required	text			true	7	结构（钢丝绳）按来源证据填写。	source_required_specs/brand/model
MT-11A648D06417	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-11A648D06417	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-11A648D06417	surface_treatment	表面处理	required	text			true	3	表面处理方式。	source_required_specs/brand/model
MT-11A648D06417	适配钢丝绳直径	适配钢丝绳直径	required	text			true	4	适配钢丝绳直径（钢丝绳）按来源证据填写。	source_required_specs/brand/model
MT-F13E02350A46	material	材质	required	text			true	1	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-F13E02350A46	适用钢丝绳直径	适用钢丝绳直径	required	text			true	2	适用钢丝绳直径（钢丝绳）按来源证据填写。	source_required_specs/brand/model
MT-136029D24198	length	长度	required	text			true	1	长度（围挡护栏）按来源证据填写。	source_required_specs/brand/model
MT-136029D24198	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-136029D24198	color	颜色	required	text			true	3	颜色（围挡护栏）按来源证据填写。	source_required_specs/brand/model
MT-136029D24198	收缩长度	收缩长度	required	text			true	4	收缩长度（围挡护栏）按来源证据填写。	source_required_specs/brand/model
MT-136029D24198	最大延伸	最大延伸	required	text			true	5	最大延伸（围挡护栏）按来源证据填写。	source_required_specs/brand/model
MT-136029D24198	管径	管径	required	text			true	6	管径（围挡护栏）按来源证据填写。	source_required_specs/brand/model
MT-CBBE8A37E984	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-CBBE8A37E984	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-94D8E81D1D8D	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-94D8E81D1D8D	width	宽度	required	text			true	2	宽度（地面防护）按来源证据填写。	source_required_specs/brand/model
MT-94D8E81D1D8D	thickness	厚度	required	text			true	3	厚度（地面防护）按来源证据填写。	source_required_specs/brand/model
MT-94D8E81D1D8D	material	材质	required	text			true	4	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-39D10D870241	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-39D10D870241	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-39D10D870241	特征	特征	required	text			true	3	特征（安全网/防护网）按来源证据填写。	source_required_specs/brand/model
MT-39D10D870241	目数	目数	required	text			true	4	目数（安全网/防护网）按来源证据填写。	source_required_specs/brand/model
MT-39D10D870241	类型	类型	required	text			true	5	类型（安全网/防护网）按来源证据填写。	source_required_specs/brand/model
MT-9B733ADF90DE	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-9B733ADF90DE	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-9B733ADF90DE	类型	类型	required	text			true	3	类型（安全网/防护网）按来源证据填写。	source_required_specs/brand/model
MT-82B426D72C98	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-82B426D72C98	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-82B426D72C98	类型	类型	required	text			true	3	类型（安全网/防护网）按来源证据填写。	source_required_specs/brand/model
MT-82B426D72C98	网目	网目	required	text			true	4	网目（安全网/防护网）按来源证据填写。	source_required_specs/brand/model
MT-8706701BD51D	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-8706701BD51D	size	尺寸	required	text			true	2	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-8706701BD51D	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-8706701BD51D	款式	款式	required	text			true	4	款式（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-1EF1E4D71218	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-1EF1E4D71218	length	长度	required	text			true	2	长度（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-1EF1E4D71218	width	宽度	required	text			true	3	宽度（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-1EF1E4D71218	material	材质	required	text			true	4	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-1EF1E4D71218	color	颜色	required	text			true	5	颜色（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-1EF1E4D71218	brand	品牌	required	text			true	6	品牌；缺失时保持为空并进入补录。	source_required_specs/brand/model
MT-E26BA4405A62	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-E26BA4405A62	length	长度	required	text			true	2	长度（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-E26BA4405A62	width	宽度	required	text			true	3	宽度（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-E26BA4405A62	material	材质	required	text			true	4	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-E26BA4405A62	color	颜色	required	text			true	5	颜色（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-A0858BCEAA10	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-A0858BCEAA10	size	尺寸	required	text			true	2	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-A0858BCEAA10	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-D3C544EF30A4	color	颜色	required	text			true	1	颜色（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-D3C544EF30A4	供电方式	供电方式	required	text			true	2	供电方式（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-D3C544EF30A4	光源	光源	required	text			true	3	光源（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-D3C544EF30A4	安装方式	安装方式	required	text			true	4	安装方式（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-2ADD0B74CB32	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-2ADD0B74CB32	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-2ADD0B74CB32	类型	类型	required	text			true	3	类型（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-134E7E617161	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-134E7E617161	size	尺寸	required	text			true	2	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-134E7E617161	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-91297AD3E5AA	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-91297AD3E5AA	height	高度	required	text			true	2	高度（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-91297AD3E5AA	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-BF429C0372D8	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-BF429C0372D8	length	长度	required	text			true	2	长度（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-BF429C0372D8	width	宽度	required	text			true	3	宽度（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-BF429C0372D8	material	材质	required	text			true	4	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-BF429C0372D8	特征	特征	required	text			true	5	特征（安全警示）按来源证据填写。	source_required_specs/brand/model
MT-79AB73C59FF6	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-79AB73C59FF6	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-A573E2E3F615	length	长度	required	text			true	1	长度（消防器材）按来源证据填写。	source_required_specs/brand/model
MT-A573E2E3F615	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-1FFD9DD105A0	capacity	容量	required	text			true	1	容量或包装容量。	source_required_specs/brand/model
MT-1FFD9DD105A0	pressure	压力	required	text			true	2	压力等级或工作压力。	source_required_specs/brand/model
MT-1FFD9DD105A0	灭火剂类型	灭火剂类型	required	text			true	3	灭火剂类型（消防器材）按来源证据填写。	source_required_specs/brand/model
MT-D0E380210218	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-D0E380210218	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-D0E380210218	capacity	容量	required	text			true	3	容量或包装容量。	source_required_specs/brand/model
MT-563E35CA1DD9	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-563E35CA1DD9	nominal_diameter	公称直径	required	text			true	2	管件或阀门的公称直径。	source_required_specs/brand/model
MT-563E35CA1DD9	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-563E35CA1DD9	connection_type	连接方式	required	text			true	4	连接方式或接口形式。	source_required_specs/brand/model
MT-A255E62120C8	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-A255E62120C8	nominal_diameter	公称直径	required	text			true	2	管件或阀门的公称直径。	source_required_specs/brand/model
MT-A255E62120C8	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-A255E62120C8	pressure	压力	required	text			true	4	压力等级或工作压力。	source_required_specs/brand/model
MT-A255E62120C8	接口类型	接口类型	required	text			true	5	接口类型（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-A2F6AEA928DF	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-A2F6AEA928DF	nominal_diameter	公称直径	required	text			true	2	管件或阀门的公称直径。	source_required_specs/brand/model
MT-A2F6AEA928DF	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-A2F6AEA928DF	pressure	压力	required	text			true	4	压力等级或工作压力。	source_required_specs/brand/model
MT-A2F6AEA928DF	接口	接口	required	text			true	5	接口（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-D91FBDDDC046	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-D91FBDDDC046	nominal_diameter	公称直径	required	text			true	2	管件或阀门的公称直径。	source_required_specs/brand/model
MT-D91FBDDDC046	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-D91FBDDDC046	压力等级	压力等级	required	text			true	4	压力等级（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-D91FBDDDC046	接口	接口	required	text			true	5	接口（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-7E89AF39C876	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-7E89AF39C876	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-7E89AF39C876	包含	包含	required	text			true	3	包含（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-8581CE44DCF8	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-8581CE44DCF8	nominal_diameter	公称直径	required	text			true	2	管件或阀门的公称直径。	source_required_specs/brand/model
MT-8581CE44DCF8	length	长度	required	text			true	3	长度（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-8581CE44DCF8	material	材质	required	text			true	4	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-8581CE44DCF8	pressure	压力	required	text			true	5	压力等级或工作压力。	source_required_specs/brand/model
MT-8581CE44DCF8	接口	接口	required	text			true	6	接口（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-8581CE44DCF8	特性	特性	required	text			true	7	特性（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-B133E6BA9167	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-B133E6BA9167	nominal_diameter	公称直径	required	text			true	2	管件或阀门的公称直径。	source_required_specs/brand/model
MT-B133E6BA9167	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-B133E6BA9167	connection_type	连接方式	required	text			true	4	连接方式或接口形式。	source_required_specs/brand/model
MT-B133E6BA9167	pressure	压力	required	text			true	5	压力等级或工作压力。	source_required_specs/brand/model
MT-B133E6BA9167	特征	特征	required	text			true	6	特征（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-445714EAB465	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-445714EAB465	nominal_diameter	公称直径	required	text			true	2	管件或阀门的公称直径。	source_required_specs/brand/model
MT-445714EAB465	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-445714EAB465	connection_type	连接方式	required	text			true	4	连接方式或接口形式。	source_required_specs/brand/model
MT-445714EAB465	压力等级	压力等级	required	text			true	5	压力等级（消防管件）按来源证据填写。	source_required_specs/brand/model
MT-FABEA3D2B974	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-FABEA3D2B974	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-FABEA3D2B974	加工	加工	required	text			true	3	加工（定制板牌件）按来源证据填写。	source_required_specs/brand/model
MT-29C7FAF65CEA	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-29C7FAF65CEA	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-29C7FAF65CEA	字符	字符	required	text			true	3	字符（定制板牌件）按来源证据填写。	source_required_specs/brand/model
MT-29C7FAF65CEA	字高	字高	required	text			true	4	字高（定制板牌件）按来源证据填写。	source_required_specs/brand/model
MT-29C7FAF65CEA	类型	类型	required	text			true	5	类型（定制板牌件）按来源证据填写。	source_required_specs/brand/model
MT-C2AD295AD40D	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-C2AD295AD40D	size	尺寸	required	text			true	2	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-C2AD295AD40D	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-C2AD295AD40D	加工	加工	required	text			true	4	加工（定制板牌件）按来源证据填写。	source_required_specs/brand/model
MT-C3E9520C6BD9	material	材质	required	text			true	1	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-C3E9520C6BD9	process	工艺	required	text			true	2	工艺（定制板牌件）按来源证据填写。	source_required_specs/brand/model
MT-C3E9520C6BD9	字符	字符	required	text			true	3	字符（定制板牌件）按来源证据填写。	source_required_specs/brand/model
MT-C3E9520C6BD9	字符范围	字符范围	required	text			true	4	字符范围（定制板牌件）按来源证据填写。	source_required_specs/brand/model
MT-EC01D2799FF5	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
MT-EC01D2799FF5	size	尺寸	required	text			true	2	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-EC01D2799FF5	material	材质	required	text			true	3	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-EC01D2799FF5	标识内容类型	标识内容类型	required	text			true	4	标识内容类型（定制板牌件）按来源证据填写。	source_required_specs/brand/model
MT-4FA91D05B2F4	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-4FA91D05B2F4	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-F36FCA0EB2C9	size	尺寸	required	text			true	1	物料尺寸，按来源记录填写。	source_required_specs/brand/model
MT-F36FCA0EB2C9	material	材质	required	text			true	2	物料材质，按来源记录填写，不得凭空推断。	source_required_specs/brand/model
MT-D8E0610550CB	specification	规格	required	text			true	1	用于区分同类物料的规格或型号，必须保留原始证据。	source_required_specs/brand/model
