item_code	type_id	standard_name	mapping_method	mapping_evidence	mapping_status	source_hash	classification_key	missing_required_specs
ELEC-000065	MT-69DD09F4E0D9	接地线	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	1402001cf15bb23a4ff8ad9e1ed35f6ce3a79ad5fefd9ec088f2ef522f73b3ad	电气电料|电线电缆|接地线	
ELEC-000067	MT-8555F4391119	灯管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	e3fb4ee747df1db40ae7d28b1cc6e78df22bdec2ea6fe5803117763d33e5054e	电气电料|照明光源|灯管	
ELEC-000068	MT-FB5F2F7AE897	排风扇	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	bc88964d2acdacec538a193c05a98191a787bfa0da51ba902b82f498b515a41d	电气电料|通风设备|排风扇	model
ELEC-000069	MT-DA173FC5AB33	插座	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	3df7665c7601737d8bd18eba3cabc396f0d9bbd0abd1fa29ad950d69d6639f7b	电气电料|开关插座|插座	color,model,usb电流,usb输出,安装方式,类型,输入电压,输出电压
ELEC-000070	MT-A262F72D1A40	对讲机	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	812793550c0739e818d1e30acf584e69e85f81257e790245b4c450166dc0fd47	弱电安防|对讲通信|对讲机	频率
ELEC-000071	MT-FD27C4A257A0	电缆	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	e3d2d6d8f25205d9e0ca3a7bb62fb1e02437ced2f7d98284a1b96d4eb6f68d50	电气电料|电线电缆|电缆	
ELEC-000072	MT-FD27C4A257A0	电缆	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	05dbcaf3e41ff64e571d7bff3222bc34c06eb7c528e7832af8fdce0a734043e2	电气电料|电线电缆|电缆	
ELEC-000073	MT-FD27C4A257A0	电缆	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	4c20128e3ad694860ff5524ac0a9ebaa4dfc58418c618841daad74e06610ce6c	电气电料|电线电缆|电缆	
ELEC-000074	MT-B25E22BD072F	电源适配器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	2834e0a56d3771181116b85b60430d4546aa25536df28153a97fd8964994cc4b	电气电料|低压电器|电源适配器	
ELEC-000075	MT-8515ED672AB5	照明灯	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f45c0adb6769c1da4f02fbd51c512996792626cce00120a83ee1fee9aab2794b	电气电料|照明光源|照明灯	brand,供电
ELEC-000077	MT-8515ED672AB5	照明灯	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	af420d18479d0cd4a82deba288a7dcb95c1f07d97fadab80fc150014f3faf44f	电气电料|照明光源|照明灯	
ELEC-000078	MT-3A3332C43390	灯带	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	7d460c35f35c531ce34035fd3b36c33df64267a7cbffe6e48c23c957c54d9726	电气电料|照明光源|灯带	
ELEC-000079	MT-A5328841E2BA	开关电源	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	50c24e24530e35b6b31f9f64db0868f2ac9b7fa56d627f576f90a32ead0680e0	电气电料|低压电器|开关电源	
ELEC-000080	MT-5A5F89300A3E	断路器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ca35972fe41242aa0b36cb8774541e470d217ee0705c472a2fb7f8bfb5fba2d3	电气电料|低压电器|断路器	brand,model,结构
ELEC-000081	MT-B60FBC3D976C	漏电保护器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	4b5a19701385cf9e7ea9be97ccff5a2db4ae7d96818003af0b3392e20d39cb6d	电气电料|低压电器|漏电保护器	brand
ELEC-000082	MT-5A5F89300A3E	断路器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	27048658d4412ba96d0504a4960f8df1a711e3250b99b87f260bd72dc8ba2e14	电气电料|低压电器|断路器	brand,model,结构
ELEC-000084	MT-D107C8DAFFD4	头灯	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	dde4cf541a2f7b30efdef66930c01fe9c89ac5b7116fcdbae10b3546bf2a8dc2	电气电料|照明光源|头灯	
ELEC-000085	MT-528F273E0750	电源线	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	febea9a5dbf61077d4e68864051b35ee3fe5cc28edb0af05ec30e52dfb292106	电气电料|电线电缆|电源线	
ELEC-000086	MT-9AEF703AE093	路由器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	5bf5cf847ed636a220c2187ab9dc939de4412dee5362b6381455f9690bd958c3	弱电安防|网络通信|路由器	
ELEC-000087	MT-89F8653938F1	保险管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	cc931d8228de25e190da9cab61432edb1e5fc37234475ac594f373a17de4a1f7	电气电料|低压电器|保险管	
ELEC-000088	MT-B0A2FA27A437	漏电断路器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	0d7a1061ca4012132a70dc17e97152f97ff784121c4fe492d86fa9cf0dc6b992	电气电料|低压电器|漏电断路器	类型
ELEC-000089	MT-65E952AE399F	电瓶夹线	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	4c0e6bbef37df9032a63d098d71afe95ccc278eb65272ad975886f58e49ec802	电气电料|电线电缆|电瓶夹线	
ELEC-000090	MT-36E549FA2FBA	蓄电池	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	025cd2f9b1a166f86bdba89c9dd80d2409b938165f6db05c6850ed8b4bef69d7	电气电料|电源/电池|蓄电池	
ELEC-000091	MT-609DC7CDAB4E	线鼻子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	8bdc4b2070d7360389a8e581f64afd49711af353106fb3ef59358766c59c821e	电气电料|接线端子/线鼻子|线鼻子	model,适配线径
ELEC-000095	MT-B7BD486841EB	插头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	a027d553b2392eb238fac3c57bf1dd941843120ed5ef718dc9f5932cb6fbe541	电气电料|开关插座|插头	brand,极数
ELEC-000096	MT-DA173FC5AB33	插座	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f01de57abf6c666ec7d5971790635fe1ded259012cc44ea3c8d722d6edcc2710	电气电料|开关插座|插座	color,brand,model,usb电流,usb输出,孔位,安装方式,输入电压,输出电压
ELEC-000097	MT-B7BD486841EB	插头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	eda51ad0e4adb4c9ea0f40884fbbec681759b13bb8f3608af317681ca335f46f	电气电料|开关插座|插头	brand,极数
ELEC-000098	MT-DA173FC5AB33	插座	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	988dced0169f7ee24796b3285d82f2306a90516964bb0b3ab6ac2f816d815940	电气电料|开关插座|插座	color,brand,model,usb电流,usb输出,孔位,安装方式,输入电压,输出电压
ELEC-000099	MT-A75F5051F209	电池	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	e1d432c738fae65825276e540c74fab44afac15fcdba02e00bd3a1150938d9a8	电气电料|电源/电池|电池	rated_voltage
ELEC-000100	MT-B0A2FA27A437	漏电断路器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	7bbce07105c4b26d736fae076993a556b3793afa5ca1a584b597603b3c9a1cbf	电气电料|低压电器|漏电断路器	类型
ELEC-000101	MT-39E8830B3EFE	电线	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	6d5c0cd96a33b94cc05e30778c2eed8ad6d63288a858a5dabd64abbaa9d0f379	电气电料|电线电缆|电线	
ELEC-000102	MT-C8819ABBF519	接线端子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	1cca5f7d87a024bacf384c85168771533f16f18880179055b53629c502b6820e	电气电料|接线端子/线鼻子|接线端子	color,model
ELEC-000103	MT-C8819ABBF519	接线端子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	cb2fd3fa31514c73dc8f9f04cea6bb1c12cb922935f4a5f9da6fdde5c3cd5d83	电气电料|接线端子/线鼻子|接线端子	color,model
ELEC-000104	MT-138517C254A9	信号电缆	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	2aa4a28c38f9fad94d104cf72702ee42ce43035803fdbb73808351cca3625e49	电气电料|电线电缆|信号电缆	model
ELEC-000105	MT-FD27C4A257A0	电缆	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	e8599ecbc6f31ec8a78f81c2482c24197f8e282ed9f6d233f6ab187d4d803df6	电气电料|电线电缆|电缆	brand
ELEC-000107	MT-A7BAFBCD407D	底盒	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	10b90c06c0a750cfc45f413bf25677b0e1cd891d5d2fbceadb64b393fb85561f	电气电料|开关插座|底盒	
ELEC-000108	MT-57987BE7A3FA	RJ45水晶头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	ce10de4d522791a27ca8f9a8b207a6ea10293c7c5a3e9f5bf855cdc666ff1645	弱电安防|网络通信|RJ45水晶头	
ELEC-000110	MT-13EB75696713	线管	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	12d52ff5293cdefc81ac92353c3a69f0e8b2e810a09b3bcb07064860aab230c7	电气电料|电工辅材|线管	
ELEC-000111	MT-B0A2FA27A437	漏电断路器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	dc0145953af6eb1f8382986a927111d8a3bb4e5c804a357aa34191b1d50ea36b	电气电料|低压电器|漏电断路器	类型
ELEC-000112	MT-FB5F2F7AE897	排风扇	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	d3ae8d257a3dfaac98d0a2fa6adefaac5207f01aa0f7dd652f6dc36007514246	电气电料|通风设备|排风扇	规格/尺寸
ELEC-000113	MT-69DD09F4E0D9	接地线	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	78fe8b8a8204ecd2970e7aa03ec9ad0147a768fa74377032fa8f4de0ce7213ba	电气电料|电线电缆|接地线	
ELEC-000114	MT-609DC7CDAB4E	线鼻子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	8e6b00cff39a0299844fdf5b66d224bf86d07c7c4bdbf0b4ee4ee0844d3b8d99	电气电料|接线端子/线鼻子|线鼻子	rated_current
ELEC-000115	MT-609DC7CDAB4E	线鼻子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	836339c08bc8610d43debbdfa2f2d83a2cc3485595c93b0bedf28f1ecfff1dd4	电气电料|接线端子/线鼻子|线鼻子	rated_current
ELEC-000116	MT-609DC7CDAB4E	线鼻子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	5f5dae9b432cb446d007a9d9b05e789cdb5d85c9d35cfd5a10297aa9bebdeebf	电气电料|接线端子/线鼻子|线鼻子	rated_current
ELEC-000117	MT-609DC7CDAB4E	线鼻子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	9c1b31f8253044e45d911c0556884a3be9ac91918bd4e2e60792aa618571775a	电气电料|接线端子/线鼻子|线鼻子	rated_current
ELEC-000118	MT-FFBCC6291AC8	冷压端子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	02158faf7fdc436d64aba59dbc26bf20afd8413b7bf46fa0a48294b1279ca308	电气电料|接线端子/线鼻子|冷压端子	包装数量
ELEC-000119	MT-FFBCC6291AC8	冷压端子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ac5753801f8440a49c65f93112cc2893ffc5092c3a0a99d3c01179e54c5bc2b7	电气电料|接线端子/线鼻子|冷压端子	包装数量
ELEC-000120	MT-DA173FC5AB33	插座	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	1b275ad7e5aa8fbf6577d75ea845776e07533cfaf53ffe2936aa9119d5590d3d	电气电料|开关插座|插座	color,brand,model,usb电流,usb输出,类型,输入电压,输出电压
ELEC-000121	MT-BC419CA0D97E	电箱锁	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	de552f7369d1259cb683406e47903277dffe367f46dd8584259b63b9d2d431e3	电气电料|电工辅材|电箱锁	
ELEC-000122	MT-39E8830B3EFE	电线	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	fb6ed8588b273a6e8b3739be094d5c56be0f5c6d34b00dfc24972857eff6de79	电气电料|电线电缆|电线	
ELEC-000124	MT-E86FE8106655	电箱罩	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	d3deabbd230b09a737972f0bd6d93181577caa779fb3c193ff08e942cf238e40	定制加工件|定制结构件|电箱罩	
ELEC-000125	MT-E86FE8106655	电箱罩	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	0ec1f5825b62719e524b6780ac21770324a06784f90d095efccb837291446385	定制加工件|定制结构件|电箱罩	
ELEC-000127	MT-A5D03A204892	时控开关	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	9ba36268bb85e1aa9735c05b3da2815f6c41882342768576e1550a00ef7e0af3	电气电料|低压电器|时控开关	
ELEC-000128	MT-8515ED672AB5	照明灯	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	4b340be63cf651ce5e6458b6ed42de079d9018a5dd5293bd7aeda776f22e2523	电气电料|照明光源|照明灯	brand,供电,光源
ELEC-000129	MT-220CBD8BBDE4	配电箱	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f7a9e36c6f7363ff7b689d8ac8263263b58e84fc339315160981233997d75871	电气电料|电气箱柜|配电箱	size,rated_current,model,型号/规格,环境,适用环境
ELEC-000132	MT-A8E6922D1667	压力开关	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ea885c293e64ca0bf81f3b0caac769dac7bc8dea94d785c12f10c34d8f69e3b5	电气电料|低压电器|压力开关	
ELEC-000134	MT-2142BF6DCF1A	绝缘胶带	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	530d987268a7b1f0f69e8f2412ed80c6a7cb10f9c7b7eb2cf97e141be5f19f9a	电气电料|电工辅材|绝缘胶带	brand
ELEC-000136	MT-C149F67F54B3	触摸屏	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	3ea7eb722c274f6ab89915e2b9d3d3026b0c4002dbaa67532e6c6128e24bca73	电气电料|低压电器|触摸屏	
ELEC-000137	MT-B286CB91A352	接地跨接线	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	d80cd49b6f961e83eb1355325bdb113a7f1d79cec257b1c40c2a7adf0d25c29b	电气电料|电线电缆|接地跨接线	
ELEC-000138	MT-AD7982E07B91	灯泡	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	38c0c87669f1f11176bfad437377a80bf183a0b4e871d138e1de10bbf9d97a3f	电气电料|照明光源|灯泡	
ELEC-000140	MT-E5F8D206A326	端子排	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	fb74c890a8992b0f8988f7bcb8f8f22eb849641d0960080aab9aa29b5138b23a	电气电料|接线端子/线鼻子|端子排	
ELEC-000142	MT-C8819ABBF519	接线端子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	b07840c00282e524107c0a554da781b94662d6ee398c0e6e21c7340d317892f5	电气电料|接线端子/线鼻子|接线端子	color,model
ELEC-000144	MT-B7BD486841EB	插头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	7e1b10501c534350118db8b48ac3c7e107789c2b8f75cc65d42b605c0ce39e7e	电气电料|开关插座|插头	rated_voltage,brand,极数
ELEC-000145	MT-FD27C4A257A0	电缆	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	91eac91352aec64c2bb327e81fc89858bf26dd9750b155716e099202e31ea169	电气电料|电线电缆|电缆	
ELEC-000146	MT-F756B8B03DB0	开关	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	47568d6c453c101a8ec1da8b84ebbbc6ade1cbf9f384804103b19bf39b7c6c9d	电气电料|开关插座|开关	brand,位数,含底座
ELEC-000147	MT-478439B8418B	按钮指示灯	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	7e79a52edef74fa0b58d364cc2cc5d88e7152bb506d2c7a62fb5698668e6bd1d	电气电料|低压电器|按钮指示灯	
ELEC-000148	MT-39F6F271CCBF	急停按钮	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	93c0e24cea4d12530aeb3b8afe20a4779e0f34f518f9e9c4b4b5264592715bbc	电气电料|低压电器|急停按钮	
ELEC-000149	MT-179F37722309	声光报警器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	daacd600881061f04292ae4b9214cb70a054a181fcea63ccc51ddf778bad6ed1	弱电安防|监控安防|声光报警器	光源
ELEC-000150	MT-5A5F89300A3E	断路器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	cf49def78fe817bd0140e1dd005b281058d5bb45098e4d6f3394ef77021ce774	电气电料|低压电器|断路器	model,结构
ELEC-000151	MT-31761718C5FF	按钮开关	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	fcfc4d4111847e5f032b2fb97ed9bc3ae75a73d627ebe08c68fce2a69bc1b972	电气电料|低压电器|按钮开关	
ELEC-000152	MT-ED9C238D33E6	电流表	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	25d804343e2a8128c2fd08e3ae9f8dc866d9f4e4c322780b82b0f6f611120077	工具量具|检测仪器|电流表	brand,model
ELEC-000153	MT-C8DEE0A8148D	配电箱壳体	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	f3f015e630a7e23d998622e28155c6e4a108b9fe067041db0a778cb35b5b372f	电气电料|电气箱柜|配电箱壳体	
ELEC-000156	MT-C11C2AE4635D	刀开关手柄	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	a6f2abd6855f2eedcf486a8cf51802e164ed404b5375f8fe4434adaa72dc3d94	电气电料|低压电器|刀开关手柄	
ELEC-000157	MT-E60A965C1719	插线板	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f06604cc5d6f7173950b581253b145b05294c89766a6e2a68aab277ff2747232	电气电料|开关插座|插线板	结构
ELEC-000158	MT-B7BD486841EB	插头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	cf9f39d4698977507a75335efe31e72a17a569317c723f1bb3ef0d8c12676018	电气电料|开关插座|插头	类型
ELEC-000160	MT-E60A965C1719	插线板	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	dc53b0fae29ec2455b2eb59d6f35b4f3185657447e3f08acacd6bee4cf286acf	电气电料|开关插座|插线板	结构
ELEC-000162	MT-FD27C4A257A0	电缆	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	e0cd0d1fbd149ba26bac8db0b45f9eebec542effac593251b614c24bb8452348	电气电料|电线电缆|电缆	
ELEC-000163	MT-8EA1938F421F	线槽	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	fde6bff7f726719e4dbf7b31e94d40de991177e5c3f7b9dea727e5ff5f699810	电气电料|电工辅材|线槽	
ELEC-000164	MT-DA173FC5AB33	插座	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	a7bce7bb6e69434bc9d80f29d8e80e1383609b1657a3ff7e525020a2a84fd9ce	电气电料|开关插座|插座	color,model,usb电流,usb输出,类型,输入电压,输出电压
ELEC-000167	MT-FD27C4A257A0	电缆	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	43417dd619b5f9b67ba84ac26e7c423368e733c17b99151149e66f59f78e15b5	电气电料|电线电缆|电缆	
ELEC-000171	MT-2A1679E0A132	塔灯	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	4c7c5aa0a480defa848aa84d875a39c9679c065d5ebf105e526e854467d62f78	电气电料|照明光源|塔灯	
ELEC-000172	MT-220CBD8BBDE4	配电箱	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	4d65a8a6e11786e02be8a303589b71c627fda856e381947d10a5eaa85854862f	电气电料|电气箱柜|配电箱	size,rated_current,model,型号/规格,环境,结构,适用环境
ELEC-000173	MT-7F2068443B42	电箱提手	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	1b5c1b4bad9184dd2c15946225e066895f3c23554a28c3e2b8524ec4d93fc9b3	电气电料|电工辅材|电箱提手	
ELEC-000175	MT-220CBD8BBDE4	配电箱	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	9127855c64e35214845b29f776544693b978497a57cec05d1617b0c15e5cac00	电气电料|电气箱柜|配电箱	specification,rated_current,power,model,型号/规格,安装环境,环境,结构
ELEC-000176	MT-B60FBC3D976C	漏电保护器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	1c269521610baab1e0ec869f2b7fe4b461b05738b912759a9e7196df0d02fe01	电气电料|低压电器|漏电保护器	
ELEC-000177	MT-B60FBC3D976C	漏电保护器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	35e486b7b01029a1e30b93b4779a7078a740fd13ab8f6020256b7d269230cdfd	电气电料|低压电器|漏电保护器	
ELEC-000179	MT-8DF14BB36465	接触器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	da0dfc40c6c17de4ec9e219646fba0eef5da0aaf5342017aea4d8f9a28dbd988	电气电料|低压电器|接触器	rated_current
ELEC-000180	MT-C8819ABBF519	接线端子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	751846251fbea573459e1221c994a29964a2a672b03a35464857531a872e15b8	电气电料|接线端子/线鼻子|接线端子	material,适配线径
ELEC-000181	MT-F15142E4B653	航空插头插座套装	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	30297665c9329d6c8b0a0d7224725fc0da39ecc787a9e018f6aaf5fc22301182	电气电料|开关插座|航空插头插座套装	
ELEC-000182	MT-B60FBC3D976C	漏电保护器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	7131eff9b0613f56bf28e00b5924c3ec64cdf2690172d20642b861c832abe622	电气电料|低压电器|漏电保护器	
ELEC-000183	MT-5A5F89300A3E	断路器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	f49e34872934ac3d5f63d3fe874ca062ad0758bfed81f28f7005d238418a2c39	电气电料|低压电器|断路器	model,结构
ELEC-000184	MT-08FAF53E9F46	风扇防雨罩组合	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	afbe6d310346e98e5c5fbbb9df509dfbe768b703a58992a58a9a367ff77a387d	电气电料|电工辅材|风扇防雨罩组合	
ELEC-000185	MT-654C6B217C73	温控开关	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	ee1398c061cc375273828d504da24ca5f331143fd58e21c9d473f1b1ed0970ab	电气电料|低压电器|温控开关	specification
ELEC-000186	MT-4FA91D05B2F4	标识贴	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	3e1afbe7cbc7d868fc5aefab8302894ff398e421c20b809d26cf816caabff581	定制加工件|定制板牌件|标识贴	
ELEC-000187	MT-C8819ABBF519	接线端子	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	818fb6346504c41a2de8336bb30fa0c533e90a677d43390b1f80e879de9135c5	电气电料|接线端子/线鼻子|接线端子	material,适配线径
ELEC-000189	MT-964F81A304DC	散热风机	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	25908a733356e6d33ac6922a703db856556be3ef2575cd2d194ebe530a8f9d09	电气电料|电工辅材|散热风机	
ELEC-000190	MT-307570983CDC	水下连接器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	906f42e535a43818fcae846af75afcf2918a7728ae06aed713de1544084dd3bb	电气电料|电缆附件|水下连接器	
ELEC-000191	MT-60DCF26DE248	水下连接器堵头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	814f06d0f55fbb7f35877f964566c94262a8e7d3a71abd79ca8961f4b9a23a4f	电气电料|电缆附件|水下连接器堵头	
ELEC-000192	MT-8F90179FA13E	双电源转换器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	4323289233ebc4b46cc1413e11735a4859d5a87dec37015c60acb7b54a26e211	电气电料|低压电器|双电源转换器	
ELEC-000193	MT-8F90179FA13E	双电源转换器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	f390d4664af9d76dc97ed0c6bd21e51ed628a8457f28396b6ff8594dbf265474	电气电料|低压电器|双电源转换器	
ELEC-000194	MT-B60FBC3D976C	漏电保护器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	89c57f89b0a8ff0a10f5a173ea3954e99d8eecc5aaf2e9fc72494ed6f98f8f0d	电气电料|低压电器|漏电保护器	
ELEC-000195	MT-CB3E2C37F9F7	电缆防水接头	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	171a2aa568a200f9d6f66e7da12b76356953b1084e7bfe32bfb5013649dd33b0	电气电料|电缆附件|电缆防水接头	
ELEC-000196	MT-220CBD8BBDE4	配电箱	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	d8738e53af67e37925d247e980e14176d4f059a7be523a8dfabb1cdc8a60f980	电气电料|电气箱柜|配电箱	specification,rated_current,power,model,型号/规格,环境,适用环境
ELEC-000197	MT-220CBD8BBDE4	配电箱	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	2d2081fc5ae1da51f66fee4098cbdb2ddf24c11f79179cf91c40f32c89de59dd	电气电料|电气箱柜|配电箱	specification,rated_current,power,model,型号/规格,安装环境,结构,适用环境
ELEC-000198	MT-220CBD8BBDE4	配电箱	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	4d6d72f930d4943aa91ba1eb6ad994bb71e6394f84189d6470746ee4bab644b6	电气电料|电气箱柜|配电箱	specification,rated_current,power,model,型号/规格,安装环境,适用环境
ELEC-000199	MT-8A53BC412956	指示灯	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	frozen	02561b610b8ba05122a2d84f7f6ef7e9c59c677cc776e0b37267a5e256fa5856	电气电料|低压电器|指示灯	
ELEC-000200	MT-9ABBDCD93E89	电位器	deterministic_v1_1_normalization	source item_name/item_group/material_family plus source_required_specs	needs_review	0fa6c1d6b13f65de0f2b7ff3a7488aab74973b76ad13c841377f547dc3039087	电气电料|低压电器|电位器	model
