raw_name,normalized_raw_name,candidate_count,candidate_codes,import_ready_candidate_codes,requires_confirmation,ambiguity_reason,candidate_contexts
42号扳手,42号扳手,1,REVIEW-MAT-00871,REVIEW-MAT-00871,false,唯一可导入候选。,REVIEW-MAT-00871 | 开口/梅花扳手 | 工具器具/手动工具/通用手动工具 | 规格: 42号 | 支
42号电动扳手套筒,42号电动扳手套筒,1,REVIEW-MAT-00875,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00875 | 电动扳手套筒 | 工具器具/其他/套筒 | 规格: 42号；适用: 电动扳手 | 个
43cm轮胎乙炔车,43cm轮胎乙炔车,1,REVIEW-MAT-01263,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01263 | 乙炔瓶手推车 | 焊接焊割/焊割设备工具/焊机割炬 | 适用气体: 乙炔；轮胎: 43cm | 台
43cm轮胎氧气车,43cm轮胎氧气车,1,REVIEW-MAT-01262,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01262 | 氧气瓶手推车 | 焊接焊割/焊割设备工具/焊机割炬 | 适用气体: 氧气；轮胎: 43cm | 台
450活动扳手,450活动扳手,1,REVIEW-MAT-00885,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00885 | 活动扳手 | 工具器具/手动工具/通用手动工具 | 长度: 450mm | 支
45油管快速接头,45油管快速接头,1,REVIEW-MAT-01063,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01063 | 油管快速接头 | 液压气动/液压管路/高压胶管 | 规格: 45；类型: 快速接头 | 套
46重型梅花敲击扳手,46重型梅花敲击扳手,1,REVIEW-MAT-01026,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01026 | 重型梅花敲击扳手 | 工具器具/手动工具/通用手动工具 | 规格: 46；类型: 梅花敲击；特征: 重型 | 支
48*120螺杆,48*120螺杆,1,REVIEW-MAT-01016,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01016 | 螺杆 | 紧固件/其他/螺杆 | 规格: M48*120 | 支
48*4.0无缝管,48*4.0无缝管,1,REVIEW-MAT-00775,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00775 | 无缝钢管 | 金属原材料/钢材型材/钢材型材 | 外径: 48mm；壁厚: 4.0mm || 外径: 48mm；壁厚: 4mm | 米
48*4厚无缝管,48*4厚无缝管,1,REVIEW-MAT-00775,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00775 | 无缝钢管 | 金属原材料/钢材型材/钢材型材 | 外径: 48mm；壁厚: 4.0mm || 外径: 48mm；壁厚: 4mm | 米
48螺母,48螺母,1,REVIEW-MAT-01017,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01017 | 螺母 | 紧固件/螺纹紧固件/螺母垫圈 | 规格: M48 | 支
4G太阳能探头4K30天循环,4g太阳能探头4k30天循环,1,REVIEW-MAT-01599,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01599 | 太阳能4G监控摄像头 | 弱电安防/通信与监控/安防监控 | 通信: 4G；供电: 太阳能；清晰度: 4K；存储: 30天循环 | 套
4KG灭火器,4kg灭火器,1,REVIEW-MAT-00549,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00549 | 灭火器 | 消防器材/灭火器与水带/灭火器 | 容量: 4KG | 支
4M210L-8电磁阀,4m210l-8电磁阀,1,REVIEW-MAT-00929,REVIEW-MAT-00929,false,唯一可导入候选。,REVIEW-MAT-00929 | 电磁阀 | 液压气动/气动元件/接头阀管 | 型号: 4M210L-8 | 个
4P*250A施耐德漏电二合一,4p*250a施耐德漏电二合一,1,REVIEW-MAT-00002,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00002 | 漏电断路器 | 电气与自动化/低压电器/低压电器 | 品牌: 施耐德；极数: 4P；电流: 250A；类型: 漏电二合一 | 个
4T卸扣,4t卸扣,2,REVIEW-MAT-00177；REVIEW-MAT-00879,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00177 | 卸扣 | 吊装索具/吊装连接件/卸扣吊钩 | 载荷: 4T | 个 || REVIEW-MAT-00879 | 卸扣 | 吊装索具/吊装连接件/卸扣吊钩 | 额定载荷: 4T | 个
4位镀锌电线架,4位镀锌电线架,1,REVIEW-MAT-00050,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00050 | 镀锌电线架 | 电气与自动化/其他/电气辅材 | 材质: 镀锌；位数: 4位 | 个
4分*60金属软管,4分*60金属软管,1,REVIEW-MAT-00147,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00147 | 金属软管 | 工程建材/水暖建材/水暖五金 | 规格: 4分；长度: 60 | 根
4分PPR热融管,4分ppr热融管,1,REVIEW-MAT-00491,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00491 | PPR热熔管 | 工程建材/水暖建材/水暖五金 | 规格: 4分；材质: PPR；连接: 热熔 | 米
4分三角阀,4分三角阀,1,REVIEW-MAT-00041,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00041 | 三角阀 | 工程建材/其他/阀门 | 规格: 4分 | 个
4分不锈钢三通,4分不锈钢三通,1,REVIEW-MAT-00133,REVIEW-MAT-00133,false,唯一可导入候选。,REVIEW-MAT-00133 | 不锈钢三通 | 工程建材/水暖建材/水暖五金 | 规格: 4分；材质: 不锈钢；类型: 三通 | 个
4分不锈钢内接,4分不锈钢内接,1,REVIEW-MAT-00131,REVIEW-MAT-00131,false,唯一可导入候选。,REVIEW-MAT-00131 | 不锈钢内接 | 工程建材/水暖建材/水暖五金 | 规格: 4分；材质: 不锈钢；连接: 内接 | 个
4分不锈钢外接,4分不锈钢外接,1,REVIEW-MAT-00132,REVIEW-MAT-00132,false,唯一可导入候选。,REVIEW-MAT-00132 | 不锈钢外接 | 工程建材/水暖建材/水暖五金 | 规格: 4分；材质: 不锈钢；连接: 外接 | 个
4分不锈钢角阀,4分不锈钢角阀,1,REVIEW-MAT-00130,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00130 | 不锈钢角阀 | 工程建材/其他/阀门 | 规格: 4分；材质: 不锈钢 | 个
4分冷热水龙头,4分冷热水龙头,1,REVIEW-MAT-00088,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00088 | 冷热水龙头 | 工程建材/水暖建材/水暖五金 | 规格: 4分；类型: 冷热 | 个
4分冷热龙头,4分冷热龙头,1,REVIEW-MAT-00146,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00146 | 冷热水龙头 | 工程建材/水暖建材/水暖五金 | 规格: 4分；类型: 冷热 | 套
4分压力开关,4分压力开关,1,REVIEW-MAT-00965,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00965 | 压力开关 | 仪器仪表/其他/压力控制 | 接口: 4分；类型: 压力开关 | 个
4分堵头,4分堵头,1,REVIEW-MAT-00047,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00047 | 堵头 | 工程建材/其他/管件 | 规格: 4分 | 个
4分外接头,4分外接头,1,REVIEW-MAT-00698,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00698 | 外接头 | 工程建材/其他/管件 | 规格: 4分；类型: 外接头 | 个
4分热熔接头,4分热熔接头,1,REVIEW-MAT-00498,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00498 | PPR热熔接头 | 工程建材/水暖建材/水暖五金 | 规格: 4分；连接: 热熔 | 个
4寸不锈钢加厚合页,4寸不锈钢加厚合页,1,REVIEW-MAT-00057,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00057 | 加厚不锈钢合页 | 五金备件/其他/门窗五金 | 材质: 不锈钢；规格: 4寸；特征: 加厚 | 付
4寸不锈钢合页,4寸不锈钢合页,1,REVIEW-MAT-00024,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00024 | 不锈钢合页 | 五金备件/其他/门窗五金 | 材质: 不锈钢；规格: 4寸 | 套
4寸不锈钢补水球阀,4寸不锈钢补水球阀,1,REVIEW-MAT-02143,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02143 | 不锈钢补水球阀 | 阀门/通用阀门/球阀 | 材质: 不锈钢；用途: 补水；规格: 4寸 | 个
4寸加厚铁合页,4寸加厚铁合页,1,REVIEW-MAT-00163,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00163 | 加厚铁合页 | 五金备件/其他/门窗五金 | 材质: 铁；规格: 4寸；特征: 加厚 | 付
4寸定向轮,4寸定向轮,1,REVIEW-MAT-00575,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00575 | 定向轮 | 五金备件/其他/脚轮 | 规格: 4寸；类型: 定向轮 | 个
4寸定向轮刹,4寸定向轮刹,1,REVIEW-MAT-00576,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00576 | 带刹定向轮 | 五金备件/其他/脚轮 | 规格: 4寸；特征: 带刹车 | 个
4寸小滚筒,4寸小滚筒,1,REVIEW-MAT-00637,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00637 | 小滚筒刷 | 工具器具/涂装工具/刷辊喷涂 | 规格: 4寸；类型: 小滚筒 | 支
4寸插销,4寸插销,1,REVIEW-MAT-00056,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00056 | 插销 | 五金备件/其他/门窗五金 | 规格: 4寸 | 付
4寸毛刷,4寸毛刷,1,REVIEW-MAT-00253,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00253 | 毛刷 | 工具器具/涂装工具/刷辊喷涂 | 规格: 4寸 | 支
4寸滚筒,4寸滚筒,2,REVIEW-MAT-00055；REVIEW-MAT-00636,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00055 | 滚筒刷 | 工具器具/涂装工具/刷辊喷涂 | 规格: 4寸 | 个 || REVIEW-MAT-00636 | 滚筒刷 | 工具器具/涂装工具/刷辊喷涂 | 规格: 4寸 | 支
4寸百叶砂轮片,4寸百叶砂轮片,1,REVIEW-MAT-00249,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00249 | 百叶砂轮片 | 工具器具/其他/磨切耗材 | 规格: 4寸 | 块
4寸管箍,4寸管箍,1,REVIEW-MAT-01742,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01742 | 管箍 | 管道管件/其他/管箍 | 规格: 4寸；类型: 管箍 | 个
4寸羊毛刷,4寸羊毛刷,4,REVIEW-MAT-00099；REVIEW-MAT-00112；REVIEW-MAT-00242；REVIEW-MAT-00465,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00099 | 羊毛刷 | 工具器具/涂装工具/刷辊喷涂 | 规格: 4寸 | 个 || REVIEW-MAT-00112 | 羊毛刷 | 工具器具/涂装工具/刷辊喷涂 | 规格: 4寸 | 支 || REVIEW-MAT-00242 | 羊毛刷 | 工具器具/涂装工具/刷辊喷涂 | 规格: 4寸；材质: 羊毛 | 个 || REVIEW-MAT-00465 | 羊毛刷 | 工具器具/涂装工具/刷辊喷涂 | 规格: 4寸；材质: 羊毛 | 支
4寸 羊毛刷,4寸羊毛刷,1,REVIEW-MAT-00465,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00465 | 羊毛刷 | 工具器具/涂装工具/刷辊喷涂 | 规格: 4寸；材质: 羊毛 | 支
4寸胶接头,4寸胶接头,1,REVIEW-MAT-01331,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01331 | 胶接头 | 管道管件/其他/软管接头 | 规格: 4寸；材质: 胶 | 套
4寸镀锌内丝直接,4寸镀锌内丝直接,1,REVIEW-MAT-01775,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01775 | 镀锌内丝直接 | 管道管件/金属管件/镀锌管件 | 规格: 4寸；表面: 镀锌；连接: 内丝；类型: 直接 | 个
4平方起帆平方电线,4平方起帆平方电线,1,REVIEW-MAT-00329,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00329 | 电线 | 电气与自动化/电线电缆与敷设/电线电缆 | 品牌: 起帆；截面积: 4平方 | 米
4平方铜接线端子,4平方铜接线端子,1,REVIEW-MAT-00670,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00670 | 铜接线端子 | 电气与自动化/接线连接/接线端子 | 截面积: 4平方；材质: 铜 | 个
4米B型铝合金梯子,4米b型铝合金梯子,1,REVIEW-MAT-01051,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01051 | 铝合金梯子 | 工具器具/其他/登高工具 | 长度: 4米；型式: B型；材质: 铝合金 | 个
4米彩条布,4米彩条布,1,REVIEW-MAT-00501,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00501 | 彩条布 | 工程建材/其他/防护覆盖 | 宽度: 4米 | 平方
5*5反射片,5*5反射片,1,REVIEW-MAT-00488,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00488 | 反射片 | 安全防护/警示标识/反光警示 | 规格: 5*5 | 片
5.0不锈钢钻头,5.0不锈钢钻头,1,REVIEW-MAT-00567,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00567 | 不锈钢钻头 | 工具器具/工具配件/工具配件 | 规格: 5.0；材质/用途: 不锈钢 | 支
5.0电焊条,5.0电焊条,1,REVIEW-MAT-00482,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00482 | 焊条 | 焊接焊割/其他/焊材 | 直径: 5.0 | 个
5.0钻头,5.0钻头,1,REVIEW-MAT-00742,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00742 | 钻头 | 工具器具/工具配件/工具配件 | 规格: 5.0 | 支
5.5千w污水泵,5.5千w污水泵,1,REVIEW-MAT-01315,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01315 | 污水泵 | 设备备件与加工件/设备专用备件/设备备件 | 功率: 5.5kW；类型: 污水泵 | 台
5.5钻头,5.5钻头,1,REVIEW-MAT-00743,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00743 | 钻头 | 工具器具/工具配件/工具配件 | 规格: 5.5 | 支
50*40镀锌外丝,50*40镀锌外丝,1,REVIEW-MAT-00823,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00823 | 镀锌外丝接头 | 管道管件/金属管件/镀锌管件 | 规格: 50*40；连接: 外丝；表面: 镀锌 | 个
50*4SH高压胶管,50*4sh高压胶管,1,REVIEW-MAT-01447,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01447 | 高压胶管 | 液压气动/液压管路/高压胶管 | 规格: 50；结构等级: 4SH | 米
50*50*6国标角铁,50*50*6国标角铁,2,REVIEW-MAT-00145；REVIEW-MAT-00270,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00145 | 角铁 | 金属原材料/钢材型材/钢材型材 | 规格: 50*50*6；标准: 国标 | 米 || REVIEW-MAT-00270 | 角钢 | 金属原材料/其他/型钢 | 规格: 50*50*6；标准: 国标 | 米
50*50排气扇,50*50排气扇,1,REVIEW-MAT-00075,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00075 | 排气扇 | 电气与自动化/其他/通风设备 | 规格: 50*50 | 台
50*50排风扇,50*50排风扇,1,REVIEW-MAT-00183,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00183 | 排风扇 | 电气与自动化/其他/通风设备 | 规格: 50*50 | 个
50*5扁铁,50*5扁铁,1,REVIEW-MAT-01172,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01172 | 扁钢 | 金属原材料/钢材型材/钢材型材 | 规格: 50*5 | 米
50*6米钢丝绳,50*6米钢丝绳,1,REVIEW-MAT-01326,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01326 | 钢丝绳 | 吊装索具/吊带索具/钢丝绳链条 | 规格: 50；长度: 6米 | 根
500A地线夹,500a地线夹,1,REVIEW-MAT-01989,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01989 | 地线夹 | 焊接焊割/焊割设备工具/焊机割炬 | 额定电流: 500A；类型: 地线夹 | 把
500A电焊钳,500a电焊钳,3,REVIEW-MAT-00271；REVIEW-MAT-00494；REVIEW-MAT-01295,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00271 | 电焊钳 | 焊接焊割/其他/焊割工具 | 电流: 500A | 把 || REVIEW-MAT-00494 | 电焊钳 | 焊接焊割/其他/焊割工具 | 电流: 500A | 支 || REVIEW-MAT-01295 | 电焊钳 | 焊接焊割/焊割耗材/割嘴焊嘴 | 额定电流: 500A | 把
500型5米线带焊枪,500型5米线带焊枪,1,REVIEW-MAT-01794,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01794 | 焊枪线缆套装 | 焊接焊割/焊割设备工具/焊机割炬 | 型号: 500型；线长: 5米；包含: 焊枪 | 套
500型二保焊机分流器陶瓷型,500型二保焊机分流器陶瓷型,1,REVIEW-MAT-02183,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-02183 | 二保焊机分流器 | 焊接焊割/其他/焊枪配件 | 适配: 500型二保焊机；部件: 分流器；材质/类型: 陶瓷型 | 个
500铁扎丝,500铁扎丝,1,REVIEW-MAT-01400,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01400 | 铁扎丝 | 工程建材/其他/绑扎材料 | 规格原文: 500；材质: 铁 | 卷
502胶水,502胶水,2,REVIEW-MAT-00150；REVIEW-MAT-00995,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00150 | 502胶水 | 化工油漆胶粘/胶粘密封/胶粘剂 | 类型: 502 | 支 || REVIEW-MAT-00995 | 502瞬干胶 | 化工油漆胶粘/胶粘密封/胶粘剂 | 型号/俗称: 502 | 个
507*3.2焊条,507*3.2焊条,1,REVIEW-MAT-00202,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00202 | 焊条 | 焊接焊割/焊接耗材/焊条焊丝 | 型号: 507；直径: 3.2 | 个
50CM*5kg钢筋扎丝,50cm*5kg钢筋扎丝,1,REVIEW-MAT-00479,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00479 | 钢筋扎丝 | 五金备件/其他/金属丝材 | 长度: 50cm；包装: 5kg | 个
50kg冰块,50kg冰块,2,REVIEW-MAT-00571；REVIEW-MAT-00583,,true,同一原始叫法命中多个候选；Agent 检索时必须结合规格、分组、用途让用户确认。,REVIEW-MAT-00571 | 冰块 | 行政办公与清洁/其他/临时消耗品 | 重量: 50kg | 个 || REVIEW-MAT-00583 | 冰块 | 行政办公与清洁/其他/临时消耗品 | 重量: 50kg | 块
50mm端子排,50mm端子排,1,REVIEW-MAT-01299,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01299 | 端子排 | 电气与自动化/接线连接/接线端子 | 规格: 50mm | 个
50WLED浴室灯,50wled浴室灯,1,REVIEW-MAT-00510,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00510 | LED浴室灯 | 电气与自动化/照明与报警/灯具 | 功率: 50W；类型: 浴室灯 | 个
50wLED灯泡,50wled灯泡,1,REVIEW-MAT-01250,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01250 | LED灯泡 | 电气与自动化/照明与报警/灯具 | 功率: 50W；类型: LED | 个
50WLED灯泡,50wled灯泡,1,REVIEW-MAT-01250,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01250 | LED灯泡 | 电气与自动化/照明与报警/灯具 | 功率: 50W；类型: LED | 个
50不锈钢挂锁,50不锈钢挂锁,1,REVIEW-MAT-00051,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00051 | 不锈钢挂锁 | 五金备件/门锁锁具/门锁锁具 | 材质: 不锈钢；规格: 50 | 个
50加厚橡胶水带,50加厚橡胶水带,1,REVIEW-MAT-01048,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01048 | 橡胶水带 | 管道管件/其他/水带 | 规格: 50；材质: 橡胶；特征: 加厚 | 米
50加厚耐磨水管,50加厚耐磨水管,1,REVIEW-MAT-01309,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01309 | 耐磨水管 | 管道管件/其他/水管 | 规格: 50；特征: 加厚、耐磨 | 米
50加厚透明钢丝管,50加厚透明钢丝管,1,REVIEW-MAT-00803,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00803 | 透明钢丝软管 | 管道管件/其他/软管 | 公称直径: 50；特征: 加厚、透明、钢丝增强 | 米
50加厚铜头,50加厚铜头,1,REVIEW-MAT-00950,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00950 | 加厚铜接头 | 液压气动/液压管路/高压胶管 | 规格: 50；材质: 铜；特征: 加厚 | 个
50加厚铝合金扣,50加厚铝合金扣,1,REVIEW-MAT-01395,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01395 | 加厚铝合金扣 | 液压气动/液压管路/高压胶管 | 规格: 50；材质: 铝合金；特征: 加厚 | 个
50埃美柯不锈钢球阀,50埃美柯不锈钢球阀,1,REVIEW-MAT-00917,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00917 | 不锈钢球阀 | 阀门/通用阀门/球阀 | 品牌: 埃美柯；公称直径: DN50；材质: 不锈钢 | 个
50平方接线端子,50平方接线端子,1,REVIEW-MAT-01310,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01310 | 接线端子 | 电气与自动化/接线连接/接线端子 | 适配线径: 50mm2 | 个
50平方起帆电焊线,50平方起帆电焊线,1,REVIEW-MAT-00274,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00274 | 电焊线 | 电气与自动化/电线电缆与敷设/电线电缆 | 品牌: 起帆；截面积: 50平方 | 米
50机械密封,50机械密封,1,REVIEW-MAT-01222,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01222 | 机械密封 | 设备备件与加工件/其他/密封件 | 规格: 50 | 套
50法兰电动蝶阀,50法兰电动蝶阀,1,REVIEW-MAT-00858,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00858 | 法兰电动蝶阀 | 阀门/其他/电动阀门 | 公称直径: DN50；连接: 法兰；驱动: 电动 | 个
50消防卡箍,50消防卡箍,1,REVIEW-MAT-00956,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00956 | 消防卡箍 | 管道管件/管道紧固/管夹卡箍 | 规格: 50；用途: 消防 | 个
50胶垫,50胶垫,1,REVIEW-MAT-01292,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01292 | 胶垫 | 待治理/待治理/胶垫 | 规格: 50 | 个
50铜头铝扣,50铜头铝扣,1,REVIEW-MAT-01046,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01046 | 铜头铝套组件 | 液压气动/液压管路/高压胶管 | 规格: 50；组成: 铜头、铝扣 | 个
50铝合金抱箍,50铝合金抱箍,1,REVIEW-MAT-01311,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01311 | 铝合金抱箍 | 管道管件/管道紧固/管夹卡箍 | 规格: 50；材质: 铝合金 | 个
50镀锌三通,50镀锌三通,1,REVIEW-MAT-00822,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00822 | 镀锌三通 | 管道管件/金属管件/镀锌管件 | 公称直径: 50；材质/表面: 镀锌 | 个
50镀锌外接,50镀锌外接,1,REVIEW-MAT-00825,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00825 | 镀锌外接头 | 管道管件/金属管件/镀锌管件 | 公称直径: 50；连接: 外接；表面: 镀锌 | 个
50镀锌活接,50镀锌活接,1,REVIEW-MAT-00900,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00900 | 镀锌活接 | 管道管件/金属管件/镀锌管件 | 公称直径: 50；表面: 镀锌；类型: 活接 | 个
50镀锌直通,50镀锌直通,1,REVIEW-MAT-00824,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00824 | 镀锌直通 | 管道管件/金属管件/镀锌管件 | 公称直径: 50；表面: 镀锌 | 个
50高压外接,50高压外接,1,REVIEW-MAT-00818,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00818 | 高压外接头 | 液压气动/液压管路/高压胶管 | 公称直径: 50；连接类型: 外接 | 个
50高压接头,50高压接头,1,REVIEW-MAT-00817,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00817 | 高压油管接头 | 液压气动/液压管路/高压胶管 | 公称直径: 50；类型: 接头 | 个
50高压油管,50高压油管,1,REVIEW-MAT-00816,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00816 | 高压油管 | 液压气动/液压管路/高压胶管 | 公称直径: 50 | 米
50高压管,50高压管,1,REVIEW-MAT-00816,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-00816 | 高压油管 | 液压气动/液压管路/高压胶管 | 公称直径: 50 | 米
50高压钢丝管,50高压钢丝管,1,REVIEW-MAT-01045,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01045 | 高压钢丝管 | 液压气动/液压管路/高压胶管 | 公称直径: 50；结构: 钢丝增强 | 米
52油管快速接头,52油管快速接头,1,REVIEW-MAT-01062,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01062 | 油管快速接头 | 液压气动/液压管路/高压胶管 | 规格: 52；类型: 快速接头 | 套
52高压弯头,52高压弯头,1,REVIEW-MAT-01081,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01081 | 高压弯头 | 液压气动/液压管路/高压胶管 | 规格: 52；类型: 弯头 | 个
55四氟垫片,55四氟垫片,1,REVIEW-MAT-01086,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01086 | 四氟垫片 | 待治理/待治理/四氟制品 | 规格: 55；材质: 四氟/PTFE | 个
55重型梅花敲击扳手,55重型梅花敲击扳手,1,REVIEW-MAT-01027,,true,唯一候选暂未进入可导入池；需要先完成物料治理。,REVIEW-MAT-01027 | 重型梅花敲击扳手 | 工具器具/手动工具/通用手动工具 | 规格: 55；类型: 梅花敲击；特征: 重型 | 支
