draft_sku_id	draft_item_code	import_status	放行等级	标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	candidate_count	source_candidate_rows	confirmation_required	confirmation_reason
SKU-DRAFT-000371	MAT-000031	confirm_then_import	B	尼龙绳	直径：14mm；材质：尼龙		吊装索具/绳索	米	∅14尼龙绳	1	373	是	承载/编织结构缺失，按直径和材质候选
SKU-DRAFT-000373	ELEC-TIE-000001	confirm_then_import	B	扎带	规格：10*400		电气材料/扎带	包	10*400扎带	1	375	是	材质/每包数量缺失，按规格候选
SKU-DRAFT-000374	ELEC-TIE-000002	confirm_then_import	B	扎带	规格：10*500		电气材料/扎带	包	10*500扎带	1	376	是	材质/每包数量缺失，按规格候选
SKU-DRAFT-000375	SAFE-000022	confirm_then_import	B	焊工手套	用途：电焊防护		劳保耗材/手套	双	电焊手套	1	377	是	材质/长度缺失，按焊工手套候选
SKU-DRAFT-000377	SAFE-000023	confirm_then_import	B	路锥	高度：1米		安全设施/交通标识	个	路锥1米	1	379	是	材质/反光等级缺失，按高度候选
SKU-DRAFT-000379	CONST-000006	confirm_then_import	B	黑模板	尺寸：1.22*2.44；厚度：3.0；颜色：黑		建筑材料/模板木方	张	1.22*2.44*3.0黑模板	1	381	是	尺寸/厚度单位未明，按原规格保留
SKU-DRAFT-000381	ELEC-000063	confirm_then_import	B	漏电断路器	品牌：施耐德；极数：2P；电流：C40A		电气材料/低压电器	个	施耐德2PC40A漏电	1	384	是	型号/漏电动作电流缺失，按品牌极数和电流候选
SKU-DRAFT-000383	MAT-000033	confirm_then_import	B	蒸饭柜	品牌：荣事达；层数：8层；功能：智能		设备/厨房设备	台	8层荣事达智能蒸饭柜	1	386	是	输入单位“个”规范为“台”；功率/电压/容量缺失
SKU-DRAFT-000384	MAT-000034	ready_to_import	A	吊带	载荷：5T；长度：6米		吊装索具/吊带	付	5T*6米吊带	1	387	否	
SKU-DRAFT-000385	MAT-000035	ready_to_import	A	吊带	载荷：5T；长度：3米		吊装索具/吊带	付	5T*3米吊带	1	388	否	
SKU-DRAFT-000386	MAT-000036	ready_to_import	A	吊带	载荷：3T；长度：3米		吊装索具/吊带	付	3T*3米吊带	1	389	否	
SKU-DRAFT-000388	TOOL-000052	ready_to_import	A	合金钻头	材质：合金；直径：6mm		工具器具/工具配件	个	合金钻头6厘	1	391	否	
SKU-DRAFT-000389	TOOL-000053	ready_to_import	A	合金钻头	材质：合金；直径：8mm		工具器具/工具配件	个	合金钻头8厘	1	392	否	
SKU-DRAFT-000390	TOOL-000054	ready_to_import	A	合金钻头	材质：合金；直径：10mm		工具器具/工具配件	个	合金钻头10厘	1	393	否	
SKU-DRAFT-000391	TOOL-000055	ready_to_import	A	合金钻头	材质：合金；直径：12mm		工具器具/工具配件	个	合金钻头12厘	1	394	否	
SKU-DRAFT-000392	TOOL-000056	ready_to_import	A	合金钻头	材质：合金；直径：14mm		工具器具/工具配件	个	合金钻头14厘	1	395	否	
SKU-DRAFT-000393	TOOL-000057	ready_to_import	A	合金钻头	材质：合金；直径：16mm		工具器具/工具配件	个	合金钻头16厘	1	396	否	
SKU-DRAFT-000398	TOOL-000058	confirm_then_import	B	滚筒刷	规格：150		工具器具/涂装工具	支	150滚筒	1	401	是	原规格未明确单位，按原规格保留；材质缺失
SKU-DRAFT-000399	TOOL-000059	confirm_then_import	B	滚筒刷	规格：250		工具器具/涂装工具	支	250滚筒	1	402	是	原规格未明确单位，按原规格保留；材质缺失
SKU-DRAFT-000402	CHEM-000031	confirm_then_import	B	美纹纸	颜色：黄色；宽度：5cm		化工耗材/胶粘带	米	黄色美纹纸5CM	1	405	是	按米计量保留宽度和颜色；品牌/厚度未说明
SKU-DRAFT-000406	CHEM-000033	confirm_then_import	B	地坪漆底漆	品牌/系列：好地坪漆；类型：底漆；包装：20KG		化工耗材/涂料	桶	好地坪漆底漆20KG	1	409	是	颜色/配套体系需确认，按品牌系列、底漆和包装候选
SKU-DRAFT-000411	PIPE-000068	ready_to_import	A	UPVC给水管	品牌：公元；规格：32；材质：UPVC；用途：给水		工程材料/UPVC管件	米	公元32UPVC给水管	1	414	否	
SKU-DRAFT-000412	PIPE-000069	ready_to_import	A	UPVC三通	品牌：公元；规格：32；材质：UPVC；类型：三通		工程材料/UPVC管件	个	公元三通32	1	415	否	
SKU-DRAFT-000413	PIPE-000070	confirm_then_import	B	UPVC直通	规格：32；材质：UPVC；类型：直通		工程材料/UPVC管件	个	32直通	1	416	是	品牌未说明，按UPVC直通规格候选
SKU-DRAFT-000414	PIPE-000071	confirm_then_import	B	UPVC斜三通	规格：32；材质：UPVC；类型：斜三通		工程材料/UPVC管件	个	32斜三通	1	417	是	品牌未说明，按UPVC斜三通规格候选
SKU-DRAFT-000416	PIPE-000073	ready_to_import	A	UPVC异径接头	规格：32*25；材质：UPVC；类型：大小头/异径		工程材料/UPVC管件	个	32*25大小头	1	419	否	
SKU-DRAFT-000418	PIPE-000075	ready_to_import	A	UPVC45度弯头	规格：32；材质：UPVC；角度：45度		工程材料/UPVC管件	个	32*45弯头	1	421	否	
SKU-DRAFT-000420	PIPE-000076	ready_to_import	A	PPR阀门	品牌：公元；规格：90；材质：PPR；类型：阀门		工程材料/PPR管件	个	公元90PPR阀门	1	423	否	
SKU-DRAFT-000429	TOOL-000063	confirm_then_import	B	冲击钻头	品牌：方大同；规格：18*800		工具器具/工具配件	支	方大同18*800冲击钻头	1	432	是	柄型缺失，按品牌和规格候选
SKU-DRAFT-000431	MAT-000042	ready_to_import	A	吊带	载荷：5T；长度：8米		吊装索具/吊带	付	5T*8米吊带	1	434	否	
SKU-DRAFT-000434	ELEC-000065	confirm_then_import	B	地线	品牌：起帆；截面积：6平方；用途：地线		电气材料/电线电缆	米	6平方起帆地线	1	437	是	颜色/线型缺失，按品牌、截面积和用途候选
SKU-DRAFT-000435	PIPE-000080	confirm_then_import	B	洗衣机进水管	长度：2米；用途：洗衣机		工程材料/水暖五金	条	2米洗衣机管	1	438	是	接口规格缺失，按洗衣机进水管长度候选
SKU-DRAFT-000436	TOOL-000064	ready_to_import	A	五坑钻头	品牌：方大同；规格：40*1200；柄型：五坑		工具器具/工具配件	个	方大同40*1200五孔钻头	1	439	否	
SKU-DRAFT-000440	PIPE-000083	confirm_then_import	B	PPR内牙三通	品牌：公元；规格：25；材质：PPR；连接：内牙；类型：三通		工程材料/PPR管件	个	公元25PPR内牙三通	1	443	是	内牙规格缺失，按原25规格低精度建候选
SKU-DRAFT-000441	PIPE-000084	confirm_then_import	B	PPR外牙直通	品牌：公元；规格：25；材质：PPR；连接：外牙；类型：直通		工程材料/PPR管件	个	公元25PPR外牙直通	1	444	是	外牙规格缺失，按原25规格低精度建候选
SKU-DRAFT-000447	ELEC-000068	confirm_then_import	B	排风扇	规格：10寸		电气材料/通风设备	个	10寸排风扇	1	450	是	功率/电压/安装方式缺失，按10寸排风扇候选
SKU-DRAFT-000450	MAT-CEM-000004	confirm_then_import	B	普通硅酸盐水泥	标号：PO42.5		建筑材料/水泥砂石	包	PO42.5水泥	1	453	是	每包重量、品牌缺失
SKU-DRAFT-000451	ELEC-000070	ready_to_import	A	对讲机	品牌：长城；型号：A99；特征：高功率		电气材料/通讯设备	个	A99长城高功率对讲机	1	454	否	
SKU-DRAFT-000456	FAST-000003	confirm_then_import	B	平垫片	规格：14		五金备件/紧固件	个	14垫片	1	459	是	是否M14、材质缺失
SKU-DRAFT-000457	SPARE-000050	confirm_then_import	B	弹簧垫片	规格：14		五金备件/紧固件	个	14弹簧垫片	1	460	是	是否M14、材质缺失
SKU-DRAFT-000459	MAT-000044	confirm_then_import	B	吨袋	承重/容量：1.5吨		包装材料/吨袋	个	1.5吨袋	1	462	是	尺寸、吊带形式缺失
SKU-DRAFT-000461	TOOL-000067	confirm_then_import	B	风镐	型号：G150		工具器具/气动工具	台	G150风镐	1	464	是	品牌、适配气压缺失
SKU-DRAFT-000466	MAT-000045	confirm_then_import	B	混凝土圆斗	容量：3立方；用途：混凝土		工程器具/料斗	个	3立方混凝土圆斗	1	469	是	材质、吊装方式缺失
SKU-DRAFT-000468	FAST-000004	confirm_then_import	B	膨胀螺丝	规格：M12*80		五金备件/紧固件	个	M12*80膨胀螺丝	1	471	是	材质、表面处理缺失
SKU-DRAFT-000471	FAST-000005	confirm_then_import	B	花篮螺丝	规格：M20；类型：花篮		吊装索具/拉紧器	个	M20花篮	1	474	是	材质、载荷缺失
SKU-DRAFT-000474	MAT-000047	confirm_then_import	B	卸扣	载荷：8.5T		吊装索具/卸扣	个	8.5T卸扣	1	477	是	卸扣形式、执行标准缺失
SKU-DRAFT-000477	TOOL-000070	confirm_then_import	B	汽油桶	容量：20L；用途：汽油		工具器具/容器	个	20L汽油桶	1	480	是	材质、防爆要求缺失
SKU-DRAFT-000478	CHEM-000037	confirm_then_import	B	齿轮油	型号：HL-20		化工耗材/润滑油	升	HL-20齿轮油	1	481	是	品牌、包装缺失
SKU-DRAFT-000482	SPARE-000053	confirm_then_import	B	铁钉	规格：3寸		五金备件/紧固件	KG	3寸铁钉	1	485	是	材质、表面处理缺失
SKU-DRAFT-000486	TOOL-000071	ready_to_import	A	海绵拖把	特征：加长；材质：海绵		劳保耗材/清洁工具	把	加长海绵拖把	1	489	否	
SKU-DRAFT-000489	ELEC-TIE-000003	confirm_then_import	B	扎带	规格：10*50；包装：200根/包		电气材料/扎带	包	10*50扎带200根	1	492	是	材质缺失
SKU-DRAFT-000490	CONST-000008	confirm_then_import	B	顶托	规格：30*500；特征：厚		建筑材料/脚手架配件	支	30*500厚顶托	1	493	是	材质、表面处理缺失
SKU-DRAFT-000498	SAFE-000030	confirm_then_import	B	彩条布	宽度：4米		建筑材料/防护覆盖	平方	4米彩条布	1	501	是	克重/材质缺失，需确认是否影响同宽度SKU
SKU-DRAFT-000499	MAT-000049	confirm_then_import	B	止水蝴蝶扣	规格：16*600		建筑材料/止水紧固	套	16*600止水蝴蝶扣	1	502	是	材质/配套螺杆信息缺失
SKU-DRAFT-000501	TOOL-000072	confirm_then_import	B	加长套筒	规格：18*200；特征：加长		工具器具/手动工具	个	18*200加长套筒	1	504	是	驱动方孔规格缺失
SKU-DRAFT-000502	CONST-000009	confirm_then_import	B	顶托	规格：38*600；特征：厚		建筑材料/脚手架配件	套	38*600厚顶托	1	505	是	材质/表面处理缺失
SKU-DRAFT-000507	ELEC-000075	confirm_then_import	B	LED浴室灯	功率：50W；类型：浴室灯		电气材料/照明	个	50WLED浴室灯	1	510	是	防水等级/色温缺失
SKU-DRAFT-000512	CHEM-000041	confirm_then_import	B	聚氨酯堵漏剂	材质：聚氨酯；类型：油性		化工耗材/堵漏材料	KG	油性聚氨酯堵漏剂	1	515	是	品牌/包装缺失，需确认是否影响SKU
SKU-DRAFT-000513	CHEM-000042	confirm_then_import	B	聚氨酯堵漏剂	材质：聚氨酯；类型：水性		化工耗材/堵漏材料	KG	水性聚氨酯堵漏剂	1	516	是	品牌/包装缺失，需确认是否影响SKU
SKU-DRAFT-000514	SPARE-000057	confirm_then_import	B	长螺杆	规格：14*200；类型：长螺杆		五金备件/紧固件	套	14*200长螺杆	1	517	是	原规格未明确是否为M14，材质缺失
SKU-DRAFT-000517	METAL-000037	confirm_then_import	B	钢丝绳夹头	规格：M10		吊装索具/钢丝绳配件	个	M10钢丝绳夹头	1	520	是	适配钢丝绳直径/材质缺失
SKU-DRAFT-000522	ELEC-000077	confirm_then_import	B	太阳能LED灯	品牌：公牛；功率：80W；供电：太阳能		电气材料/照明	套	公牛80w太阳能LED灯	1	525	是	电池容量/防水等级缺失
SKU-DRAFT-000523	SAFE-000033	confirm_then_import	B	安全帽一字带	适用：安全帽；类型：一字带		劳保耗材/头部防护配件	只	安全帽一字带	1	526	是	适配型号缺失
SKU-DRAFT-000525	ELEC-000079	confirm_then_import	B	开关电源	输出电压：36V；功率：400W		电气材料/电源电器	个	36V 400w电源	1	528	是	输入电压/IP等级缺失
SKU-DRAFT-000527	TOOL-000075	confirm_then_import	B	五坑钻头	品牌：方大同；规格：35*500；柄型：五坑		工具器具/工具配件	支	方大同35*500五坑钻头	1	530	是	材质缺失
SKU-DRAFT-000528	TOOL-000076	confirm_then_import	B	冲击钻头	品牌：方大同；规格：18*400		工具器具/工具配件	支	方大同18x400冲击钻头	1	531	是	柄型/材质缺失
SKU-DRAFT-000529	TOOL-000077	confirm_then_import	B	冲击钻头	品牌：方大同；规格：30*400		工具器具/工具配件	支	方大同30x400冲击钻头	1	532	是	柄型/材质缺失
SKU-DRAFT-000535	TOOL-000078	confirm_then_import	B	五坑钻头	规格：28*800；柄型：五坑		工具器具/工具配件	支	28*800五孔钻头	1	538	是	品牌/材质缺失
SKU-DRAFT-000541	TOOL-000080	confirm_then_import	B	五坑钻头	品牌：方大同；规格：14*400；柄型：五坑		工具器具/工具配件	支	方大同14*400五孔钻头	1	544	是	材质缺失
SKU-DRAFT-000542	TOOL-000081	confirm_then_import	B	五坑钻头	品牌：方大同；规格：14*600；柄型：五坑		工具器具/工具配件	支	方大同14*600五孔钻头	1	545	是	材质缺失
SKU-DRAFT-000543	TOOL-000082	confirm_then_import	B	五坑钻头	品牌：方大同；规格：16*280；柄型：五坑		工具器具/工具配件	支	方大同16*280五孔钻头	1	546	是	材质缺失
SKU-DRAFT-000550	PIPE-000090	confirm_then_import	B	不锈钢球阀	规格：25；材质：不锈钢；类型：球阀		工程材料/阀门	个	25不锈钢球阀	1	554	是	压力等级/连接形式缺失，按规格和材质先建候选
SKU-DRAFT-000562	TOOL-000086	ready_to_import	A	羊毛刷	规格：2寸；材质：羊毛		工具器具/涂装工具	支	2寸羊毛刷	1	566	否	
SKU-DRAFT-000568	CONST-000013	confirm_then_import	B	人工草皮	规格：3.0；颜色：绿色		装饰/地面材料	平方	3.0绿草皮	1	572	是	规格3.0单位/含义未说明，按原规格和颜色先建候选；输入提示与其他记录可合并
SKU-DRAFT-000570	TOOL-000089	confirm_then_import	B	测电笔	类型：多功能电笔		工具器具/电工工具	支	多功能电笔	1	574	是	电压范围缺失，按多功能电笔先建候选
SKU-DRAFT-000571	SPARE-000062	confirm_then_import	B	定向轮	规格：4寸；类型：定向轮		五金备件/脚轮	个	4寸定向轮	1	575	是	承重/材质缺失，按4寸定向轮先建候选
SKU-DRAFT-000572	SPARE-000063	confirm_then_import	B	定向轮	规格：4寸；特征：带刹车		五金备件/脚轮	个	4寸定向轮刹	1	576	是	承重/材质缺失，按4寸带刹车定向轮先建候选
SKU-DRAFT-000573	TOOL-000090	confirm_then_import	B	手推车	载荷：300kg；特征：加厚		工具器具/搬运工具	台	300kg手推车加厚	1	577	是	尺寸/轮型缺失，按300kg加厚手推车先建候选
SKU-DRAFT-000574	SAFE-000038	confirm_then_import	B	路锥	高度：90cm		安全设施/交通标识	个	90cm路锥	1	578	是	材质/反光等级缺失，按高度先建候选
SKU-DRAFT-000577	ELEC-000088	confirm_then_import	B	漏电断路器	品牌：施耐德；电流：400A		电气材料/低压电器	个	施耐德400A漏电开关	1	581	是	极数/型号/漏电动作电流缺失，按品牌和电流先建候选
SKU-DRAFT-000581	TOOL-000091	confirm_then_import	B	测电笔	类型：测电笔		工具器具/电工工具	个	测电笔	1	585	是	电压范围缺失，且与同类测电笔存在单位支/个差异需统一
SKU-DRAFT-000583	SAFE-000042	confirm_then_import	B	防尘网	规格：10针		安全设施/防护网	平方	10针防尘网	1	587	是	材质/颜色/克重缺失，按10针防尘网先建候选
SKU-DRAFT-000584	SPARE-000064	confirm_then_import	B	污水泵	功率：1.5kW；口径：2寸		设备/泵类设备	台	1.5千瓦2寸污水泵	1	588	是	扬程/流量/电压缺失，按功率和口径先建候选
SKU-DRAFT-000588	TOOL-000093	confirm_then_import	B	绝缘摇表	量程/电压：2500		工具器具/检测仪器	个	2500绝缘摇表	1	592	是	2500单位未说明，按原始量程/电压保留；精度/品牌缺失
SKU-DRAFT-000593	MAT-000062	confirm_then_import	B	缠绕膜	颜色：透明；宽度：50cm；重量：5KG		包装材料/缠绕膜	个	透明缠绕膜50cm*5KG	1	597	是	材质/芯径缺失，按颜色/宽度/重量先建候选
SKU-DRAFT-000595	TOOL-000095	confirm_then_import	B	胶带切割器	适用：透明胶带		包装材料/包装工具	个	透明胶带切割器	1	599	是	适配宽度缺失，按透明胶带切割器先建候选
SKU-DRAFT-000601	TOOL-000097	ready_to_import	A	厕所刷	用途：厕所清洁		劳保耗材/清洁工具	把	厕所刷子	1	605	否	
SKU-DRAFT-000605	ELEC-000091	confirm_then_import	B	铜鼻子	电流：300A；材质：铜		电气材料/电缆附件	个	300A铜鼻子	1	609	是	线径/孔径缺失，按电流和材质先建候选
SKU-DRAFT-000607	PIPE-000091	confirm_then_import	B	PVC给水管	品牌：公元；规格：40；材质：PVC；用途：给水		工程材料/PVC管件	米	公元40pvc给水管	1	611	是	压力等级缺失，按品牌/规格/材质/用途先建候选
SKU-DRAFT-000608	PIPE-000092	confirm_then_import	B	异径三通	品牌：公元；规格：40*32；类型：三通		工程材料/PVC管件	个	公元三通40×32	1	612	是	材质未明，按PVC管件分组候选需确认
SKU-DRAFT-000609	PIPE-000093	confirm_then_import	B	异径三通	品牌：公元；规格：40*25；类型：三通		工程材料/PVC管件	个	公元三通40×25	1	613	是	材质未明，按PVC管件分组候选需确认
SKU-DRAFT-000610	PIPE-000094	ready_to_import	A	PVC管卡	品牌：公元；材质：PVC；规格：40		工程材料/管道紧固	个	公元pvc40管卡	1	614	否	
SKU-DRAFT-000611	PIPE-000095	confirm_then_import	B	PVC45度弯头	品牌：公元；规格：40；角度：45度		工程材料/PVC管件	个	公元40×45°弯头	1	615	是	材质未明，按PVC管件名称候选需确认
SKU-DRAFT-000612	PIPE-000096	confirm_then_import	B	异径接头	品牌：公元；规格：40*32；类型：异径接头		工程材料/PVC管件	个	公元40×32大接头	1	616	是	材质未明，按PVC管件分组候选需确认；大接头归一为异径接头
SKU-DRAFT-000616	ELEC-000093	confirm_then_import	B	一位开关	品牌：公牛；位数：1位		电气材料/开关	套	公牛一位开关	1	620	是	电流/安装方式缺失，按品牌和位数先建候选
SKU-DRAFT-000620	MAT-000066	confirm_then_import	B	吊带	载荷：5吨；长度：6m		吊装索具/吊带	条	吊带5吨×6m	1	624	是	输入提示与其他记录同物料，单位付/条需统一
SKU-DRAFT-000621	PIPE-000097	confirm_then_import	B	直通	品牌：公元；规格：110；类型：直通		工程材料/PVC管件	个	公元110直通	1	625	是	材质未明，按PVC管件分组候选需确认
SKU-DRAFT-000622	PIPE-000098	confirm_then_import	B	管卡	品牌：公元；规格：110		工程材料/管道紧固	个	公元110管卡	1	626	是	材质/适配管材缺失，按品牌和规格先建候选
SKU-DRAFT-000623	PIPE-000099	confirm_then_import	B	方形集水斗	品牌：公元；规格：110；形状：方形		工程材料/排水管件	个	公元110方形集水斗	1	627	是	材质/安装方式缺失，按品牌/规格/形状先建候选
SKU-DRAFT-000630	TOOL-000100	confirm_then_import	B	滚筒刷	规格：8寸		工具器具/涂装工具	支	8寸滚筒	1	635	是	材质缺失，按规格先建候选
SKU-DRAFT-000632	TOOL-000102	confirm_then_import	B	小滚筒刷	规格：4寸；类型：小滚筒		工具器具/涂装工具	支	4寸小滚筒	1	637	是	材质缺失，按规格和类型先建候选
SKU-DRAFT-000640	FAST-000006	confirm_then_import	B	平垫片	规格：M30		五金备件/紧固件	个	M30平垫	1	645	是	材质缺失，按规格先建候选
SKU-DRAFT-000641	SPARE-000067	confirm_then_import	B	弹簧垫片	规格：M30		五金备件/紧固件	个	M30弹垫	1	646	是	材质缺失，按规格先建候选
SKU-DRAFT-000644	FAST-000007	confirm_then_import	B	平垫片	规格：M27		五金备件/紧固件	个	M27平垫	1	649	是	材质缺失，按规格先建候选；输入提示与其他记录同类
SKU-DRAFT-000645	SPARE-000070	confirm_then_import	B	弹簧垫片	规格：M27		五金备件/紧固件	个	M27弹垫	1	650	是	材质缺失，按规格先建候选
SKU-DRAFT-000650	ELEC-000099	ready_to_import	A	电池	规格：7号		电气材料/电池	个	7号电池	1	655	否	
SKU-DRAFT-000651	ELEC-000100	confirm_then_import	B	漏电断路器	品牌：施耐德；极数：2P；电流：63A		电气材料/低压电器	个	施耐德2P63A漏保；施耐德2P63a漏电保护开关	1	656	是	型号/漏电动作电流缺失，按品牌、极数和电流先建候选
SKU-DRAFT-000661	METAL-000045	ready_to_import	A	不锈钢球阀	品牌：埃美柯；规格：80；材质：不锈钢；特征：加厚		工程材料/阀门	个	埃美柯80加厚不锈钢球阀	1	666	否	
SKU-DRAFT-000673	MAT-000067	confirm_then_import	B	吊带	载荷：20T；长度：6米	原名含“好”	吊装索具/吊带	条	20T*6米吊带好	1	678	是	“好”是否为等级描述需确认；执行标准缺失
SKU-DRAFT-000681	TOOL-000104	confirm_then_import	B	玛氏漏斗粘度计	材质：不锈钢；类型：玛氏漏斗粘度计		工具器具/检测仪器	个	不锈钢玛氏漏斗粘度计	1	686	是	量程/执行标准缺失，按不锈钢玛氏漏斗粘度计候选
SKU-DRAFT-000682	CHEM-000052	ready_to_import	A	透明胶带	宽度：5mm；长度：100米；颜色：透明		包装材料/胶带	卷	5mm透明胶带100米	1	687	否	
SKU-DRAFT-000683	TOOL-000105	confirm_then_import	B	方头铁锹	规格：大号；类型：方头		工具器具/手动工具	套	大方铁锹	1	688	是	是否含柄需确认，单位按原“套”保留
SKU-DRAFT-000684	TOOL-000106	confirm_then_import	B	方头铁锹	规格：小号；类型：方头		工具器具/手动工具	套	小方铁锹	1	689	是	是否含柄需确认，单位按原“套”保留
SKU-DRAFT-000687	PIPE-000109	confirm_then_import	B	橡胶防爆水带	规格：100；材质：橡胶；特征：防爆		消防器材/水带	米	100橡胶防爆水带	1	692	是	压力等级缺失，按规格、材质和防爆特征先建候选
SKU-DRAFT-000692	PIPE-000111	confirm_then_import	B	铜球阀	品牌：埃美柯；规格：4分；材质：铜		工程材料/阀门	个	埃美柯4分铜球阀	1	697	是	压力等级/连接形式缺失，按品牌、规格和材质先建候选
SKU-DRAFT-000696	TOOL-000109	confirm_then_import	B	撬杠	规格：60		工具器具/手动工具	个	60撬杠	1	701	是	原规格未说明60为长度还是型号/单位，需确认；材质缺失
SKU-DRAFT-000697	TOOL-000110	confirm_then_import	B	撬杠	规格：120		工具器具/手动工具	个	120撬杠	1	702	是	原规格未说明120为长度还是型号/单位，需确认；材质缺失
SKU-DRAFT-000703	TOOL-000111	confirm_then_import	B	网线钳	用途：网线压接		工具器具/电工工具	把	网线钳	1	708	是	适配水晶头类型缺失
SKU-DRAFT-000704	ELEC-000110	confirm_then_import	B	PVC线管	规格：25；材质：PVC		电气材料/电缆附件	米	25pvc线管	1	709	是	壁厚缺失
SKU-DRAFT-000705	TOOL-000112	confirm_then_import	B	测电笔	外观：透明；类型：电笔		工具器具/电工工具	个	透明电笔	1	710	是	电压范围缺失
SKU-DRAFT-000710	PIPE-000116	ready_to_import	A	PPR管卡	品牌：公元；规格：25；类型：管卡		工程材料/PPR管件	个	公元ppr25卡扣	1	715	否	
SKU-DRAFT-000711	PIPE-000117	confirm_then_import	B	PPR直通	品牌：公元；规格：25；材质：PPR		工程材料/PPR管件	个	公元ppr25直通	1	716	是	压力等级缺失
SKU-DRAFT-000716	WELD-000018	confirm_then_import	B	割炬	规格：100型		焊接耗材/焊割工具	把	100型割炬	1	721	是	气体类型/品牌缺失
SKU-DRAFT-000719	ELEC-000112	ready_to_import	A	排气扇	型号：FAD40-400		电气材料/通风设备	台	FAD40-400排气扇	1	724	否	
SKU-DRAFT-000723	FAST-000008	confirm_then_import	B	膨胀螺丝	规格：M20*140		五金备件/紧固件	个	M20*140膨胀螺丝	1	728	是	材质/表面处理缺失
SKU-DRAFT-000724	FAST-000009	confirm_then_import	B	膨胀螺丝	规格：M22*140		五金备件/紧固件	个	M22*140膨胀螺丝	1	729	是	材质/表面处理缺失
SKU-DRAFT-000728	SPARE-000073	confirm_then_import	B	膨胀钩	规格：10厘		五金备件/紧固件	个	10厘膨胀钩	1	733	是	材质/载荷缺失
SKU-DRAFT-000733	TOOL-000119	ready_to_import	A	水平尺	长度：60cm		工具器具/测量工具	把	60cm水平尺	1	738	否	
SKU-DRAFT-000734	TOOL-000120	ready_to_import	A	水平尺	长度：100cm		工具器具/测量工具	把	100cm水平尺	1	739	否	
SKU-DRAFT-000735	METAL-000053	confirm_then_import	B	不锈钢合页	规格：110；材质：不锈钢		五金备件/门窗五金	副	110不锈钢合页	1	740	是	厚度/孔位缺失
SKU-DRAFT-000744	TOOL-000124	confirm_then_import	B	伸缩铝梯	长度：12米；材质：铝；特征：加厚伸缩		工具器具/登高工具	台	12米加厚伸缩铝梯	1	749	是	承重等级缺失
SKU-DRAFT-000748	PIPE-000123	confirm_then_import	B	无缝管	规格：325*12		原材料/钢管	米	325*12无缝管	1	753	是	材质/执行标准缺失，按规格和壁厚候选
SKU-DRAFT-000754	METAL-000054	confirm_then_import	B	不锈钢球阀	品牌：埃美柯；规格：80；材质：不锈钢；特征：厚		工程材料/阀门	个	埃美柯80不锈钢厚球阀	1	759	是	压力等级缺失，按品牌/规格/材质/特征先建候选
SKU-DRAFT-000755	MAT-000072	confirm_then_import	B	鸭嘴吊具	额定载荷：20T；类型：鸭嘴吊具		吊装索具/吊具	个	20T鸭嘴吊具	1	760	是	执行标准/开口尺寸缺失
SKU-DRAFT-000761	METAL-000055	confirm_then_import	B	不锈钢骑马卡	规格：40；材质：不锈钢		五金备件/管道紧固	个	40不锈钢骑马卡	1	766	是	规格40的适配管径/厚度需确认
SKU-DRAFT-000765	MAT-000073	confirm_then_import	B	扁平吊装带	执行标准：国标；额定载荷：3T；长度：3米	颜色:彩色	吊装索具/吊带	付	国标彩色3T*3米吊带	1	770	是	宽度/材质/安全系数缺失
SKU-DRAFT-000766	MAT-000074	confirm_then_import	B	扁平吊装带	执行标准：国标；额定载荷：5T；长度：6米	颜色:彩色	吊装索具/吊带	付	国标彩色5T*6米吊带	1	771	是	宽度/材质/安全系数缺失
SKU-DRAFT-000767	MAT-000075	confirm_then_import	B	弓形卸扣	额定载荷：6.5T；型式：弓形		吊装索具/卸扣	个	6.5T弓形卸扣	1	772	是	销轴形式/执行标准缺失
SKU-DRAFT-000768	MAT-000076	confirm_then_import	B	弓形卸扣	额定载荷：4.75T；型式：弓形		吊装索具/卸扣	个	4.75T弓形卸扣	1	773	是	销轴形式/执行标准缺失
SKU-DRAFT-000772	MAT-000078	confirm_then_import	B	弓形卸扣	额定载荷：9.5T；型式：弓形		吊装索具/卸扣	个	9.5T弓形卸扣	1	777	是	销轴形式/执行标准缺失
SKU-DRAFT-000775	ELEC-000114	confirm_then_import	B	DT铜鼻子	型号：DT；适配线径：150mm2；材质：铜		电气材料/电缆附件	个	DT150平方铜鼻子	1	780	是	孔径/是否镀锡缺失
SKU-DRAFT-000776	ELEC-000115	confirm_then_import	B	DT铜鼻子	型号：DT；适配线径：120mm2；材质：铜		电气材料/电缆附件	个	DT120平方铜鼻子	1	781	是	孔径/是否镀锡缺失
SKU-DRAFT-000777	ELEC-000116	confirm_then_import	B	DT铜鼻子	型号：DT；适配线径：95mm2；材质：铜		电气材料/电缆附件	个	DT95平方铜鼻子	1	782	是	孔径/是否镀锡缺失
SKU-DRAFT-000778	ELEC-000117	confirm_then_import	B	DT铜鼻子	型号：DT；适配线径：70mm2；材质：铜		电气材料/电缆附件	个	DT70平方铜鼻子	1	783	是	孔径/是否镀锡缺失
SKU-DRAFT-000779	ELEC-000118	confirm_then_import	B	OT铜端子	型号：OT25-8；线径规格：25mm2；孔径：8mm；材质：铜		电气材料/电缆附件	个	OT25-8铜端子	1	784	是	是否镀锡需确认
