标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
合金钻头	材质：合金；直径：14mm		工具器具/工具配件	个	合金钻头14厘	A	
合金钻头	材质：合金；直径：16mm		工具器具/工具配件	个	合金钻头16厘	A	
尼龙绳	直径：18mm；材质：尼龙		吊装索具/绳索	米	18尼龙绳	B	承载/编织结构缺失，按直径和材质候选
地坪漆面漆固化剂	用途：地坪漆面漆固化剂		化工耗材/涂料辅料	KG	地坪漆面漆固化剂	C	品牌/配比/包装缺失，无法区分配套固化剂SKU
地坪漆底漆	品牌/系列：好地坪漆；类型：底漆		化工耗材/涂料	桶	好地坪漆底漆	C	包装重量/颜色/配套体系缺失，可能影响地坪漆SKU区分
地坪漆底漆固化剂	用途：地坪漆底漆固化剂		化工耗材/涂料辅料	KG	地坪漆底漆固化剂	C	品牌/配比/包装缺失，无法区分配套固化剂SKU
滚筒刷	规格：150		工具器具/涂装工具	支	150滚筒	B	原规格未明确单位，按原规格保留；材质缺失
滚筒刷	规格：250		工具器具/涂装工具	支	250滚筒	B	原规格未明确单位，按原规格保留；材质缺失
伸缩加长杆	类型：伸缩加长杆		工具器具/涂装工具	支	伸缩加长杆	C	长度范围/接口规格缺失，无法区分伸缩加长杆SKU
六角螺丝	规格：10*40；类型：六角		五金备件/紧固件	套	10*40六角螺丝	C	原始规格未明确是否为M10；强度等级/材质缺失，可能影响紧固件SKU区分
美纹纸	颜色：黄色；宽度：5cm		化工耗材/胶粘带	米	黄色美纹纸5CM；黄色美纹纸5cm	B	按米计量保留宽度和颜色；品牌/厚度未说明
膨胀螺丝	规格：10*70；类型：膨胀螺丝		五金备件/紧固件	个	10*70爆炸螺丝；爆炸螺丝	C	材质/表面处理缺失，可能影响膨胀螺丝SKU区分
外墙漆	品牌：立邦；用途：外墙		化工耗材/涂料	桶	立邦外墙漆	C	颜色/包装重量/型号缺失，无法区分外墙漆SKU
方钢	规格：30*30*3		原材料/型钢	米	30*30*3方钢	C	材质牌号/执行标准缺失，可能影响型钢SKU区分
地坪漆底漆	品牌/系列：好地坪漆；类型：底漆；包装：20KG		化工耗材/涂料	桶	好地坪漆底漆20KG	B	颜色/配套体系需确认，按品牌系列、底漆和包装候选
注浆机活塞	定制：是；适用设备：注浆机；类型：活塞		定制件/设备备件	套	定做注浆机活塞	C	定制件图纸/材质/密封结构缺失，需按设备备件复核
自喷漆	品牌：三和；颜色：翠绿色；类型：自喷漆		化工耗材/涂料	支	三和喷漆翠绿色	C	容量缺失，可能影响自喷漆SKU区分；单位按原“支”保留
自喷漆	颜色：中黄；类型：自喷漆		化工耗材/涂料	支	中黄色喷漆	C	品牌/容量缺失，无法区分自喷漆SKU
金刚磨片	类型：金刚磨片		工具器具/磨切耗材	个	金刚磨片	C	规格/粒度/用途缺失，无法区分金刚磨片SKU
UPVC给水管	品牌：公元；规格：32；材质：UPVC；用途：给水		工程材料/UPVC管件	米	公元32UPVC给水管	A	
UPVC三通	品牌：公元；规格：32；材质：UPVC；类型：三通		工程材料/UPVC管件	个	公元三通32	A	
UPVC直通	规格：32；材质：UPVC；类型：直通		工程材料/UPVC管件	个	32直通	B	品牌未说明，按UPVC直通规格候选
UPVC斜三通	规格：32；材质：UPVC；类型：斜三通		工程材料/UPVC管件	个	32斜三通	B	品牌未说明，按UPVC斜三通规格候选
管卡	规格：32；类型：管卡		工程材料/管道紧固	个	32管卡	C	材质/适配管材缺失，无法区分管卡SKU
UPVC异径接头	规格：32*25；材质：UPVC；类型：大小头/异径		工程材料/UPVC管件	个	32*25大小头	A	
UPVC弯头	规格：32；材质：UPVC；类型：弯头		工程材料/UPVC管件	个	32弯头	C	角度缺失，可能影响UPVC弯头SKU区分
UPVC45度弯头	规格：32；材质：UPVC；角度：45度		工程材料/UPVC管件	个	32*45弯头	A	
立式排污泵	功率：2.2kW；安装：立式；类型：排污泵		设备/泵类设备	台	2.2千瓦立式排污泵	C	流量/扬程/电压缺失，无法区分排污泵SKU
PPR阀门	品牌：公元；规格：90；材质：PPR；类型：阀门		工程材料/PPR管件	个	公元90PPR阀门	A	
编织袋	类型：编织袋		包装材料/编织袋	个	编织袋	C	规格/承重缺失，无法区分编织袋SKU
高帮劳保鞋	特征：进口、高帮		劳保耗材/足部防护	双	进口高帮劳保鞋	C	尺码/防护标准缺失，无法区分劳保鞋SKU
床垫	类型：床垫		行政后勤/生活用品	个	床垫	C	尺寸/材质缺失，无法区分床垫SKU
被子	类型：被子		行政后勤/生活用品	个	被子	C	尺寸/重量缺失，无法区分被子SKU
枕头	类型：枕头		行政后勤/生活用品	个	枕头	C	规格/材质缺失，无法区分枕头SKU
床品四件套	类型：四件套		行政后勤/生活用品	套	四件套	C	尺寸/材质缺失，无法区分床品四件套SKU
环卫夹	类型：环卫夹		劳保耗材/清洁工具	个	环卫夹	C	规格/长度缺失，无法区分环卫夹SKU
镀锌堵头	规格：25；表面：镀锌；类型：堵头		工程材料/管件	个	25镀锌堵头	C	材质/螺纹规格缺失，可能影响堵头SKU区分
冲击钻头	品牌：方大同；规格：18*800		工具器具/工具配件	支	方大同18*800冲击钻头	B	柄型缺失，按品牌和规格候选
高压变径接头	定制：是；规格：36*3+36；类型：变头		定制件/液压接头	个	定做36*3+36高压变头	C	定制件图纸/螺纹/压力等级缺失，需按液压接头复核
吊带	载荷：5T；长度：8米		吊装索具/吊带	付	5T*8米吊带	A	
生料带	类型：生料带		工程材料/水暖五金	个	生料带	C	宽度/长度/厚度缺失，无法区分生料带SKU
高压外丝变径接头	定制：是；规格：M36变1寸；连接：外丝		定制件/液压接头	个	定做M36变1寸高压外丝	C	定制件图纸/压力等级/螺纹制式缺失，需按液压接头复核
地线	品牌：起帆；截面积：6平方；用途：地线		电气材料/电线电缆	米	6平方起帆地线	B	颜色/线型缺失，按品牌、截面积和用途候选
洗衣机进水管	长度：2米；用途：洗衣机		工程材料/水暖五金	条	2米洗衣机管	B	接口规格缺失，按洗衣机进水管长度候选
五坑钻头	品牌：方大同；规格：40*1200；柄型：五坑		工具器具/工具配件	个	方大同40*1200五孔钻头	A	
五孔插座	品牌：公牛；类型：五孔插座		电气材料/插头插座	个	公牛五孔插座	B	额定电流/明装或暗装未说明，按品牌和类型候选
PPR管	品牌：公元；规格：25；材质：PPR		工程材料/PPR管件	米	公元25PPR管	A	
PPR接头	品牌：公元；规格：25；材质：PPR		工程材料/PPR管件	个	公元25PPR接头	C	接头形式缺失，无法区分PPR接头SKU
PPR内牙三通	品牌：公元；规格：25；材质：PPR；连接：内牙；类型：三通		工程材料/PPR管件	个	公元25PPR内牙三通	B	内牙规格缺失，按原25规格低精度建候选
PPR外牙直通	品牌：公元；规格：25；材质：PPR；连接：外牙；类型：直通		工程材料/PPR管件	个	公元25PPR外牙直通	B	外牙规格缺失，按原25规格低精度建候选
LED灯管	功率：38W；类型：LED灯管		电气材料/照明	个	38WLED灯管	C	长度/色温缺失，无法区分LED灯管SKU
金属测绳	材质：金属；类型：测绳		工具器具/测量工具	米	金属测绳	C	直径/刻度/用途缺失，无法区分测绳SKU
不锈钢丝网	材质：不锈钢		五金备件/金属网	米	不锈钢铁丝网	C	网孔/丝径/宽度缺失，无法区分不锈钢丝网SKU
防护安全网	规格：3000；特征：加厚		安全设施/防护网	件	加厚3000防护安全网	C	规格单位/材质/执行标准缺失，无法区分防护安全网SKU
方钢	规格：25*25		原材料/型钢	米	25*25方钢	C	壁厚/材质牌号缺失，无法区分方钢SKU
排风扇	规格：10寸		电气材料/通风设备	个	10寸排风扇	B	功率/电压/安装方式缺失，按10寸排风扇候选
插座	品牌：公牛；孔位：8孔		电气材料/插头插座	个	8孔公牛插座	C	电流、线长、安装方式缺失，无法区分具体插座SKU
安全绳	类型：五点式；挂钩：双钩		劳保耗材/坠落防护	套	五点式双钩安全绳	C	执行标准、长度、承载缺失，坠落防护用品关键规格不足
普通硅酸盐水泥	标号：PO42.5		建筑材料/水泥砂石	包	PO42.5水泥；po42.5水泥	B	每包重量、品牌缺失
对讲机	品牌：长城；型号：A99；特征：高功率		电气材料/通讯设备	个	A99长城高功率对讲机	A	
电缆线	品牌：起帆；规格：3*4+2*2.5		电气材料/电线电缆	米	3*4+2*2.5起帆电缆线；起帆3*4+2*2.5电线；3*4+2*2.5起帆电缆	C	型号、导体材质、护套、电压等级缺失，无法区分电缆SKU
电缆线	品牌：起帆；规格：3*1.5		电气材料/电线电缆	米	3*1.5起帆电缆线	C	型号、导体材质、护套、电压等级缺失，无法区分电缆SKU
螺丝	规格：14*180		五金备件/紧固件	套	14*180螺丝	C	是否M14、材质、强度等级缺失
螺母	规格：14		五金备件/紧固件	个	14螺母	C	是否M14、材质、强度等级缺失
平垫片	规格：14		五金备件/紧固件	个	14垫片	B	是否M14、材质缺失
弹簧垫片	规格：14		五金备件/紧固件	个	14弹簧垫片	B	是否M14、材质缺失
钻头	规格：16*100		工具器具/工具配件	个	16*100钻头	C	材质、柄型缺失，无法区分钻头SKU
吨袋	承重/容量：1.5吨		包装材料/吨袋	个	1.5吨袋	B	尺寸、吊带形式缺失
土工布	类型：土工布		建筑材料/土工材料	米	土工布	C	克重、宽度缺失，无法区分土工布SKU
风镐	型号：G150		工具器具/气动工具	台	G150风镐	B	品牌、适配气压缺失
羊毛刷	规格：4寸；材质：羊毛		工具器具/涂装工具	支	4寸羊毛刷	A	
丝锥	规格：M20		工具器具/工具配件	支	M20丝锥	C	牙距、材质缺失，无法区分丝锥SKU
万能胶	类型：万能胶		化工耗材/胶粘剂	桶	万能胶	C	品牌、容量缺失，无法区分包装SKU
注浆管	规格：DN25		工程材料/注浆材料	米	DN25注浆管	C	材质、压力等级缺失，无法区分注浆管SKU
混凝土圆斗	容量：3立方；用途：混凝土		工程器具/料斗	个	3立方混凝土圆斗	B	材质、吊装方式缺失
钢箱	加工定做：是；容量：4立方；材质：钢		定制件/金属加工件	个	加工定做4立方钢箱	C	定制件图纸、尺寸、用途缺失，不能唯一确定加工件
膨胀螺丝	规格：M12*80		五金备件/紧固件	个	M12*80膨胀螺丝	B	材质、表面处理缺失
雨衣	类型：一次性		劳保耗材/雨具	套	一次性雨衣	B	材质、厚度缺失
电缆线	品牌：起帆；规格：3*2.5		电气材料/电线电缆	米	3*2.5起帆电缆；3*2.5起帆电缆线	C	型号、导体材质、护套、电压等级缺失，无法区分电缆SKU
花篮螺丝	规格：M20；类型：花篮		吊装索具/拉紧器	个	M20花篮	B	材质、载荷缺失
卷扬机	载荷：1吨		吊装索具/起重设备	台	1吨卷扬机	C	电压、钢丝绳长度、品牌缺失，无法区分卷扬机SKU
钢丝绳	直径：16mm		吊装索具/钢丝绳	米	16厘钢丝绳	C	结构、强度等级缺失，无法区分钢丝绳SKU
卸扣	载荷：8.5T		吊装索具/卸扣	个	8.5T卸扣	B	卸扣形式、执行标准缺失
卸扣	载荷：3T		吊装索具/卸扣	个	3T卸扣	B	卸扣形式、执行标准缺失
钢筋扎丝	长度：50cm；包装：5kg		五金备件/金属丝材	件	50CM*5kg钢筋扎丝	C	丝径、材质缺失，无法区分扎丝SKU
汽油桶	容量：20L；用途：汽油		工具器具/容器	个	20L汽油桶	B	材质、防爆要求缺失
齿轮油	型号：HL-20		化工耗材/润滑油	升	HL-20齿轮油	B	品牌、包装缺失
焊条	直径：5.0		焊接耗材/焊材	件	5.0电焊条	C	牌号、包装缺失，无法区分焊条SKU
焊条	直径：4.0		焊接耗材/焊材	件	4.0电焊条	C	牌号、包装缺失，无法区分焊条SKU
植筋胶	类型：注射式		化工耗材/胶粘剂	支	注射式植筋胶	C	容量、品牌、固化剂体系缺失，无法区分植筋胶SKU
铁钉	规格：3寸		五金备件/紧固件	KG	3寸铁钉	B	材质、表面处理缺失
电源适配器	输出：12V 1A		电气材料/电源电器	个	12V1A适配器	C	输入电压、接口规格缺失，无法区分适配器SKU
反射片	规格：3*3		安全设施/反光材料	片	3*3反射片	C	规格单位、材质、颜色缺失
反射片	规格：5*5		安全设施/反光材料	片	5*5反射片	C	规格单位、材质、颜色缺失
海绵拖把	特征：加长；材质：海绵		劳保耗材/清洁工具	把	加长海绵拖把	A	
钢丝增强管	规格：1寸；结构：钢丝增强		工程材料/软管	米	1寸钢丝增强管	C	压力等级、管体材质缺失，无法区分软管SKU
PPR热熔管	规格：4分；材质：PPR；连接：热熔		工程材料/PPR管件	米	4分PPR热融管	C	压力等级、品牌缺失，PPR管关键规格不足
扎带	规格：10*50；包装：200根/包		电气材料/扎带	包	10*50扎带200根	B	材质缺失
顶托	规格：30*500；特征：厚		建筑材料/脚手架配件	支	30*500厚顶托	B	材质、表面处理缺失
电焊钳	电流：500A		焊接耗材/焊割工具	支	500A电焊钳	A	
深井潜水泵	功率：1.1kW；类型：深井潜水泵		设备/泵类设备	台	1.1千瓦深井潜水泵	C	扬程、流量、电压缺失，无法区分泵SKU
海绵双面胶	基材：海绵；类型：双面胶		化工耗材/胶粘带	卷	海绵双面胶	C	宽度、长度缺失，无法区分胶带SKU
污水泵	功率：1.5kW；类型：污水泵		设备/泵类设备	台	1.5千瓦污水泵	C	流量、扬程、电压缺失，无法区分泵SKU
PPR热熔接头	规格：4分；材质：PPR；连接：热熔		工程材料/PPR管件	个	4分热熔接头	C	接头形式、品牌缺失，无法区分PPR管件SKU
镀锌管	规格：DN20；表面：镀锌		原材料/钢管	米	DN20镀锌管	C	壁厚、执行标准缺失，无法区分钢管SKU
记号笔	颜色：黑色		办公/标识耗材	支	黑色笔；黑色记号笔	B	品牌缺失
彩条布	宽度：4米		建筑材料/防护覆盖	平方	4米彩条布	B	克重/材质缺失，需确认是否影响同宽度SKU
止水蝴蝶扣	规格：16*600		建筑材料/止水紧固	套	16*600止水蝴蝶扣	B	材质/配套螺杆信息缺失
螺母	规格：16		五金备件/紧固件	个	16螺母	B	原规格未明确是否为M16，材质缺失
加长套筒	规格：18*200；特征：加长		工具器具/手动工具	个	18*200加长套筒	B	驱动方孔规格缺失
顶托	规格：38*600；特征：厚		建筑材料/脚手架配件	套	38*600厚顶托	B	材质/表面处理缺失
中砂	类型：中砂		建筑材料/水泥砂石	包	中沙	C	标准单位为包但每包重量缺失，含泥量未明确
垃圾桶	规格：大号		劳保耗材/清洁工具	个	大垃圾桶	C	容量/材质缺失，仅“大号”无法稳定区分SKU
编织袋	规格：大号		包装材料/编织袋	个	大编织袋；大号编织袋	C	尺寸/承重缺失，仅“大号”无法稳定区分SKU
调和漆	类型：调和漆；颜色：黑色		化工耗材/涂料	桶	黑色调和漆	C	包装容量/品牌缺失，需确认是否影响SKU
LED浴室灯	功率：50W；类型：浴室灯		电气材料/照明	个	50WLED浴室灯	B	防水等级/色温缺失
彩钢瓦	规格：1*0.84		建筑材料/板材	米	1*0.84彩钢瓦	C	厚度/颜色缺失，规格维度含义未完全明确
彩钢瓦	规格：1.6*0.84		建筑材料/板材	米	1.6*0.84彩钢瓦	C	厚度/颜色缺失，规格维度含义未完全明确
止水针头	长度：10cm		工程材料/堵漏注浆材料	个	止水针头10CM	C	直径/材质缺失
止水针头	长度：15cm		工程材料/堵漏注浆材料	个	止水针头15CM	C	直径/材质缺失
聚氨酯堵漏剂	材质：聚氨酯；类型：油性		化工耗材/堵漏材料	KG	油性聚氨酯堵漏剂	B	品牌/包装缺失，需确认是否影响SKU
聚氨酯堵漏剂	材质：聚氨酯；类型：水性		化工耗材/堵漏材料	KG	水性聚氨酯堵漏剂	B	品牌/包装缺失，需确认是否影响SKU
长螺杆	规格：14*200；类型：长螺杆		五金备件/紧固件	套	14*200长螺杆	B	原规格未明确是否为M14，材质缺失
防火涂层测厚仪	用途：防火涂层测厚		工具器具/检测仪器	台	防火涂层测厚仪	C	量程/精度/品牌缺失，无法稳定区分型号
网线防水对接头	特征：防水；用途：网络对接		电气材料/弱电材料	个	防水网络对接头；防水网线对接头	C	接口规格/IP等级缺失
钢丝绳夹头	规格：M10		吊装索具/钢丝绳配件	个	M10钢丝绳夹头	B	适配钢丝绳直径/材质缺失
编织袋	规格：小号		包装材料/编织袋	个	小编织袋	C	尺寸/承重缺失，仅“小号”无法稳定区分SKU
防坠安全网	定制：是；用途：防坠		定制件/安全防护	平方	定做防坠安全网	C	定制件，网孔/材质/执行标准缺失
橡胶支座	定制：是；材质：橡胶；类型：支座		定制件/橡胶件	个	定做橡胶支座	C	定制件，图纸/尺寸/硬度缺失
电子血压计	品牌：鱼跃；类型：电子血压计		劳保耗材/急救用品	台	鱼跃电子血压计	C	型号缺失，需按型号区分SKU
太阳能LED灯	品牌：公牛；功率：80W；供电：太阳能		电气材料/照明	套	公牛80w太阳能LED灯	B	电池容量/防水等级缺失
安全帽一字带	适用：安全帽；类型：一字带		劳保耗材/头部防护配件	只	安全帽一字带	B	适配型号缺失
LED灯带	品牌：雷士；电压：36V；灯珠：120珠		电气材料/照明	米	雷士36V120珠灯带LED	C	功率/色温/IP等级缺失
开关电源	输出电压：36V；功率：400W		电气材料/电源电器	个	36V 400w电源	B	输入电压/IP等级缺失
潜水泵	电压：380V；功率：2.2kW		设备/泵类设备	台	380V 2.2千w潜水泵	C	流量/扬程缺失，无法稳定区分型号
五坑钻头	品牌：方大同；规格：35*500；柄型：五坑		工具器具/工具配件	支	方大同35*500五坑钻头	B	材质缺失
冲击钻头	品牌：方大同；规格：18*400		工具器具/工具配件	支	方大同18x400冲击钻头	B	柄型/材质缺失
冲击钻头	品牌：方大同；规格：30*400		工具器具/工具配件	支	方大同30x400冲击钻头	B	柄型/材质缺失
扎丝	直径：1mm；颜色：黑色		五金备件/金属丝材	米	1mm黑扎丝；黑扎丝	B	材质/包装缺失
扎丝	直径：2mm；颜色：黑色		五金备件/金属丝材	米	2mm黑扎丝；黑扎丝	B	材质/包装缺失
总开关	电流：100A；用途：总开关		电气材料/低压电器	个	100A总开关	C	极数/品牌/型号缺失，无法稳定区分低压电器SKU
漏电保护器	电流：40A；类型：漏电保护		电气材料/低压电器	个	40A漏电保护	C	极数/漏电动作电流缺失
空气开关	电流：16A		电气材料/低压电器	个	16A空开	C	极数/品牌/型号缺失，无法稳定区分低压电器SKU
五坑钻头	规格：28*800；柄型：五坑		工具器具/工具配件	支	28*800五孔钻头	B	品牌/材质缺失
绝缘胶带	类型：绝缘胶带		电气材料/电工耗材	卷	绝缘胶带	C	颜色/宽度/长度缺失
电源极性检测器	用途：电源极性检测		工具器具/检测仪器	台	电源极性检测器	C	电压范围/品牌缺失
沉降观测钉带牌	类型：观测钉；包含：标识牌		工程材料/测量标识	套	沉降观测钉带牌	C	材质/规格缺失
十字测钉	类型：十字测钉；表面：镀锌		工程材料/测量标识	个	镀锌十字测钉	C	规格缺失
LED充电头灯	类型：头灯；供电：充电；光源：LED		电气材料/照明	个	LED充电头灯	C	电池容量/亮度缺失
五坑钻头	品牌：方大同；规格：14*400；柄型：五坑		工具器具/工具配件	支	方大同14*400五孔钻头	B	材质缺失
五坑钻头	品牌：方大同；规格：14*600；柄型：五坑		工具器具/工具配件	支	方大同14*600五孔钻头	B	材质缺失
五坑钻头	品牌：方大同；规格：16*280；柄型：五坑		工具器具/工具配件	支	方大同16*280五孔钻头	B	材质缺失
彩钢瓦	厚度/规格：0.5		建筑材料/板材	平方	0.5彩钢瓦	C	颜色/板型缺失，原规格未明确是否为厚度
油布	特征：加厚		建筑材料/防护覆盖	平方	加厚油布	C	材质/克重缺失，仅“加厚”无法稳定区分SKU
灭火器	容量：4KG		消防器材/灭火器	支	4KG灭火器	C	灭火剂类型缺失，需确认干粉/二氧化碳等
消防箱	类型：消防箱		消防器材/消防箱	个	消防箱子	C	尺寸/材质缺失
铁丝	规格：14号		五金备件/金属丝材	公斤	14号铁丝	A	输入提示与其他记录同物料，单位按本行公斤保留
马路切割片	规格：400；用途：马路切割		工具器具/磨切耗材	块	400马路切片	C	厚度/孔径缺失，400不足以唯一确定切割片SKU
塞尺	材质：铜		工具器具/测量工具	个	铜塞尺	C	规格范围缺失，铜材质不足以唯一确定塞尺SKU
不锈钢球阀	规格：25；材质：不锈钢；类型：球阀		工程材料/阀门	个	25不锈钢球阀	B	压力等级/连接形式缺失，按规格和材质先建候选
电源线	长度：2米		电气材料/电线电缆	条	2米电源线	C	插头类型/线径缺失，2米长度不足以唯一确定电源线SKU
扫把	材质：塑料		劳保耗材/清洁工具	把	塑料扫把	A	
路由器	品牌：华为；速率：1000M		电气材料/网络设备	套	1000M华为路由器	C	型号/端口数缺失，品牌和速率不足以唯一确定路由器SKU
电视支架	适配尺寸：70寸		行政后勤/办公用品	个	70寸电视支架	C	安装方式/承重缺失，70寸适配尺寸不足以唯一确定电视支架SKU
变频空调	品牌：格力；匹数：3匹；类型：变频		设备/通用电器	台	格力3匹变频空调	C	冷暖类型/能效/安装方式或型号缺失，需复核后区分SKU
保险管	电流：32A		电气材料/低压电器	个	32A保险管	C	尺寸/电压/型号缺失，32A不足以唯一确定保险管SKU
打印机电源线	适用设备：打印机；类型：电源线		行政后勤/办公设备配件	条	打印机电源线	C	接口规格缺失，需确认打印机电源线端口类型
打印机数据线	适用设备：打印机；类型：数据线		行政后勤/办公设备配件	条	打印机数据线	C	接口类型/长度缺失，无法区分不同打印机数据线SKU
雾化喷头	用途：加湿；类型：雾化喷头		工程材料/喷淋配件	个	加湿雾化喷头	C	规格/孔径/材质缺失，无法区分不同雾化喷头SKU
泡沫双面胶	基材：泡沫；类型：双面胶		化工耗材/胶粘带	件	泡沫双面胶	C	宽度/长度/每件数量缺失，无法区分泡沫双面胶SKU
胶水	型号：101		化工耗材/胶粘剂	件	101胶水	C	包装容量/品牌缺失，101型号不足以唯一确定胶水SKU
羊毛刷	规格：2寸；材质：羊毛		工具器具/涂装工具	支	2寸羊毛刷	A	
钻头	规格：5.0；材质/用途：不锈钢		工具器具/工具配件	支	5.0不锈钢钻头	C	原规格未区分不锈钢为材质或用途，柄型/长度缺失
噪音计	用途：噪音检测		工具器具/检测仪器	台	噪音仪	C	量程/精度/品牌缺失，无法区分不同噪音计SKU
防撞条	特征：背胶；类型：防撞条		安全设施/防撞防护	米	背胶防撞条	C	宽度/材质缺失，无法区分背胶防撞条SKU
雾炮机	功率：3kW；控制：全自动		设备/环保喷淋设备	台	3千瓦全自动雾炮机	C	射程/水量/电压缺失，无法区分不同雾炮机SKU
冰块	重量：50kg		行政后勤/临时消耗品	个	50kg冰块	B	输入提示与其他记录同物料，单位个/块需统一
人工草皮	规格：3.0；颜色：绿色		装饰/地面材料	平方	3.0绿草皮	B	规格3.0单位/含义未说明，按原规格和颜色先建候选；输入提示与其他记录可合并
六角自攻螺丝	规格：6；类型：六角自攻		五金备件/紧固件	盒	6六角自攻螺丝	C	长度/材质缺失，规格6不足以唯一确定自攻螺丝SKU
测电笔	类型：多功能电笔		工具器具/电工工具	支	多功能电笔	B	电压范围缺失，按多功能电笔先建候选
定向轮	规格：4寸；类型：定向轮		五金备件/脚轮	个	4寸定向轮	B	承重/材质缺失，按4寸定向轮先建候选
定向轮	规格：4寸；特征：带刹车		五金备件/脚轮	个	4寸定向轮刹	B	承重/材质缺失，按4寸带刹车定向轮先建候选
手推车	载荷：300kg；特征：加厚		工具器具/搬运工具	台	300kg手推车加厚	B	尺寸/轮型缺失，按300kg加厚手推车先建候选
路锥	高度：90cm		安全设施/交通标识	个	90cm路锥	B	材质/反光等级缺失，按高度先建候选
伸缩杆	颜色：红色；类型：伸缩杆		安全设施/隔离设施	个	红色伸缩杆	C	长度/配套底座缺失，红色不足以唯一确定伸缩杆SKU
警示牌	规格：大号		安全设施/警示用品	个	大警示牌	C	警示内容/尺寸/材质缺失，大号不足以唯一确定警示牌SKU
漏电断路器	品牌：施耐德；电流：400A		电气材料/低压电器	个	施耐德400A漏电开关	B	极数/型号/漏电动作电流缺失，按品牌和电流先建候选
遮阳网	特征：密		安全设施/防护网	平方	密遮阳网	C	针数/遮光率/材质缺失，密不足以唯一确定遮阳网SKU
冰块	重量：50kg		行政后勤/临时消耗品	块	50kg冰块	B	输入提示与其他记录同物料，单位个/块需统一
电瓶夹线	类型：电瓶夹；包含：线		电气材料/电工工具	套	电瓶夹带线	C	线径/长度/电流缺失，无法区分不同电瓶夹线SKU
测电笔	类型：测电笔		工具器具/电工工具	个	测电笔	B	电压范围缺失，且与同类测电笔存在单位支/个差异需统一
蓄电池	电压：12V		电气材料/电池	个	12v蓄电池	C	容量Ah/型号缺失，12V不足以唯一确定蓄电池SKU
防尘网	规格：10针		安全设施/防护网	平方	10针防尘网	B	材质/颜色/克重缺失，按10针防尘网先建候选
污水泵	功率：1.5kW；口径：2寸		设备/泵类设备	台	1.5千瓦2寸污水泵	B	扬程/流量/电压缺失，按功率和口径先建候选
钢丝球	类型：钢丝球		劳保耗材/清洁用品	个	钢丝球	A	
钢丝刷	类型：钢丝刷		工具器具/清洁工具	支	钢丝刷	C	规格缺失，无法区分不同钢丝刷SKU
办公椅	类型：多功能办公椅		行政后勤/办公家具	把	多功能办公椅	C	材质/规格缺失，多功能办公椅不足以唯一确定办公椅SKU
绝缘摇表	量程/电压：2500		工具器具/检测仪器	个	2500绝缘摇表	B	2500单位未说明，按原始量程/电压保留；精度/品牌缺失
摇表表笔	适用设备：摇表；类型：表笔		工具器具/检测仪器配件	个	摇表笔	C	接口/耐压缺失，无法区分不同摇表表笔SKU
电热水壶	品牌：苏泊尔		行政后勤/生活电器	个	苏泊尔热水壶	C	容量/功率缺失，品牌不足以唯一确定电热水壶SKU
鼠标	品牌：小米；类型：鼠标		行政后勤/办公用品	个	小米鼠标	C	有线/无线/型号缺失，品牌不足以唯一确定鼠标SKU
鼠标	类型：无线鼠标		行政后勤/办公用品	个	无线鼠标	C	品牌/型号缺失，按无线鼠标低精度候选
缠绕膜	颜色：透明；宽度：50cm；重量：5KG		包装材料/缠绕膜	个	透明缠绕膜50cm*5KG	B	材质/芯径缺失，按颜色/宽度/重量先建候选
纸箱	规格：70*50		包装材料/纸箱	个	70*50纸箱	C	高度/层数缺失，70*50不足以唯一确定纸箱SKU
胶带切割器	适用：透明胶带		包装材料/包装工具	个	透明胶带切割器	B	适配宽度缺失，按透明胶带切割器先建候选
钢筋加工件	加工：是；钢筋规格：12；长度：1.6米		定制件/钢筋加工件	个	加工12钢筋1.6米	C	定制件图纸/材质/弯折要求缺失，按钢筋规格和长度低精度候选
钢筋加工件	加工：是；钢筋规格：12；长度：11.93米		定制件/钢筋加工件	个	加工12钢筋11.93米	C	定制件材质/图纸/弯折要求缺失，按钢筋规格和长度低精度候选
钢筋加工件	加工：是；钢筋规格：12；长度：12.94米		定制件/钢筋加工件	个	加工12钢筋12.94米	C	定制件材质/图纸/弯折要求缺失，按钢筋规格和长度低精度候选
钢筋方形箍	加工：是；钢筋规格：12；形状：方形箍		定制件/钢筋加工件	个	加工12钢筋方形箍	C	定制件尺寸/图纸缺失，无法唯一确定钢筋方形箍SKU
充电电钻	供电：充电		工具器具/电动工具	台	充电电钻	C	电压/电池容量/品牌或型号缺失，无法唯一确定充电电钻SKU
厕所刷	用途：厕所清洁		劳保耗材/清洁工具	把	厕所刷子	A	
洁厕剂	类型：洁厕灵		劳保耗材/清洁用品	支	洁厕灵	C	容量/品牌缺失，无法唯一确定洁厕剂SKU
拖把	类型：拖把		劳保耗材/清洁工具	支	拖把	B	输入提示与其他记录同物料，单位个/支需统一
锂电钻	特征：大功率；供电：锂电池		工具器具/电动工具	台	大功率锂电钻	C	电压/电池容量/品牌或型号缺失，大功率描述不足以唯一确定SKU
铜鼻子	电流：300A；材质：铜		电气材料/电缆附件	个	300A铜鼻子	B	线径/孔径缺失，按电流和材质先建候选
铜鼻子	电流：200A；材质：铜		电气材料/电缆附件	个	200A铜鼻子	B	线径/孔径缺失，按电流和材质先建候选
