"raw_name","proposed_item_code","standard_name","item_group","specs","unit"
"32管卡","REVIEW-MAT-00418","管卡","工程材料/管道紧固","规格: 32；类型: 管卡","个"
"32*25大小头","REVIEW-MAT-00419","异径接头","工程材料/UPVC管件","规格: 32*25；类型: 大小头/异径","个"
"32弯头","REVIEW-MAT-00420","UPVC弯头","工程材料/UPVC管件","规格: 32；类型: 弯头","个"
"32*45弯头","REVIEW-MAT-00421","UPVC45度弯头","工程材料/UPVC管件","规格: 32；角度: 45度","个"
"2.2千瓦立式排污泵","REVIEW-MAT-00422","立式排污泵","设备/泵类设备","功率: 2.2kW；安装: 立式；类型: 排污泵","台"
"公元90PPR阀门","REVIEW-MAT-00423","PPR阀门","工程材料/PPR管件","品牌: 公元；规格: 90；材质: PPR","个"
"编织袋","REVIEW-MAT-00424","编织袋","包装材料/编织袋","类型: 编织袋","个"
"进口高帮劳保鞋","REVIEW-MAT-00425","高帮劳保鞋","劳保耗材/足部防护","特征: 进口、高帮","双"
"床垫","REVIEW-MAT-00426","床垫","行政后勤/生活用品","类型: 床垫","个"
"被子","REVIEW-MAT-00427","被子","行政后勤/生活用品","类型: 被子","个"
"枕头","REVIEW-MAT-00428","枕头","行政后勤/生活用品","类型: 枕头","个"
"四件套","REVIEW-MAT-00429","床品四件套","行政后勤/生活用品","类型: 四件套","套"
"环卫夹","REVIEW-MAT-00430","环卫夹","劳保耗材/清洁工具","类型: 环卫夹","个"
"25镀锌堵头","REVIEW-MAT-00431","镀锌堵头","工程材料/管件","规格: 25；表面: 镀锌；类型: 堵头","个"
"方大同18*800冲击钻头","REVIEW-MAT-00432","冲击钻头","工具器具/工具配件","品牌: 方大同；规格: 18*800","支"
"定做36*3+36高压变头","REVIEW-MAT-00433","高压变径接头","定制件/液压接头","定制: 是；规格: 36*3+36；类型: 变头","个"
"5T*8米吊带","REVIEW-MAT-00434","吊带","吊装索具/吊带","载荷: 5T；长度: 8米","付"
"生料带","REVIEW-MAT-00435","生料带","工程材料/水暖五金","类型: 生料带","个"
"定做M36变1寸高压外丝","REVIEW-MAT-00436","高压外丝变径接头","定制件/液压接头","定制: 是；规格: M36变1寸；连接: 外丝","个"
"6平方起帆地线","REVIEW-MAT-00437","地线","电气材料/电线电缆","品牌: 起帆；截面积: 6平方；用途: 地线","米"
"2米洗衣机管","REVIEW-MAT-00438","洗衣机进水管","工程材料/水暖五金","长度: 2米；用途: 洗衣机","条"
"方大同40*1200五孔钻头","REVIEW-MAT-00439","五坑钻头","工具器具/工具配件","品牌: 方大同；规格: 40*1200；柄型: 五坑","个"
"公牛五孔插座","REVIEW-MAT-00440","五孔插座","电气材料/插头插座","品牌: 公牛；类型: 五孔插座","个"
"公元25PPR管","REVIEW-MAT-00441","PPR管","工程材料/PPR管件","品牌: 公元；规格: 25；材质: PPR","米"
"公元25PPR接头","REVIEW-MAT-00442","PPR接头","工程材料/PPR管件","品牌: 公元；规格: 25；材质: PPR","个"
"公元25PPR内牙三通","REVIEW-MAT-00443","PPR内牙三通","工程材料/PPR管件","品牌: 公元；规格: 25；材质: PPR；连接: 内牙；类型: 三通","个"
"公元25PPR外牙直通","REVIEW-MAT-00444","PPR外牙直通","工程材料/PPR管件","品牌: 公元；规格: 25；材质: PPR；连接: 外牙；类型: 直通","个"
"38WLED灯管","REVIEW-MAT-00445","LED灯管","电气材料/照明","功率: 38W；类型: LED灯管","个"
"金属测绳","REVIEW-MAT-00446","金属测绳","工具器具/测量工具","材质: 金属","米"
"不锈钢铁丝网","REVIEW-MAT-00447","不锈钢丝网","五金备件/金属网","材质: 不锈钢","米"
"加厚3000防护安全网","REVIEW-MAT-00448","防护安全网","安全设施/防护网","规格: 3000；特征: 加厚","件"
"25*25方钢","REVIEW-MAT-00449","方钢","原材料/型钢","规格: 25*25","米"
"10寸排风扇","REVIEW-MAT-00450","排风扇","电气材料/通风设备","规格: 10寸","个"
"8孔公牛插座","REVIEW-MAT-00451","插座","电气材料/插头插座","品牌: 公牛；孔位: 8孔","个"
"五点式双钩安全绳","REVIEW-MAT-00452","五点式双钩安全绳","劳保耗材/坠落防护","类型: 五点式；挂钩: 双钩","套"
"PO42.5水泥","REVIEW-MAT-00453","普通硅酸盐水泥","建筑材料/水泥砂石","标号: PO42.5","包"
"po42.5水泥","REVIEW-MAT-00453","普通硅酸盐水泥","建筑材料/水泥砂石","标号: PO42.5","包"
"A99长城高功率对讲机","REVIEW-MAT-00454","对讲机","电气材料/通讯设备","品牌: 长城；型号: A99；特征: 高功率","个"
"3*4+2*2.5起帆电缆线","REVIEW-MAT-00455","电缆线","电气材料/电线电缆","品牌: 起帆；规格: 3*4+2*2.5","米"
"起帆3*4+2*2.5电线","REVIEW-MAT-00455","电缆线","电气材料/电线电缆","品牌: 起帆；规格: 3*4+2*2.5","米"
"3*4+2*2.5起帆电缆","REVIEW-MAT-00455","电缆线","电气材料/电线电缆","品牌: 起帆；规格: 3*4+2*2.5","米"
"3*1.5起帆电缆线","REVIEW-MAT-00456","电缆线","电气材料/电线电缆","品牌: 起帆；规格: 3*1.5","米"
"14*180螺丝","REVIEW-MAT-00457","螺丝","五金备件/紧固件","规格: 14*180","套"
"14螺母","REVIEW-MAT-00458","螺母","五金备件/紧固件","规格: 14","个"
"14垫片","REVIEW-MAT-00459","平垫片","五金备件/紧固件","规格: 14","个"
"14弹簧垫片","REVIEW-MAT-00460","弹簧垫片","五金备件/紧固件","规格: 14","个"
"16*100钻头","REVIEW-MAT-00461","钻头","工具器具/工具配件","规格: 16*100","个"
"1.5吨袋","REVIEW-MAT-00462","吨袋","包装材料/吨袋","承重/容量: 1.5吨","个"
"土工布","REVIEW-MAT-00463","土工布","建筑材料/土工材料","类型: 土工布","米"
"G150风镐","REVIEW-MAT-00464","风镐","工具器具/气动工具","型号: G150","台"
"4寸羊毛刷","REVIEW-MAT-00465","羊毛刷","工具器具/涂装工具","规格: 4寸；材质: 羊毛","支"
"4寸 羊毛刷","REVIEW-MAT-00465","羊毛刷","工具器具/涂装工具","规格: 4寸；材质: 羊毛","支"
"M20丝锥","REVIEW-MAT-00466","丝锥","工具器具/工具配件","规格: M20","支"
"万能胶","REVIEW-MAT-00467","万能胶","化工耗材/胶粘剂","类型: 万能胶","桶"
"DN25注浆管","REVIEW-MAT-00468","注浆管","工程材料/注浆材料","规格: DN25","米"
"3立方混凝土圆斗","REVIEW-MAT-00469","混凝土圆斗","工程器具/料斗","容量: 3立方；用途: 混凝土","个"
"加工定做4立方钢箱","REVIEW-MAT-00470","钢箱","定制件/金属加工件","加工定做: 是；容量: 4立方；材质: 钢","个"
"M12*80膨胀螺丝","REVIEW-MAT-00471","膨胀螺丝","五金备件/紧固件","规格: M12*80","个"
"一次性雨衣","REVIEW-MAT-00472","一次性雨衣","劳保耗材/雨具","类型: 一次性","套"
"3*2.5起帆电缆","REVIEW-MAT-00473","电缆线","电气材料/电线电缆","品牌: 起帆；规格: 3*2.5","米"
"3*2.5起帆电缆线","REVIEW-MAT-00473","电缆线","电气材料/电线电缆","品牌: 起帆；规格: 3*2.5","米"
"M20花篮","REVIEW-MAT-00474","花篮螺丝","吊装索具/拉紧器","规格: M20；类型: 花篮","个"
"1吨卷扬机","REVIEW-MAT-00475","卷扬机","吊装索具/起重设备","载荷: 1吨","台"
"16厘钢丝绳","REVIEW-MAT-00476","钢丝绳","吊装索具/钢丝绳","直径: 16mm","米"
"8.5T卸扣","REVIEW-MAT-00477","卸扣","吊装索具/卸扣","载荷: 8.5T","个"
"3T卸扣","REVIEW-MAT-00478","卸扣","吊装索具/卸扣","载荷: 3T","个"
"50CM*5kg钢筋扎丝","REVIEW-MAT-00479","钢筋扎丝","五金备件/金属丝材","长度: 50cm；包装: 5kg","件"
"20L汽油桶","REVIEW-MAT-00480","汽油桶","工具器具/容器","容量: 20L；用途: 汽油","个"
"HL-20齿轮油","REVIEW-MAT-00481","齿轮油","化工耗材/润滑油","型号: HL-20","升"
"5.0电焊条","REVIEW-MAT-00482","焊条","焊接耗材/焊材","直径: 5.0","件"
"4.0电焊条","REVIEW-MAT-00483","焊条","焊接耗材/焊材","直径: 4.0","件"
"注射式植筋胶","REVIEW-MAT-00484","植筋胶","化工耗材/胶粘剂","类型: 注射式","支"
"3寸铁钉","REVIEW-MAT-00485","铁钉","五金备件/紧固件","规格: 3寸","KG"
"12V1A适配器","REVIEW-MAT-00486","电源适配器","电气材料/电源电器","输出: 12V 1A","个"
"3*3反射片","REVIEW-MAT-00487","反射片","安全设施/反光材料","规格: 3*3","片"
"5*5反射片","REVIEW-MAT-00488","反射片","安全设施/反光材料","规格: 5*5","片"
"加长海绵拖把","REVIEW-MAT-00489","海绵拖把","劳保耗材/清洁工具","特征: 加长；材质: 海绵","把"
"1寸钢丝增强管","REVIEW-MAT-00490","钢丝增强管","工程材料/软管","规格: 1寸；结构: 钢丝增强","米"
"4分PPR热融管","REVIEW-MAT-00491","PPR热熔管","工程材料/PPR管件","规格: 4分；材质: PPR；连接: 热熔","米"
"10*50扎带200根","REVIEW-MAT-00492","扎带","电气材料/扎带","规格: 10*50；包装: 200根/包","包"
"30*500厚顶托","REVIEW-MAT-00493","顶托","建筑材料/脚手架配件","规格: 30*500；特征: 厚","支"
"500A电焊钳","REVIEW-MAT-00494","电焊钳","焊接耗材/焊割工具","电流: 500A","支"
"1.1千瓦深井潜水泵","REVIEW-MAT-00495","深井潜水泵","设备/泵类设备","功率: 1.1kW；类型: 深井潜水泵","台"
"海绵双面胶","REVIEW-MAT-00496","海绵双面胶","化工耗材/胶粘带","基材: 海绵；类型: 双面胶","卷"
"1.5千瓦污水泵","REVIEW-MAT-00497","污水泵","设备/泵类设备","功率: 1.5kW；类型: 污水泵","台"
"4分热熔接头","REVIEW-MAT-00498","PPR热熔接头","工程材料/PPR管件","规格: 4分；连接: 热熔","个"
"DN20镀锌管","REVIEW-MAT-00499","镀锌管","原材料/钢管","规格: DN20；表面: 镀锌","米"
"黑色笔","REVIEW-MAT-00500","记号笔","办公/标识耗材","颜色: 黑色","支"
"黑色记号笔","REVIEW-MAT-00500","记号笔","办公/标识耗材","颜色: 黑色","支"
"4米彩条布","REVIEW-MAT-00501","彩条布","建筑材料/防护覆盖","宽度: 4米","平方"
"16*600止水蝴蝶扣","REVIEW-MAT-00502","止水蝴蝶扣","建筑材料/止水紧固","规格: 16*600","套"
"16螺母","REVIEW-MAT-00503","螺母","五金备件/紧固件","规格: 16","个"
"18*200加长套筒","REVIEW-MAT-00504","加长套筒","工具器具/手动工具","规格: 18*200；特征: 加长","个"
"38*600厚顶托","REVIEW-MAT-00505","顶托","建筑材料/脚手架配件","规格: 38*600；特征: 厚","套"
"中沙","REVIEW-MAT-00506","中砂","建筑材料/水泥砂石","类型: 中砂","包"
"大垃圾桶","REVIEW-MAT-00507","垃圾桶","劳保耗材/清洁工具","规格: 大号","个"
"大编织袋","REVIEW-MAT-00508","编织袋","包装材料/编织袋","规格: 大号","个"
"大号编织袋","REVIEW-MAT-00508","编织袋","包装材料/编织袋","规格: 大号","个"
"黑色调和漆","REVIEW-MAT-00509","调和漆","化工耗材/涂料","颜色: 黑色；类型: 调和漆","桶"
"50WLED浴室灯","REVIEW-MAT-00510","LED浴室灯","电气材料/照明","功率: 50W；类型: 浴室灯","个"
"1*0.84彩钢瓦","REVIEW-MAT-00511","彩钢瓦","建筑材料/板材","规格: 1*0.84","米"
"1.6*0.84彩钢瓦","REVIEW-MAT-00512","彩钢瓦","建筑材料/板材","规格: 1.6*0.84","米"
"止水针头10CM","REVIEW-MAT-00513","止水针头","工程材料/堵漏注浆材料","长度: 10cm","个"
"止水针头15CM","REVIEW-MAT-00514","止水针头","工程材料/堵漏注浆材料","长度: 15cm","个"
"油性聚氨酯堵漏剂","REVIEW-MAT-00515","聚氨酯堵漏剂","化工耗材/堵漏材料","类型: 油性；材质: 聚氨酯","KG"
"水性聚氨酯堵漏剂","REVIEW-MAT-00516","聚氨酯堵漏剂","化工耗材/堵漏材料","类型: 水性；材质: 聚氨酯","KG"
"14*200长螺杆","REVIEW-MAT-00517","长螺杆","五金备件/紧固件","规格: 14*200；类型: 长螺杆","套"
"防火涂层测厚仪","REVIEW-MAT-00518","防火涂层测厚仪","工具器具/检测仪器","用途: 防火涂层测厚","台"
"防水网络对接头","REVIEW-MAT-00519","防水网线对接头","电气材料/弱电材料","特征: 防水；用途: 网络对接","个"
"M10钢丝绳夹头","REVIEW-MAT-00520","钢丝绳夹头","吊装索具/钢丝绳配件","规格: M10","个"
"小编织袋","REVIEW-MAT-00521","编织袋","包装材料/编织袋","规格: 小号","个"
"定做防坠安全网","REVIEW-MAT-00522","防坠安全网","定制件/安全防护","定制: 是；用途: 防坠","平方"
"定做橡胶支座","REVIEW-MAT-00523","橡胶支座","定制件/橡胶件","定制: 是；材质: 橡胶；类型: 支座","个"
"鱼跃电子血压计","REVIEW-MAT-00524","电子血压计","劳保耗材/急救用品","品牌: 鱼跃；类型: 电子血压计","台"
"公牛80w太阳能LED灯","REVIEW-MAT-00525","太阳能LED灯","电气材料/照明","品牌: 公牛；功率: 80W；供电: 太阳能","套"
"安全帽一字带","REVIEW-MAT-00526","安全帽一字带","劳保耗材/头部防护配件","适用: 安全帽；类型: 一字带","只"
"雷士36V120珠灯带LED","REVIEW-MAT-00527","LED灯带","电气材料/照明","品牌: 雷士；电压: 36V；灯珠: 120珠","米"
"36V 400w电源","REVIEW-MAT-00528","开关电源","电气材料/电源电器","输出电压: 36V；功率: 400W","个"
"380V 2.2千w潜水泵","REVIEW-MAT-00529","潜水泵","设备/泵类设备","电压: 380V；功率: 2.2kW","台"
"方大同35*500五坑钻头","REVIEW-MAT-00530","五坑钻头","工具器具/工具配件","品牌: 方大同；规格: 35*500；柄型: 五坑","支"
"方大同18x400冲击钻头","REVIEW-MAT-00531","冲击钻头","工具器具/工具配件","品牌: 方大同；规格: 18*400","支"
"方大同30x400冲击钻头","REVIEW-MAT-00532","冲击钻头","工具器具/工具配件","品牌: 方大同；规格: 30*400","支"
"1mm黑扎丝","REVIEW-MAT-00533","黑扎丝","五金备件/金属丝材","直径: 1mm；颜色: 黑色","米"
"2mm黑扎丝","REVIEW-MAT-00534","黑扎丝","五金备件/金属丝材","直径: 2mm；颜色: 黑色","米"
"100A总开关","REVIEW-MAT-00535","总开关","电气材料/低压电器","电流: 100A；用途: 总开关","个"
"40A漏电保护","REVIEW-MAT-00536","漏电保护器","电气材料/低压电器","电流: 40A；类型: 漏电保护","个"
"16A空开","REVIEW-MAT-00537","空气开关","电气材料/低压电器","电流: 16A","个"
"28*800五孔钻头","REVIEW-MAT-00538","五坑钻头","工具器具/工具配件","规格: 28*800；柄型: 五坑","支"
"绝缘胶带","REVIEW-MAT-00539","绝缘胶带","电气材料/电工耗材","类型: 绝缘胶带","卷"
"电源极性检测器","REVIEW-MAT-00540","电源极性检测器","工具器具/检测仪器","用途: 电源极性检测","台"
"沉降观测钉带牌","REVIEW-MAT-00541","沉降观测钉带牌","工程材料/测量标识","类型: 观测钉；包含: 标识牌","套"
"镀锌十字测钉","REVIEW-MAT-00542","十字测钉","工程材料/测量标识","表面: 镀锌；类型: 十字测钉","个"
"LED充电头灯","REVIEW-MAT-00543","LED充电头灯","电气材料/照明","类型: 头灯；供电: 充电；光源: LED","个"
"方大同14*400五孔钻头","REVIEW-MAT-00544","五坑钻头","工具器具/工具配件","品牌: 方大同；规格: 14*400；柄型: 五坑","支"
"方大同14*600五孔钻头","REVIEW-MAT-00545","五坑钻头","工具器具/工具配件","品牌: 方大同；规格: 14*600；柄型: 五坑","支"
"方大同16*280五孔钻头","REVIEW-MAT-00546","五坑钻头","工具器具/工具配件","品牌: 方大同；规格: 16*280；柄型: 五坑","支"
"0.5彩钢瓦","REVIEW-MAT-00547","彩钢瓦","建筑材料/板材","厚度/规格: 0.5","平方"
"加厚油布","REVIEW-MAT-00548","油布","建筑材料/防护覆盖","特征: 加厚","平方"
"4KG灭火器","REVIEW-MAT-00549","灭火器","消防器材/灭火器","容量: 4KG","支"
"消防箱子","REVIEW-MAT-00550","消防箱","消防器材/消防箱","类型: 消防箱","个"
"14号铁丝","REVIEW-MAT-00551","铁丝","五金备件/金属丝材","规格: 14号","公斤"
"400马路切片","REVIEW-MAT-00552","马路切割片","工具器具/磨切耗材","规格: 400；用途: 马路切割","块"
"铜塞尺","REVIEW-MAT-00553","塞尺","工具器具/测量工具","材质: 铜","个"
"25不锈钢球阀","REVIEW-MAT-00554","不锈钢球阀","工程材料/阀门","规格: 25；材质: 不锈钢；类型: 球阀","个"
"2米电源线","REVIEW-MAT-00555","电源线","电气材料/电线电缆","长度: 2米","条"
"塑料扫把","REVIEW-MAT-00556","塑料扫把","劳保耗材/清洁工具","材质: 塑料","把"
"1000M华为路由器","REVIEW-MAT-00557","路由器","电气材料/网络设备","品牌: 华为；速率: 1000M","套"
"70寸电视支架","REVIEW-MAT-00558","电视支架","行政后勤/办公用品","适配尺寸: 70寸","个"
"格力3匹变频空调","REVIEW-MAT-00559","变频空调","设备/通用电器","品牌: 格力；匹数: 3匹；类型: 变频","台"
"32A保险管","REVIEW-MAT-00560","保险管","电气材料/低压电器","电流: 32A","个"
"打印机电源线","REVIEW-MAT-00561","打印机电源线","行政后勤/办公设备配件","适用设备: 打印机；类型: 电源线","条"
"打印机数据线","REVIEW-MAT-00562","打印机数据线","行政后勤/办公设备配件","适用设备: 打印机；类型: 数据线","条"
"加湿雾化喷头","REVIEW-MAT-00563","雾化喷头","工程材料/喷淋配件","用途: 加湿；类型: 雾化喷头","个"
"泡沫双面胶","REVIEW-MAT-00564","泡沫双面胶","化工耗材/胶粘带","基材: 泡沫；类型: 双面胶","件"
"101胶水","REVIEW-MAT-00565","101胶水","化工耗材/胶粘剂","型号: 101","件"
"2寸羊毛刷","REVIEW-MAT-00566","羊毛刷","工具器具/涂装工具","规格: 2寸；材质: 羊毛","支"
"5.0不锈钢钻头","REVIEW-MAT-00567","不锈钢钻头","工具器具/工具配件","规格: 5.0；材质/用途: 不锈钢","支"
"噪音仪","REVIEW-MAT-00568","噪音计","工具器具/检测仪器","用途: 噪音检测","台"
"背胶防撞条","REVIEW-MAT-00569","背胶防撞条","安全设施/防撞防护","特征: 背胶；类型: 防撞条","米"
"3千瓦全自动雾炮机","REVIEW-MAT-00570","雾炮机","设备/环保喷淋设备","功率: 3kW；控制: 全自动","台"
"50kg冰块","REVIEW-MAT-00571","冰块","行政后勤/临时消耗品","重量: 50kg","个"
"3.0绿草皮","REVIEW-MAT-00572","人工草皮","装饰/地面材料","规格: 3.0；颜色: 绿色","平方"
"6六角自攻螺丝","REVIEW-MAT-00573","六角自攻螺丝","五金备件/紧固件","规格: 6；类型: 六角自攻","盒"
"多功能电笔","REVIEW-MAT-00574","测电笔","工具器具/电工工具","类型: 多功能电笔","支"
"4寸定向轮","REVIEW-MAT-00575","定向轮","五金备件/脚轮","规格: 4寸；类型: 定向轮","个"
"4寸定向轮刹","REVIEW-MAT-00576","带刹定向轮","五金备件/脚轮","规格: 4寸；特征: 带刹车","个"
"300kg手推车加厚","REVIEW-MAT-00577","手推车","工具器具/搬运工具","载荷: 300kg；特征: 加厚","台"
"90cm路锥","REVIEW-MAT-00578","路锥","安全设施/交通标识","高度: 90cm","个"
"红色伸缩杆","REVIEW-MAT-00579","伸缩杆","安全设施/隔离设施","颜色: 红色；类型: 伸缩杆","个"
"大警示牌","REVIEW-MAT-00580","警示牌","安全设施/警示用品","规格: 大号","个"
"施耐德400A漏电开关","REVIEW-MAT-00581","漏电断路器","电气材料/低压电器","品牌: 施耐德；电流: 400A","个"
"密遮阳网","REVIEW-MAT-00582","遮阳网","安全设施/防护网","特征: 密","平方"
"50kg冰块","REVIEW-MAT-00583","冰块","行政后勤/临时消耗品","重量: 50kg","块"
"电瓶夹带线","REVIEW-MAT-00584","电瓶夹线","电气材料/电工工具","类型: 电瓶夹；包含: 线","套"
"测电笔","REVIEW-MAT-00585","测电笔","工具器具/电工工具","类型: 测电笔","个"
"12v蓄电池","REVIEW-MAT-00586","蓄电池","电气材料/电池","电压: 12V","个"
"10针防尘网","REVIEW-MAT-00587","防尘网","安全设施/防护网","规格: 10针","平方"
"1.5千瓦2寸污水泵","REVIEW-MAT-00588","污水泵","设备/泵类设备","功率: 1.5kW；口径: 2寸","台"
"钢丝球","REVIEW-MAT-00589","钢丝球","劳保耗材/清洁用品","类型: 钢丝球","个"
"钢丝刷","REVIEW-MAT-00590","钢丝刷","工具器具/清洁工具","类型: 钢丝刷","支"
"多功能办公椅","REVIEW-MAT-00591","办公椅","行政后勤/办公家具","类型: 多功能办公椅","把"
"2500绝缘摇表","REVIEW-MAT-00592","绝缘摇表","工具器具/检测仪器","量程/电压: 2500","个"
"摇表笔","REVIEW-MAT-00593","摇表表笔","工具器具/检测仪器配件","适用设备: 摇表；类型: 表笔","个"
"苏泊尔热水壶","REVIEW-MAT-00594","电热水壶","行政后勤/生活电器","品牌: 苏泊尔","个"
"小米鼠标","REVIEW-MAT-00595","鼠标","行政后勤/办公用品","品牌: 小米；类型: 鼠标","个"
"无线鼠标","REVIEW-MAT-00596","无线鼠标","行政后勤/办公用品","类型: 无线鼠标","个"
"透明缠绕膜50cm*5KG","REVIEW-MAT-00597","缠绕膜","包装材料/缠绕膜","颜色: 透明；宽度: 50cm；重量: 5KG","个"
"70*50纸箱","REVIEW-MAT-00598","纸箱","包装材料/纸箱","规格: 70*50","个"
"透明胶带切割器","REVIEW-MAT-00599","胶带切割器","包装材料/包装工具","适用: 透明胶带","个"
"加工12钢筋1.6米","REVIEW-MAT-00600","钢筋加工件","定制件/钢筋加工件","加工: 是；钢筋规格: 12；长度: 1.6米","个"
"加工12钢筋11.93米","REVIEW-MAT-00601","钢筋加工件","定制件/钢筋加工件","加工: 是；钢筋规格: 12；长度: 11.93米","个"
"加工12钢筋12.94米","REVIEW-MAT-00602","钢筋加工件","定制件/钢筋加工件","加工: 是；钢筋规格: 12；长度: 12.94米","个"
"加工12钢筋方形箍","REVIEW-MAT-00603","钢筋方形箍","定制件/钢筋加工件","加工: 是；钢筋规格: 12；形状: 方形箍","个"
"充电电钻","REVIEW-MAT-00604","充电电钻","工具器具/电动工具","供电: 充电","台"
"厕所刷子","REVIEW-MAT-00605","厕所刷","劳保耗材/清洁工具","用途: 厕所清洁","把"
"洁厕灵","REVIEW-MAT-00606","洁厕剂","劳保耗材/清洁用品","类型: 洁厕灵","支"
"拖把","REVIEW-MAT-00607","拖把","劳保耗材/清洁工具","类型: 拖把","支"
"大功率锂电钻","REVIEW-MAT-00608","锂电钻","工具器具/电动工具","特征: 大功率；供电: 锂电池","台"
"300A铜鼻子","REVIEW-MAT-00609","铜鼻子","电气材料/电缆附件","电流: 300A；材质: 铜","个"
"200A铜鼻子","REVIEW-MAT-00610","铜鼻子","电气材料/电缆附件","电流: 200A；材质: 铜","个"
"公元40pvc给水管","REVIEW-MAT-00611","PVC给水管","工程材料/PVC管件","品牌: 公元；规格: 40；材质: PVC；用途: 给水","米"
"公元三通40×32","REVIEW-MAT-00612","异径三通","工程材料/PVC管件","品牌: 公元；规格: 40*32；类型: 三通","个"
"公元三通40×25","REVIEW-MAT-00613","异径三通","工程材料/PVC管件","品牌: 公元；规格: 40*25；类型: 三通","个"
"公元pvc40管卡","REVIEW-MAT-00614","PVC管卡","工程材料/管道紧固","品牌: 公元；材质: PVC；规格: 40","个"
"公元40×45°弯头","REVIEW-MAT-00615","PVC45度弯头","工程材料/PVC管件","品牌: 公元；规格: 40；角度: 45度","个"
"公元40×32大接头","REVIEW-MAT-00616","异径接头","工程材料/PVC管件","品牌: 公元；规格: 40*32；类型: 大接头/异径","个"
"双面胶厚","REVIEW-MAT-00617","厚双面胶","化工耗材/胶粘带","类型: 双面胶；特征: 厚","卷"
"窗帘支架","REVIEW-MAT-00618","窗帘支架","行政后勤/设施配件","用途: 窗帘","套"
"黑模板3.0厚","REVIEW-MAT-00619","黑模板","建筑材料/模板木方","厚度: 3.0；颜色: 黑","张"
"公牛一位开关","REVIEW-MAT-00620","一位开关","电气材料/开关","品牌: 公牛；位数: 1位","套"
"公牛五孔插座","REVIEW-MAT-00621","五孔插座","电气材料/插头插座","品牌: 公牛；类型: 五孔","套"
"手持大字符打码机","REVIEW-MAT-00622","手持打码机","设备/标识设备","类型: 手持；功能: 大字符打码","台"
"洗洁精","REVIEW-MAT-00623","洗洁精","劳保耗材/清洁用品","类型: 洗洁精","支"
"吊带5吨×6m","REVIEW-MAT-00624","吊带","吊装索具/吊带","载荷: 5吨；长度: 6m","条"
"公元110直通","REVIEW-MAT-00625","直通","工程材料/PVC管件","品牌: 公元；规格: 110；类型: 直通","个"
"公元110管卡","REVIEW-MAT-00626","管卡","工程材料/管道紧固","品牌: 公元；规格: 110","个"
"公元110方形集水斗","REVIEW-MAT-00627","方形集水斗","工程材料/排水管件","品牌: 公元；规格: 110；形状: 方形","个"
"红色调和油漆","REVIEW-MAT-00628","调和漆","化工耗材/涂料","颜色: 红色；类型: 调和漆","桶"
"中黄调和油漆","REVIEW-MAT-00629","调和漆","化工耗材/涂料","颜色: 中黄；类型: 调和漆","桶"
"220v快速插头","REVIEW-MAT-00630","快速插头","电气材料/插头插座","电压: 220V；类型: 快速插头","个"
"220v快速插座","REVIEW-MAT-00631","快速插座","电气材料/插头插座","电压: 220V；类型: 快速插座","个"
"380v快速插头","REVIEW-MAT-00632","快速插头","电气材料/插头插座","电压: 380V；类型: 快速插头","个"
"380v快速插座","REVIEW-MAT-00633","快速插座","电气材料/插头插座","电压: 380V；类型: 快速插座","个"
"加厚双层帆布手套","REVIEW-MAT-00634","帆布手套","劳保耗材/手套","材质: 帆布；特征: 加厚、双层","双"
"8寸滚筒","REVIEW-MAT-00635","滚筒刷","工具器具/涂装工具","规格: 8寸","支"
"4寸滚筒","REVIEW-MAT-00636","滚筒刷","工具器具/涂装工具","规格: 4寸","支"
"4寸小滚筒","REVIEW-MAT-00637","小滚筒刷","工具器具/涂装工具","规格: 4寸；类型: 小滚筒","支"
"三和灰色喷漆","REVIEW-MAT-00638","自喷漆","化工耗材/涂料","品牌: 三和；颜色: 灰色；类型: 自喷漆","支"
"大垃圾袋子","REVIEW-MAT-00639","垃圾袋","劳保耗材/清洁用品","规格: 大号","个"
"二氧化碳表","REVIEW-MAT-00640","二氧化碳减压表","焊接耗材/气体配件","适用气体: 二氧化碳；类型: 压力表/减压表","个"
"乙炔表","REVIEW-MAT-00641","乙炔减压表","焊接耗材/气体配件","适用气体: 乙炔；类型: 压力表/减压表","个"
"氧气表","REVIEW-MAT-00642","氧气减压表","焊接耗材/气体配件","适用气体: 氧气；类型: 压力表/减压表","个"
"M30*100螺丝","REVIEW-MAT-00643","螺丝","五金备件/紧固件","规格: M30*100","个"
"M30螺母","REVIEW-MAT-00644","螺母","五金备件/紧固件","规格: M30","个"
"M30平垫","REVIEW-MAT-00645","平垫片","五金备件/紧固件","规格: M30","个"
"M30弹垫","REVIEW-MAT-00646","弹簧垫片","五金备件/紧固件","规格: M30","个"
"M27*120螺丝","REVIEW-MAT-00647","螺丝","五金备件/紧固件","规格: M27*120","个"
"M27螺母","REVIEW-MAT-00648","螺母","五金备件/紧固件","规格: M27","个"
"M27平垫","REVIEW-MAT-00649","平垫片","五金备件/紧固件","规格: M27","个"
"M27弹垫","REVIEW-MAT-00650","弹簧垫片","五金备件/紧固件","规格: M27","个"
"12*40螺丝","REVIEW-MAT-00651","螺丝","五金备件/紧固件","规格: 12*40","套"
"68*6无缝管","REVIEW-MAT-00652","无缝管","原材料/钢管","规格: 68*6","米"
"纱布大包","REVIEW-MAT-00653","纱布","劳保耗材/急救用品","包装: 大包","包"
