conflict_type,standard_name,canonical_group_path,unit_values,specs_values,candidate_codes,source_rows,reason
low_precision_conflict,冲击钻头,工具器具/工具配件/工具配件,支,规格: 6厘 || 规格: 20厘 || 品牌: 方大同；规格: 18*800 || 品牌: 方大同；规格: 18*400 || 品牌: 方大同；规格: 30*400,REVIEW-MAT-00113；REVIEW-MAT-00114；REVIEW-MAT-00432；REVIEW-MAT-00531；REVIEW-MAT-00532,Sheet1:184；Sheet1:185；Sheet1:747；Sheet1:945；Sheet1:946,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,合金钻头,工具器具/工具配件/工具配件,个,材质: 合金；直径: 6mm || 材质: 合金；直径: 8mm || 材质: 合金；直径: 10mm || 材质: 合金；直径: 12mm || 材质: 合金；直径: 14mm || 材质: 合金；直径: 16mm,REVIEW-MAT-00391；REVIEW-MAT-00392；REVIEW-MAT-00393；REVIEW-MAT-00394；REVIEW-MAT-00395；REVIEW-MAT-00396,Sheet1:685；Sheet1:686；Sheet1:687；Sheet1:688；Sheet1:689；Sheet1:690,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,钨钢钻头,工具器具/工具配件/工具配件,支,材质: 钨钢；直径: 8mm || 材质: 钨钢；直径: 10mm || 材质: 钨钢；直径: 12mm || 材质: 钨钢；直径: 16mm,REVIEW-MAT-00361；REVIEW-MAT-00362；REVIEW-MAT-00363；REVIEW-MAT-00364,Sheet1:627；Sheet1:628；Sheet1:629；Sheet1:630,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,钻头,工具器具/工具配件/工具配件,个；支,规格: 16*100 || 规格: 4.0 || 规格: 5.0 || 规格: 5.5,REVIEW-MAT-00461；REVIEW-MAT-00741；REVIEW-MAT-00742；REVIEW-MAT-00743,Sheet1:1364；Sheet1:1365；Sheet1:1366；Sheet1:795,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,铁锹柄,工具器具/工具配件/工具配件,支；个,适用: 铁锹 || 部件: 柄；适用: 铁锹,REVIEW-MAT-00690；REVIEW-MAT-01146；REVIEW-MAT-01239,Sheet1:1262；Sheet1:1924；Sheet1:2050；Sheet1:2179,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,铁锹柄,工具器具/工具配件/工具配件,个；支,部件: 柄；适用: 铁锹,REVIEW-MAT-01146；REVIEW-MAT-01239,Sheet1:1924；Sheet1:2050；Sheet1:2179,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,铁锹柄,工具器具/工具配件/工具配件,支；个,适用: 铁锹 || 部件: 柄；适用: 铁锹,REVIEW-MAT-00690；REVIEW-MAT-01146；REVIEW-MAT-01239,Sheet1:1262；Sheet1:1924；Sheet1:2050；Sheet1:2179,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,梅花开口两用扳手,工具器具/手动工具/扳手,把,规格: 13 || 规格: 14,REVIEW-MAT-02332；REVIEW-MAT-02333,Sheet1:3624；Sheet1:3625,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,一字螺丝刀,工具器具/手动工具/通用手动工具,个；把,规格: 6*250；类型: 一字 || 类型: 一字 || 品牌: 得力；类型: 一字,REVIEW-MAT-01120；REVIEW-MAT-01897；REVIEW-MAT-01927,Sheet1:1885；Sheet1:3018；Sheet1:3063,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,三叉套筒扳手,工具器具/手动工具/通用手动工具,把,规格: 14-17-19；类型: 三叉套筒 || 规格: 13-16-18；类型: 三叉套筒 || 规格: 10-12-14；类型: 三叉套筒,REVIEW-MAT-02046；REVIEW-MAT-02047；REVIEW-MAT-02048,Sheet1:3211；Sheet1:3212；Sheet1:3213,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,内六角扳手套装,工具器具/手动工具/通用手动工具,套,品牌: 世达；类型: 六角扳手套装 || 品牌: 世达；规格范围: 1.5-10,REVIEW-MAT-00865；REVIEW-MAT-01190,Sheet1:1532；Sheet1:1979,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,十字螺丝刀,工具器具/手动工具/通用手动工具,个；把,规格: 6*250；类型: 十字 || 品牌: 世达；类型: 十字 || 类型: 十字,REVIEW-MAT-01119；REVIEW-MAT-01656；REVIEW-MAT-01898,Sheet1:1884；Sheet1:2660；Sheet1:3019,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,尖嘴钳,工具器具/手动工具/通用手动工具,个；把,品牌: 世达；类型: 尖嘴钳 || 品牌: 得力；类型: 尖嘴钳 || 品牌: 世达；规格: 6寸；类型: 尖嘴钳,REVIEW-MAT-01443；REVIEW-MAT-01896；REVIEW-MAT-02134,Sheet1:2338；Sheet1:3016；Sheet1:3324,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,开口/梅花扳手,工具器具/手动工具/通用手动工具,支,规格: 42号 || 规格: 12号 || 规格: 19号,REVIEW-MAT-00871；REVIEW-MAT-00872；REVIEW-MAT-00873,Sheet1:1542；Sheet1:1543；Sheet1:1544,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,手锤,工具器具/手动工具/通用手动工具,支,重量: 6磅 || 重量: 8磅,REVIEW-MAT-01103；REVIEW-MAT-01104,Sheet1:1865；Sheet1:1866,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,撬棍,工具器具/手动工具/通用手动工具,支,长度: 1.3m；规格: 30 || 长度: 60cm,REVIEW-MAT-01106；REVIEW-MAT-01107,Sheet1:1869；Sheet1:1870,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,水泵钳,工具器具/手动工具/通用手动工具,支,规格: 8寸 || 规格: 10寸,REVIEW-MAT-01335；REVIEW-MAT-01336,Sheet1:2182；Sheet1:2183,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,活动扳手,工具器具/手动工具/通用手动工具,支；把,长度: 450mm || 品牌: 世达；规格: 12寸 || 品牌: 世达；规格: 10寸,REVIEW-MAT-00885；REVIEW-MAT-02007；REVIEW-MAT-02008,Sheet1:1557；Sheet1:3165；Sheet1:3166,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,管钳,工具器具/手动工具/通用手动工具,个；支；把,长度: 300mm || 长度: 350mm || 长度: 400mm || 长度: 600mm；特征: 防锈型 || 规格: 18寸 || 规格: 24寸 || 品牌: 世达；规格: 14寸,REVIEW-MAT-00862；REVIEW-MAT-00863；REVIEW-MAT-00864；REVIEW-MAT-01249；REVIEW-MAT-01313；REVIEW-MAT-01314；REVIEW-MAT-01883,Sheet1:1529；Sheet1:1530；Sheet1:1531；Sheet1:2062；Sheet1:2151；Sheet1:2152；Sheet1:2996,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,老虎钳,工具器具/手动工具/通用手动工具,个；把,品牌: 世达 || 品牌: 世达；类型: 老虎钳 || 品牌: 得力；类型: 老虎钳,REVIEW-MAT-01118；REVIEW-MAT-01665；REVIEW-MAT-01895,Sheet1:1883；Sheet1:2670；Sheet1:3015,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,重型梅花敲击扳手,工具器具/手动工具/通用手动工具,支,规格: 36；类型: 梅花敲击；特征: 重型 || 规格: 46；类型: 梅花敲击；特征: 重型 || 规格: 55；类型: 梅花敲击；特征: 重型,REVIEW-MAT-01025；REVIEW-MAT-01026；REVIEW-MAT-01027,Sheet1:1750；Sheet1:1751；Sheet1:1752,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,美工刀,工具器具/手动工具/钳剪刀锤,个,品牌: 得力；颜色: 黑色 || 类型: 美工刀 || 品牌: 得力,REVIEW-MAT-01181；REVIEW-MAT-01223；REVIEW-MAT-01366,Sheet1:1967；Sheet1:2022；Sheet1:2228,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,美工刀片,工具器具/手动工具/钳剪刀锤,合,类型: 美工刀片 || 品牌: 得力,REVIEW-MAT-01182；REVIEW-MAT-01367,Sheet1:1968；Sheet1:2229,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,铣刀钻头,工具器具/手动工具/钳剪刀锤,支,用途/材质: 不锈钢；直径: 4mm || 用途/材质: 不锈钢；直径: 10mm,REVIEW-MAT-01914；REVIEW-MAT-01915,Sheet1:3044；Sheet1:3045,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,气动扳手,工具器具/气动工具/气动工具,个；台,规格: 1寸 || 规格: 大号,REVIEW-MAT-01232；REVIEW-MAT-01264,Sheet1:2042；Sheet1:2081,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,毛刷,工具器具/涂装工具/刷辊喷涂,支；个,规格: 3寸 || 规格: 4寸 || 规格: 2寸,REVIEW-MAT-00171；REVIEW-MAT-00241；REVIEW-MAT-00253；REVIEW-MAT-00289,Sheet1:305；Sheet1:421；Sheet1:437；Sheet1:493,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,毛刷,工具器具/涂装工具/刷辊喷涂,支；个,规格: 3寸,REVIEW-MAT-00171；REVIEW-MAT-00241,Sheet1:305；Sheet1:421,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,毛刷,工具器具/涂装工具/刷辊喷涂,支；个,规格: 3寸 || 规格: 4寸 || 规格: 2寸,REVIEW-MAT-00171；REVIEW-MAT-00241；REVIEW-MAT-00253；REVIEW-MAT-00289,Sheet1:305；Sheet1:421；Sheet1:437；Sheet1:493,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,油漆滚筒,工具器具/涂装工具/刷辊喷涂,只；个；包,规格: 大号；用途: 油漆 || 规格: 小号；用途: 油漆 || 规格: 大号 || 规格: 小号 || 用途: 油漆 || 规格: 中号,REVIEW-MAT-01618；REVIEW-MAT-01631；REVIEW-MAT-01671；REVIEW-MAT-01672；REVIEW-MAT-01696；REVIEW-MAT-01910；REVIEW-MAT-01925；REVIEW-MAT-01926,Sheet1:2616；Sheet1:2630；Sheet1:2631；Sheet1:2676；Sheet1:2677；Sheet1:2696；Sheet1:2697；Sheet1:2716；Sheet1:2725；Sheet1:3036；Sheet1:3060；Sheet1:3061；Sheet1:3245,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,油漆滚筒,工具器具/涂装工具/刷辊喷涂,只；个；包,规格: 大号；用途: 油漆 || 规格: 小号；用途: 油漆 || 规格: 大号 || 规格: 小号 || 用途: 油漆 || 规格: 中号,REVIEW-MAT-01618；REVIEW-MAT-01631；REVIEW-MAT-01671；REVIEW-MAT-01672；REVIEW-MAT-01696；REVIEW-MAT-01910；REVIEW-MAT-01925；REVIEW-MAT-01926,Sheet1:2616；Sheet1:2630；Sheet1:2631；Sheet1:2676；Sheet1:2677；Sheet1:2696；Sheet1:2697；Sheet1:2716；Sheet1:2725；Sheet1:3036；Sheet1:3060；Sheet1:3061；Sheet1:3245,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,滚筒刷,工具器具/涂装工具/刷辊喷涂,个；支；只,规格: 4寸 || 规格: 150 || 规格: 250 || 规格: 8寸 || 原始: 滚桶刷；用途: 涂装,REVIEW-MAT-00055；REVIEW-MAT-00401；REVIEW-MAT-00402；REVIEW-MAT-00635；REVIEW-MAT-00636；REVIEW-MAT-01873,Sheet1:1164；Sheet1:1165；Sheet1:2984；Sheet1:696；Sheet1:697；Sheet1:86,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,滚筒刷,工具器具/涂装工具/刷辊喷涂,个；支,规格: 4寸,REVIEW-MAT-00055；REVIEW-MAT-00636,Sheet1:1165；Sheet1:86,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,滚筒刷,工具器具/涂装工具/刷辊喷涂,个；支；只,规格: 4寸 || 规格: 150 || 规格: 250 || 规格: 8寸 || 原始: 滚桶刷；用途: 涂装,REVIEW-MAT-00055；REVIEW-MAT-00401；REVIEW-MAT-00402；REVIEW-MAT-00635；REVIEW-MAT-00636；REVIEW-MAT-01873,Sheet1:1164；Sheet1:1165；Sheet1:2984；Sheet1:696；Sheet1:697；Sheet1:86,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,羊毛刷,工具器具/涂装工具/刷辊喷涂,个；支；把；只,规格: 4寸 || 规格: 4寸；材质: 羊毛 || 规格: 2寸；材质: 羊毛 || 规格: 3寸；材质: 羊毛 || 规格: 2.5寸；材质: 羊毛,REVIEW-MAT-00099；REVIEW-MAT-00112；REVIEW-MAT-00242；REVIEW-MAT-00465；REVIEW-MAT-00566；REVIEW-MAT-01621；REVIEW-MAT-01632；REVIEW-MAT-01673；REVIEW-MAT-01674；REVIEW-MAT-01947,Sheet1:1032；Sheet1:156；Sheet1:183；Sheet1:2619；Sheet1:2632；Sheet1:2633；Sheet1:2678；Sheet1:2679；Sheet1:2710；Sheet1:2711；Sheet1:2757；Sheet1:2758；Sheet1:2844；Sheet1:2845；Sheet1:3086；Sheet1:422；Sheet1:806；Sheet1:815,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,羊毛刷,工具器具/涂装工具/刷辊喷涂,个；支,规格: 4寸,REVIEW-MAT-00099；REVIEW-MAT-00112,Sheet1:156；Sheet1:183,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
unit_conflict,羊毛刷,工具器具/涂装工具/刷辊喷涂,个；支；只；把,规格: 4寸；材质: 羊毛,REVIEW-MAT-00242；REVIEW-MAT-00465；REVIEW-MAT-01673；REVIEW-MAT-01947,Sheet1:2678；Sheet1:3086；Sheet1:422；Sheet1:806；Sheet1:815,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
unit_conflict,羊毛刷,工具器具/涂装工具/刷辊喷涂,支；把,规格: 2寸；材质: 羊毛,REVIEW-MAT-00566；REVIEW-MAT-01632,Sheet1:1032；Sheet1:2633；Sheet1:2711；Sheet1:2757；Sheet1:2844,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,羊毛刷,工具器具/涂装工具/刷辊喷涂,个；支；把；只,规格: 4寸 || 规格: 4寸；材质: 羊毛 || 规格: 2寸；材质: 羊毛 || 规格: 3寸；材质: 羊毛 || 规格: 2.5寸；材质: 羊毛,REVIEW-MAT-00099；REVIEW-MAT-00112；REVIEW-MAT-00242；REVIEW-MAT-00465；REVIEW-MAT-00566；REVIEW-MAT-01621；REVIEW-MAT-01632；REVIEW-MAT-01673；REVIEW-MAT-01674；REVIEW-MAT-01947,Sheet1:1032；Sheet1:156；Sheet1:183；Sheet1:2619；Sheet1:2632；Sheet1:2633；Sheet1:2678；Sheet1:2679；Sheet1:2710；Sheet1:2711；Sheet1:2757；Sheet1:2758；Sheet1:2844；Sheet1:2845；Sheet1:3086；Sheet1:422；Sheet1:806；Sheet1:815,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
unit_conflict,钢刷,工具器具/涂装工具/刷辊喷涂,只；把,材质: 钢丝；类型: 钢刷,REVIEW-MAT-01675；REVIEW-MAT-01697,Sheet1:2680；Sheet1:2717,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
specs_conflict,碳刷,工具器具/电动工具/电钻角磨机,副,规格: 900# || 规格: 43#,REVIEW-MAT-02019；REVIEW-MAT-02020,Sheet1:3177；Sheet1:3178,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,锂电池电钻,工具器具/电动工具/电钻角磨机,台,动力: 锂电池 || 品牌: 大艺；电压: 21V；动力: 锂电池,REVIEW-MAT-00065；REVIEW-MAT-00174,Sheet1:100；Sheet1:308,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,锂电池电钻,工具器具/电动工具/电钻角磨机,台,动力: 锂电池 || 品牌: 大艺；电压: 21V；动力: 锂电池,REVIEW-MAT-00065；REVIEW-MAT-00174,Sheet1:100；Sheet1:308,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,卷尺,工具器具/量具测量/量具测量,个；把,品牌: 得力；长度: 3米 || 品牌: 得力；长度: 5米 || 品牌: 得力；长度: 10米 || 品牌: 得力；长度: 10m || 品牌: 得力；长度: 5m,REVIEW-MAT-00165；REVIEW-MAT-00166；REVIEW-MAT-00167；REVIEW-MAT-00951；REVIEW-MAT-00952；REVIEW-MAT-01749；REVIEW-MAT-01750,Sheet1:1655；Sheet1:1656；Sheet1:2787；Sheet1:2788；Sheet1:299；Sheet1:300；Sheet1:301；Sheet1:891；Sheet1:892,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,卷尺,工具器具/量具测量/量具测量,个；把,品牌: 得力；长度: 3米 || 品牌: 得力；长度: 5米 || 品牌: 得力；长度: 10米 || 品牌: 得力；长度: 10m || 品牌: 得力；长度: 5m,REVIEW-MAT-00165；REVIEW-MAT-00166；REVIEW-MAT-00167；REVIEW-MAT-00951；REVIEW-MAT-00952；REVIEW-MAT-01749；REVIEW-MAT-01750,Sheet1:1655；Sheet1:1656；Sheet1:2787；Sheet1:2788；Sheet1:299；Sheet1:300；Sheet1:301；Sheet1:891；Sheet1:892,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,水平尺,工具器具/量具测量/量具测量,把；根,长度: 60cm || 长度: 100cm || 长度: 1m || 长度: 0.6m,REVIEW-MAT-00738；REVIEW-MAT-00739；REVIEW-MAT-02185；REVIEW-MAT-02186,Sheet1:1360；Sheet1:1361；Sheet1:3399；Sheet1:3400,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,水平尺,工具器具/量具测量/量具测量,把；根,长度: 60cm || 长度: 100cm || 长度: 1m || 长度: 0.6m,REVIEW-MAT-00738；REVIEW-MAT-00739；REVIEW-MAT-02185；REVIEW-MAT-02186,Sheet1:1360；Sheet1:1361；Sheet1:3399；Sheet1:3400,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,游标卡尺,工具器具/量具测量/量具测量,个；支,品牌: 得力；量程: 300mm；精度: 高精度 || 品牌: 得力；量程: 300mm；精度等级: 高精度,REVIEW-MAT-01123；REVIEW-MAT-01423,Sheet1:1890；Sheet1:2314,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,金属测绳,工具器具/量具测量/量具测量,米,材质: 金属 || 材质: 金属；类型: 测绳,REVIEW-MAT-00446；REVIEW-MAT-01419,Sheet1:2309；Sheet1:770,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,钢卷尺,工具器具/量具测量/量具测量,只；把,品牌: 雄狮；长度: 100m；材质: 钢 || 品牌: 得力；长度: 3m || 品牌: 得力；长度: 5m || 品牌: 得力；长度: 7.5m || 品牌: 得力；长度: 10m,REVIEW-MAT-01731；REVIEW-MAT-02011；REVIEW-MAT-02012；REVIEW-MAT-02013；REVIEW-MAT-02014,Sheet1:2762；Sheet1:3169；Sheet1:3170；Sheet1:3171；Sheet1:3172,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,阻燃挤塑板,工程建材/保温防水/保温材料,平方,特性: 阻燃；尺寸: 2.2m*0.6m*0.1m；数量描述: 116块 || 特性: 阻燃；尺寸: 2.2m*0.6m*0.05m；数量描述: 64块,REVIEW-MAT-01904；REVIEW-MAT-01905,Sheet1:3027；Sheet1:3028,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,止水针头,工程建材/保温防水/防水堵漏,个,长度: 10cm || 长度: 15cm,REVIEW-MAT-00513；REVIEW-MAT-00514,Sheet1:912；Sheet1:913,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,注浆枪头,工程建材/保温防水/防水堵漏,个,类型: 注浆枪头 || 用途: 注浆；部件: 枪头,REVIEW-MAT-01374；REVIEW-MAT-01442,Sheet1:2237；Sheet1:2337,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,注浆止水针头,工程建材/保温防水/防水堵漏,支,长度: 150mm；用途: 注浆止水 || 长度: 100mm；用途: 注浆止水 || 用途: 高压注浆止水；长度: 150mm || 用途: 高压注浆止水；长度: 100mm,REVIEW-MAT-01545；REVIEW-MAT-01546；REVIEW-MAT-01770；REVIEW-MAT-01771,Sheet1:2465；Sheet1:2466；Sheet1:2820；Sheet1:2821,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,PVC直通,工程建材/其他/PVC管件,个,品牌: 公元；规格: 75；材质: PVC || 品牌: 公元；规格: 75,REVIEW-MAT-00371；REVIEW-MAT-00383,Sheet1:644；Sheet1:670,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,PVC直通,工程建材/其他/PVC管件,个,品牌: 公元；规格: 75；材质: PVC || 品牌: 公元；规格: 75,REVIEW-MAT-00371；REVIEW-MAT-00383,Sheet1:644；Sheet1:670,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,异径三通,工程建材/其他/PVC管件,个,品牌: 公元；规格: 40*32；类型: 三通 || 品牌: 公元；规格: 40*25；类型: 三通,REVIEW-MAT-00612；REVIEW-MAT-00613,Sheet1:1117；Sheet1:1118,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,彩条布,工程建材/其他/彩条布,㎡,颜色: 三色；尺寸: 4m*30m || 宽度: 4米 || 类型: 彩条布,REVIEW-MAT-01619；REVIEW-MAT-01654；REVIEW-MAT-01708,Sheet1:2617；Sheet1:2658；Sheet1:2731,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,三通,工程建材/其他/排水管件,个,品牌: 公元；规格: 75；类型: 三通 || 品牌: 公元；规格: 50；类型: 三通,REVIEW-MAT-00100；REVIEW-MAT-00103,Sheet1:160；Sheet1:165,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,弯头,工程建材/其他/排水管件,个,品牌: 公元；规格: 75；类型: 弯头 || 品牌: 公元；规格: 50；类型: 弯头,REVIEW-MAT-00102；REVIEW-MAT-00104,Sheet1:163；Sheet1:166,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,方木,工程建材/其他/木材,根,截面: 30*30；长度: 3.6m || 截面: 30*30；长度: 3m,REVIEW-MAT-01974；REVIEW-MAT-02213,Sheet1:3121；Sheet1:3146；Sheet1:3441,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,木方,工程建材/其他/木材,根,长度: 4米；截面: 40*90 || 截面: 50*100；长度: 4m,REVIEW-MAT-01539；REVIEW-MAT-02175,Sheet1:2458；Sheet1:3383,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,建筑模板,工程建材/其他/模板,张；块,颜色: 黑；尺寸: 1830*915*14 || 颜色: 红；尺寸: 1830*915*14 || 颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm || 颜色: 黑；尺寸: 2.4m*1.22m；厚度: 15mm || 原始: 黑膜板；颜色: 黑；尺寸: 1.22m*2.44m；厚度: 15mm,REVIEW-MAT-01540；REVIEW-MAT-01541；REVIEW-MAT-01994；REVIEW-MAT-02004；REVIEW-MAT-02006；REVIEW-MAT-02212,Sheet1:2459；Sheet1:2460；Sheet1:3145；Sheet1:3160；Sheet1:3164；Sheet1:3440,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,建筑模板,工程建材/其他/模板,张；块,颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm,REVIEW-MAT-01994；REVIEW-MAT-02006,Sheet1:3145；Sheet1:3164,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,建筑模板,工程建材/其他/模板,张；块,颜色: 黑；尺寸: 1830*915*14 || 颜色: 红；尺寸: 1830*915*14 || 颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm || 颜色: 黑；尺寸: 2.4m*1.22m；厚度: 15mm || 原始: 黑膜板；颜色: 黑；尺寸: 1.22m*2.44m；厚度: 15mm,REVIEW-MAT-01540；REVIEW-MAT-01541；REVIEW-MAT-01994；REVIEW-MAT-02004；REVIEW-MAT-02006；REVIEW-MAT-02212,Sheet1:2459；Sheet1:2460；Sheet1:3145；Sheet1:3160；Sheet1:3164；Sheet1:3440,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,建筑模板,工程建材/其他/模板木方,张；块,尺寸: 2.44*1.22*15 || 尺寸: 2.44*1.22*1.5；颜色: 黑色 || 尺寸: 2.44*1.22*1.5；特征: 厚,REVIEW-MAT-01200；REVIEW-MAT-01218；REVIEW-MAT-01230,Sheet1:1994；Sheet1:2017；Sheet1:2040,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,建筑模板,工程建材/其他/模板木方,张；块,尺寸: 2.44*1.22*15 || 尺寸: 2.44*1.22*1.5；颜色: 黑色 || 尺寸: 2.44*1.22*1.5；特征: 厚,REVIEW-MAT-01200；REVIEW-MAT-01218；REVIEW-MAT-01230,Sheet1:1994；Sheet1:2017；Sheet1:2040,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,木方,工程建材/其他/模板木方,米,规格: 4*9 || 规格: 4*4,REVIEW-MAT-00021；REVIEW-MAT-00022,Sheet1:33；Sheet1:34；Sheet1:57,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,黑模板,工程建材/其他/模板木方,张,尺寸: 1.22*2.44；厚度: 3.0；颜色: 黑 || 厚度: 3.0；颜色: 黑,REVIEW-MAT-00381；REVIEW-MAT-00619,Sheet1:1135；Sheet1:662,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,黑模板,工程建材/其他/模板木方,张,尺寸: 1.22*2.44；厚度: 3.0；颜色: 黑 || 厚度: 3.0；颜色: 黑,REVIEW-MAT-00381；REVIEW-MAT-00619,Sheet1:1135；Sheet1:662,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
