draft_sku_id	draft_item_code	code_prefix	release_status	放行等级	标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	candidate_count	source_candidate_rows	source_file_rows	grade_counts	matched_category	import_decision	missing_specs	整理依据	dedupe_key
SKU-DRAFT-000660	PIPE-000104	PIPE	needs_missing_specs	C	带牙钢管加工件	加工：是；规格：89；工序：带牙		定制件/管路接头	个	加工89钢管带牙	1	665	666	C:1	管材管件	do_not_import_missing_specs	长度	牙型/长度/图纸缺失，无法唯一确定钢管加工件SKU	带牙钢管加工件|加工:是|工序:带牙|规格:89|定制件/管路接头|个
SKU-DRAFT-000661	METAL-000045	METAL	ready	A	不锈钢球阀	品牌：埃美柯；规格：80；材质：不锈钢；特征：加厚		工程材料/阀门	个	埃美柯80加厚不锈钢球阀	1	666	667	A:1	金属材料	import_ready			不锈钢球阀|品牌:埃美柯|材质:不锈钢|特征:加厚|规格:80|工程材料/阀门|个
SKU-DRAFT-000662	SAFE-000048	SAFE	needs_missing_specs	C	电焊帽	用途：电焊	品质描述:好	劳保耗材/眼面防护	个	好电焊帽	1	667	668	C:1	安防劳保	do_not_import_missing_specs	型号	防护等级/型号缺失，无法区分电焊帽SKU；“好”按品质描述保留	电焊帽|用途:电焊|劳保耗材/眼面防护|个
SKU-DRAFT-000663	METAL-000046	METAL	needs_missing_specs	C	铝合金窗	定制：是；材质：铝合金		定制件/门窗制品	套	定做铝合金窗	1	668	669	C:1	金属材料	do_not_import_missing_specs	规格；尺寸	定制件尺寸/玻璃规格缺失，无法唯一确定铝合金窗SKU	铝合金窗|定制:是|材质:铝合金|定制件/门窗制品|套
SKU-DRAFT-000664	METAL-000047	METAL	needs_missing_specs	C	不锈钢窗护栏	定制：是；材质：不锈钢；用途：窗护栏		定制件/门窗制品	套	不锈钢窗护栏	1	669	670	C:1	金属材料	do_not_import_missing_specs	尺寸	定制件尺寸/图纸缺失，无法唯一确定窗护栏SKU	不锈钢窗护栏|定制:是|材质:不锈钢|用途:窗护栏|定制件/门窗制品|套
SKU-DRAFT-000665	ELEC-000102	ELEC	needs_missing_specs	C	铜接线端子	截面积：4平方；材质：铜		电气材料/接线端子	个	4平方铜接线端子	1	670	671	C:1	电气材料	do_not_import_missing_specs	品牌；型号；电压；电流；安装方式	端子形式缺失，无法区分铜接线端子SKU	铜接线端子|截面积:4平方|材质:铜|电气材料/接线端子|个
SKU-DRAFT-000666	ELEC-000103	ELEC	needs_missing_specs	C	铜接线端子	截面积：6平方；材质：铜		电气材料/接线端子	个	6平方铜接线端子	1	671	672	C:1	电气材料	do_not_import_missing_specs	品牌；型号；电压；电流；安装方式	端子形式缺失，无法区分铜接线端子SKU	铜接线端子|截面积:6平方|材质:铜|电气材料/接线端子|个
SKU-DRAFT-000667	TOOL-000103	TOOL	needs_missing_specs	C	端子压线钳	适用：接线端子；类型：压钳		工具器具/电工工具	个	接线端子压钳	1	672	673	C:1	工具器具	do_not_import_missing_specs	品牌；型号；规格；尺寸；适用设备	压接范围缺失，无法区分端子压线钳SKU	端子压线钳|类型:压钳|适用:接线端子|工具器具/电工工具|个
SKU-DRAFT-000668	PIPE-000105	PIPE	needs_missing_specs	C	单向阀	品牌：埃美柯；规格：80；类型：单向阀		工程材料/阀门	个	埃美柯80单向阀	1	673	674	C:1	管材管件	do_not_import_missing_specs	材质；压力等级	材质/压力等级/连接形式缺失，可能影响单向阀SKU区分	单向阀|品牌:埃美柯|类型:单向阀|规格:80|工程材料/阀门|个
SKU-DRAFT-000669	PIPE-000106	PIPE	needs_missing_specs	C	带牙钢管加工件	加工：是；规格：80；工序：带牙		定制件/管路接头	个	加工80钢管带牙	1	674	675	C:1	管材管件	do_not_import_missing_specs	长度	牙型/长度/图纸缺失，无法唯一确定钢管加工件SKU	带牙钢管加工件|加工:是|工序:带牙|规格:80|定制件/管路接头|个
SKU-DRAFT-000670	METAL-000048	METAL	needs_missing_specs	C	槽钢	规格：10#；特征：厚		原材料/型钢	米	10#厚槽钢	1	675	676	C:1	金属材料	do_not_import_missing_specs	材质；执行标准；厚度	材质牌号/执行标准缺失，且“厚”缺少具体厚度	槽钢|特征:厚|规格:10#|原材料/型钢|米
SKU-DRAFT-000671	CHEM-000050	CHEM	needs_missing_specs	C	橡胶板	厚度：2cm		原材料/橡胶材料	kg	2cm橡胶板	1	676	677	C:1	化工油漆胶粘	do_not_import_missing_specs	材质；宽度	材质/宽度缺失，可能影响橡胶板SKU区分	橡胶板|厚度:20mm|原材料/橡胶材料|kg
SKU-DRAFT-000672	ELEC-000104	ELEC	needs_missing_specs	C	屏蔽信号电缆	规格：3*1.5；类型：信号屏蔽		电气材料/电线电缆	米	3*1.5信号屏蔽电缆线	1	677	678	C:1	电气材料	do_not_import_missing_specs	品牌	屏蔽形式/品牌缺失，可能影响电缆SKU区分	屏蔽信号电缆|类型:信号屏蔽|规格:3x1.5|电气材料/电线电缆|米
SKU-DRAFT-000673	MAT-000067	MAT	needs_confirmation	B	吊带	载荷：20T；长度：6米	原名含“好”	吊装索具/吊带	条	20T*6米吊带好	1	678	679	B:1	通用物料	confirm_then_import	执行标准	“好”是否为等级描述需确认；执行标准缺失	吊带|载荷:20t|长度:6米|吊装索具/吊带|条
SKU-DRAFT-000674	CHEM-000051	CHEM	needs_missing_specs	C	管片强力胶	用途：管片；类型：强力胶		化工耗材/胶粘剂	桶	管片强力胶水	1	679	680	C:1	化工油漆胶粘	do_not_import_missing_specs	品牌	品牌/包装/固化体系缺失，无法区分胶粘剂SKU	管片强力胶|用途:管片|类型:强力胶|化工耗材/胶粘剂|桶
SKU-DRAFT-000675	PIPE-000107	PIPE	needs_missing_specs	C	焊接弯头	规格：89；连接：焊接		工程材料/管件	个	89焊接弯头	1	680	681	C:1	管材管件	do_not_import_missing_specs	材质；壁厚	材质/角度/壁厚缺失，可能影响焊接弯头SKU区分	焊接弯头|规格:89|连接:焊接|工程材料/管件|个
SKU-DRAFT-000676	PIPE-000108	PIPE	needs_missing_specs	C	焊接弯头	规格：168；连接：焊接		工程材料/管件	个	168焊接弯头	1	681	682	C:1	管材管件	do_not_import_missing_specs	材质；壁厚	材质/角度/壁厚缺失，可能影响焊接弯头SKU区分	焊接弯头|规格:168|连接:焊接|工程材料/管件|个
SKU-DRAFT-000677	MAT-CEM-000006	MAT-CEM	needs_confirmation	B	双快水泥	类型：双快		建筑材料/水泥砂石	包	双快水泥	1	682	683	B:1	水泥砂石	confirm_then_import	包装重量	包装重量缺失，按双快水泥先建候选	双快水泥|类型:双快|建筑材料/水泥砂石|包
SKU-DRAFT-000678	MAT-000068	MAT	needs_missing_specs	C	雨棚	尺寸：4*4米；特征：加厚	定制:是	定制件/遮雨棚	个	加厚4*4米雨棚	1	683	684	C:1	通用物料	do_not_import_missing_specs	材质	定制件材质/结构缺失，无法唯一确定雨棚SKU	雨棚|尺寸:4x4米|特征:加厚|定制件/遮雨棚|个
SKU-DRAFT-000679	CONST-000015	CONST	needs_missing_specs	C	镀锌铁皮	厚度：1.2；表面：镀锌		原材料/板材	米	1.2镀锌铁皮	1	684	685	C:1	工程建材	do_not_import_missing_specs	材质；宽度	宽度/材质缺失，可能影响镀锌铁皮SKU区分	镀锌铁皮|厚度:1.2|表面:镀锌|原材料/板材|米
SKU-DRAFT-000680	MAT-000069	MAT	needs_missing_specs	C	防火棉	特性：阻燃；类型：防火棉		建筑材料/保温防火材料	平方	阻燃防火棉	1	685	686	C:1	通用物料	do_not_import_missing_specs	厚度	厚度/防火等级缺失，无法区分防火棉SKU	防火棉|特性:阻燃|类型:防火棉|建筑材料/保温防火材料|平方
SKU-DRAFT-000681	TOOL-000104	TOOL	needs_confirmation	B	玛氏漏斗粘度计	材质：不锈钢；类型：玛氏漏斗粘度计		工具器具/检测仪器	个	不锈钢玛氏漏斗粘度计	1	686	687	B:1	工具器具	confirm_then_import	执行标准；量程	量程/执行标准缺失，按不锈钢玛氏漏斗粘度计候选	玛氏漏斗粘度计|材质:不锈钢|类型:玛氏漏斗粘度计|工具器具/检测仪器|个
SKU-DRAFT-000682	CHEM-000052	CHEM	ready	A	透明胶带	宽度：5mm；长度：100米；颜色：透明		包装材料/胶带	卷	5mm透明胶带100米	1	687	688	A:1	化工油漆胶粘	import_ready			透明胶带|宽度:5mm|长度:100米|颜色:透明|包装材料/胶带|卷
SKU-DRAFT-000683	TOOL-000105	TOOL	needs_confirmation	B	方头铁锹	规格：大号；类型：方头		工具器具/手动工具	套	大方铁锹	1	688	689	B:1	工具器具	confirm_then_import	品牌；型号	是否含柄需确认，单位按原“套”保留	方头铁锹|类型:方头|规格:大号|工具器具/手动工具|套
SKU-DRAFT-000684	TOOL-000106	TOOL	needs_confirmation	B	方头铁锹	规格：小号；类型：方头		工具器具/手动工具	套	小方铁锹	1	689	690	B:1	工具器具	confirm_then_import	品牌；型号	是否含柄需确认，单位按原“套”保留	方头铁锹|类型:方头|规格:小号|工具器具/手动工具|套
SKU-DRAFT-000685	TOOL-000107	TOOL	ready	A	铁锹柄	适用：铁锹		工具器具/工具配件	支	铁锹柄	1	690	691	A:1	工具器具	import_ready			铁锹柄|适用:铁锹|工具器具/工具配件|支
SKU-DRAFT-000686	TOOL-000108	TOOL	needs_missing_specs	C	电镐	规格：15寸；特征：专业长款		工具器具/电动工具	套	15寸专业长款电镐	1	691	692	C:1	工具器具	do_not_import_missing_specs	品牌；功率	功率/品牌缺失，无法区分电镐SKU	电镐|特征:专业长款|规格:15寸|工具器具/电动工具|套
SKU-DRAFT-000687	PIPE-000109	PIPE	needs_confirmation	B	橡胶防爆水带	规格：100；材质：橡胶；特征：防爆		消防器材/水带	米	100橡胶防爆水带	1	692	693	B:1	管材管件	confirm_then_import	压力等级	压力等级缺失，按规格、材质和防爆特征先建候选	橡胶防爆水带|材质:橡胶|特征:防爆|规格:100|消防器材/水带|米
SKU-DRAFT-000688	SAFE-000049	SAFE	needs_missing_specs	C	高筒雨鞋	品牌：回力；筒高：高筒		劳保耗材/足部防护	双	回力雨鞋高筒	1	693	694	C:1	安防劳保	do_not_import_missing_specs	类型；材质；规格；安全等级；认证标准	尺码缺失，无法区分雨鞋SKU	高筒雨鞋|品牌:回力|筒高:高筒|劳保耗材/足部防护|双
SKU-DRAFT-000689	METAL-000049	METAL	needs_missing_specs	C	不锈钢钢丝绳	材质：不锈钢		吊装索具/钢丝绳	米	不锈钢钢丝绳	1	694	695	C:1	金属材料	do_not_import_missing_specs	直径	直径/结构缺失，无法区分不锈钢钢丝绳SKU	不锈钢钢丝绳|材质:不锈钢|吊装索具/钢丝绳|米
SKU-DRAFT-000690	PIPE-000110	PIPE	needs_missing_specs	C	镀锌钢管	定制：是；规格：48；表面：镀锌		定制件/钢管加工件	条	定做48镀锌钢管	1	695	696	C:1	管材管件	do_not_import_missing_specs	壁厚；长度	定制件长度/壁厚/加工要求缺失，无法唯一确定镀锌钢管SKU	镀锌钢管|定制:是|表面:镀锌|规格:48|定制件/钢管加工件|条
SKU-DRAFT-000691	MAT-000070	MAT	needs_missing_specs	C	卡环	规格：10厘		吊装索具/连接件	个	10厘卡环	1	696	697	C:1	通用物料	do_not_import_missing_specs	材质	材质/载荷缺失，可能影响卡环SKU区分	卡环|规格:10厘|吊装索具/连接件|个
SKU-DRAFT-000692	PIPE-000111	PIPE	needs_confirmation	B	铜球阀	品牌：埃美柯；规格：4分；材质：铜		工程材料/阀门	个	埃美柯4分铜球阀	1	697	698	B:1	管材管件	confirm_then_import	压力等级	压力等级/连接形式缺失，按品牌、规格和材质先建候选	铜球阀|品牌:埃美柯|材质:铜|规格:4分|工程材料/阀门|个
SKU-DRAFT-000693	PIPE-000112	PIPE	needs_missing_specs	C	外接头	规格：4分；类型：外接头		工程材料/管件	个	4分外接头	1	698	699	C:1	管材管件	do_not_import_missing_specs	材质	材质/螺纹缺失，无法区分外接头SKU	外接头|类型:外接头|规格:4分|工程材料/管件|个
SKU-DRAFT-000694	METAL-000050	METAL	needs_missing_specs	C	不锈钢水龙头	材质：不锈钢；类型：水龙头		工程材料/水暖五金	个	不锈钢水龙头	1	699	700	C:1	金属材料	do_not_import_missing_specs	规格	规格/安装方式缺失，无法区分水龙头SKU	不锈钢水龙头|材质:不锈钢|类型:水龙头|工程材料/水暖五金|个
SKU-DRAFT-000695	PIPE-000113	PIPE	needs_missing_specs	C	冷热水阀	功能：冷热水；类型：水阀		工程材料/水暖五金	个	冷热水阀	1	700	701	C:1	管材管件	do_not_import_missing_specs	规格；材质	规格/材质缺失，无法区分冷热水阀SKU	冷热水阀|功能:冷热水|类型:水阀|工程材料/水暖五金|个
SKU-DRAFT-000696	TOOL-000109	TOOL	needs_confirmation	B	撬杠	规格：60		工具器具/手动工具	个	60撬杠	1	701	702	B:1	工具器具	confirm_then_import	型号；材质；长度	原规格未说明60为长度还是型号/单位，需确认；材质缺失	撬杠|规格:60|工具器具/手动工具|个
SKU-DRAFT-000697	TOOL-000110	TOOL	needs_confirmation	B	撬杠	规格：120		工具器具/手动工具	个	120撬杠	1	702	703	B:1	工具器具	confirm_then_import	型号；材质；长度	原规格未说明120为长度还是型号/单位，需确认；材质缺失	撬杠|规格:120|工具器具/手动工具|个
SKU-DRAFT-000698	ELEC-000105	ELEC	needs_missing_specs	C	电缆线	规格：3*25		电气材料/电线电缆	米	3*25电缆线	1	703	704	C:1	电气材料	do_not_import_missing_specs	品牌；型号；材质	电缆型号/材质/品牌缺失，可能影响SKU唯一性	电缆线|规格:3x25|电气材料/电线电缆|米
SKU-DRAFT-000699	ELEC-000106	ELEC	needs_missing_specs	C	插座	电流：16A		电气材料/插头插座	个	16A插座	1	704	705	C:1	电气材料	do_not_import_missing_specs	品牌；型号；电压；安装方式	孔位和安装方式缺失，16A不足以唯一确定插座	插座|电流:16a|电气材料/插头插座|个
SKU-DRAFT-000700	ELEC-000107	ELEC	needs_missing_specs	C	明装底盒	安装：明装；类型：底盒		电气材料/插头插座	个	明装底盒	1	705	706	C:1	电气材料	do_not_import_missing_specs	规格；尺寸	底盒规格尺寸缺失，需确认后才能唯一建档	明装底盒|安装:明装|类型:底盒|电气材料/插头插座|个
SKU-DRAFT-000701	ELEC-000108	ELEC	needs_missing_specs	C	RJ45水晶头	类型：RJ45水晶头		电气材料/弱电材料	个	水晶头	1	706	707	C:1	电气材料	do_not_import_missing_specs	品牌；型号；电压；电流；安装方式	Cat等级/屏蔽类型缺失，影响水晶头SKU区分	rj45水晶头|类型:rj45水晶头|电气材料/弱电材料|个
SKU-DRAFT-000702	ELEC-000109	ELEC	needs_missing_specs	C	电缆线	品牌：起帆；规格：3*6+1		电气材料/电线电缆	米	起帆3*6+1电缆	1	707	708	C:1	电气材料	do_not_import_missing_specs	型号；材质	电缆型号/材质缺失，可能影响SKU唯一性	电缆线|品牌:起帆|规格:3x6+1|电气材料/电线电缆|米
SKU-DRAFT-000703	TOOL-000111	TOOL	needs_confirmation	B	网线钳	用途：网线压接		工具器具/电工工具	把	网线钳	1	708	709	B:1	工具器具	confirm_then_import	品牌；型号	适配水晶头类型缺失	网线钳|用途:网线压接|工具器具/电工工具|把
SKU-DRAFT-000704	ELEC-000110	ELEC	needs_confirmation	B	PVC线管	规格：25；材质：PVC		电气材料/电缆附件	米	25pvc线管	1	709	710	B:1	电气材料	confirm_then_import	壁厚	壁厚缺失	pvc线管|材质:pvc|规格:25|电气材料/电缆附件|米
SKU-DRAFT-000705	TOOL-000112	TOOL	needs_confirmation	B	测电笔	外观：透明；类型：电笔		工具器具/电工工具	个	透明电笔	1	710	711	B:1	工具器具	confirm_then_import	电压	电压范围缺失	测电笔|外观:透明|类型:电笔|工具器具/电工工具|个
SKU-DRAFT-000706	ELEC-000111	ELEC	needs_missing_specs	C	漏电断路器	品牌：施耐德；极数：3P；电流：250A		电气材料/低压电器	个	施耐德3p250A漏保	1	711	712	C:1	电气材料	do_not_import_missing_specs	型号	型号/漏电动作电流缺失，影响漏电断路器SKU区分	漏电断路器|品牌:施耐德|极数:3p|电流:250a|电气材料/低压电器|个
SKU-DRAFT-000707	SAFE-000050	SAFE	needs_missing_specs	C	雨鞋	品牌：回力；特征：厚底		劳保耗材/足部防护	双	回力厚底雨鞋	1	712	713	C:1	安防劳保	do_not_import_missing_specs	类型；材质；规格；安全等级；认证标准	尺码缺失，无法唯一确定雨鞋SKU	雨鞋|品牌:回力|特征:厚底|劳保耗材/足部防护|双
SKU-DRAFT-000708	PIPE-000114	PIPE	needs_missing_specs	C	热熔机	品牌：公元；用途：PPR热熔		工具器具/管道工具	台	公元热熔机	1	713	714	C:1	管材管件	do_not_import_missing_specs	口径；功率	功率/适用口径缺失，影响热熔机SKU区分	热熔机|品牌:公元|用途:ppr热熔|工具器具/管道工具|台
SKU-DRAFT-000709	PIPE-000115	PIPE	needs_missing_specs	C	PPR弯头	品牌：公元；规格：25；材质：PPR		工程材料/PPR管件	个	公元25PPR弯头	1	714	715	C:1	管材管件	do_not_import_missing_specs	压力等级	角度缺失，无法唯一确定PPR弯头SKU；压力等级缺失	ppr弯头|品牌:公元|材质:ppr|规格:25|工程材料/ppr管件|个
SKU-DRAFT-000710	PIPE-000116	PIPE	ready	A	PPR管卡	品牌：公元；规格：25；类型：管卡		工程材料/PPR管件	个	公元ppr25卡扣	1	715	716	A:1	管材管件	import_ready		土名“卡扣”统一为PPR管卡	ppr管卡|品牌:公元|类型:管卡|规格:25|工程材料/ppr管件|个
SKU-DRAFT-000711	PIPE-000117	PIPE	needs_confirmation	B	PPR直通	品牌：公元；规格：25；材质：PPR		工程材料/PPR管件	个	公元ppr25直通	1	716	717	B:1	管材管件	confirm_then_import	压力等级	压力等级缺失	ppr直通|品牌:公元|材质:ppr|规格:25|工程材料/ppr管件|个
SKU-DRAFT-000712	METAL-000051	METAL	needs_missing_specs	C	不锈钢球阀	品牌：埃美柯；规格：50；材质：不锈钢；特征：加厚		工程材料/阀门	个	埃美柯50加厚不锈钢球阀	1	717	718	C:1	金属材料	do_not_import_missing_specs	压力等级	压力等级/连接形式缺失，影响阀门SKU区分	不锈钢球阀|品牌:埃美柯|材质:不锈钢|特征:加厚|规格:50|工程材料/阀门|个
SKU-DRAFT-000713	TOOL-000113	TOOL	ready	A	美工刀	类型：美工刀		工具器具/手动工具	把	美工刀	1	718	719	A:1	工具器具	import_ready			美工刀|类型:美工刀|工具器具/手动工具|把
SKU-DRAFT-000714	TOOL-000114	TOOL	needs_missing_specs	C	美工刀片	品牌：得力；类型：刀片		工具器具/手动工具配件	盒	得力刀片	1	719	720	C:1	工具器具	do_not_import_missing_specs	规格	刀片规格/每盒数量缺失，影响SKU区分	美工刀片|品牌:得力|类型:刀片|工具器具/手动工具配件|盒
SKU-DRAFT-000715	TOOL-000115	TOOL	needs_missing_specs	C	老虎钳	品牌：世达；类型：老虎钳		工具器具/手动工具	把	世达老虎钳	1	720	721	C:1	工具器具	do_not_import_missing_specs	规格；尺寸	规格尺寸缺失，影响钳类工具SKU区分	老虎钳|品牌:世达|类型:老虎钳|工具器具/手动工具|把
SKU-DRAFT-000716	WELD-000018	WELD	needs_confirmation	B	割炬	规格：100型		焊接耗材/焊割工具	把	100型割炬	1	721	722	B:1	焊接焊割	confirm_then_import	品牌	气体类型/品牌缺失	割炬|规格:100型|焊接耗材/焊割工具|把
SKU-DRAFT-000717	TOOL-000116	TOOL	needs_missing_specs	C	尖嘴钳	品牌：世达；类型：尖嘴钳		工具器具/手动工具	把	世达尖嘴钳	1	722	723	C:1	工具器具	do_not_import_missing_specs	规格；尺寸	规格尺寸缺失，影响钳类工具SKU区分	尖嘴钳|品牌:世达|类型:尖嘴钳|工具器具/手动工具|把
SKU-DRAFT-000718	TOOL-000117	TOOL	needs_missing_specs	C	活动扳手	品牌：世达；类型：活动扳手		工具器具/手动工具	把	世达活动扳手	1	723	724	C:1	工具器具	do_not_import_missing_specs	规格；尺寸	规格尺寸缺失，影响扳手SKU区分	活动扳手|品牌:世达|类型:活动扳手|工具器具/手动工具|把
SKU-DRAFT-000719	ELEC-000112	ELEC	ready	A	排气扇	型号：FAD40-400		电气材料/通风设备	台	FAD40-400排气扇	1	724	725	A:1	电气材料	import_ready			排气扇|型号:fad40-400|电气材料/通风设备|台
SKU-DRAFT-000720	SPARE-000072	SPARE	needs_missing_specs	C	钢格板	定制：是；尺寸：1.3-1.5米		定制件/金属加工件	块	定做1.3-1.5米钢格板	1	725	726	C:1	设备备件与加工件	do_not_import_missing_specs	材质	定制件图纸/材质/承载要求缺失，尺寸为范围值	钢格板|定制:是|尺寸:1.3-1.5米|定制件/金属加工件|块
SKU-DRAFT-000721	WELD-000019	WELD	needs_missing_specs	C	切割嘴	规格：100型		焊接耗材/焊割配件	个	100型切割嘴	1	726	727	C:1	焊接焊割	do_not_import_missing_specs	型号；材质；包装重量；适用工艺	气体类型/孔径缺失，影响切割嘴SKU区分	切割嘴|规格:100型|焊接耗材/焊割配件|个
SKU-DRAFT-000722	WELD-000020	WELD	needs_missing_specs	C	导电嘴	适用：二氧化碳焊；类型：导电嘴		焊接耗材/焊机配件	个	二氧化碳导电嘴	1	727	728	C:1	焊接焊割	do_not_import_missing_specs	型号；规格；材质；包装重量；适用工艺	孔径/适配焊枪缺失，影响导电嘴SKU区分	导电嘴|类型:导电嘴|适用:二氧化碳焊|焊接耗材/焊机配件|个
SKU-DRAFT-000723	FAST-000008	FAST	needs_confirmation	B	膨胀螺丝	规格：M20*140		五金备件/紧固件	个	M20*140膨胀螺丝	1	728	729	B:1	紧固件	confirm_then_import	材质；表面处理	材质/表面处理缺失	膨胀螺丝|规格:m20x140|五金备件/紧固件|个
SKU-DRAFT-000724	FAST-000009	FAST	needs_confirmation	B	膨胀螺丝	规格：M22*140		五金备件/紧固件	个	M22*140膨胀螺丝	1	729	730	B:1	紧固件	confirm_then_import	材质；表面处理	材质/表面处理缺失	膨胀螺丝|规格:m22x140|五金备件/紧固件|个
SKU-DRAFT-000725	PIPE-000118	PIPE	needs_missing_specs	C	PPR管	规格：DN200；材质：PPR		工程材料/PPR管件	米	DN200PPR管	1	730	731	C:1	管材管件	do_not_import_missing_specs	品牌；压力等级	压力等级/品牌缺失，影响PPR管SKU区分	ppr管|材质:ppr|规格:dn200|工程材料/ppr管件|米
SKU-DRAFT-000726	PIPE-000119	PIPE	needs_missing_specs	C	PPR接头	规格：200；材质：PPR		工程材料/PPR管件	个	200PPR接头	1	731	732	C:1	管材管件	do_not_import_missing_specs	压力等级；接头形式	接头形式缺失，无法唯一确定PPR接头SKU；压力等级缺失	ppr接头|材质:ppr|规格:200|工程材料/ppr管件|个
SKU-DRAFT-000727	FAST-000010	FAST	needs_confirmation	B	花篮螺丝	规格：10厘		吊装索具/拉紧器	个	10厘花篮	1	732	733	B:1	紧固件	confirm_then_import	材质	材质/载荷缺失	花篮螺丝|规格:10厘|吊装索具/拉紧器|个
SKU-DRAFT-000728	SPARE-000073	SPARE	needs_confirmation	B	膨胀钩	规格：10厘		五金备件/紧固件	个	10厘膨胀钩	1	733	734	B:1	设备备件与加工件	confirm_then_import	材质	材质/载荷缺失	膨胀钩|规格:10厘|五金备件/紧固件|个
SKU-DRAFT-000729	TOOL-000118	TOOL	ready	A	拖把	类型：拖把		劳保耗材/清洁工具	个	拖把	1	734	735	A:1	工具器具	import_ready			拖把|类型:拖把|劳保耗材/清洁工具|个
SKU-DRAFT-000730	MAT-000071	MAT	needs_missing_specs	C	双门控制箱	定制：是；结构：双门		定制件/电控箱	套	定做双门控制箱	1	735	736	C:1	通用物料	do_not_import_missing_specs	尺寸	定制件尺寸/电气配置/IP等级缺失，无法唯一确定	双门控制箱|定制:是|结构:双门|定制件/电控箱|套
SKU-DRAFT-000731	SPARE-000074	SPARE	needs_missing_specs	C	推进泵吸轮	定制：是；适用设备：推进泵；类型：吸轮		定制件/设备备件	套	定做推进泵吸轮	1	736	737	C:1	设备备件与加工件	do_not_import_missing_specs	材质	定制件图纸/材质缺失，需确认适配要求	推进泵吸轮|定制:是|类型:吸轮|适用设备:推进泵|定制件/设备备件|套
SKU-DRAFT-000732	METAL-000052	METAL	needs_missing_specs	C	扁钢	规格：40*4		原材料/型钢	米	40*4扁铁	1	737	738	C:1	金属材料	do_not_import_missing_specs	材质	材质牌号缺失，影响型钢SKU区分	扁钢|规格:40x4|原材料/型钢|米
SKU-DRAFT-000733	TOOL-000119	TOOL	ready	A	水平尺	长度：60cm		工具器具/测量工具	把	60cm水平尺	1	738	739	A:1	工具器具	import_ready			水平尺|长度:600mm|工具器具/测量工具|把
SKU-DRAFT-000734	TOOL-000120	TOOL	ready	A	水平尺	长度：100cm		工具器具/测量工具	把	100cm水平尺	1	739	740	A:1	工具器具	import_ready			水平尺|长度:1000mm|工具器具/测量工具|把
SKU-DRAFT-000735	METAL-000053	METAL	needs_confirmation	B	不锈钢合页	规格：110；材质：不锈钢		五金备件/门窗五金	副	110不锈钢合页	1	740	741	B:1	金属材料	confirm_then_import	厚度	厚度/孔位缺失	不锈钢合页|材质:不锈钢|规格:110|五金备件/门窗五金|副
SKU-DRAFT-000736	TOOL-000121	TOOL	needs_missing_specs	C	钻头	规格：4.0		工具器具/工具配件	支	4.0钻头	1	741	742	C:1	工具器具	do_not_import_missing_specs	材质	钻头材质/柄型/用途类型缺失，影响SKU区分	钻头|规格:4.0|工具器具/工具配件|支
SKU-DRAFT-000737	TOOL-000122	TOOL	needs_missing_specs	C	钻头	规格：5.0		工具器具/工具配件	支	5.0钻头	1	742	743	C:1	工具器具	do_not_import_missing_specs	材质	钻头材质/柄型/用途类型缺失，影响SKU区分	钻头|规格:5.0|工具器具/工具配件|支
SKU-DRAFT-000738	TOOL-000123	TOOL	needs_missing_specs	C	钻头	规格：5.5		工具器具/工具配件	支	5.5钻头	1	743	744	C:1	工具器具	do_not_import_missing_specs	材质	钻头材质/柄型/用途类型缺失，影响SKU区分	钻头|规格:5.5|工具器具/工具配件|支
SKU-DRAFT-000739	CHEM-000053	CHEM	needs_missing_specs	C	自喷漆	颜色：白色；类型：喷漆		化工耗材/涂料	瓶	白色喷漆	1	744	745	C:1	化工油漆胶粘	do_not_import_missing_specs	品牌；容量	品牌/容量缺失，影响自喷漆SKU区分	自喷漆|类型:喷漆|颜色:白色|化工耗材/涂料|瓶
SKU-DRAFT-000740	PIPE-000120	PIPE	needs_missing_specs	C	钢管	规格：32*4.5		原材料/钢管	米	32*4.5钢管	1	745	746	C:1	管材管件	do_not_import_missing_specs	材质	材质/标准缺失，影响钢管SKU区分	钢管|规格:32x4.5|原材料/钢管|米
SKU-DRAFT-000741	SPARE-000075	SPARE	needs_missing_specs	C	螺丝	规格：M20*130		五金备件/紧固件	套	M20*130螺丝	1	746	747	C:1	设备备件与加工件	do_not_import_missing_specs	材质；强度等级	材质/强度等级缺失，影响紧固件SKU区分	螺丝|规格:m20x130|五金备件/紧固件|套
SKU-DRAFT-000742	SPARE-000076	SPARE	needs_missing_specs	C	螺丝	规格：M20*35		五金备件/紧固件	套	M20*35螺丝	1	747	748	C:1	设备备件与加工件	do_not_import_missing_specs	材质；强度等级	材质/强度等级缺失，影响紧固件SKU区分	螺丝|规格:m20x35|五金备件/紧固件|套
SKU-DRAFT-000743	SPARE-000077	SPARE	needs_missing_specs	C	螺丝	规格：M20*40		五金备件/紧固件	套	M20*40螺丝	1	748	749	C:1	设备备件与加工件	do_not_import_missing_specs	材质；强度等级	材质/强度等级缺失，影响紧固件SKU区分	螺丝|规格:m20x40|五金备件/紧固件|套
