group_id	item_name	old_groups	sku_count	suggested_category	suggested_subcategory	needs_split	split_basis	confidence	reason
IMG-0960	角磨机	电动工具/角磨机	1	电动气动工具	电动工具	no		high	角磨机为电动工具整机。
IMG-0961	角钢	原材料/型钢；钢材/型材；钢材/型钢	6	金属材料	型钢	no		high	角钢/角铁属于型钢。
IMG-0962	角钢加工件	定制件/金属加工件	1	定制加工件	金属加工件	no		high	加工角钢为非标金属加工件。
IMG-0963	角铁	金属材料/型材	1	金属材料	型钢	no		high	角铁即角钢型材。
IMG-0964	警示反光胶带	安全标识/反光材料	1	安全消防	警示标识	no		high	警示反光胶带用于现场警示标识。
IMG-0965	警示反光踢脚板	安全标识/反光材料	1	安全消防	警示标识	no		high	反光踢脚板用于现场警示防护。
IMG-0966	警示牌	安全设施/警示用品	1	安全消防	警示标识	no		high	警示牌属于安全警示标识。
IMG-0967	记号笔	办公/标识耗材；办公低耗/文具；办公用品/书写工具；办公耗材/书写用品	9	清洁办公后勤	办公用品	no		high	记号笔为办公书写用品，耗材低耗不作分类。
IMG-0968	设备按钮标识贴	标签耗材/设备标识	1	定制加工件	标识铭牌	no		medium	设备按钮标识贴用于设备标识，按标识铭牌类处理。
IMG-0969	设备维修保养记录本	办公用品/记录本	1	清洁办公后勤	办公用品	no		high	维修保养记录本属于办公记录用品。
IMG-0970	调和油漆	化工耗材/涂料	2	化工胶粘涂料	涂料	no		high	调和油漆属于涂料。
IMG-0971	调和漆	化工耗材/涂料	6	化工胶粘涂料	涂料	no		high	调和漆属于涂料。
IMG-0972	调速电位器	电气/按钮指示元件	1	电气电料	低压电器	no		high	调速电位器为低压控制元件。
IMG-0973	货号牌	定制件/标识铭牌	1	定制加工件	标识铭牌	no		high	订制货号牌属于定制标识铭牌。
IMG-0974	起重滑轮钩	吊装索具/滑轮钩	1	吊装索具	吊钩	no		high	起重滑轮钩属于吊装吊钩类索具。
IMG-0975	起重链条调节器	吊装索具/链条配件	1	吊装索具	牵引捆绑	no		high	链条调节器用于起重链条拉紧调节。
IMG-0976	超高压接头	液压/超高压管路	2	液压气动	液压接头	no		high	超高压接头属于液压管路接头。
IMG-0977	超高压液压接头	液压/超高压管路	1	液压气动	液压接头	no		high	名称明确为超高压液压接头。
IMG-0978	路由器	电气材料/网络设备	1	弱电安防	网络材料	no		high	路由器属于弱电网络设备，旧电气材料偏宽。
IMG-0979	路锥	安全设施/交通标识	2	安全消防	警示标识	no		high	路锥用于现场交通安全警示。
IMG-0980	蹲便器	工程材料/洁具	1	管材管件阀门	水暖五金	no		medium	蹲便器属水暖洁具，工程材料旧类目过宽。
IMG-0981	转向轮	五金备件/脚轮	1	设备备件	通用机械备件	no		medium	转向脚轮常作设备或小车更换件，旧五金口径过宽。
IMG-0982	转换宝塔接头	液压/高压管路	1	液压气动	液压接头	no		high	转换宝塔接头用于高压胶管管路连接。
IMG-0983	转换开关	电气/按钮指示元件	1	电气电料	开关按钮	no		high	转换开关属于开关按钮类电气元件。
IMG-0984	软玻璃门帘	行政后勤/门帘	1	清洁办公后勤	生活用品	no		medium	软玻璃门帘为后勤门帘用品。
IMG-0985	软胶枪	工具/手动工具	1	工具量具	手动工具	no		high	软胶枪为手动施胶工具。
IMG-0986	轴向压力表	仪表/压力仪表	1	工具量具	检测仪器	no		medium	压力表用于压力检测，标准无仪表一级，归检测仪器。
IMG-0987	轴套	定制件/机械加工件	1	定制加工件	金属加工件	no		high	加工轴套为非标金属机械加工件。
IMG-0988	轴承	备品备件/轴承	2	设备备件	通用机械备件	no		high	轴承属于通用设备备件。
IMG-0989	轴承钢钢套	定制件/金属加工件	1	定制加工件	金属加工件	no		high	定做轴承钢钢套为非标金属加工件。
IMG-0990	边角刷伸缩杆	涂装工具/刷子配件	1	工具耗材	刷具	no		medium	边角刷伸缩杆为刷具配套件，按刷具类处理。
IMG-0991	连体工作服	劳保耗材/防护服	1	劳保防护	身体防护	no		high	连体工作服为身体防护用品。
IMG-0992	透明收纳箱	行政后勤/收纳用品	1	包装覆盖周转	周转容器	no		medium	透明收纳箱本质为周转收纳容器。
IMG-0993	透明胶带	包装材料/胶带；胶带/办公工业胶带	3	包装覆盖周转	胶带	no		high	透明胶带属于包装胶带。
IMG-0994	透明软管	管材/软管	1	管材管件阀门	管材	no		high	透明软管属于管材。
