current_top_category	current_material_family	sku_count	target_top_category	target_second_layer_family	decision	confidence	manual_judgment	next_action	examples
工具量具	螺丝刀	11	工具量具	螺丝刀/批类	合并	高	螺丝刀是手动批类工具，头型、长度和品牌是规格属性。	合并到螺丝刀/批类，第三层保留十字螺丝刀、一字螺丝刀等。	TOOL-000125 螺丝刀 长度：400mm；TOOL-000169 螺丝刀 规格：6*250；头型/驱动：十字；TOOL-000170 螺丝刀 规格：6*250；头型/驱动：一字；TOOL-000239 螺丝刀 品牌：世达；头型/驱动：十字
工具量具	螺丝取出器	2	工具量具	螺丝刀/批类	合并	高	螺丝取出器是处理螺丝的手动批类工具，不是螺丝紧固件。	合并到螺丝刀/批类，第三层保留螺丝取出器，补规格范围和套装件数。	TOOL-000138 螺丝取出器 类型：螺丝取出器；TOOL-000154 螺丝取出器 规格范围：待补
工具量具	螺纹规	1	工具量具	测量工具	合并	高	螺纹规用于螺纹规格测量，属于测量工具。	合并到测量工具，第三层保留螺纹规/牙规，补量程和制式。	TOOL-000248 螺纹规 类型：牙规/螺纹规
工具量具	玛氏漏斗粘度计	1	工具量具	检测仪器（候选新增）	复核	中	玛氏漏斗粘度计是泥浆粘度检测器具，目标测量工具未覆盖仪器类。	next_action: 建议新增检测仪器或试验器具，补材质、量程和标准。	TOOL-000104 玛氏漏斗粘度计 材质：不锈钢；类型：玛氏漏斗粘度计
工具量具	美工刀	6	工具量具	刀具/刃具	合并	高	美工刀是手动刀具本体，刀片宽度和颜色是属性；美工刀片也可作为同族刃具。	合并到刀具/刃具，第三层保留美工刀，补刀片宽度、锁定方式。	TOOL-000014 美工刀 品牌：得力；TOOL-000034 美工刀 类型：美工刀；TOOL-000113 美工刀 类型：美工刀；TOOL-000183 美工刀 品牌：得力；颜色：黑色
工具量具	抹子	1	工具量具	锤铲撬工具	合并	中	抹子是抹灰施工手工具，目标无抹灰工具族，先归土建手工具。	合并到锤铲撬工具，第三层保留抹子，补尺寸和材质。	TOOL-000263 抹子 类型：抹子
工具量具	墨斗	1	工具量具	测量工具	合并	高	墨斗用于施工放线，属于测量放线工具。	合并到测量工具，第三层保留墨斗，补线长和材质。	TOOL-000257 墨斗 类型：墨斗
工具量具	泥浆比重计	1	工具量具	测量工具	合并	中	泥浆比重计用于泥浆比重测量，虽带计量属性，但当前样例是现场测量工具。	合并到测量工具，后续若仪器仪表族新增，可复核是否迁移。	TOOL-000218 泥浆比重计 用途：泥浆比重测量
工具量具	泥桶	1	包装覆盖周转	容器周转箱	移出	中	泥桶用于盛放泥浆或砂浆，是容器，不是手工具或量具。	移到容器周转箱，补容量、材质和尺寸。	TOOL-000235 泥桶 用途：泥浆/砂浆
工具量具	钳形表	1	工具量具	检测仪器（候选新增）	复核	中	钳形表是电工检测仪表，名称含钳但不是钳类工具。	next_action: 新增检测仪器或电工仪表后归入，补量程、精度、品牌型号。	TOOL-000161 钳形表 量程：2000A
工具量具	钳形电流表	1	工具量具	检测仪器（候选新增）	复核	中	钳形电流表是电流检测仪表，不应归钳类工具。	next_action: 归检测仪器候选，补量程、精度、钳口尺寸。	ELEC-000227 钳形电流表 精度描述：高精度；量程：1000A
工具量具	钳形万用表	1	工具量具	检测仪器（候选新增）	复核	中	钳形万用表是电工仪表，属于检测仪器候选，不是手动钳。	next_action: 归检测仪器候选，补量程、精度、型号。	ELEC-000240 钳形万用表 品牌：世达；类型：钳形万用表
工具量具	强光手电筒	1	电气电料	照明光源	移出	高	强光手电筒是便携照明器具，不是量具或手动工具。	移到照明光源，第三层保留手电筒，补电池、电压、亮度。	TOOL-000269 强光手电筒 类型：强光手电筒
工具量具	撬杠	2	工具量具	锤铲撬工具	合并	高	撬杠是撬动类手工具，目标锤铲撬工具覆盖。	合并到锤铲撬工具，第三层保留撬杠，补长度和直径。	TOOL-000109 撬杠 规格：60；TOOL-000110 撬杠 规格：120
工具量具	撬棍	2	工具量具	锤铲撬工具	合并	高	撬棍与撬杠同属撬动类手工具，不应单独作为二级。	合并到锤铲撬工具，第三层统一撬棍/撬杠，补长度和材质。	TOOL-000165 撬棍 长度：1.3m；规格：30；TOOL-000166 撬棍 长度：60cm
工具量具	软胶枪	1	工具量具	胶枪/施胶工具（候选新增）	复核	中	软胶枪是施胶工具，属于胶枪类工具候选，不是胶粘材料。	next_action: 与其他胶枪统一复核候选新增胶枪/施胶工具。	TOOL-000295 软胶枪 品牌：世达；类型：软胶枪
工具量具	塞尺	1	工具量具	测量工具	合并	高	塞尺用于间隙测量，属于测量工具。	合并到测量工具，第三层保留塞尺，补片数、量程、材质。	TOOL-000084 塞尺 材质：铜
工具量具	伸缩加长杆	1	工具量具	工具附件（候选新增）	复核	中	伸缩加长杆是通用配套杆件，需确认适配对象；目标二级表缺手动工具附件。	next_action: 复核适配对象后归工具附件或具体刷具附件，不作为手工具本体。	TOOL-000060 伸缩加长杆 类型：伸缩加长杆
工具量具	伸缩铝梯	1	工具量具	登高工具（候选新增）	复核	中	伸缩铝梯是登高工具，伸缩结构和材质是属性；目标二级表缺登高工具族。	next_action: 建议新增登高工具，补长度、节数、承重和安全标准。	TOOL-000124 伸缩铝梯 长度：12米；材质：铝；特征：加厚伸缩
工具量具	伸缩梯	1	工具量具	登高工具（候选新增）	复核	中	伸缩梯属于登高工具，定制和厚度是规格属性。	next_action: 建议新增登高工具，和铝合金梯统一治理。	TOOL-000127 伸缩梯 定制：是；长度：8米；厚度：5.2mm
工具量具	十字测钉	1	工具量具	测量工具	复核	中	十字测钉是测量观测用定位件，不是普通钉类；可随测量工具治理但属于附件。	暂归测量工具复核，若数量增加可新增测量附件族。	MAT-000055 十字测钉 类型：十字测钉；表面：镀锌
工具量具	手锤	2	工具量具	锤铲撬工具	合并	高	手锤是典型锤类手工具，重量是规格。	合并到锤铲撬工具，第三层保留手锤，补重量和柄材质。	TOOL-000162 手锤 重量：6磅；TOOL-000163 手锤 重量：8磅
工具量具	数显电笔	1	工具量具	测量工具	合并	高	数显电笔是带显示的电气检测工具，属于测量工具。	合并到测量工具，第三层保留数显电笔，补电压范围和显示方式。	TOOL-000261 数显电笔 品牌：世达；类型：数显电笔
工具量具	水泵钳	2	工具量具	钳类	合并	高	水泵钳是可调夹持钳具，目标钳类覆盖。	合并到钳类，第三层保留水泵钳，补规格和开口范围。	TOOL-000204 水泵钳 规格：8寸；TOOL-000205 水泵钳 规格：10寸
工具量具	水平尺	4	工具量具	测量工具	合并	高	水平尺是目标测量工具的典型项，长度是规格。	合并到测量工具，第三层保留水平尺，补长度、精度、材质。	TOOL-000119 水平尺 长度：60cm；TOOL-000120 水平尺 长度：100cm；TOOL-000331 水平尺 长度：1m；TOOL-000332 水平尺 长度：0.6m
工具量具	台钳	1	工具量具	钳类	合并	中	台钳是固定夹持工具，和手钳形态不同但功能属于夹持钳类。	合并到钳类复核，第三层保留台钳，补开口、规格和安装方式。	TOOL-000186 台钳 开口：400；规格：16寸；特征：加重
工具量具	套筒	15	工具量具	套筒	保留	高	当前族为加长套筒、电动扳手套筒、万向套筒等，目标表已单列套筒；适配电动扳手不改变套筒本体。	进入第三层治理，拆套筒、加长套筒、万向套筒等，补方榫、规格、长度。	TOOL-000072 加长套筒 规格：18*200；特征：加长；TOOL-000135 电动扳手套筒 规格：12号；适用：电动扳手；TOOL-000136 电动扳手套筒 规格：42号；适用：电动扳手；TOOL-000144 电动扳手套筒 品牌：世达；规格：23号；适用：电动扳手
工具量具	铁锤	1	工具量具	锤铲撬工具	合并	高	铁锤是锤类手工具，材质和大小是规格。	合并到锤铲撬工具，第三层保留铁锤，补重量、柄材质。	TOOL-000152 铁锤 规格：大号；材质：铁
工具量具	铁锹	1	工具量具	锤铲撬工具	合并	高	铁锹是铲类土方手工具，目标锤铲撬工具覆盖。	合并到锤铲撬工具，第三层保留铁锹，补头型、尺寸、柄材质。	TOOL-000197 铁锹 规格：待补
工具量具	铁锹柄	3	工具量具	工具附件（候选新增）	复核	中	铁锹柄是铁锹配件，不是铁锹本体；目标二级表缺手动工具附件。	next_action: 建议新增工具附件，或在第三层将铁锹柄作为锤铲撬工具的配件明确管理。	TOOL-000107 铁锹柄 适用：铁锹；TOOL-000173 铁锹柄 部件：柄；适用：铁锹；TOOL-000196 铁锹柄 部件：柄；适用：铁锹
工具量具	万用表	1	工具量具	检测仪器（候选新增）	复核	中	万用表是电工检测仪表，目标测量工具排除仪表。	next_action: 建议新增检测仪器或电工仪表，补量程、精度、型号和校准要求。	TOOL-000160 万用表 型号：UT39C
工具量具	网线钳	1	工具量具	钳类	合并	高	网线钳是压接类钳具，不是网络通信材料。	合并到钳类，第三层保留网线钳，补适配水晶头类型。	TOOL-000111 网线钳 用途：网线压接
工具量具	橡胶锤	1	工具量具	锤铲撬工具	合并	高	橡胶锤是锤类手工具，材质是属性。	合并到锤铲撬工具，第三层保留橡胶锤，补重量、柄材质。	TOOL-000182 橡胶锤 材质：橡胶
工具量具	斜口钳	1	工具量具	钳类	合并	高	斜口钳是剪切钳类工具，目标钳类覆盖。	合并到钳类，第三层保留斜口钳，补规格和绝缘等级。	TOOL-000265 斜口钳 品牌：世达；类型：斜口钳
工具量具	压力表	1	工具量具	检测仪器（候选新增）	复核	中	压力表是压力检测仪表，目标测量工具排除仪表。	next_action: 建议新增检测仪器或压力仪表族，补量程、接口、表径、精度。	MAT-000141 压力表 量程/压力：60公斤
工具量具	氧气检测表	1	工具量具	检测仪器（候选新增）	复核	中	氧气检测表是气体检测仪表，属于检测仪器候选。	next_action: 建议新增检测仪器，补量程、精度、介质和接口。	WELD-000061 氧气检测表 介质：氧气；类型：检测表
工具量具	摇表表笔	1	工具量具	检测仪器（候选新增）	复核	中	摇表表笔是检测仪器配件，不是测量工具本体；目标表缺检测仪器及其附件族。	next_action: 暂随检测仪器候选治理，后续可拆仪表附件。	TOOL-000094 摇表表笔 适用设备：摇表；类型：表笔
工具量具	一体梯凳	1	工具量具	登高工具（候选新增）	复核	中	一体梯凳用于登高作业，承重和结构是关键规格；目标二级表缺登高工具。	next_action: 建议新增登高工具，补高度、材质、承重、安全标准。	TOOL-000215 一体梯凳 承重：600kg；结构：一体
工具量具	游标卡尺	2	工具量具	测量工具	合并	高	游标卡尺是尺寸测量工具，量程和精度是规格。	合并到测量工具，第三层保留游标卡尺，补型号和精度值。	TOOL-000171 游标卡尺 品牌：得力；量程：300mm；精度：高精度；TOOL-000220 游标卡尺 品牌：得力；量程：300mm；精度等级：高精度
工具量具	噪音计	1	工具量具	检测仪器（候选新增）	复核	中	噪音计是环境检测仪器，目标测量工具未覆盖仪器类。	next_action: 建议新增检测仪器，补量程、精度、校准要求。	TOOL-000088 噪音计 用途：噪音检测
工具量具	重型平口钳	1	工具量具	钳类	合并	高	重型平口钳是夹持类钳具，目标钳类覆盖。	合并到钳类，第三层保留平口钳，补开口宽度、规格、品牌。	TOOL-000198 重型平口钳 规格：5寸；特征：重型
工具量具	轴向压力表	1	工具量具	检测仪器（候选新增）	复核	中	轴向压力表是压力仪表，目标测量工具排除仪表。	next_action: 归检测仪器候选，补量程、接口、表径、精度。	MAT-000225 轴向压力表 类型：轴向；仪表类型：压力表
工具量具	竹梯	1	工具量具	登高工具（候选新增）	复核	中	竹梯是登高工具，材质和长度是规格；目标二级表缺登高工具。	next_action: 建议新增登高工具，复核安全标准和承重。	TOOL-000323 竹梯 材质：竹；长度：6米
工具量具	砖刀	1	工具量具	刀具/刃具	合并	中	砖刀是砌筑或切砖用刃具，按工具本体更接近刀具/刃具。	合并到刀具/刃具，第三层保留砖刀，补尺寸和材质。	TOOL-000029 砖刀 用途：砌砖/切砖
工具量具	PPR管剪	1	工具量具	刀具/刃具	合并	高	PPR管剪是管材剪切刃具，不是管材或管件本体。	合并到刀具/刃具，第三层保留PPR管剪，补剪切范围和品牌。	PIPE-000408 PPR管剪 用途：PPR管剪切
工具量具	PPR管剪刀	1	工具量具	刀具/刃具	合并	高	PPR管剪刀是手动剪切工具，属于刀具/刃具。	合并到刀具/刃具，第三层统一为PPR管剪，补剪切范围和型号。	PIPE-000005 PPR管剪刀 品牌：公元；用途：PPR管剪切
