sample_group	family_total_count	family_sample_count	item_code	item_name	sku_name	required_specs	top_group	sub_group	material_family	unit	estimated_rate	currency	price_basis	default_fill_basis	aliases	brand	model	source_item_codes	merged_count
管卡/抱箍	29	3	PIPE-000094	管卡	管卡 PVC 40	材质：PVC；规格：40mm	紧固件与连接件	管卡/抱箍	管卡/抱箍	个	1.00	CNY	按个估价，40mm PVC管卡市场价约1元/个	规格补齐单位mm；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	PVC管卡			PIPE-000094	1
管卡/抱箍	29	3	PIPE-000098	管卡	管卡 110	规格：110mm；材质：碳钢	紧固件与连接件	管卡/抱箍	管卡/抱箍	个	3.50	CNY	按个估价，110mm碳钢管卡市场价约3.5元/个	规格补齐单位mm；材质补齐碳钢；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	管卡			PIPE-000098	1
管卡/抱箍	29	3	PIPE-000294	骑马卡	骑马卡 DN200 不锈钢	材质：不锈钢；公称直径：DN200	紧固件与连接件	管卡/抱箍	管卡/抱箍	个	8.00	CNY	按个估价，DN200不锈钢骑马卡市场价约8元/个	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	DN200不锈钢骑马卡；骑马卡			PIPE-000294	1
接线端子/线鼻子	28	3	ELEC-000187	接线端子	接线端子 UK5N 黄绿色	型号：UK5N；颜色：黄绿色	电气电料	接线端子/线鼻子	接线端子/线鼻子	个	3.00	CNY	按个估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	黄绿色接线端子UK5N；接线端子		UK5N	ELEC-000187	1
接线端子/线鼻子	28	3	ELEC-000205	管型端子	管型端子 2.5平方 铜 100只/包	适配线径：2.5平方；材质：铜；包装数量：100只/包	电气电料	接线端子/线鼻子	接线端子/线鼻子	包	8.00	CNY	按包估价，每包100只	材质按铜补齐；包装数量按常见100只/包补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	管型接线端子2.5平方；管型接线端子			ELEC-000205	1
接线端子/线鼻子	28	3	ELEC-000225	冷压端子	冷压端子 OT4-6 铜 100只/包	型号：OT4-6；材质：铜；包装数量：100只/包	电气电料	接线端子/线鼻子	接线端子/线鼻子	包	12.00	CNY	按包估价，每包100只	包装数量按常见100只/包补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	冷压线鼻端子OT4-6；冷压线鼻端子		OT4-6	ELEC-000225	1
门窗五金	28	3	HW-LOCK-000013	锁扣	不锈钢锁扣	材质：不锈钢	清洁办公后勤	门窗五金	门窗五金	套	5.00	CNY	按常见工程采购价估算，单价对应单位=套	无需补齐	不锈钢锁扣；不锈钢外门锁扣；锁扣			HW-LOCK-000013	1
门窗五金	28	3	MAT-000115	闭门器	闭门器 中型	规格：中型	清洁办公后勤	门窗五金	门窗五金	个	60.00	CNY	按常见工程采购价估算，单价对应单位=个	材质补齐为铝合金	闭门器			MAT-000115	1
门窗五金	28	3	METAL-000053	合页	不锈钢合页 110mm	材质：不锈钢；规格/尺寸：110mm	清洁办公后勤	门窗五金	门窗五金	付	8.00	CNY	按付估价	单位从副改为付，统一单位	110不锈钢合页；不锈钢合页			METAL-000053	1
型钢	27	3	METAL-000081	方钢	方钢 6*6*5 镀锌 Q235	材质：Q235；规格：6*6*5mm；表面处理：镀锌	金属材料	型钢	型钢	米	5.00	CNY	按每米估价	材质按常见Q235补齐	6*6*5镀锌方钢；镀锌方钢			METAL-000081	1
型钢	27	3	METAL-000105	工字钢	工字钢 14# Q235	规格：14#；材质：Q235	金属材料	型钢	型钢	米	30.00	CNY	按每米估价	材质按常见Q235补齐	工字钢14#；工字钢			METAL-000105	1
型钢	27	3	METAL-000123	槽钢	槽钢 20#B Q235B	规格：20#B；材质：Q235B	金属材料	型钢	型钢	米	60.00	CNY	按每米估价	材质按常见Q235B补齐	20#B型槽钢；B型槽钢			METAL-000123	1
测量工具	27	3	TOOL-000119	水平尺	水平尺 60cm 铝合金	长度：60cm；材质：铝合金	工具量具	测量工具	测量工具	把	20.00	CNY	按铝合金水平尺60cm市场价估价，单价对应单位=把	无需补齐	60cm水平尺；水平尺；水平尺0.6m			TOOL-000119	1
测量工具	27	3	TOOL-000171	游标卡尺	游标卡尺 300mm 得力	量程：300mm；精度：0.01mm；材质：不锈钢	工具量具	测量工具	测量工具	把	60.00	CNY	按把估价	补充精度和材质为常见规格；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	300mm得力高精度卡尺；游标卡尺	得力		TOOL-000171	1
测量工具	27	3	TOOL-000270	激光水平仪	激光水平仪 2线 莱赛	线数：2线；精度：±1mm/5m；激光波长：635nm	工具量具	测量工具	测量工具	套	150.00	CNY	按套估价，含支架	补充激光波长；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	莱赛激光红外水平仪；激光水平仪	莱赛		TOOL-000270	1
管材	27	3	PIPE-000219	水带	橡胶水带 50mm 加厚	口径：50mm；材质：橡胶；特征：加厚；工作压力：1.0MPa	管材管件阀门	管材	管材	米	5.00	CNY	按50mm加厚橡胶水带每米估价	补充工作压力1.0MPa为常见工程规格；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	50加厚橡胶水带；橡胶水带			PIPE-000219	1
管材	27	3	PIPE-000304	水带	高压橡胶水带 65mm 加厚	口径：65mm；材质：橡胶；特征：加厚；压力等级：高压	管材管件阀门	管材	管材	米	6.00	CNY	按65mm高压橡胶水带每米估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	65加厚蓝色胶水带；高压胶水带			PIPE-000304	1
管材	27	3	PIPE-000475	水带	高压水带 80mm	口径：80mm；压力等级：高压	管材管件阀门	管材	管材	米	8.00	CNY	按80mm高压水带每米估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	高压水带Φ80；高压水带			PIPE-000475	1
胶粘密封	27	3	CHEM-000027	双面胶带	双面胶带 10mm*30m 通用型	宽度：10mm；长度：30m；类型：通用型	化工胶粘涂料	胶粘密封	胶粘密封	卷	10.00	CNY	按卷计价，每卷10元	补齐宽度10mm，长度30m为常见采购规格	双面胶			CHEM-000027	1
胶粘密封	27	3	CHEM-000045	胶水	胶水 101 20g	型号：101；容量：20g	化工胶粘涂料	胶粘密封	胶粘密封	瓶	3.00	CNY	按瓶计价，每瓶20g，3元	无需补齐	101胶水；胶水		101	CHEM-000045	1
胶粘密封	27	3	CHEM-000082	密封胶	密封胶 管片密封 5kg/桶	用途：管片密封；包装：5kg/桶	化工胶粘涂料	胶粘密封	胶粘密封	桶	80.00	CNY	按桶计价，5kg/桶，80元	补齐包装5kg/桶为常见规格	管片密封胶水；管片密封胶			CHEM-000082	1
三通	25	3	PIPE-000007	三通	PPR三通 25mm	材质：PPR；规格/口径：25mm	管材管件阀门	三通	三通	个	2.00	CNY	按单个估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	PPR三通；25PPR三通			PIPE-000007	1
三通	25	3	PIPE-000069	三通	UPVC三通 32mm	材质：UPVC；规格/口径：32mm	管材管件阀门	三通	三通	个	3.00	CNY	按单个估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	UPVC三通			PIPE-000069	1
三通	25	3	PIPE-000375	三通	碳钢三通 DN65	材质：碳钢；规格/口径：DN65	管材管件阀门	三通	三通	个	30.00	CNY	按单个估价	材质按常见碳钢补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	DN65三通；三通			PIPE-000375	1
扳手	25	3	TOOL-000131	内六角扳手套装	内六角扳手套装 1.5-10mm 9件套 世达	规格范围：1.5-10mm；件数：9件	工具量具	扳手	扳手	套	60.00	CNY	按世达品牌内六角扳手套装市场价估价，单价对应单位=套	件数按常见9件套补齐	世达六角扳手；内六角扳手套装；1.5-10世达内六角扳手	世达		TOOL-000131	1
扳手	25	3	TOOL-000297	活动扳手	活动扳手 10寸 世达	规格：10寸；材质：铬钒钢	工具量具	扳手	扳手	把	30.00	CNY	按世达品牌活动扳手市场价估价，单价对应单位=把	材质按常见铬钒钢补齐	世达活动扳手10寸；活动扳手	世达		TOOL-000297	1
扳手	25	3	TOOL-000310	三叉套筒扳手	三叉套筒扳手 14-17-19	规格/口径：14-17-19	工具量具	扳手	扳手	把	30.00	CNY	按把估价	无需补齐	三叉套筒扳手14-17-19；三叉套筒扳手			TOOL-000310	1
电工辅材	24	3	CONST-000039	绝缘橡胶板	绝缘橡胶板 3mm	厚度：3mm	电气电料	电工辅材	电工辅材	千克	15.00	CNY	Estimated based on typical price per kg for 3mm insulation rubber sheet.	无需补齐	绝缘橡胶板3mm；绝缘橡胶板			CONST-000039	1
电工辅材	24	3	ELEC-000218	接地桩	接地桩 M16*1m	规格：M16*1m	电气电料	电工辅材	电工辅材	根	30.00	CNY	Estimated based on typical price for grounding rod M16*1m.	无需补齐	接地桩M16*1m；接地桩			ELEC-000218	1
电工辅材	24	3	ELEC-TIE-000002	扎带	扎带 10*500mm	规格：10*500mm；材质：尼龙	电气电料	电工辅材	电工辅材	包	15.00	CNY	Estimated based on typical price per pack for 10*500mm nylon cable ties.	无需补齐	10*500mm扎带；尼龙扎带；10*500mm大包扎带；10*500mm尼龙扎带；尼龙扎带10*500mm			ELEC-TIE-000002	1
卸扣/卡环	23	3	MAT-000047	卸扣	卸扣 8.5T	载荷：8.5T	吊装索具	卸扣/卡环	卸扣/卡环	个	24.00	CNY	按个计价，每个8.5T，24元	无需补齐	8.5T卸扣；卸扣			MAT-000047	1
卸扣/卡环	23	3	MAT-000079	U型卸扣	U型卸扣 10T	额定载荷：10T	吊装索具	卸扣/卡环	卸扣/卡环	个	30.00	CNY	按个计价，每个10T，30元	无需补齐	10吨U型卸扣；U型卸扣			MAT-000079	1
卸扣/卡环	23	3	MAT-000198	卸扣	卸扣 25T	载荷：25T	吊装索具	卸扣/卡环	卸扣/卡环	个	80.00	CNY	按个计价，每个25T，80元	无需补齐	卸扣25T；卸扣			MAT-000198	1
膨胀锚栓	22	3	FAST-000011	膨胀锚栓	膨胀锚栓 M8*60	规格/口径：M8；长度：60mm；表面处理：镀锌	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	0.40	CNY	按单个价，单价对应单位=个	表面处理按常见镀锌补齐	8*60膨胀螺丝；膨胀螺丝；膨胀锚栓			FAST-000011	1
膨胀锚栓	22	3	FAST-000042	膨胀锚栓	膨胀锚栓 M24*150	规格/口径：M24；长度：150mm；表面处理：镀锌	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	3.50	CNY	按单个价，单价对应单位=个	表面处理按常见镀锌补齐	24*150膨胀螺丝；M24*150膨胀螺丝；膨胀螺丝；膨胀锚栓			FAST-000042	1
膨胀锚栓	22	3	FAST-000113	膨胀锚栓	膨胀锚栓 M8*90	规格/口径：M8；长度：90mm；表面处理：镀锌	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	0.50	CNY	按单个价，单价对应单位=个	表面处理按常见镀锌补齐	膨胀螺丝Φ8*90；膨胀螺丝；膨胀锚栓			FAST-000113	1
刷涂耗材	20	2	TOOL-000092	钢丝刷	钢丝刷 250mm	规格/口径：250mm	工具耗材	刷涂耗材	刷涂耗材	把	6.00	CNY	按把估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	钢丝刷；钢刷			TOOL-000092	1
刷涂耗材	20	2	TOOL-000244	毛刷	毛刷 2.5寸 羊毛	规格：2.5寸；材质：羊毛	工具耗材	刷涂耗材	刷涂耗材	把	3.00	CNY	按把估价，羊毛刷	无需补齐	羊毛刷2.5寸；羊毛刷			TOOL-000244	1
气动接头	20	2	PIPE-000204	三通接头	塑料气动三通接头 8mm	口径：8mm；材质：塑料	液压气动	气动接头	气动接头	个	2.50	CNY	按常见塑料气动接头单价估算	补齐材质：塑料；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	8厘气管三通；气管三通接头			PIPE-000204	1
气动接头	20	2	PIPE-000206	三通接头	三通接头 16mm	口径：16mm；类型：快插；材质：铜镀镍；适用气管：PU	液压气动	气动接头	气动接头	个	4.00	CNY	按个估价	补充类型、材质、适用气管常见规格	16厘气管三通；气管三通接头			PIPE-000206	1
润滑防锈	20	2	CHEM-000006	防锈润滑剂	防锈润滑剂 WD-40 500ml/瓶	型号：WD-40；容量：500ml/瓶	化工胶粘涂料	润滑防锈	润滑防锈	瓶	40.00	CNY	按1瓶500ml估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	WD-40500防锈润滑剂；防锈润滑剂	WD-40		CHEM-000006	1
润滑防锈	20	2	CHEM-000058	润滑油	润滑油 D321R 400mL/瓶 摩力克	型号：D321R；容量：400mL/瓶	化工胶粘涂料	润滑防锈	润滑防锈	瓶	80.00	CNY	按1瓶400mL估价	容量按常见规格400mL补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	D321R摩力克润滑油；润滑油	摩力克		CHEM-000058	1
消防管件	19	2	PIPE-000283	消防接头	消防接头 DN100	口径：DN100；材质：铝合金；接口：内扣式；压力：1.6MPa	安全消防	消防管件	消防管件	个	25.00	CNY	按个估价	无需补齐	100连接头；连接头；消防接头			PIPE-000283	1
消防管件	19	2	SAFE-000131	消防水带	消防水带 DN50	口径：DN50；特性：防爆耐磨；压力：1.6MPa；接口：内扣式；材质：橡胶；长度：按米计	安全消防	消防管件	消防管件	米	8.00	CNY	按米估价	补齐压力、材质	防爆耐磨水带DN50；防爆耐磨水带			SAFE-000131	1
水龙头/洁具配件	18	2	MAT-000005	水龙头花洒套装	水龙头花洒套装 不锈钢	材质：不锈钢；接口：G1/2；包含：水龙头+花洒+软管	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	套	120.00	CNY	常见不锈钢花洒套装价	补齐包含内容；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	水龙头花洒；水龙头花洒套装			MAT-000005	1
水龙头/洁具配件	18	2	METAL-000002	洗脸盆	不锈钢洗脸盆 2000mm 加厚	材质：不锈钢；长度：2000mm；特征：加厚	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	台	500.00	CNY	常见2米不锈钢洗脸盆价	长度补单位mm；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	2米加厚不锈钢洗脸盆；洗脸盆			METAL-000002	1
覆盖材料	18	2	MAT-000238	油布	油布 4m*8m 加厚	尺寸：4m*8m；特征：加厚	包装覆盖周转	覆盖材料	覆盖材料	块	80.00	CNY	按每块80元估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	加厚油布4m*8m；油布			MAT-000238	1
覆盖材料	18	2	SAFE-000051	油布	油布 4m*6m 通用型	尺寸：4m*6m；特征：通用	包装覆盖周转	覆盖材料	覆盖材料	平方米	2.00	CNY	按每平方米2元估价，每块48元	尺寸按常见通用油布4m*6m补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	油布			SAFE-000051	1
钳类	18	2	TOOL-000116	尖嘴钳	尖嘴钳 6寸 世达	规格：6寸；材质：铬钒钢；表面：热处理	工具量具	钳类	钳类	把	25.00	CNY	按把估价	补充材质；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	世达尖嘴钳；尖嘴钳；得力尖嘴钳；世达尖嘴钳6寸	世达		TOOL-000116	1
钳类	18	2	TOOL-000202	管钳	管钳 450mm	长度：450mm	工具量具	钳类	钳类	把	30.00	CNY	按常见管钳450mm单价估价	无需补齐	18寸管钳；管钳			TOOL-000202	1
垫圈/垫片	17	2	FAST-000007	平垫圈	平垫圈 M27	规格：M27	紧固件与连接件	垫圈/垫片	垫圈/垫片	个	0.30	CNY	按单个估价，M27平垫圈市场价约0.3元/个	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	M27平垫；平垫片；垫圈			FAST-000007	1
垫圈/垫片	17	2	SPARE-000070	弹簧垫圈	弹簧垫圈 M27	规格/口径：M27	紧固件与连接件	垫圈/垫片	垫圈/垫片	个	0.30	CNY	按单个估价，M27弹簧垫圈市场价约0.3元/个	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	M27弹垫；弹簧垫片；垫圈			SPARE-000070	1
定制板牌件	17	2	METAL-000016	铭牌	铭牌 不锈钢 30*60	材质：不锈钢；尺寸：30*60mm	定制加工件	定制板牌件	定制板牌件	块	12.00	CNY	按每块不锈钢铭牌估价	无需补齐	定做不锈钢名牌30*60；不锈钢名牌			METAL-000016	1
定制板牌件	17	2	METAL-000028	标识牌	标识牌 不锈钢标志 20cm	材质：不锈钢；尺寸：20cm；标识内容类型：标志	定制加工件	定制板牌件	定制板牌件	块	30.00	CNY	按每块不锈钢标志牌估价	无需补齐	定做不锈钢标志牌；不锈钢标志牌			METAL-000028	1
手套	17	2	SAFE-000005	手套	手套 帆布加厚双层	材质：帆布；层数：双层；加厚：是；颜色：原色	劳保防护	手套	手套	双	3.50	CNY	按1双估价	补齐颜色；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	加厚双层帆布手套；帆布手套			SAFE-000005	1
手套	17	2	SAFE-000113	手套	手套 浸胶	材质：胶；工艺：浸胶；长度：35cm	劳保防护	手套	手套	双	5.50	CNY	按1双估价	补齐长度、工艺；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	浸胶手套			SAFE-000113	1
检测仪器（候选新增）	17	2	CHEM-000084	流量计	流量计 DN150 橡胶自动	公称直径：DN150；材质/衬里：橡胶；类型：自动；连接方式：法兰	工具量具	检测仪器（候选新增）	检测仪器（候选新增）	台	1500.00	CNY	按DN150橡胶衬里流量计市场价估价，单价对应单位=台	连接方式按常见法兰补齐；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	DN150橡胶自动流量计；流量计			CHEM-000084	1
检测仪器（候选新增）	17	2	MAT-000141	压力表	压力表 60公斤	量程：60公斤；表盘直径：100mm；接口螺纹：M20×1.5	工具量具	检测仪器（候选新增）	检测仪器（候选新增）	个	30.00	CNY	按普通压力表市场价估价，单价对应单位=个	表盘直径按常见100mm补齐；接口螺纹按常见M20×1.5补齐；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	60公斤压力表；压力表			MAT-000141	1
泵类设备	17	2	SPARE-000099	自吸泵	自吸泵 1.5kW 自动	功率：1.5kW；控制方式：自动；电压：220V；扬程：25m；口径：25mm	施工机具设备	泵类设备	泵类设备	台	1000.00	CNY	按台估价	补充电压、扬程、口径常见规格	1.5千瓦自动自吸泵；自动自吸泵			SPARE-000099	1
泵类设备	17	2	SPARE-000140	增压泵	增压泵 供水	用途：供水；电压：220V；功率：0.75kW；口径：25mm	施工机具设备	泵类设备	泵类设备	台	500.00	CNY	按台估价	补充电压、功率、口径常见规格	供水增压泵			SPARE-000140	1
照明光源	17	2	ELEC-000084	头灯	头灯 充电式 LED	供电方式：充电；光源类型：LED	电气电料	照明光源	照明光源	个	30.00	CNY	Estimated based on typical price for rechargeable LED headlamp.	无需补齐	LED充电头灯			ELEC-000084	1
照明光源	17	2	ELEC-000138	灯泡	灯泡 50W 螺口	功率：50W；接口：螺口	电气电料	照明光源	照明光源	个	15.00	CNY	Estimated based on typical price for 50W screw bulb.	无需补齐	50WLED灯泡；LED灯泡；飞利浦led灯泡50W	飞利浦		ELEC-000138	1
砖板模板	17	2	CONST-000006	建筑模板	建筑模板 2440*1220*30 黑	尺寸：2440*1220 mm；厚度：30 mm；颜色：黑	建筑材料	砖板模板	砖板模板	张	75.00	CNY	按张估价，30mm厚黑面	无需补齐	1.22*2.44*3.0黑模板；黑模板；黑模板3.0厚			CONST-000006	1
砖板模板	17	2	MAT-000216	木方	木方 30*30*3.6m	截面：30*30mm；长度：3.6m；材质：松木	建筑材料	砖板模板	砖板模板	根	8.00	CNY	按根估价，松木	材质按常见松木补齐	方木30*30*3.6m；方木			MAT-000216	1
传动件	16	2	CHEM-000122	平板输送带	平板输送带 1m宽10mm厚 1米长	材质：橡胶；宽度：1m；厚度：10mm；长度：1m	设备备件	传动件	传动件	件	50.00	CNY	按1米长度估价，单价对应单位=件	补充长度1m；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	橡胶平板输送带1m*10mm;橡胶平板输送带			CHEM-000122	1
传动件	16	2	SPARE-000085	传动皮带	传动皮带 BLI1753	型号：BLI1753	设备备件	传动件	传动件	条	50.00	CNY	按条估价，单价对应单位=条	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	Bli1753皮带；传动皮带			SPARE-000085	1
润滑配件	16	2	CHEM-000074	黄油嘴	黄油嘴 直通 M14*1.5	角度：直通；螺纹：M14*1.5	设备备件	润滑配件	润滑配件	个	7.00	CNY	按1个估价	无需补齐	14*1.5黄油嘴；黄油嘴			CHEM-000074	1
润滑配件	16	2	CHEM-000165	黄油嘴	黄油嘴 45度 M6*1.0	角度：45度；螺纹：M6*1.0	设备备件	润滑配件	润滑配件	个	4.00	CNY	按1个估价	无需补齐	黄油嘴45度M6；黄油嘴			CHEM-000165	1
装饰装修材料	16	2	CONST-000010	彩钢瓦	彩钢瓦 1*0.84	规格：1m*0.84m；颜色：蓝色；厚度：0.5mm	建筑材料	装饰装修材料	装饰装修材料	米	20.00	CNY	按米估价，宽度0.84m	颜色按蓝色、厚度按0.5mm补齐	1*0.84彩钢瓦			CONST-000010	1
装饰装修材料	16	2	CONST-000013	人工草皮	人工草皮 3.0 绿色	草高：3.0；颜色：绿色；密度：常用密度	建筑材料	装饰装修材料	装饰装修材料	平方米	22.00	CNY	按平方米估价	密度按常用补齐	3.0绿草皮；人工草皮			CONST-000013	1
套筒	15	2	TOOL-000175	套筒	加长六角套筒 6mm	规格：6mm；特征：加长；类型：六角；连接方头：1/4英寸	工具量具	套筒	套筒	个	5.50	CNY	按个估价	补齐连接方头1/4英寸；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	6加长六角套筒；加长六角套筒			TOOL-000175	1
套筒	15	2	TOOL-000180	套筒	加长六角套筒 14mm	规格：14mm；特征：加长；类型：六角；连接方头：1/4英寸	工具量具	套筒	套筒	个	10.00	CNY	按个估价	补齐连接方头1/4英寸；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	14加长六角套筒；加长六角套筒			TOOL-000180	1
螺母	15	2	FAST-000041	螺母	螺母 M48	规格：M48；材质：碳钢；强度等级：8	紧固件与连接件	螺母	螺母	个	1.00	CNY	按M48碳钢螺母单个市场价估价，单位=个	补齐材质和强度等级为常见推定；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	48螺母；M48螺母			FAST-000041	1
螺母	15	2	METAL-000154	螺母	不锈钢螺母 M5	材质：不锈钢；规格：M5	紧固件与连接件	螺母	螺母	个	0.20	CNY	按不锈钢M5螺母单个市场价估价，单位=个	无需补齐	不锈钢M5螺母；不锈钢螺母			METAL-000154	1
钢管	15	2	CONST-000042	脚手架钢管	脚手架钢管 48*3.5 6m 碳钢	外径：48mm；壁厚：3.5mm；材质：Q235；长度：6m	金属材料	钢管	钢管	根	60.00	CNY	按根计价，每根6米，参考脚手架钢管市场价	材质Q235为常见默认，无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	架子管6m；架子管			CONST-000042	1
钢管	15	2	PIPE-000120	钢管	钢管 32*4.5 碳钢	外径：32mm；壁厚：4.5mm；材质：碳钢	金属材料	钢管	钢管	米	40.00	CNY	按米计价，参考钢管市场价	材质碳钢为默认，无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	32*4.5钢管；钢管			PIPE-000120	1
锤铲撬工具	15	2	TOOL-000110	撬棍	撬棍 120cm-20mm	长度：120cm；直径：20mm；材质：碳钢	工具量具	锤铲撬工具	锤铲撬工具	根	25.00	CNY	按120cm碳钢撬棍单价估价	材质按常见碳钢补齐	120撬杠；撬杠			TOOL-000110	1
锤铲撬工具	15	2	TOOL-000162	手锤	手锤 6磅	重量：6磅	工具量具	锤铲撬工具	锤铲撬工具	把	15.00	CNY	按6磅手锤单价估价	无需补齐	6磅手锤；手锤			TOOL-000162	1
容器周转箱	14	2	MAT-000107	收纳箱	收纳箱 75L	容量：75L	包装覆盖周转	容器周转箱	容器周转箱	个	40.00	CNY	按个估价，75L收纳箱	无需补齐	大塑料箱75；塑料箱			MAT-000107	1
容器周转箱	14	2	TOOL-000070	汽油桶	汽油桶 20L	容量：20L；材质：铁	包装覆盖周转	容器周转箱	容器周转箱	个	50.00	CNY	按个估价，20L铁汽油桶	无需补齐	20L汽油桶；汽油桶			TOOL-000070	1
气体减压附件	14	2	WELD-000043	气体软管	气体软管 氧气 内径8mm 30m	介质：氧气；长度：30m；内径：8mm；压力等级：1.0MPa	焊接切割	气体减压附件	气体减压附件	卷	60.00	CNY	按常见工程采购价估算，单价对应单位=卷	压力等级按常见氧气软管补齐	30米国标红色氧气管；氧气胶管			WELD-000043	1
气体减压附件	14	2	WELD-000059	减压阀	减压阀 氧气	介质：氧气；接口：G5/8	焊接切割	气体减压附件	气体减压附件	只	80.00	CNY	按常见工程采购价估算，单价对应单位=只	接口规格按常见氧气减压阀补齐	氧气减压阀			WELD-000059	1
焊割工具	14	2	WELD-000008	电焊钳	电焊钳 500A	额定电流：500A	焊接切割	焊割工具	焊割工具	把	20.00	CNY	按常见工程采购价估算，单价对应单位=把	无需补齐	500A电焊钳；电焊钳			WELD-000008	1
焊割工具	14	2	WELD-000009	电焊钳	电焊钳 800A	额定电流：800A	焊接切割	焊割工具	焊割工具	把	30.00	CNY	按常见工程采购价估算，单价对应单位=把	无需补齐	800A电焊钳；电焊钳			WELD-000009	1
钢丝绳	14	2	METAL-000095	钢丝绳	钢丝绳 50mm 4m	直径：50mm；长度：4m；结构：6×37+FC；材质：碳钢	吊装索具	钢丝绳	钢丝绳	根	320.00	CNY	按根估价	结构和材质按常见补齐	定做50*4米钢丝绳；钢丝绳			METAL-000095	1
钢丝绳	14	2	METAL-000164	钢丝绳	钢丝绳 镀锌 12mm	表面处理：镀锌；直径：12mm；结构：6×37+FC	吊装索具	钢丝绳	钢丝绳	米	4.50	CNY	按米估价	结构补齐为6×37+FC	镀锌钢丝绳Φ12；镀锌钢丝绳			METAL-000164	1
水泥砂石	13	2	MAT-CEM-000005	沙子	沙子 中砂	砂类型：中砂	建筑材料	水泥砂石	水泥砂石	包	10.00	CNY	按中砂大包单价估价（约10元/包）	无需补齐	中沙；中砂			MAT-CEM-000005	1
