item_code	item_name	sku_name	required_specs	top_group	sub_group	material_family	unit	old_estimated_rate	reviewed_rate	ratio	pct_diff	confidence	old_price_basis	review_price_basis	review_notes
TOOL-000171	游标卡尺	游标卡尺 300mm 得力	量程：300mm；精度：0.01mm；材质：不锈钢	工具量具	测量工具	测量工具	把	60.00	230.00	3.8333	283.33%	medium	按把估价	按把得力 300mm 0.01mm 精度不锈钢游标卡尺采购价估算	是否数显和校准等级不明
TOOL-000270	激光水平仪	激光水平仪 2线 莱赛	线数：2线；精度：±1mm/5m；激光波长：635nm	工具量具	测量工具	测量工具	套	150.00	260.00	1.7333	73.33%	medium	按套估价，含支架	按一套莱赛 2线激光水平仪采购价估算	具体配置和附件未明
PIPE-000219	水带	橡胶水带 50mm 加厚	口径：50mm；材质：橡胶；特征：加厚；工作压力：1.0MPa	管材管件阀门	管材	管材	米	5.00	16.00	3.2000	220.00%	medium	按50mm加厚橡胶水带每米估价	按 50mm 加厚橡胶水带 1.0MPa 每米采购价估算	品牌和耐压等级细节未明
PIPE-000304	水带	高压橡胶水带 65mm 加厚	口径：65mm；材质：橡胶；特征：加厚；压力等级：高压	管材管件阀门	管材	管材	米	6.00	18.00	3.0000	200.00%	medium	按65mm高压橡胶水带每米估价	按每米 65mm 加厚高压橡胶水带采购价估算	材质描述与别名可能对应水带，压力等级未明
PIPE-000475	水带	高压水带 80mm	口径：80mm；压力等级：高压	管材管件阀门	管材	管材	米	8.00	22.00	2.7500	175.00%	medium	按80mm高压水带每米估价	按每米 80mm 高压水带常见工程采购价估算	压力等级和材质层数不明
CHEM-000027	双面胶带	双面胶带 10mm*30m 通用型	宽度：10mm；长度：30m；类型：通用型	化工胶粘涂料	胶粘密封	胶粘密封	卷	10.00	3.50	0.3500	-65.00%	high	按卷计价，每卷10元	按卷 10mm×30m 通用双面胶带常见采购价估算	无
CHEM-000045	胶水	胶水 101 20g	型号：101；容量：20g	化工胶粘涂料	胶粘密封	胶粘密封	瓶	3.00	4.50	1.5000	50.00%	high	按瓶计价，每瓶20g，3元	按单瓶 101 胶水 20g 常见采购价估算	无
CHEM-000082	密封胶	密封胶 管片密封 5kg/桶	用途：管片密封；包装：5kg/桶	化工胶粘涂料	胶粘密封	胶粘密封	桶	80.00	130.00	1.6250	62.50%	low	按桶计价，5kg/桶，80元	按 5kg 管片密封胶单桶工程胶粘剂采购价估算	胶种和性能等级未明
PIPE-000007	三通	PPR三通 25mm	材质：PPR；规格/口径：25mm	管材管件阀门	三通	三通	个	2.00	1.80	0.9000	-10.00%	high	按单个估价	按单个 25mm PPR 热熔三通常见管件价估算	品牌不明，按国产普通品牌
PIPE-000069	三通	UPVC三通 32mm	材质：UPVC；规格/口径：32mm	管材管件阀门	三通	三通	个	3.00	3.00	1.0000	0.00%	high	按单个估价	按单个 32mm UPVC 三通常见给排水管件采购价估算	无
PIPE-000375	三通	碳钢三通 DN65	材质：碳钢；规格/口径：DN65	管材管件阀门	三通	三通	个	30.00	38.00	1.2667	26.67%	medium	按单个估价	按单个 DN65 碳钢三通常规工程采购价估算	连接方式和壁厚不明，按普通焊接管件
TOOL-000131	内六角扳手套装	内六角扳手套装 1.5-10mm 9件套 世达	规格范围：1.5-10mm；件数：9件	工具量具	扳手	扳手	套	60.00	68.00	1.1333	13.33%	high	按世达品牌内六角扳手套装市场价估价，单价对应单位=套	按一套世达 1.5-10mm 9件内六角扳手采购价估算	无
TOOL-000297	活动扳手	活动扳手 10寸 世达	规格：10寸；材质：铬钒钢	工具量具	扳手	扳手	把	30.00	78.00	2.6000	160.00%	high	按世达品牌活动扳手市场价估价，单价对应单位=把	按世达 10寸活动扳手单把采购价估算	无
TOOL-000310	三叉套筒扳手	三叉套筒扳手 14-17-19	规格/口径：14-17-19	工具量具	扳手	扳手	把	30.00	22.00	0.7333	-26.67%	high	按把估价	按单把 14-17-19 三叉套筒扳手采购价估算	无
CONST-000039	绝缘橡胶板	绝缘橡胶板 3mm	厚度：3mm	电气电料	电工辅材	电工辅材	千克	15.00	12.00	0.8000	-20.00%	medium	Estimated based on typical price per kg for 3mm insulation rubber sheet.	按每千克 3mm 绝缘橡胶板常见电工辅材采购价估算	耐压等级未明确
ELEC-000218	接地桩	接地桩 M16*1m	规格：M16*1m	电气电料	电工辅材	电工辅材	根	30.00	26.00	0.8667	-13.33%	medium	Estimated based on typical price for grounding rod M16*1m.	按根 M16×1m 接地桩常见电工辅材采购价估算	材质和镀层不明，按镀锌接地桩
ELEC-TIE-000002	扎带	扎带 10*500mm	规格：10*500mm；材质：尼龙	电气电料	电工辅材	电工辅材	包	15.00	45.00	3.0000	200.00%	medium	Estimated based on typical price per pack for 10*500mm nylon cable ties.	按一包 10*500mm 尼龙扎带常见大包装采购价估算	每包数量未明，按常见 100只装
MAT-000047	卸扣	卸扣 8.5T	载荷：8.5T	吊装索具	卸扣/卡环	卸扣/卡环	个	24.00	68.00	2.8333	183.33%	medium	按个计价，每个8.5T，24元	按 8.5T 卸扣单个吊装索具采购价估算	弓形或直形及标准未明
MAT-000079	U型卸扣	U型卸扣 10T	额定载荷：10T	吊装索具	卸扣/卡环	卸扣/卡环	个	30.00	68.00	2.2667	126.67%	medium	按个计价，每个10T，30元	按单个 10T U型卸扣吊装索具采购价估算	安全等级和品牌未明
MAT-000198	卸扣	卸扣 25T	载荷：25T	吊装索具	卸扣/卡环	卸扣/卡环	个	80.00	260.00	3.2500	225.00%	medium	按个计价，每个25T，80元	按单个 25T 卸扣常见吊装索具采购价估算	品牌和执行标准不明
FAST-000011	膨胀锚栓	膨胀锚栓 M8*60	规格/口径：M8；长度：60mm；表面处理：镀锌	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	0.40	0.45	1.1250	12.50%	high	按单个价，单价对应单位=个	按单个 M8×60 镀锌膨胀锚栓常见采购价估算	无
FAST-000042	膨胀锚栓	膨胀锚栓 M24*150	规格/口径：M24；长度：150mm；表面处理：镀锌	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	3.50	12.00	3.4286	242.86%	medium	按单个价，单价对应单位=个	按单个 M24*150 镀锌膨胀锚栓采购价估算	品牌和锚栓型式未明
FAST-000113	膨胀锚栓	膨胀锚栓 M8*90	规格/口径：M8；长度：90mm；表面处理：镀锌	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	0.50	0.85	1.7000	70.00%	high	按单个价，单价对应单位=个	按单个 M8*90 镀锌膨胀锚栓常见采购价估算	无
TOOL-000092	钢丝刷	钢丝刷 250mm	规格/口径：250mm	工具耗材	刷涂耗材	刷涂耗材	把	6.00	5.00	0.8333	-16.67%	high	按把估价	按单把 250mm 钢丝刷常见耗材价估算	无
TOOL-000244	毛刷	毛刷 2.5寸 羊毛	规格：2.5寸；材质：羊毛	工具耗材	刷涂耗材	刷涂耗材	把	3.00	4.50	1.5000	50.00%	high	按把估价，羊毛刷	按单把 2.5寸羊毛刷普通刷涂耗材采购价估算	无
PIPE-000204	三通接头	塑料气动三通接头 8mm	口径：8mm；材质：塑料	液压气动	气动接头	气动接头	个	2.50	2.50	1.0000	0.00%	high	按常见塑料气动接头单价估算	按单个 8mm 塑料气动快插三通接头采购价估算	品牌不明，按国产普通气动接头
PIPE-000206	三通接头	三通接头 16mm	口径：16mm；类型：快插；材质：铜镀镍；适用气管：PU	液压气动	气动接头	气动接头	个	4.00	12.00	3.0000	200.00%	high	按个估价	按单个 16mm 铜镀镍快插气管三通采购价估算	无
CHEM-000006	防锈润滑剂	防锈润滑剂 WD-40 500ml/瓶	型号：WD-40；容量：500ml/瓶	化工胶粘涂料	润滑防锈	润滑防锈	瓶	40.00	59.00	1.4750	47.50%	high	按1瓶500ml估价	按 WD-40 500ml 防锈润滑剂单瓶采购价估算	无
CHEM-000058	润滑油	润滑油 D321R 400mL/瓶 摩力克	型号：D321R；容量：400mL/瓶	化工胶粘涂料	润滑防锈	润滑防锈	瓶	80.00	380.00	4.7500	375.00%	medium	按1瓶400mL估价	按单瓶摩力克 D321R 400mL 特种润滑剂采购价估算	渠道和批次影响较大
PIPE-000283	消防接头	消防接头 DN100	口径：DN100；材质：铝合金；接口：内扣式；压力：1.6MPa	安全消防	消防管件	消防管件	个	25.00	65.00	2.6000	160.00%	medium	按个估价	按单个 DN100 铝合金内扣式 1.6MPa 消防接头采购价估算	接口制式细节不明
SAFE-000131	消防水带	消防水带 DN50	口径：DN50；特性：防爆耐磨；压力：1.6MPa；接口：内扣式；材质：橡胶；长度：按米计	安全消防	消防管件	消防管件	米	8.00	14.00	1.7500	75.00%	medium	按米估价	按每米 DN50 1.6MPa 防爆耐磨消防水带含内扣式接口口径估算	是否含接口和整盘长度不明，按米均摊价
MAT-000005	水龙头花洒套装	水龙头花洒套装 不锈钢	材质：不锈钢；接口：G1/2；包含：水龙头+花洒+软管	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	套	120.00	120.00	1.0000	0.00%	medium	常见不锈钢花洒套装价	按一套不锈钢水龙头花洒软管组合采购价估算	品牌和花洒配置未明
METAL-000002	洗脸盆	不锈钢洗脸盆 2000mm 加厚	材质：不锈钢；长度：2000mm；特征：加厚	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	台	500.00	2200.00	4.4000	340.00%	low	常见2米不锈钢洗脸盆价	按 2米加厚不锈钢洗脸盆定制成品采购价估算	厚度、槽数和安装附件未明
MAT-000238	油布	油布 4m*8m 加厚	尺寸：4m*8m；特征：加厚	包装覆盖周转	覆盖材料	覆盖材料	块	80.00	168.00	2.1000	110.00%	medium	按每块80元估价	按单块 4m*8m 加厚油布覆盖材料采购价估算	材质和克重未明
SAFE-000051	油布	油布 4m*6m 通用型	尺寸：4m*6m；特征：通用	包装覆盖周转	覆盖材料	覆盖材料	平方米	2.00	6.50	3.2500	225.00%	medium	按每平方米2元估价，每块48元	按每平方米 4m*6m 通用型油布折算采购价估算	材质和克重不明
TOOL-000116	尖嘴钳	尖嘴钳 6寸 世达	规格：6寸；材质：铬钒钢；表面：热处理	工具量具	钳类	钳类	把	25.00	58.00	2.3200	132.00%	high	按把估价	按把世达 6寸铬钒钢尖嘴钳常见采购价估算	无
TOOL-000202	管钳	管钳 450mm	长度：450mm	工具量具	钳类	钳类	把	30.00	65.00	2.1667	116.67%	high	按常见管钳450mm单价估价	按一把 450mm 普通管钳采购价估算	品牌不明，按国产普通品牌
FAST-000007	平垫圈	平垫圈 M27	规格：M27	紧固件与连接件	垫圈/垫片	垫圈/垫片	个	0.30	0.85	2.8333	183.33%	high	按单个估价，M27平垫圈市场价约0.3元/个	按单个 M27 平垫圈常见紧固件采购价估算	无
SPARE-000070	弹簧垫圈	弹簧垫圈 M27	规格/口径：M27	紧固件与连接件	垫圈/垫片	垫圈/垫片	个	0.30	0.90	3.0000	200.00%	high	按单个估价，M27弹簧垫圈市场价约0.3元/个	按单个 M27 弹簧垫圈紧固件散采价估算	材质和表面处理未明
METAL-000016	铭牌	铭牌 不锈钢 30*60	材质：不锈钢；尺寸：30*60mm	定制加工件	定制板牌件	定制板牌件	块	12.00	8.00	0.6667	-33.33%	medium	按每块不锈钢铭牌估价	按单块 30*60mm 不锈钢定制铭牌小批量加工价估算	蚀刻印字工艺和数量不明
METAL-000028	标识牌	标识牌 不锈钢标志 20cm	材质：不锈钢；尺寸：20cm；标识内容类型：标志	定制加工件	定制板牌件	定制板牌件	块	30.00	55.00	1.8333	83.33%	medium	按每块不锈钢标志牌估价	按块 20cm 定做不锈钢标志牌小批量加工价估算	版面内容和工艺不明
SAFE-000005	手套	手套 帆布加厚双层	材质：帆布；层数：双层；加厚：是；颜色：原色	劳保防护	手套	手套	双	3.50	5.50	1.5714	57.14%	high	按1双估价	按一双加厚双层帆布手套劳保采购价估算	无
SAFE-000113	手套	手套 浸胶	材质：胶；工艺：浸胶；长度：35cm	劳保防护	手套	手套	双	5.50	5.50	1.0000	0.00%	high	按1双估价	按 35cm 浸胶劳保手套单双采购价估算	无
CHEM-000084	流量计	流量计 DN150 橡胶自动	公称直径：DN150；材质/衬里：橡胶；类型：自动；连接方式：法兰	工具量具	检测仪器（候选新增）	检测仪器（候选新增）	台	1500.00	3500.00	2.3333	133.33%	low	按DN150橡胶衬里流量计市场价估价，单价对应单位=台	按单台 DN150 橡胶衬里法兰自动流量计采购价估算	仪表类型、输出信号和品牌不明，波动很大
MAT-000141	压力表	压力表 60公斤	量程：60公斤；表盘直径：100mm；接口螺纹：M20×1.5	工具量具	检测仪器（候选新增）	检测仪器（候选新增）	个	30.00	48.00	1.6000	60.00%	high	按普通压力表市场价估价，单价对应单位=个	按单个 100mm 表盘 M20*1.5 60公斤压力表常见采购价估算	无
SPARE-000099	自吸泵	自吸泵 1.5kW 自动	功率：1.5kW；控制方式：自动；电压：220V；扬程：25m；口径：25mm	施工机具设备	泵类设备	泵类设备	台	1000.00	680.00	0.6800	-32.00%	medium	按台估价	按台 1.5kW 220V 自动自吸泵 25m 扬程零星采购价估算	品牌和泵体材质不明，按国产普通自动泵
SPARE-000140	增压泵	增压泵 供水	用途：供水；电压：220V；功率：0.75kW；口径：25mm	施工机具设备	泵类设备	泵类设备	台	500.00	680.00	1.3600	36.00%	medium	按台估价	按一台 220V 0.75kW DN25 供水增压泵采购价估算	品牌和扬程流量未明
ELEC-000084	头灯	头灯 充电式 LED	供电方式：充电；光源类型：LED	电气电料	照明光源	照明光源	个	30.00	45.00	1.5000	50.00%	medium	Estimated based on typical price for rechargeable LED headlamp.	按充电式 LED 头灯普通劳保照明采购价估算	亮度和电池容量未明
ELEC-000138	灯泡	灯泡 50W 螺口	功率：50W；接口：螺口	电气电料	照明光源	照明光源	个	15.00	49.00	3.2667	226.67%	high	Estimated based on typical price for 50W screw bulb.	按单个飞利浦 50W 螺口 LED 灯泡采购价估算	无
CONST-000006	建筑模板	建筑模板 2440*1220*30 黑	尺寸：2440*1220 mm；厚度：30 mm；颜色：黑	建筑材料	砖板模板	砖板模板	张	75.00	220.00	2.9333	193.33%	medium	按张估价，30mm厚黑面	按单张 2440*1220*30mm 黑色建筑模板常见采购价估算	材质层数和覆膜质量不明
MAT-000216	木方	木方 30*30*3.6m	截面：30*30mm；长度：3.6m；材质：松木	建筑材料	砖板模板	砖板模板	根	8.00	9.50	1.1875	18.75%	high	按根估价，松木	按根 30×30×3.6m 松木方常见建材采购价估算	地区木材价格有波动
CHEM-000122	平板输送带	平板输送带 1m宽10mm厚 1米长	材质：橡胶；宽度：1m；厚度：10mm；长度：1m	设备备件	传动件	传动件	件	50.00	260.00	5.2000	420.00%	medium	按1米长度估价，单价对应单位=件	按 1m宽 10mm厚 1米长橡胶平板输送带采购价估算	材质等级和层数未明
SPARE-000085	传动皮带	传动皮带 BLI1753	型号：BLI1753	设备备件	传动件	传动件	条	50.00	38.00	0.7600	-24.00%	medium	按条估价，单价对应单位=条	按 BLI1753 传动皮带普通工业皮带采购价估算	品牌和截面标准未明
CHEM-000074	黄油嘴	黄油嘴 直通 M14*1.5	角度：直通；螺纹：M14*1.5	设备备件	润滑配件	润滑配件	个	7.00	1.20	0.1714	-82.86%	high	按1个估价	按单个直通 M14*1.5 黄油嘴润滑配件采购价估算	无
CHEM-000165	黄油嘴	黄油嘴 45度 M6*1.0	角度：45度；螺纹：M6*1.0	设备备件	润滑配件	润滑配件	个	4.00	0.60	0.1500	-85.00%	high	按1个估价	按单个 45度 M6*1.0 黄油嘴常见小五金采购价估算	无
CONST-000010	彩钢瓦	彩钢瓦 1*0.84	规格：1m*0.84m；颜色：蓝色；厚度：0.5mm	建筑材料	装饰装修材料	装饰装修材料	米	20.00	25.00	1.2500	25.00%	medium	按米估价，宽度0.84m	按每米 0.5mm 蓝色 1m×0.84m 彩钢瓦采购价估算	板型和镀层不明
CONST-000013	人工草皮	人工草皮 3.0 绿色	草高：3.0；颜色：绿色；密度：常用密度	建筑材料	装饰装修材料	装饰装修材料	平方米	22.00	28.00	1.2727	27.27%	medium	按平方米估价	按每平方米 3.0绿色人工草皮普通采购价估算	草高 3.0 口径不完全明确
TOOL-000175	套筒	加长六角套筒 6mm	规格：6mm；特征：加长；类型：六角；连接方头：1/4英寸	工具量具	套筒	套筒	个	5.50	12.00	2.1818	118.18%	high	按个估价	按 1/4英寸 6mm 加长六角套筒单个采购价估算	无
TOOL-000180	套筒	加长六角套筒 14mm	规格：14mm；特征：加长；类型：六角；连接方头：1/4英寸	工具量具	套筒	套筒	个	10.00	12.00	1.2000	20.00%	high	按个估价	按单个 14mm 1/4英寸加长六角套筒采购价估算	品牌不明，按普通铬钒钢工具
FAST-000041	螺母	螺母 M48	规格：M48；材质：碳钢；强度等级：8	紧固件与连接件	螺母	螺母	个	1.00	26.00	26.0000	2500.00%	medium	按M48碳钢螺母单个市场价估价，单位=个	按单个 M48 8级碳钢螺母常见紧固件采购价估算	表面处理未明确
METAL-000154	螺母	不锈钢螺母 M5	材质：不锈钢；规格：M5	紧固件与连接件	螺母	螺母	个	0.20	0.10	0.5000	-50.00%	high	按不锈钢M5螺母单个市场价估价，单位=个	按单个 M5 不锈钢螺母散件采购价估算	无
CONST-000042	脚手架钢管	脚手架钢管 48*3.5 6m 碳钢	外径：48mm；壁厚：3.5mm；材质：Q235；长度：6m	金属材料	钢管	钢管	根	60.00	135.00	2.2500	125.00%	medium	按根计价，每根6米，参考脚手架钢管市场价	按单根 48*3.5mm 6m Q235 脚手架钢管采购价估算	按新管普通工程采购口径
PIPE-000120	钢管	钢管 32*4.5 碳钢	外径：32mm；壁厚：4.5mm；材质：碳钢	金属材料	钢管	钢管	米	40.00	22.00	0.5500	-45.00%	high	按米计价，参考钢管市场价	按 32*4.5 碳钢无缝钢管每米采购价估算	无
TOOL-000110	撬棍	撬棍 120cm-20mm	长度：120cm；直径：20mm；材质：碳钢	工具量具	锤铲撬工具	锤铲撬工具	根	25.00	48.00	1.9200	92.00%	high	按120cm碳钢撬棍单价估价	按单根 120cm 20mm 碳钢撬棍采购价估算	无
TOOL-000162	手锤	手锤 6磅	重量：6磅	工具量具	锤铲撬工具	锤铲撬工具	把	15.00	48.00	3.2000	220.00%	high	按6磅手锤单价估价	按单把 6磅手锤常见工具采购价估算	无
MAT-000107	收纳箱	收纳箱 75L	容量：75L	包装覆盖周转	容器周转箱	容器周转箱	个	40.00	68.00	1.7000	70.00%	medium	按个估价，75L收纳箱	按单个 75L 塑料收纳箱常见采购价估算	品牌和是否带轮不明
TOOL-000070	汽油桶	汽油桶 20L	容量：20L；材质：铁	包装覆盖周转	容器周转箱	容器周转箱	个	50.00	60.00	1.2000	20.00%	high	按个估价，20L铁汽油桶	按单个 20L 铁质汽油桶常见采购价估算	无
WELD-000043	气体软管	气体软管 氧气 内径8mm 30m	介质：氧气；长度：30m；内径：8mm；压力等级：1.0MPa	焊接切割	气体减压附件	气体减压附件	卷	60.00	120.00	2.0000	100.00%	medium	按常见工程采购价估算，单价对应单位=卷	按内径8mm 30米氧气胶管整卷采购价估算	品牌不明，按国标普通氧气管
WELD-000059	减压阀	减压阀 氧气	介质：氧气；接口：G5/8	焊接切割	气体减压附件	气体减压附件	只	80.00	85.00	1.0625	6.25%	high	按常见工程采购价估算，单价对应单位=只	按单只氧气 G5/8 减压阀焊割附件采购价估算	品牌不明，按普通双表款
WELD-000008	电焊钳	电焊钳 500A	额定电流：500A	焊接切割	焊割工具	焊割工具	把	20.00	26.00	1.3000	30.00%	high	按常见工程采购价估算，单价对应单位=把	按单把 500A 电焊钳普通焊割工具采购价估算	无
WELD-000009	电焊钳	电焊钳 800A	额定电流：800A	焊接切割	焊割工具	焊割工具	把	30.00	35.00	1.1667	16.67%	high	按常见工程采购价估算，单价对应单位=把	按把 800A 电焊钳常见焊接工具采购价估算	无
METAL-000095	钢丝绳	钢丝绳 50mm 4m	直径：50mm；长度：4m；结构：6×37+FC；材质：碳钢	吊装索具	钢丝绳	钢丝绳	根	320.00	880.00	2.7500	175.00%	low	按根估价	按单根 50mm*4m 6×37+FC 定做钢丝绳采购价估算	是否含编插压套和吊装认证未明
METAL-000164	钢丝绳	钢丝绳 镀锌 12mm	表面处理：镀锌；直径：12mm；结构：6×37+FC	吊装索具	钢丝绳	钢丝绳	米	4.50	7.50	1.6667	66.67%	high	按米估价	按 12mm 镀锌 6×37+FC 钢丝绳每米采购价估算	无
MAT-CEM-000005	沙子	沙子 中砂	砂类型：中砂	建筑材料	水泥砂石	水泥砂石	包	10.00	12.00	1.2000	20.00%	medium	按中砂大包单价估价（约10元/包）	按单包中砂建筑材料零采价估算	包装重量未明，按常见小包砂
MAT-CEM-000008	水泥	水泥 42.5 袋装 50kg	强度等级：42.5；包装：袋装；包装重量：50kg	建筑材料	水泥砂石	水泥砂石	包	20.00	32.00	1.6000	60.00%	medium	按42.5袋装水泥50kg/包单价估价	按单包 50kg 袋装 42.5 水泥零星采购价估算	区域和水泥品牌会影响价格
MAT-000127	注浆枪头	注浆枪头 M14*1.5	接口：M14*1.5	设备备件	泵类配件	泵类配件	个	30.00	8.00	0.2667	-73.33%	medium	按个估价，单价对应单位=个	按单个 M14×1.5 注浆枪头或聚氨酯枪头采购价估算	材质和配套枪型不明
SPARE-000136	泥浆泵活塞	泥浆泵活塞 BW-250	适配型号：BW-250	设备备件	泵类配件	泵类配件	只	120.00	120.00	1.0000	0.00%	medium	按只估价，单价对应单位=只	按单只 BW-250 泥浆泵活塞配件采购价估算	配套厂家和材质未明
WELD-000007	碳棒	碳棒 6mm×355mm	直径：6mm；长度：355mm	焊接切割	焊材	焊材	支	0.50	2.50	5.0000	400.00%	high	按单支估价	按 6mm×355mm 碳弧气刨碳棒单支采购价估算	无
WELD-000056	焊条	不锈钢焊条 2.5mm	材质：不锈钢；直径：2.5mm	焊接切割	焊材	焊材	千克	35.00	35.00	1.0000	0.00%	medium	按千克估价	按每千克 2.5mm 不锈钢焊条采购价估算	焊条牌号未明，按常用不锈钢焊材
SAFE-000004	焊工眼镜	焊工眼镜 遮光11# 墨绿色	遮光等级：11#；镜片颜色：墨绿色；镜框：黑色	劳保防护	眼面防护	眼面防护	副	12.00	8.00	0.6667	-33.33%	high	按1副估价	按单副 11号遮光墨绿色焊工眼镜劳保采购价估算	无
SAFE-000095	防护眼镜	防护眼镜 多功能护目	类型：多功能护目；镜片：透明；镜框：黑色	劳保防护	眼面防护	眼面防护	副	12.00	12.00	1.0000	0.00%	high	按1副估价	按副透明多功能防护眼镜常见劳保采购价估算	无
SAFE-000023	路锥	路锥 1米	高度：1米；材质：橡胶	安全消防	安全警示	安全警示	个	25.00	60.00	2.4000	140.00%	high	按个估价	按单个 1米橡胶路锥采购价估算	无
SAFE-000065	反光警示带	反光警示带 10cm×50m 黄黑	宽度：10cm；长度：50m；颜色：黄黑；材质：PVC反光膜	安全消防	安全警示	安全警示	卷	15.00	38.00	2.5333	153.33%	high	按卷估价	按 10cm×50m 黄黑 PVC 反光警示带单卷采购价估算	无
ADMIN-000008	垃圾袋	垃圾袋 120*140cm 厚	尺寸：120*140cm；厚度：厚	清洁办公后勤	清洁用品	清洁用品	个	1.20	1.50	1.2500	25.00%	high	按个计价	按单个 120*140cm 厚款大垃圾袋采购价估算	按批量后勤耗材口径
SAFE-000019	棉签	棉签 10cm 双头	规格/口径：10cm；头型：双头；包装数量：100支	清洁办公后勤	清洁用品	清洁用品	包	5.00	3.50	0.7000	-30.00%	high	按包计价，每包100支	按单包 10cm 双头 100支棉签普通采购价估算	无
MAT-000145	离心机滤网	离心机滤网 1.4m×0.31m×0.72m	尺寸：1.4米×0.31米×0.72米；材质：不锈钢	定制加工件	设备定制配件	设备定制配件	个	300.00	1650.00	5.5000	450.00%	low	按个估价，不锈钢滤网加工件	按个 1.4m×0.31m×0.72m 不锈钢离心机滤网定制加工价估算	网目、框架结构和材质牌号不明
SPARE-000074	推进泵吸轮	推进泵吸轮 不锈钢	适用设备：推进泵；材质：不锈钢；尺寸：常规	定制加工件	设备定制配件	设备定制配件	套	200.00	1200.00	6.0000	500.00%	low	按套估价，不锈钢吸轮加工件	按一套不锈钢推进泵吸轮定制加工件估算	图纸尺寸和加工精度未明
PIPE-000040	高压油管	高压油管 DN51-4SH	规格/口径：DN51；等级：4SH	液压气动	高压油管/胶管	高压油管/胶管	米	130.00	180.00	1.3846	38.46%	medium	按米估价	按 DN51 4SH 高压液压油管每米采购价估算	接头不含，品牌和压力认证未明
PIPE-000197	高压树脂管	高压树脂管 8mm	规格/口径：8mm；压力等级：10bar	液压气动	高压油管/胶管	高压油管/胶管	米	10.00	5.50	0.5500	-45.00%	high	按米估价	按每米 8mm 10bar 高压树脂管采购价估算	具体材质未明，按普通PU或尼龙管
MAT-000024	吨袋	吨袋 大号	尺寸：1.2m*1.2m*1.5m；载重：2吨	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	个	80.00	58.00	0.7250	-27.50%	medium	按个估价，大号吨袋	按单个 1.2*1.2*1.5m 2吨吨袋常见包装采购价估算	新旧料和吊带结构不明
MAT-000053	编织袋	编织袋 小号	尺寸：40cm*60cm	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	条	0.50	0.45	0.9000	-10.00%	high	按条估价，小号编织袋	按条 40cm×60cm 小号编织袋常见包装袋采购价估算	无
SAFE-000015	五点式安全带	五点式安全带 欧式	款式：欧式；承重：100kg；挂钩：小钩	劳保防护	安全带/安全绳	安全带/安全绳	条	180.00	65.00	0.3611	-63.89%	medium	按1条估价	按一条欧式小钩五点式安全带采购价估算	认证等级和品牌未明
SAFE-000101	安全绳	安全绳 Φ14	直径：Φ14mm；材质：尼龙；长度：100m/卷	劳保防护	安全带/安全绳	安全带/安全绳	米	5.00	3.20	0.6400	-36.00%	high	按1米估价，整卷购买	按 Φ14 尼龙安全绳每米采购价估算	无
SPARE-000091	滤芯	滤芯 06/08-25	型号：06/08-25	设备备件	密封过滤件	密封过滤件	个	30.00	65.00	2.1667	116.67%	low	按个估价，单价对应单位=个	按单个 06/08-25 通用滤芯备件采购价估算	型号信息不足，材质和过滤精度未明
SPARE-000126	O型圈	O型圈 63*5 NBR	内径：63mm；线径：5mm；材质：NBR	设备备件	密封过滤件	密封过滤件	只	3.00	2.00	0.6667	-33.33%	high	按只估价，单价对应单位=只	按单只 63*5 NBR O型圈常见密封件采购价估算	无
WELD-000034	气瓶手推车	气瓶手推车 乙炔 大充气轮	适用气体：乙炔；轮子类型：大充气轮；承重：200kg	施工机具设备	手推搬运设备	手推搬运设备	台	350.00	320.00	0.9143	-8.57%	medium	按台估价	按台乙炔气瓶手推车大充气轮 200kg 承重采购价估算	钢材厚度和轮胎规格不明
WELD-000036	气瓶手推车	气瓶手推车 乙炔 43cm轮胎	适用气体：乙炔；轮子直径：43cm；承重：150kg	施工机具设备	手推搬运设备	手推搬运设备	台	250.00	380.00	1.5200	52.00%	medium	按台估价	按一台乙炔气瓶手推车 43cm轮胎 150kg 采购价估算	车架材质和轮胎配置未明
CHEM-000019	脱漆剂	脱漆剂 1L/瓶	容量：1L/瓶	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	25.00	28.00	1.1200	12.00%	high	按1瓶1L估价	按 1L 高效脱漆剂单瓶采购价估算	无
CHEM-000020	电气清洗剂	电气清洗剂 1KG/瓶	适用对象：电力设备；包装：1KG/瓶	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	30.00	45.00	1.5000	50.00%	medium	按1瓶1KG估价	按单瓶 1kg 电气设备清洗剂采购价估算	溶剂类型和品牌未明
