type_id	attribute_key	display_name	requirement	value_type	unit	enum_values	affects_sku_identity	display_order	description
MT-35708EFB9DFD	installation_mode	安装方式	optional	enum		台上式；台下式	true	3	如台上式
MT-35ADDB4AD040	specification	规格	required	text			true	1	如65*20*1
MT-35ADDB4AD040	material	材质	required	text			true	2	如不锈钢
MT-35B16893CFEE	outer_diameter	外径	required	text	mm		true	1	外径尺寸
MT-35B16893CFEE	bore_diameter	孔径	required	number	mm		true	2	安装孔径
MT-35CD0A39FE33	fit_size	适配尺寸	required	text			true	1	如70寸、通用
MT-3602A5B69E2B	material	材质	optional	text			true	1	如不锈钢
MT-3602A5B69E2B	dimensions	尺寸	optional	text			true	2	如1.2米*0.6米
MT-36088DD38ECC	rated_load	额定载荷	optional	text	T		true	1	如15T。
MT-36088DD38ECC	opening_range	开口范围	optional	text			true	2	如0-20mm、0-25mm。
MT-36F5A07C4343	caliber	口径	required	text			true	1	如DN100
MT-3790922C006B	material	材质	required	text			true	1	如不锈钢
MT-3790922C006B	installation_environment	安装环境	required	text			true	2	如室外
MT-3790922C006B	structure	结构	optional	text			true	3	其他结构特征
MT-3790922C006B	dimension	规格/尺寸	optional	text			true	4	如34*75cm。
MT-3790922C006B	rated_current	额定电流	optional	number	A		true	5	如100A
MT-3790922C006B	rated_power	额定功率	optional	number	W		true	6	吸尘器电机额定功率。
MT-3790922C006B	model	型号	optional	text			true	7	如无则留空
MT-388252DF54DF	resistance	阻值	required	text			true	1	如5K。
MT-388252DF54DF	model	型号	optional	text			true	2	如无则留空
MT-38AB621F1BD4	thickness	厚度	required	text			true	1	如3mm
MT-38AB621F1BD4	feature	特征	optional	text			true	2	如厚
MT-38AB621F1BD4	material	材质	optional	text			true	3	如不锈钢
MT-38AB621F1BD4	dimensions	尺寸	optional	text			true	4	如1.2米*0.6米
MT-38AC8CED851A	interface_type	接口形式	required	text			true	1	两端接口如内丝/外丝/快速接头
MT-38AC8CED851A	waterproof_rating	防水等级	required	text			true	2	
MT-38EA50E40EC6	width_mm	宽度（mm）	required	number	mm		true	1	胶带宽度。
MT-38EA50E40EC6	length_mm	长度(mm)	required	number	mm		true	2	
MT-38EA50E40EC6	material	材质	optional	text			true	3	如不锈钢
MT-38EA50E40EC6	packaging_quantity	包装数量	optional	number	只/包		true	4	整包销售时的包装数量
MT-3916B171DAD6	dimensions	尺寸	required	text			true	1	如1.2米*0.6米
MT-3916B171DAD6	characteristic	特性	optional	text			true	2	如阻燃
MT-3916B171DAD6	thickness	厚度	optional	text			true	3	如3mm
MT-3916B171DAD6	material	材质	optional	text			true	4	如不锈钢
MT-3925E7EC5DFC	material	材质	optional	text			true	1	如不锈钢
MT-39D61542FD5B	interface	接口	required	text			true	1	如外丝转内丝
MT-39D61542FD5B	rated_voltage_v	额定电压	required	number	V		true	2	如250V。
MT-39D61542FD5B	rated_current_a	额定电流	required	number	A		true	3	如100A。
MT-3A21FD63066A	interface	接口	required	text			true	1	如外丝转内丝
MT-3A8EB2136FA8	applicable_model	适配型号	required	text			true	1	适配泥浆泵型号，如BW-250
MT-3A8EB2136FA8	material	材质	optional	text			true	2	如不锈钢
MT-3ABD6EEC75F8	range	量程	required	text			true	1	如1000A、2000A
MT-3ABD6EEC75F8	accuracy	精度	optional	text			true	2	如±2.5%、±3%
MT-3ABD6EEC75F8	type	类型	optional	text			true	3	如变频
MT-3B3AAD7606BA	width	宽度	optional	number	mm		true	1	如50
MT-3B3AAD7606BA	length	长度	optional	number	m		true	2	如1
MT-3B3AAD7606BA	feature	特征	optional	text			true	3	如厚
MT-3BA251D3B7D0	length	长度	optional	number	m		true	1	如1
MT-3BA251D3B7D0	material	材质	optional	text			true	2	如不锈钢
MT-3BF81E32BAFC	brand	品牌	optional	text			true	1	如海飞丝
MT-3BF81E32BAFC	color	颜色	required	text			true	2	如透明
MT-3BF81E32BAFC	capacity	容量	required	text			true	3	如1.7L
MT-3C4531A8FE86	voltage	电压	required	text			true	1	
MT-3C4531A8FE86	power	匹数	required	text			true	2	如3匹、大1.5匹、1.5匹
MT-3C4531A8FE86	pressure	压力	optional	text			true	3	如高压
MT-3D0E3C5F5114	power_source	供电方式	required	enum		锂电池；交流	true	1	锂电池或交流供电。
MT-3D0E3C5F5114	voltage	电压	required	text			true	2	
MT-3D0E3C5F5114	wheel_diameter_mm	砂轮片直径	required	number	mm		true	3	如100mm。
MT-3D0E3C5F5114	configuration	配置	optional	text			true	4	如套装、含充电器
MT-3D0E3C5F5114	brand	品牌	optional	text			true	5	如海飞丝
MT-3DD3218D47DD	material	材质	required	text			true	1	如不锈钢
MT-3DD3218D47DD	cross_section	截面积	required	text			true	2	如2.5mm²
MT-3DD3218D47DD	length	长度	required	number	m		true	3	如1
MT-3E7CF719F789	model	型号	required	text			true	1	如无则留空
MT-3E7CF719F789	rated_current_a	额定电流	optional	number	A		true	2	如100A。
MT-3EBDBA585441	brand	品牌	optional	text			true	1	如海飞丝
MT-3EBDBA585441	mask_type	面罩类型	optional	enum		半面罩；全面罩	true	2	
MT-3EBDBA585441	material	材质	optional	text			true	3	如不锈钢
MT-3ECB2D050442	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-3ECB2D050442	voltage	电压	required	text			true	2	
MT-3ECB2D050442	flow	流量	optional	text			true	3	
MT-3ECB2D050442	pressure	压力	optional	text			true	4	如高压
MT-3F071E5610CC	material	材质	required	text			true	1	如不锈钢
MT-3F071E5610CC	caliber	口径	required	text			true	2	如DN100
MT-3F071E5610CC	pressure_rating	压力等级	optional	text	MPa		true	3	如1.0MPa、1.6MPa
MT-3F1E291CB75E	strength_grade	强度等级	required	text			true	1	8.8、12.9等
MT-3F1E291CB75E	packaging_type	包装形式	optional	enum		袋装；散装	true	2	袋装或散装
MT-3F1E291CB75E	package_weight_kg	包装重量	optional	number	kg		true	3	如20kg。
MT-3F1E291CB75E	brand	品牌	optional	text			true	4	如海飞丝
MT-3FE894F8D206	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-40E0D6744C7E	capacity	容量	required	text			true	1	如1.7L
MT-40E0D6744C7E	material	材质	optional	text			true	2	如不锈钢
MT-40E3F8410CEE	head_type	头型	required	text			true	1	刀头形状，如一字、十字
MT-40E3F8410CEE	specification	规格	required	text			true	2	如65*20*1
MT-40E3F8410CEE	material	材质	optional	text			true	3	如不锈钢
MT-40E3F8410CEE	type	类型	optional	text			true	4	如变频
MT-40E6FCE10B2E	dimensions	尺寸	optional	text			true	1	如1.2米*0.6米
MT-40E6FCE10B2E	material	材质	optional	text			true	2	如不锈钢
MT-40E6FCE10B2E	custom_note	定制说明	optional	text			true	3	如焊接加工。
MT-40FB771794DF	capacity	容量	optional	text			true	1	如1.7L
MT-40FB771794DF	material	材质	optional	text			true	2	如不锈钢
MT-40FB771794DF	configuration	配置	optional	text			true	3	如套装、含充电器
MT-415657C7C04C	rated_load	额定载荷	optional	text	T		true	1	如15T。
MT-415657C7C04C	chain_length	链条长度	optional	number	m		true	2	如3米、6米。
MT-415657C7C04C	chain_diameter	链条直径	optional	number	mm		true	3	如6mm、8mm。
MT-41A5C8A013A6	capacity	容量	optional	text			true	1	如1.7L
MT-41A5C8A013A6	purpose	用途	optional	text			true	2	如防火涂层检测
MT-41A5C8A013A6	live_cleaning	是否带电清洗	optional	enum		是；否	true	3	
MT-41A91AC401A0	specification	规格	required	text			true	1	如65*20*1
MT-41A91AC401A0	reducing	变径	optional	text			true	2	如36*3/36*2
MT-41A91AC401A0	material	材质	optional	text			true	3	如不锈钢
MT-428791A708F5	width	宽度	optional	number	mm		true	1	如50
MT-428791A708F5	length	长度	optional	number	m		true	2	如1
MT-428791A708F5	color	颜色	optional	text			true	3	如透明
MT-429B83549768	length	长度	required	number	m		true	1	如1
MT-429B83549768	connection_type	连接方式	required	text			true	2	如胶接
MT-42D96A4577C3	nominal_size	公称通径	required	text			true	1	如DN50、DN80
MT-42D96A4577C3	material	材质	optional	text			true	2	如不锈钢
MT-43851D46EB3C	width	宽度	required	number	mm		true	1	如50
MT-43851D46EB3C	length	长度	required	number	m		true	2	如1
MT-43851D46EB3C	material	材质	optional	text			true	3	如不锈钢
MT-4388E06A7B71	specification	规格	required	text			true	1	如65*20*1
MT-43A2FAACE87F	power_source	供电方式	required	enum		锂电池；交流	true	1	锂电池或交流供电。
MT-43A2FAACE87F	voltage	电压	required	text			true	2	
MT-43A2FAACE87F	configuration	配置	optional	text			true	3	如套装、含充电器
MT-43A2FAACE87F	brand	品牌	optional	text			true	4	如海飞丝
MT-444DBD3425B5	standard	标准	required	enum		国标；美式	true	1	国标或美式。
MT-444DBD3425B5	hole_configuration	孔位	required	text			true	2	如5孔。
MT-444DBD3425B5	function	功能	optional	text			true	3	如冷暖
MT-444DBD3425B5	rated_current_a	额定电流	required	number	A		true	4	如100A。
MT-444DBD3425B5	rated_voltage_v	额定电压	required	number	V		true	5	如250V。
MT-448156536DBB	voltage	电压	required	text			true	1	
MT-448156536DBB	light_source	光源	optional	text			true	2	如LED
MT-448156536DBB	type	类型	optional	text			true	3	如变频
MT-44D1CF88C9C9	purpose	用途	optional	text			true	1	如防火涂层检测
MT-44D1CF88C9C9	size	口径	required	text			true	2	如4寸（DN100）
MT-455075B05215	material	材质	optional	text			true	1	如不锈钢
MT-455075B05215	size	口径	required	text			true	2	如4寸（DN100）
MT-455075B05215	load_capacity	承重	optional	text			true	3	
MT-457D7DF9431C	pressure	压力	optional	text			true	1	如高压
MT-457D7DF9431C	flow	流量	optional	text			true	2	
MT-461381BDDA89	material	材质	required	text			true	1	如不锈钢
MT-461381BDDA89	shape	形状	optional	text			true	2	如方凳、圆凳
MT-461381BDDA89	size	口径	optional	text			true	3	如4寸（DN100）
MT-461381BDDA89	feature	特征	optional	text			true	4	如厚
MT-464882904351	size	口径	required	text			true	1	如4寸（DN100）
MT-464882904351	material	材质	optional	text			true	2	如不锈钢
MT-464882904351	weight_class	类型	optional	text			true	3	如重型
MT-46D08AC47729	specification	规格	optional	text			true	1	如65*20*1
MT-46D08AC47729	length	长度	optional	number	m		true	2	如1
MT-46D08AC47729	material	材质	optional	text			true	3	如不锈钢
MT-46E3EA1E3D56	size	口径	optional	text			true	1	如4寸（DN100）
MT-471094B784D5	power_kw	功率	required	number	kW		true	1	如1.1kW。
MT-471094B784D5	structure	结构	optional	text			true	2	其他结构特征
MT-471094B784D5	voltage	电压	optional	text			true	3	
MT-471094B784D5	wheel_diameter_mm	砂轮片直径	optional	number	mm		true	4	如100mm。
MT-476D359DC169	interface_size	接口	required	text			true	1	如G1/2
MT-476D359DC169	material	材质	optional	text			true	2	如不锈钢
MT-476D359DC169	application	用途	optional	text			true	3	给水、排水、线缆保护等；同规格不同用途应区分为不同SKU
MT-48004B85E0F0	size	口径	optional	text			true	1	如4寸（DN100）
MT-48004B85E0F0	package_quantity	包装数量	optional	text			true	2	如1套
MT-48004B85E0F0	packaging_type	包装形式	optional	enum		袋装；散装	true	3	袋装或散装
MT-48207EB01C9C	shape	形状	required	text			true	1	如方凳、圆凳
MT-48207EB01C9C	surface_treatment	表面处理	optional	text			true	2	镀锌等
MT-48207EB01C9C	specification	规格	optional	text			true	3	如65*20*1
MT-490567281559	interface_size	接口	required	text			true	1	如G1/2
MT-497D11A95BDB	package_spec	包装规格	required	text			true	1	如单支、盒装12支
MT-4984424BA111	rated_load	额定载荷	optional	text	T		true	1	如15T。
MT-4984424BA111	fit_type	适配类型	optional	text			true	2	如行车吊钩、通用。
MT-4984424BA111	feature	特征	optional	text			true	3	如厚
MT-49B661D5EB3F	diameter	直径	required	text			true	1	如1.5米
MT-49B661D5EB3F	steel_grade	牌号	required	text			true	2	钢筋牌号，如HRB400、HRB400E
MT-49B661D5EB3F	length	长度	optional	number	m		true	3	如1
MT-49B9AB70099B	capacity	容量	required	text			true	1	如1.7L
MT-49B9AB70099B	material	材质	optional	text			true	2	如不锈钢
MT-49B9AB70099B	has_scale	刻度	optional	boolean			true	3	是否有刻度
MT-4A12024267E1	nominal_diameter	公称直径	required	text			true	1	如DN25、DN50
MT-4A12024267E1	connection_mode	连接方式	optional	text			true	2	如法兰
MT-4A12024267E1	lining_material	材质/衬里	optional	text			true	3	如橡胶
MT-4A12024267E1	type	类型	optional	text			true	4	如变频
MT-4A471D5E06FE	model	型号	required	text			true	1	如无则留空
MT-4A471D5E06FE	material	材质	optional	text			true	2	如不锈钢
MT-4A4F76AB7ED4	material	材质	optional	text			true	1	如不锈钢
MT-4A4F76AB7ED4	application_scenario	适用场景	optional	text			true	2	如办公室门、大门、防盗门、断桥铝门
MT-4B8387D02EE7	material	材质	optional	text			true	1	如不锈钢
MT-4B8387D02EE7	length	长度	optional	number	m		true	2	如1
MT-4B8387D02EE7	width	宽度	optional	number	mm		true	3	如50
MT-4BA64E52D4BF	material	材质	optional	text			true	1	如不锈钢
MT-4BA64E52D4BF	dimensions	尺寸	optional	text			true	2	如1.2米*0.6米
MT-4BA64E52D4BF	processing	加工	optional	text			true	3	如扣压；不据此推断成环。
MT-4BBF47D7ADC2	material	材质	required	text			true	1	如不锈钢
MT-4BBF47D7ADC2	width	宽度	optional	number	mm		true	2	如50
MT-4BD18858B956	size	口径	optional	text			true	1	如4寸（DN100）
MT-4C85673A510F	specification	规格	required	text			true	1	如65*20*1
MT-4C85673A510F	material	材质	required	text			true	2	如不锈钢
MT-4C85673A510F	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-4C85673A510F	drive_type	驱动类型	optional	text			true	4	十字、六角等
MT-4CAB204B1D8F	spec_range	规格范围	required	text			true	1	如8-24mm
MT-4CAB204B1D8F	material	材质	optional	text			true	2	如不锈钢
MT-4CAB204B1D8F	brand	品牌	optional	text			true	3	如海飞丝
MT-4CDABCA53509	model	型号	optional	text			true	1	如无则留空
MT-4CDABCA53509	length_type	长度	optional	text			true	2	如标准、长款。
MT-4CDABCA53509	material	材质	optional	text			true	3	如不锈钢
MT-4CF6625D5C80	spec	规格	optional	text			true	1	如通用
MT-4CF6625D5C80	applicable_pipe_diameter	适用管径	optional	text			true	2	可剪切管径范围，如≤42mm
MT-4CF6625D5C80	material	材质	optional	text			true	3	如不锈钢
MT-4D69FA0E3D9A	diameter	直径	required	text			true	1	如1.5米
MT-4D69FA0E3D9A	length	长度	required	number	m		true	2	如1
MT-4D69FA0E3D9A	material	材质	required	text			true	3	如不锈钢
MT-4D69FA0E3D9A	brand	品牌	optional	text			true	4	如海飞丝
MT-4D8AF802D2DB	shaft_height	筒高	optional	text			true	1	
MT-4D8AF802D2DB	size	口径	required	text			true	2	如4寸（DN100）
MT-4D8AF802D2DB	material	材质	optional	text			true	3	如不锈钢
MT-4D8AF802D2DB	feature	特征	optional	text			true	4	如厚
MT-4DC59336FAF6	purity	纯度	optional	text			true	1	
MT-4DC59336FAF6	form	形式	optional	text			true	2	如堵头、管帽
MT-4E060FB18F29	material	材质	optional	text			true	1	如不锈钢
MT-4E060FB18F29	wire_diameter_mm	线径(mm)	required	number	mm		true	2	
MT-4E060FB18F29	length_mm	长度(mm)	required	number	mm		true	3	
MT-4EA454719D3D	structure	结构	required	text			true	1	其他结构特征
MT-4EA454719D3D	waterproof_rating	防水等级	optional	text			true	2	
MT-4EBD74764273	size_spec	规格/口径	required	text			true	1	如14-17-19
MT-4EBD74764273	material	材质	optional	text			true	2	如不锈钢
MT-4EBD74764273	brand	品牌	optional	text			true	3	如海飞丝
MT-4ECDC4BBE3A7	application	用途	optional	text			true	1	给水、排水、线缆保护等；同规格不同用途应区分为不同SKU
MT-4ECDC4BBE3A7	coverage_area	适用面积	optional	text			true	2	如100-200㎡
MT-4F3CD78FEF36	material_type	材质	required	text			true	1	如铸铁
MT-4F3CD78FEF36	diameter	直径	required	text			true	2	如1.5米
MT-4F3CD78FEF36	length	长度	required	number	m		true	3	如1
MT-4F7924C8DD76	width	宽度	required	number	mm		true	1	如50
MT-4F7924C8DD76	length	长度	required	number	m		true	2	如1
MT-4F7924C8DD76	color	颜色	optional	text			true	3	如透明
MT-4F7F2ED2A09E	nominal_diameter	公称直径	required	text			true	1	如DN25、DN50
MT-4F7F2ED2A09E	material	材质	optional	text			true	2	如不锈钢
MT-4F7F2ED2A09E	pressure_grade	压力等级	optional	text			true	3	如1.0MPa、1.6MPa
MT-4F7F2ED2A09E	feature	特征	optional	text			true	4	如厚
MT-4F811188E2CE	characteristic	特性	optional	text			true	1	如阻燃
MT-4F811188E2CE	width_mm	宽度（mm）	required	number	mm		true	2	胶带宽度。
MT-4F811188E2CE	length_m	长度（米）	required	number	m		true	3	如1.2米。
MT-4FDE0862D5F4	purpose	用途	required	text			true	1	如防火涂层检测
MT-4FDE0862D5F4	range	量程	optional	text			true	2	如1000A、2000A
MT-4FDE0862D5F4	accuracy	精度	optional	text			true	3	如±2.5%、±3%
MT-50D5A70D047A	model	型号	optional	text			true	1	如无则留空
MT-50D5A70D047A	interface_size	接口	optional	text			true	2	如G1/2
MT-50D5A70D047A	applicable_equipment	适用设备	optional	text			true	3	适用设备或工况
MT-50D5A70D047A	size_dimensions	尺寸	optional	text			true	4	外形尺寸，如Φ160*505
MT-520816EFED8D	thread_spec	螺纹规格	required	text			true	1	如M32*2
MT-520816EFED8D	material	材质	optional	text			true	2	如不锈钢
MT-529D79A10976	material	材质	optional	text			true	1	如不锈钢
MT-529D79A10976	mount_type	安装方式	optional	text			true	2	如挂壁
MT-52C93398FF40	material	材质	required	text			true	1	如不锈钢
MT-52C93398FF40	nominal_diameter	公称直径	required	text			true	2	如DN25、DN50
MT-52C93398FF40	pressure_grade	压力等级	optional	text			true	3	如1.0MPa、1.6MPa
MT-52C93398FF40	application	用途	required	text			true	4	给水、排水、线缆保护等；同规格不同用途应区分为不同SKU
MT-52C93398FF40	feature	特征	optional	text			true	5	如厚
MT-52DCD9EA3D18	spec_range	规格范围	required	text			true	1	如8-24mm
MT-52DCD9EA3D18	piece_count	件数	required	text			true	2	如9件
MT-52DCD9EA3D18	brand	品牌	optional	text			true	3	如海飞丝
MT-52E9A8C12AC5	cross_section	截面积	required	text			true	1	如2.5mm²
MT-52E9A8C12AC5	color	颜色	optional	text			true	2	如透明
MT-533BD564EE08	capacity	容量	required	text			true	1	如1.7L
MT-5378004E11ED	pipe_diameter	管径	required	number	mm		true	1	如8mm。
MT-5378004E11ED	purpose	用途	optional	text			true	2	如防火涂层检测
MT-5378004E11ED	connection	连接	optional	text			true	3	如内外牙
MT-5378004E11ED	material	材质	optional	text			true	4	如不锈钢
MT-538F15C36CA2	specification	规格	required	text			true	1	如65*20*1
MT-538F15C36CA2	material	材质	optional	text			true	2	如不锈钢
MT-53D944731A77	material	材质	required	text			true	1	如不锈钢
MT-53D944731A77	size	口径	required	text			true	2	如4寸（DN100）
MT-53D944731A77	connection_type	连接方式	optional	text			true	3	如胶接
MT-541E77D80CBC	strength_grade	强度等级	required	text			true	1	8.8、12.9等
MT-541E77D80CBC	packaging_type	包装形式	optional	enum		袋装；散装	true	2	袋装或散装
MT-541E77D80CBC	package_weight_kg	包装重量	optional	number	kg		true	3	如20kg。
MT-5495E7F53626	brand	品牌	optional	text			true	1	如海飞丝
MT-5495E7F53626	model	型号	optional	text			true	2	如无则留空
MT-5495E7F53626	frequency_range	频率	optional	text			true	3	
MT-54E76A58AED6	width	宽度	optional	number	mm		true	1	如50
MT-54E76A58AED6	thickness	厚度	optional	text			true	2	如3mm
MT-54F0098B9EB5	specification	规格	required	text			true	1	如65*20*1
MT-54F0098B9EB5	material	材质	required	text			true	2	如不锈钢
MT-54F0098B9EB5	strength_grade	强度等级	required	text			true	3	8.8、12.9等
MT-54F0098B9EB5	surface_treatment	表面处理	optional	text			true	4	镀锌等
MT-54F0098B9EB5	thread_form	螺纹形式	optional	text			true	5	全牙/半牙等
MT-551F0DB8A5F1	load_capacity	承重	optional	text			true	1	
MT-551F0DB8A5F1	bucket_size	斗体尺寸	optional	text			true	2	
MT-551F0DB8A5F1	wheel_type	轮子类型	optional	text			true	3	
MT-558C48CF98CF	piece_count	件数	required	text			true	1	如9件
MT-558C48CF98CF	size_range	规格范围	required	text	mm		true	2	如8-24mm。
MT-558C48CF98CF	material	材质	optional	text			true	3	如不锈钢
MT-5609B4074F35	size	口径	optional	text			true	1	如4寸（DN100）
MT-5609B4074F35	package_quantity	包装数量	optional	text			true	2	如1套
MT-5665A4B7B843	cross_section	截面积	optional	text			true	1	如2.5mm²
MT-5665A4B7B843	material	材质	optional	text			true	2	如不锈钢
MT-5665A4B7B843	pricing_unit	计价单位	optional	text			false	3	如按米。
MT-566BCD48A53F	specification	规格	required	text			true	1	如65*20*1
MT-566BCD48A53F	material	材质	required	text			true	2	如不锈钢
MT-566BCD48A53F	strength_grade	强度等级	required	text			true	3	8.8、12.9等
MT-566BCD48A53F	surface_treatment	表面处理	optional	text			true	4	镀锌等
MT-569BE9838500	input_voltage_v	输入电压	required	number	V		true	1	变压USB插座的输入电压，如220V。
MT-569BE9838500	output_voltage_v	输出电压	required	number	V		true	2	变压USB插座的输出电压，如36V。
MT-569BE9838500	output_current_a	输出电流	optional	number	A		true	3	如1A。
MT-569BE9838500	output_power_w	输出功率	optional	number	W		true	4	如400W。
MT-569BE9838500	installation_form	安装形态	optional	enum		柜内安装；端子接线；导轨安装	true	5	开关电源通常为柜内/端子接线安装。
MT-56BF399707FC	shielding_type	屏蔽类型	required	text			true	1	
MT-56BF399707FC	cat_level	Cat等级	required	text			true	2	
MT-56C0F98F8191	spec	规格	optional	text			true	1	如通用
MT-577B97F325BD	caliber	口径	required	text			true	1	如DN100
MT-577B97F325BD	drive_mode	驱动方式	required	enum		电动	true	2	现有证据仅电动；如后续出现其他驱动方式再扩展。
MT-577B97F325BD	cable_length	线长	optional	text			true	3	
MT-577B97F325BD	voltage	电压	optional	text			true	4	
MT-582B7CE5942A	compatible_system	配套体系	required	text			true	1	如地坪漆。
MT-582B7CE5942A	package_capacity	包装容量	optional	text			true	2	如20kg/桶。
MT-587A31130FB0	capacity	容量	optional	text			true	1	如1.7L
MT-589596B471F0	material	材质	required	text			true	1	如不锈钢
MT-589596B471F0	nominal_size	公称通径	required	text			true	2	如DN50、DN80
MT-58E4C2C11EDE	length	长度	required	number	m		true	1	如1
MT-58E4C2C11EDE	material	材质	optional	text			true	2	如不锈钢
MT-5904A7482737	width	宽度	required	number	mm		true	1	如50
MT-5904A7482737	color	颜色	optional	text			true	2	如透明
MT-5913CF437050	end_spec	两端口径	required	text			true	1	
MT-5913CF437050	connection_method	接口/连接方式	required	text			true	2	
MT-598D55A039B9	color	颜色	optional	text			true	1	如透明
MT-598D55A039B9	package_quantity	包装数量	optional	text			true	2	如1套
MT-598D55A039B9	size	口径	optional	text			true	3	如4寸（DN100）
MT-5A646D4AC420	rated_load	额定载荷	optional	text	T		true	1	如15T。
MT-5A646D4AC420	motor_power	电机功率	optional	text			true	2	如1.5kW。
MT-5A646D4AC420	rope_diameter	钢丝绳直径	optional	number	mm		true	3	如8mm。
MT-5AA1B3DFCEBB	material	材质	optional	text			true	1	如不锈钢
MT-5AA1B3DFCEBB	pipe_diameter_mm	适配管径(mm)	required	number	mm		true	2	
MT-5AC099BAC54D	height	高度	optional	number	mm		true	1	如100
MT-5AC099BAC54D	material	材质	optional	text			true	2	如不锈钢
MT-5B286FCE2E91	hole_configuration	孔位	required	text			true	1	如5孔。
MT-5B286FCE2E91	rated_current_a	额定电流	required	number	A		true	2	如100A。
MT-5B286FCE2E91	rated_voltage_v	额定电压	required	number	V		true	3	如250V。
MT-5B286FCE2E91	application	用途	optional	text			true	4	给水、排水、线缆保护等；同规格不同用途应区分为不同SKU
MT-5B286FCE2E91	usb_output_a	USB输出电流	optional	number	A		true	5	如2.1A。
MT-5B286FCE2E91	input_voltage_v	输入电压	optional	number	V		true	6	变压USB插座的输入电压，如220V。
MT-5B286FCE2E91	output_voltage_v	输出电压	optional	number	V		true	7	变压USB插座的输出电压，如36V。
MT-5B286FCE2E91	brand	品牌	optional	text			true	8	如海飞丝
MT-5C0376DF5B15	upper_height	帮高	optional	text			true	1	
MT-5C0376DF5B15	size	口径	required	text			true	2	如4寸（DN100）
MT-5C0376DF5B15	protection_level	防护等级	optional	text			true	3	
MT-5C4C39907424	material	材质	required	text			true	1	如不锈钢
MT-5C4C39907424	size	口径	optional	text			true	2	如4寸（DN100）
MT-5C5636472E9D	material	材质	optional	text			true	1	如不锈钢
MT-5C5636472E9D	dimensions	尺寸	optional	text			true	2	如1.2米*0.6米
MT-5D07E28B07CA	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-5D07E28B07CA	voltage	电压	required	text			true	2	
MT-5D07E28B07CA	outlet_size	口径	optional	text			true	3	
MT-5D07E28B07CA	application	用途	optional	text			true	4	给水、排水、线缆保护等；同规格不同用途应区分为不同SKU
MT-5D0C4AAC2695	ratio	变比	required	text			true	1	如600/5A
MT-5D0C4AAC2695	panel_size	表盘尺寸	optional	text			true	2	如48mm×48mm
MT-5D0C4AAC2695	model	型号	optional	text			true	3	如无则留空
MT-5E0856208ABB	standard	标准	required	enum		国标；美式	true	1	国标或美式。
MT-5E0856208ABB	thread_angle	牙型角	optional	text			true	2	牙型角，如60度
MT-5E0856208ABB	range	量程	optional	text			true	3	如1000A、2000A
MT-5E0BEBC918C1	material	材质	optional	text			true	1	如不锈钢
MT-5E0BEBC918C1	dimensions	尺寸	optional	text			true	2	如1.2米*0.6米
MT-5E0BEBC918C1	rated_load	额定载荷	optional	text	T		true	3	如15T。
MT-5EDDDBB412E4	specification	规格	required	text			true	1	如65*20*1
MT-5EDDDBB412E4	model	型号	optional	text			true	2	如无则留空
MT-5EDDDBB412E4	type	类型	optional	text			true	3	如变频
MT-5F070519C060	size	口径	optional	text			true	1	如4寸（DN100）
MT-5F070519C060	material	材质	optional	text			true	2	如不锈钢
MT-5F703D944B93	material	材质	required	text			true	1	如不锈钢
MT-5F703D944B93	connection_type	连接方式	optional	text			true	2	如胶接
MT-5F703D944B93	size	口径	required	text			true	3	如4寸（DN100）
MT-5F703D944B93	length	长度	optional	number	m		true	4	如1
MT-5F703D944B93	structure	结构	optional	text			true	5	其他结构特征
MT-5FDDB6494DEB	size	口径	required	text			true	1	如4寸（DN100）
MT-5FDDB6494DEB	bristle_material	刷毛材质	optional	text			true	2	如羊毛
MT-600047A1D5F7	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-600047A1D5F7	rated_voltage	额定电压	optional	text			true	2	额定电压范围，如100-500V
MT-600047A1D5F7	light_source	光源	optional	text			true	3	如LED
MT-600F50C070B4	material	材质	optional	text			true	1	如不锈钢
MT-600F50C070B4	specification	规格	optional	text			true	2	如65*20*1
MT-600F50C070B4	length	长度	optional	number	m		true	3	如1
MT-6013E46FD6C0	diameter	直径	required	text			true	1	如1.5米
MT-6013E46FD6C0	length	长度	required	number	m		true	2	如1
MT-6013E46FD6C0	material	材质	optional	text			true	3	如不锈钢
MT-6013E46FD6C0	brand	品牌	optional	text			true	4	如海飞丝
MT-604A29470741	size	口径	optional	text			true	1	如4寸（DN100）
MT-604A29470741	feature	特征	optional	text			true	2	如厚
MT-604A29470741	has_lid	是否带盖	optional	enum		是；否	true	3	
MT-604A29470741	material	材质	optional	text			true	4	如不锈钢
MT-60B184F9C57A	length	长度	optional	number	m		true	1	如1
MT-60B184F9C57A	material	材质	optional	text			true	2	如不锈钢
MT-617625636883	input_voltage_v	输入电压	required	number	V		true	1	变压USB插座的输入电压，如220V。
MT-617625636883	output_voltage_v	输出电压	required	number	V		true	2	变压USB插座的输出电压，如36V。
MT-617625636883	output_current_a	输出电流	required	number	A		true	3	如1A。
MT-617B3FC8E4B5	blade_width	刀片宽度	optional	number	mm		true	1	适配刀片宽度，如18mm
