type_id	alias	normalized_alias	alias_kind
MT-C87204B06C74	外丝直通	外丝直通	governance
MT-C87204B06C74	快拧外丝直接	快拧外丝直接	governance
MT-C87204B06C74	直接接头	直接接头	governance
MT-C9482E8FF4CC	万向车轮	万向车轮	governance
MT-C9482E8FF4CC	万向轮	万向轮	governance
MT-CAB282564D4C	控制开关	控制开关	governance
MT-CAB282564D4C	水泵自动控制开关	水泵自动控制开关	governance
MT-CACDBAC7EA13	全牙螺丝	全牙螺丝	governance
MT-CACDBAC7EA13	全牙螺栓	全牙螺栓	governance
MT-CB0A48F7A97D	高压油管	高压油管	governance
MT-CB0A48F7A97D	高压胶管	高压胶管	governance
MT-CB0A48F7A97D	高压钢丝管	高压钢丝管	governance
MT-CB0A48F7A97D	高压钢丝软管	高压钢丝软管	governance
MT-CBF439902D23	适配器	适配器	governance
MT-CC2BB9D13DC7	油管快速接头	油管快速接头	governance
MT-CC2BB9D13DC7	液压快速接头	液压快速接头	governance
MT-CC3DAB6A510F	排污泵	排污泵	governance
MT-CD35747D7362	聚氨酯枪头	聚氨酯枪头	governance
MT-CE8012A8F389	离心机钢板	离心机钢板	governance
MT-CF90BC99F8B7	铜塞尺	铜塞尺	governance
MT-CFBC2E137B15	浮球阀开关	浮球阀开关	governance
MT-D084CA6EA8FB	管道连接器	管道连接器	governance
MT-D0A9C0182738	不锈钢漏斗	不锈钢漏斗	governance
MT-D0CD4AFEC0F0	10#自封袋	10#自封袋	governance
MT-D11B904C46F9	小便器感应冲洗器	小便器感应冲洗器	governance
MT-D14D58B7721A	五坑三槽钻头	五坑三槽钻头	governance
MT-D14D58B7721A	五孔钻头	五孔钻头	governance
MT-D18BFC170626	扁铁	扁铁	governance
MT-D19163844356	乙炔减压表	乙炔减压表	governance
MT-D19163844356	二氧化碳减压表	二氧化碳减压表	governance
MT-D19163844356	减压表	减压表	governance
MT-D19163844356	氧气减压表	氧气减压表	governance
MT-D19163844356	氩气减压表	氩气减压表	governance
MT-D2B7156FD44B	橡胶软接头	橡胶软接头	governance
MT-D2B7156FD44B	胶接头	胶接头	governance
MT-D2C4339DFB76	气管直通	气管直通	governance
MT-D4FE84DD01A4	线盒	线盒	governance
MT-D5FE3FB5A880	三通	三通	governance
MT-D5FE3FB5A880	液压三通接头	液压三通接头	governance
MT-D6E4F9E1A829	保鲜膜大卷	保鲜膜大卷	governance
MT-D766B7B3385B	不锈钢控制箱	不锈钢控制箱	governance
MT-D773E186D48C	电脑桌	电脑桌	governance
MT-D7828CB3BA0B	警示反光踢脚板	警示反光踢脚板	governance
MT-D7F37815CD23	马路切片	马路切片	governance
MT-D84E754C5B9D	70*50纸箱	70*50纸箱	governance
MT-D894CDB2CC17	橡胶平板输送带	橡胶平板输送带	governance
MT-DAEE38B914A7	M20丝锥	m20丝锥	governance
MT-DB161D20A503	钢套	钢套	governance
MT-DC4B21BBB976	振动电机套装	振动电机套装	governance
MT-DC4B21BBB976	进口振动电机整套	进口振动电机整套	governance
MT-DC53DD717A8B	C型滑槽	c型滑槽	governance
MT-DC561FA43E8E	500A电焊钳	500a电焊钳	governance
MT-DC561FA43E8E	电焊钳600A	电焊钳600a	governance
MT-DD8C081E0D76	热水壶	热水壶	governance
MT-DE332DACB15D	一次性口罩	一次性口罩	governance
MT-DE332DACB15D	棉口罩	棉口罩	governance
MT-DE332DACB15D	棉纱口罩	棉纱口罩	governance
MT-DE6BB9DC48EF	1.5T吨袋	1.5t吨袋	governance
MT-DE6BB9DC48EF	集装袋	集装袋	governance
MT-E064D77242F3	洗手盆	洗手盆	governance
MT-E064D77242F3	洗面盆	洗面盆	governance
MT-E0907AC05A53	六联管夹	六联管夹	governance
MT-E0907AC05A53	重型管夹	重型管夹	governance
MT-E1355DBA413E	气管弯头	气管弯头	governance
MT-E159A31FFAFB	散装水泥	散装水泥	governance
MT-E19B2B094BF8	变频器操作面板	变频器操作面板	governance
MT-E1B335CB6EC8	洗发水	洗发水	governance
MT-E1D1050E67AD	木方垫	木方垫	governance
MT-E1D1050E67AD	木方垫板	木方垫板	governance
MT-E258B7CA8567	进口液压油	进口液压油	governance
MT-E55EA2C4CFF8	安全防护网	安全防护网	governance
MT-E55EA2C4CFF8	防护安全网	防护安全网	governance
MT-E59789CA6AB1	接头夹	接头夹	governance
MT-E59789CA6AB1	铜头铝套组件	铜头铝套组件	governance
MT-E5CE27BC4AAB	油漆滚筒	油漆滚筒	governance
MT-E5CE27BC4AAB	滚筒	滚筒	governance
MT-E5E622BCB627	伸缩铝梯	伸缩铝梯	governance
MT-E7DED42C2877	头盔式面罩	头盔式面罩	governance
MT-E7DED42C2877	电焊帽	电焊帽	governance
MT-E7F9551EF386	卡环	卡环	governance
MT-E8374D6D5BA7	尼龙绳子	尼龙绳子	governance
MT-E8CB871F9C32	两半扣合件	两半扣合件	governance
MT-E9547A184AAB	高压油管接头	高压油管接头	governance
MT-EA5002FF3C63	PET条码不干胶标签	pet条码不干胶标签	governance
MT-EA5002FF3C63	哑银PET条码不干胶贴纸	哑银pet条码不干胶贴纸	governance
MT-EB2457406785	快速水泥	快速水泥	governance
MT-EBC9E2C72731	透明胶带切割器	透明胶带切割器	governance
MT-EBF78A50A89B	高压对丝	高压对丝	governance
MT-ECE071F959C9	小便器	小便器	governance
MT-ECE071F959C9	挂式小便斗	挂式小便斗	governance
MT-ED85E7CB58D8	安全绳Φ10	安全绳φ10	governance
MT-ED85E7CB58D8	安全绳Φ14	安全绳φ14	governance
MT-ED85E7CB58D8	安全绳Φ16	安全绳φ16	governance
MT-ED85E7CB58D8	安全绳Φ8	安全绳φ8	governance
MT-F0BD53D94D9C	环保涂料	环保涂料	governance
MT-F0FA25474A3C	一体式触摸屏	一体式触摸屏	governance
MT-F1696DD2EA78	电箱刀闸推拉杆	电箱刀闸推拉杆	governance
MT-F191C6642EBA	摇表笔	摇表笔	governance
MT-F191C6642EBA	摇表表笔	摇表表笔	governance
MT-F273CFB67D73	自紧钻夹头	自紧钻夹头	governance
MT-F273CFB67D73	马牌自紧钻夹头	马牌自紧钻夹头	governance
MT-F30245D44E64	8厘高压树脂管	8厘高压树脂管	governance
MT-F3E45852B69F	加厚垫片	加厚垫片	governance
MT-F3E45852B69F	垫片	垫片	governance
MT-F3E45852B69F	橡胶垫片	橡胶垫片	governance
MT-F418DA9EFFF3	皮带	皮带	governance
MT-F45AED8CD777	叉形铜鼻子	叉形铜鼻子	governance
MT-F45AED8CD777	开口铜接线端子	开口铜接线端子	governance
MT-F45AED8CD777	开口铜鼻子	开口铜鼻子	governance
MT-F4A11720067D	卡扣式接头	卡扣式接头	governance
MT-F53AEA2AF2FC	劳动车轮+实心车胎	劳动车轮+实心车胎	governance
MT-F53AEA2AF2FC	劳动车轮胎套件	劳动车轮胎套件	governance
MT-F64AC6F3B978	多功能剥线钳	多功能剥线钳	governance
MT-F651F47615F1	消防连接头	消防连接头	governance
MT-F651F47615F1	连接头	连接头	governance
MT-F66F2C8BA587	OT型冷压端子	ot型冷压端子	governance
MT-F66F2C8BA587	OT端子	ot端子	governance
MT-F66F2C8BA587	O型冷压端子	o型冷压端子	governance
MT-F66F2C8BA587	环形端子	环形端子	governance
MT-F70190706417	高压内丝直接	高压内丝直接	governance
MT-F7332C0D9E4F	U型管卡	u型管卡	governance
MT-F7332C0D9E4F	管道卡	管道卡	governance
MT-F7ABA31251AD	电焊手套	电焊手套	governance
MT-F9BA638831B1	加厚风筒	加厚风筒	governance
MT-FA4544DBCCCE	PVC胶水	pvc胶水	governance
MT-FA4544DBCCCE	胶水	胶水	governance
MT-FA4544DBCCCE	胶粘剂	胶粘剂	governance
MT-FA62CECAC021	方形桌	方形桌	governance
MT-FA69028218BF	润滑油	润滑油	governance
MT-FAC7CC5D53DD	连体工作服	连体工作服	governance
MT-FC32F418CD39	沟槽消防阀	沟槽消防阀	governance
MT-FC32F418CD39	沟槽阀	沟槽阀	governance
MT-FC32F418CD39	阀门	阀门	governance
MT-FCCD3D0DDC11	碳弧气刨枪带2米线	碳弧气刨枪带2米线	governance
MT-FCFA733580C1	消防水带/水管	消防水带水管	governance
MT-FD7C4B8E401B	电焊眼镜	电焊眼镜	governance
MT-FDD7DB56BC18	喉箍	喉箍	governance
MT-FDD7DB56BC18	沟槽卡箍	沟槽卡箍	governance
MT-FDD7DB56BC18	管箍	管箍	governance
MT-FE0C1CE4AE5E	花兰螺丝	花兰螺丝	governance
MT-FE0C1CE4AE5E	花篮扣	花篮扣	governance
MT-FE0C1CE4AE5E	花篮螺栓	花篮螺栓	governance
MT-FEEC30A8A4B3	设备按钮标示贴	设备按钮标示贴	governance
MT-FF0857960F26	探头	探头	governance
MT-FF0857960F26	摄像头	摄像头	governance
