type_id	top_group	material_family	standard_name	definition	includes	excludes	governance_status	revision	source_hash	prompt_version	generator_model	reviewer_model
MT-8EF3985A578D	定制加工件	定制结构件	钢筋箍	按形状和边长加工的钢筋箍筋（如方形箍）。	Φ12方形箍。	钢筋加工件（直条）。	frozen	1	bf6b690515270630d8bfdcc090071055d9e9a279f9dc339a15a52c8c71fba0ef	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-2C00BA97AEC3	定制加工件	定制结构件	防护罩	用于设备或区域防护的定制金属罩体。	1.2m×2.7m×0.8m碳钢防护罩。	电箱罩、排烟罩。	frozen	1	bf6b690515270630d8bfdcc090071055d9e9a279f9dc339a15a52c8c71fba0ef	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-663D0AD47CE1	定制加工件	设备定制配件	刮泥板	设备上的刮泥/刮料板定制件，以板体结构为主要特征，宽度和材质为SKU属性。	聚氨酯等材质的定做刮泥板	刮刀、铲刀等带刃口工具；整机设备	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-CE8012A8F389	定制加工件	设备定制配件	加工钢板	按设备要求加工成形的钢板类零件，非通用板材，以尺寸和设备为SKU差异。	离心机钢板等定制钢板零件	整张标准钢板、原材料钢板	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-8428B9041B3D	定制加工件	设备定制配件	后备套夹子	用于后备套安装定位的定制夹子/卡子，材质非标定制。	非标定制的后备套夹子	标准紧固夹、管夹、弹簧夹	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-181CE295C9C7	定制加工件	设备定制配件	吸轮	泵类设备中的吸液/吸料叶轮定制件，适用设备是能否使用的必要条件。	推进泵吸轮等泵用吸轮	风机叶轮、搅拌轮、普通泵壳	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-998F41BCECD4	定制加工件	设备定制配件	活塞	注浆机等设备用活塞定制件，适用设备决定能否安装。	注浆机活塞等往复泵活塞	液压缸标准活塞、气动活塞	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-B26616B94C6A	定制加工件	设备定制配件	滤网	离心机等设备用定制滤网/过滤筛，按外形尺寸和材质区分。	离心机滤网等定制滤网	标准滤芯、滤布、管道过滤器	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-DB161D20A503	定制加工件	设备定制配件	轴套	套装在轴上的圆柱形套类零件，起支撑、耐磨或定位作用，以内外径和材质区分。	轴套、钢套、轴承钢套	隔环、垫片、密封圈	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-4F3CD78FEF36	定制加工件	设备定制配件	销	圆柱形定位/连接销类定制件，由直径、长度和材质决定SKU。	拉杆销子、长销及其他实心圆柱销	开口销、弹性销、销轴类标准件	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-123E4A8A402B	定制加工件	设备定制配件	防护罩	水泵等设备的安全防护罩或保护罩定制件，以适用设备和外形尺寸为SKU差异。	水泵防护罩等设备防护罩	标准风机护罩、电机风罩	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-BBC081B1692C	定制加工件	设备定制配件	隔环	用于间隔定位的环形垫/隔环定制件，以型号和材质区分。	隔环加工件	轴套、密封圈、垫片	frozen	1	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-DAEE38B914A7	工具耗材	刀具耗材（候选新增）	丝锥	用于加工内螺纹的螺纹刀具，螺纹规格和材质为SKU差异。	机用/手用丝锥	板牙、螺纹铣刀、丝攻延长杆	frozen	1	1917266cc110262bd3f8936f534c707105fad672ae9190a745089b7afd39a653	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-C5CBA3456068	工具耗材	刀具耗材（候选新增）	冲孔冲头	冲压/冲孔用冲头，以直径和长度区分。	冲孔冲头、冲孔冲	钻头、打孔器、冲模	frozen	1	1917266cc110262bd3f8936f534c707105fad672ae9190a745089b7afd39a653	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-8153F2516072	工具耗材	刀具耗材（候选新增）	尖凿	尖头凿子，接口形式决定与电锤/电镐的兼容性。	五坑尖凿、大号尖凿	扁凿、平凿、凿铲	frozen	1	1917266cc110262bd3f8936f534c707105fad672ae9190a745089b7afd39a653	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-D7F37815CD23	工具耗材	切磨耗材	切割片	用于切割的片状耗材，以直径、厚度、孔径和磨料材质区分。	树脂切割片、金刚石切割片、马路切割片	磨光片、百叶轮、钢丝轮	frozen	1	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-2C1A35C14373	工具耗材	切磨耗材	百叶轮	多层叶片式打磨轮，以外径、孔径和粒度区分。	百叶砂轮片、百叶轮	切割片、磨光片、钢丝轮	frozen	1	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-829314545111	工具耗材	切磨耗材	磨光片	用于打磨/磨光的片状耗材，以直径、厚度、孔径、材质和粒度区分。	树脂磨光片	切割片、百叶轮、金刚磨片	frozen	1	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-AA5E21D5F57D	工具耗材	切磨耗材	金刚磨片	金刚石磨片，以外径、孔径和粒度区分。	金刚磨片	树脂磨光片、切割片	frozen	1	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-35B16893CFEE	工具耗材	切磨耗材	钢丝轮	用于打磨除锈的钢丝轮，以外径和孔径区分。	打磨钢丝轮、钢丝轮	百叶轮、切割片、磨光片	frozen	1	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-066E886012C8	工具耗材	刷具附件（候选新增）	刷具伸缩杆	配合滚筒刷或边角刷使用的伸缩杆，适配工具和长度决定能否使用。	滚筒伸缩杆、边角刷伸缩杆	工具加长杆、登高杆	frozen	1	1b5fc030e2a1e9165012e26ae11feaa61704cbed40eb745d6a8a7a8bf88d78ce	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-429B83549768	工具耗材	刷具附件（候选新增）	滚筒柄	滚筒刷的把手/手柄，接口形式决定与滚筒的匹配。	内螺纹滚筒柄	刷具伸缩杆、滚筒刷本体	frozen	1	1b5fc030e2a1e9165012e26ae11feaa61704cbed40eb745d6a8a7a8bf88d78ce	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-5FDDB6494DEB	工具耗材	刷涂耗材	毛刷	涂刷用毛刷，以尺寸和刷毛材质区分SKU。	羊毛刷、漆刷、毛刷	滚筒刷、钢丝刷、油漆刷头	frozen	1	1a04d778c526254225cec0698851c4cd3a2fad3cccc281a8d0f5c5d4d7c15da4	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-E5CE27BC4AAB	工具耗材	刷涂耗材	滚筒刷	涂刷用滚筒刷，以规格和滚刷宽度区分。	油漆滚筒、大小中号滚筒刷	毛刷、滚筒柄、刷具伸缩杆	frozen	1	1a04d778c526254225cec0698851c4cd3a2fad3cccc281a8d0f5c5d4d7c15da4	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-B1ED50F1FA25	工具耗材	刷涂耗材	钢丝刷	钢丝刷，形状和柄材质影响使用场景。	刀型钢丝刷、铁柄钢丝刷	毛刷、滚筒刷、钢丝轮	frozen	1	1a04d778c526254225cec0698851c4cd3a2fad3cccc281a8d0f5c5d4d7c15da4	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-2A4398CDFE43	工具耗材	开孔器	宝塔钻头开孔器	宝塔式阶梯钻头开孔器，规格范围决定可开孔径。	宝塔钻头开孔器	普通开孔器、扩孔钻头	frozen	1	7d94f1da5230ef5d08fd8ac2ebaf01cb79921bceb6e2c4faf89c0ee934473d87	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-497D11A95BDB	工具耗材	砂纸/磨料	石笔	在工件/地面上划线标记用的石笔，包装规格为SKU差异。	单支石笔、盒装石笔	粉笔、记号笔、划针	frozen	1	61f773c16f836c83e7b3843fa3270b6558a7cf5df54b43be4dcc418c211cce8c	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-0F56E25B6B50	工具耗材	砂纸/磨料	砂纸	涂附磨料砂纸，以粒度区分。	干砂纸、水砂纸	砂布、砂带、百叶轮	frozen	1	61f773c16f836c83e7b3843fa3270b6558a7cf5df54b43be4dcc418c211cce8c	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-A15792602A79	工具耗材	钻头	二坑三槽钻头	柄部为二坑三槽结构的电锤用钻头，坑槽组合与二坑二槽/五坑不同，需配套兼容设备。	现有名称“二坑三槽钻头”下的所有SKU。	二坑二槽钻头；五坑钻头；冲击钻头。	frozen	1	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-C0D5D245AEFB	工具耗材	钻头	二坑二槽钻头	柄部为二坑二槽结构的电锤用钻头，必须使用兼容二坑二槽的夹持系统。	现有名称“二坑二槽钻头”下的所有SKU。	二坑三槽钻头；五坑钻头；冲击钻头。	frozen	1	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-D14D58B7721A	工具耗材	钻头	五坑钻头	柄部为五坑三槽结构（常简称为五坑）的重型电锤钻头，用于五坑夹头。	现有名称“五坑钻头”与“五坑三槽钻头”；别名中的“五孔钻头”归入本类型。	二坑二槽钻头；二坑三槽钻头；冲击钻头。	frozen	1	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-E8A1C9D50AD5	工具耗材	钻头	冲击钻头	用于冲击电钻的钻头，以旋转+冲击方式加工混凝土、砖墙；与SDS类电锤钻头的连接方式不同。	现有名称“冲击钻头”下的所有SKU。	二坑二槽、二坑三槽、五坑等电锤专用连接柄钻头；麻花钻头；铣刀钻头。	frozen	1	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-6013E46FD6C0	工具耗材	钻头	圆柄钻头	柄部为圆柱直柄、通过钻夹头夹持的钻头，以圆柄作为与方柄/SDS接口区分的稳定柄型。	现有名称“圆柄钻头”下的SKU。	方柄钻头；二坑/五坑系列；冲击钻头；未标明圆柄的通用钻头。	frozen	1	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-26E7D1140796	工具耗材	钻头	方柄钻头	柄部为方形截面的钻头，用于对应方柄夹持设备，防止打滑。	现有名称“方柄钻头”下的SKU。	圆柄钻头；二坑/五坑系列；冲击钻头。	frozen	1	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-0696DA12AEBE	工具耗材	钻头	通用钻头	未按柄型或结构特别命名的普通钻头；钨钢、合金、高速钢等材质差异作为SKU属性记录，不另立类型。	现有名称“钻头”下的SKU，如钨钢钻头、合金钻头。	冲击钻头、圆柄/方柄钻头、二坑/五坑系列、麻花钻头、铣刀钻头。	frozen	1	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-65CBEE602D09	工具耗材	钻头	铣刀钻头	以铣刀形态出现、兼具铣削/钻孔用途的钻头类物料；材质属性在SKU中体现。	现有名称“铣刀钻头”下的SKU，如“不锈钢铣刀钻头”（材质为不锈钢）。	麻花钻头；通用钻头；冲击钻头；二坑/五坑系列。	frozen	1	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-4D69FA0E3D9A	工具耗材	钻头	麻花钻头	具有螺旋槽排屑结构的麻花钻，通常用于金属、木材钻孔，柄部为直柄。	现有名称“麻花钻头”下的SKU。	通用钻头；铣刀钻头；冲击钻头；二坑/五坑系列。	frozen	1	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-81B7BBE8C359	工具量具	刀具/刃具	刀片	可更换切削刀片，含美工刀片等，以宽度、规格和包装数量区分。	美工刀片、通用刀片	美工刀整体、钻头、丝锥	review_required	1	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-4BBF47D7ADC2	工具量具	刀具/刃具	刮板	抹灰/刮涂用刮板，以材质和宽度区分。	塑料刮板	铲刀、刮泥板	review_required	1	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-0CD1345231D4	工具量具	刀具/刃具	剪刀	通用剪刀，以规格长度区分。	普通剪刀	板材剪刀、管剪、美工刀	review_required	1	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-758E758E96FA	工具量具	刀具/刃具	板材剪刀	剪切板材的专用剪刀，以规格和材质区分。	合金钢镀锌板剪刀、板材剪刀	普通剪刀、管剪	review_required	1	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-6EA7B03C5756	工具量具	刀具/刃具	砖刀	砌筑用砖刀，以长度区分。	砖刀	抹灰刀、刮板	review_required	1	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-B1ACC993318A	工具量具	刀具/刃具	管剪	剪切管材的专用剪刀，适用管径决定能否使用。	PPR管剪	普通剪刀、板材剪刀	review_required	1	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-AF2CC3484248	工具量具	刀具/刃具	美工刀	美工刀，以刀片宽度区分。	美工刀	美工刀片、普通剪刀	review_required	1	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-EBC9E2C72731	工具量具	刀具/刃具	胶带切割器	切割胶带的座式/手持切割器，以适用胶带宽度区分。	透明胶带切割器	美工刀、刀片	review_required	1	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-E354392422A9	工具量具	刀具/刃具	铲刀	铲刮用铲刀，以材质和宽度区分。	合金钢铲刀	刮板、砖刀、美工刀	review_required	1	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-15CB416C64EE	工具量具	套筒	万向套筒	带万向节的套筒，规格和连接方头决定匹配。	万向转向套筒	普通套筒、加长套筒	frozen	1	7e17d0b107c0df95c790376bd8362d866b46798f51cb1e8950c5a56b4ebd1b03	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-C56CE5C33644	工具量具	套筒	套筒	套筒扳手用套筒头，以规格、长度和连接方头区分。	加长套筒、电动扳手套筒、六角套筒	万向套筒、套筒扳手	frozen	1	7e17d0b107c0df95c790376bd8362d866b46798f51cb1e8950c5a56b4ebd1b03	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-7FE3B28ED599	工具量具	工具附件（候选新增）	伸缩加长杆	可伸缩加长杆，接口规格和长度范围决定适用工具。	通用伸缩加长杆	刷具伸缩杆、登高伸缩梯	review_required	1	157c0009a96bc3bb24fdae7868de78bf1481906bddddba1dc21da06a2f039361	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-808AE839E55B	工具量具	工具附件（候选新增）	电工包	电工工具袋/包，材质和品牌影响选购。	帆布电工包、品牌电工包	工具腰包、普通工具袋	review_required	1	157c0009a96bc3bb24fdae7868de78bf1481906bddddba1dc21da06a2f039361	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-A35545301B28	工具量具	工具附件（候选新增）	铁锹柄	铁锹木柄等手柄，材质和长度区分。	木柄铁锹柄	铁锹头、镐柄	review_required	1	157c0009a96bc3bb24fdae7868de78bf1481906bddddba1dc21da06a2f039361	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-9A27BC633E40	工具量具	扳手	T型套筒扳手	T型套筒扳手（含套装），以规格范围和件数区分。	T型套筒扳手套装	三叉套筒扳手、普通套筒	review_required	1	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-4EBD74764273	工具量具	扳手	三叉套筒扳手	三叉式套筒扳手，规格组合决定适用螺母。	三叉套筒扳手	T型套筒扳手、普通套筒	review_required	1	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-07BEBC4451D0	工具量具	扳手	两用扳手	一端开口一端梅花的双用/两用扳手，也含开口梅花扳手及其套装。	两用扳手、开口梅花扳手、开口梅花扳手套装、名称简写为扳手的开口/梅花双用扳手	固定扳手、活动扳手、梅花敲击扳手、内六角扳手	review_required	1	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-B4A4B158BCE0	工具量具	扳手	内六角扳手	内六角扳手（含套装），规格或规格范围及件数区分。	内六角扳手、内六角扳手套装	外六角扳手、两用扳手	review_required	1	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-A2F817AEB464	工具量具	扳手	固定扳手	非活动调节的固定开口/梅花扳手，以规格和材质区分。	固定扳手、呆扳手	两用扳手、活动扳手	review_required	1	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-464882904351	工具量具	扳手	梅花敲击扳手	敲击型梅花扳手，以规格和材质区分。	重型梅花敲击扳手	普通梅花扳手、两用扳手	review_required	1	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-27EA53568BD1	工具量具	扳手	活动扳手	开口大小可调的活扳手，以规格和特征区分。	大开口活动扳手	固定扳手、链条扳手	review_required	1	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-D7D1A2071778	工具量具	扳手	链条扳手	带链条的扳手，以规格和材质区分。	链条扳手	活动扳手、管子钳	review_required	1	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-F191C6642EBA	工具量具	检测仪器配件（候选新增）	表笔	测试仪器的表笔，适用设备和插头类型决定能否配套。	摇表表笔、万用表表笔	测试夹、探针头	frozen	1	fcb198f3b650a751e33444d5c902f9f24983fc5d1eef755025ae6d094bb1d93f	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-D349133A39AF	工具量具	检测仪器（候选新增）	万用表	数字/指针式万用表，以型号和量程区分。	数字万用表	钳形万用表、钳形电流表	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-A96200DCE10B	工具量具	检测仪器（候选新增）	压力表	测量压力的仪表，量程、表盘直径和接口螺纹决定能否安装使用。	高压油表、轴向压力表、抗振储气式压力表	真空表、差压表、流量计	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-316F1BE1D8F3	工具量具	检测仪器（候选新增）	噪音计	测量噪声的仪器，量程和精度为准。	噪音仪	分贝计、振动检测仪	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-EAAF8A16E169	工具量具	检测仪器（候选新增）	气体检测表	检测特定气体的便携式仪表，检测介质和量程决定用途。	氧气检测表	复合气体检测仪、有毒气体报警器	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-4A12024267E1	工具量具	检测仪器（候选新增）	流量计	测量流体流量的仪表，公称直径、衬里和连接方式决定匹配。	橡胶衬里自动流量计	水表、压力表	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-4FDE0862D5F4	工具量具	检测仪器（候选新增）	测厚仪	测量涂层/材料厚度的仪器，用途和量程决定选型。	防火涂层测厚仪	超声波测厚仪、卡尺	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-1873997F52BD	工具量具	检测仪器（候选新增）	玛氏漏斗粘度计	泥浆粘度测量用玛氏漏斗粘度计，材质和容量区分。	不锈钢玛氏漏斗粘度计	旋转粘度计、泥浆比重计	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-5D0C4AAC2695	工具量具	检测仪器（候选新增）	电流表	面板式电流表，变比和表盘尺寸决定选型。	指针式电流表	钳形电流表、万用表	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-963325DAF9C0	工具量具	检测仪器（候选新增）	绝缘电阻表	测量绝缘电阻的摇表，以测试电压和量程区分。	绝缘摇表	万用表、接地电阻测试仪	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-BCE33FF0CA86	工具量具	检测仪器（候选新增）	钳形万用表	钳形结构的万用表，以量程和精度区分。	钳形万用表	普通万用表、钳形电流表	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-3ABD6EEC75F8	工具量具	检测仪器（候选新增）	钳形电流表	钳形电流表，以量程和精度区分。	高精度钳流表	钳形万用表、面板电流表	review_required	1	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-868BE6C90D3D	工具量具	检测耗材	耦合剂	超声检测用耦合剂，容量为SKU差异。	超声耦合剂	清洗剂、润滑剂	frozen	1	0164defb4b35097ce58e17d90557bdb76a6156a047b74403d1575a171ba7a278	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-49B9AB70099B	工具量具	测量工具	刻度勺	带刻度的量勺，以容量和材质区分。	塑料刻度勺	量杯、量筒	review_required	1	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-58E4C2C11EDE	工具量具	测量工具	卷尺	钢卷尺/布卷尺，以长度和材质区分。	钢卷尺	直尺、水平尺、激光测距仪	review_required	1	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-CF90BC99F8B7	工具量具	测量工具	塞尺	测量间隙的塞尺，以材质和规格范围区分。	铜塞尺	游标卡尺、螺纹规	review_required	1	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-9D96F96A0EDB	工具量具	测量工具	墨斗	弹线用墨斗，以线长和类型区分。	自动墨斗	粉线袋、测量绳	review_required	1	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-B115C59783C5	工具量具	测量工具	水平尺	气泡式水平尺，以长度和材质区分。	铝合金水平尺	激光水平仪、角度尺	review_required	1	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-7FC51D35E452	工具量具	测量工具	沉降观测钉	沉降观测用标识钉，材质和是否带标识牌区分。	带标识牌沉降观测钉	普通测钉、水准点标志	review_required	1	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
MT-EC794D3C98DC	工具量具	测量工具	泥浆比重计	测量泥浆比重的仪器，以量程和精度区分。	泥浆比重计	玛氏漏斗粘度计、密度计	review_required	1	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	material-type-dictionary-v0.5	deepseek-v4-flash	deepseek-v4-flash
