top_group	material_family	current_name	action	target_type_ids	reason	decision_status	source_hash	review_summary
定制加工件	定制结构件	钢筋加工件	keep	MT-C549B72134A4	名称稳定，钢筋规格/长度/类型留在SKU属性。	frozen	bf6b690515270630d8bfdcc090071055d9e9a279f9dc339a15a52c8c71fba0ef	定制结构件各类型定义清晰，属性覆盖尺寸/材质/截面等关键规格，名称无品牌尺寸混入。
定制加工件	定制结构件	钢筋箍	keep	MT-8EF3985A578D	名称稳定，钢筋规格/形状/边长留在SKU属性。	frozen	bf6b690515270630d8bfdcc090071055d9e9a279f9dc339a15a52c8c71fba0ef	定制结构件各类型定义清晰，属性覆盖尺寸/材质/截面等关键规格，名称无品牌尺寸混入。
定制加工件	定制结构件	防护罩	keep	MT-2C00BA97AEC3	名称稳定，材质和尺寸留在SKU属性。	frozen	bf6b690515270630d8bfdcc090071055d9e9a279f9dc339a15a52c8c71fba0ef	定制结构件各类型定义清晰，属性覆盖尺寸/材质/截面等关键规格，名称无品牌尺寸混入。
定制加工件	设备定制配件	刮泥板	keep	MT-663D0AD47CE1	商品结构为板式刮泥件，名称已合格且不含尺寸材质。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	后备套夹子	keep	MT-8428B9041B3D	专用夹子名称稳定，材质非标留作属性。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	拉杆销子	rename	MT-4F3CD78FEF36	拉杆是应用场景，商品类型为圆柱销，尺寸材质入属性。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	推进泵吸轮	rename	MT-181CE295C9C7	推进泵为适用设备，商品类型为泵用吸轮。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	水泵防护罩	rename	MT-123E4A8A402B	水泵为适用设备，商品类型为防护罩。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	注浆机活塞	rename	MT-998F41BCECD4	注浆机为适用设备，商品类型为活塞。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	离心机滤网	rename	MT-B26616B94C6A	离心机为适用设备，商品类型为滤网。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	离心机钢板	rename	MT-CE8012A8F389	离心机为适用设备，商品类型为加工钢板。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	轴套	keep	MT-DB161D20A503	轴套为稳定套类零件名。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	钢套	merge	MT-DB161D20A503	钢套与轴套同属套类零件，仅材质和加厚等属性差异。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	长销	merge	MT-4F3CD78FEF36	长销为圆柱销类零件，长度和直径入属性。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
定制加工件	设备定制配件	隔环	keep	MT-BBC081B1692C	隔环为稳定零件类型，型号和材质入属性。	frozen	019879e54c63a5d1c1b2df66981048c530d79940d9e53f3841ae97bfbf927ce9	设备定制配件的类型定义、名称决定和属性模板均与证据一致，未发现实质性边界或推断问题。
工具耗材	刀具耗材（候选新增）	丝锥	keep	MT-DAEE38B914A7	丝锥为稳定的螺纹刀具类型。	frozen	1917266cc110262bd3f8936f534c707105fad672ae9190a745089b7afd39a653	刀具耗材各类型稳定，接口、规格和材质均作为属性处理，名称与属性边界清楚。
工具耗材	刀具耗材（候选新增）	冲孔冲头	keep	MT-C5CBA3456068	冲孔冲头为稳定的冲头商品类型，尺寸入属性。	frozen	1917266cc110262bd3f8936f534c707105fad672ae9190a745089b7afd39a653	刀具耗材各类型稳定，接口、规格和材质均作为属性处理，名称与属性边界清楚。
工具耗材	刀具耗材（候选新增）	尖凿	keep	MT-8153F2516072	尖凿为稳定凿类类型，接口和规格入属性。	frozen	1917266cc110262bd3f8936f534c707105fad672ae9190a745089b7afd39a653	刀具耗材各类型稳定，接口、规格和材质均作为属性处理，名称与属性边界清楚。
工具耗材	切磨耗材	切割片	keep	MT-D7F37815CD23	切割片为稳定耗材类型，尺寸和磨料入属性。	frozen	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	切磨耗材各类型按结构和磨料区分清楚，尺寸口径均入属性，未发现名称或边界问题。
工具耗材	切磨耗材	百叶轮	keep	MT-2C1A35C14373	百叶轮为稳定打磨轮类型。	frozen	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	切磨耗材各类型按结构和磨料区分清楚，尺寸口径均入属性，未发现名称或边界问题。
工具耗材	切磨耗材	磨光片	keep	MT-829314545111	磨光片为稳定磨片类型。	frozen	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	切磨耗材各类型按结构和磨料区分清楚，尺寸口径均入属性，未发现名称或边界问题。
工具耗材	切磨耗材	金刚磨片	keep	MT-AA5E21D5F57D	金刚磨片与树脂磨光片在材质上形成独立类型。	frozen	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	切磨耗材各类型按结构和磨料区分清楚，尺寸口径均入属性，未发现名称或边界问题。
工具耗材	切磨耗材	钢丝轮	keep	MT-35B16893CFEE	钢丝轮为独立打磨轮类型。	frozen	66bce4ebae764001052390603f7a7452e6d3f01ea7dbd40b6c6a73dbbd26851c	切磨耗材各类型按结构和磨料区分清楚，尺寸口径均入属性，未发现名称或边界问题。
工具耗材	刷具附件（候选新增）	刷具伸缩杆	keep	MT-066E886012C8	刷具伸缩杆为稳定附件类型，适配工具和长度入属性。	frozen	1b5fc030e2a1e9165012e26ae11feaa61704cbed40eb745d6a8a7a8bf88d78ce	刷具附件类型按结构区分，适配工具和接口均入属性，名称决定合理。
工具耗材	刷具附件（候选新增）	滚筒柄	keep	MT-429B83549768	滚筒柄为稳定附件类型，接口和长度入属性。	frozen	1b5fc030e2a1e9165012e26ae11feaa61704cbed40eb745d6a8a7a8bf88d78ce	刷具附件类型按结构区分，适配工具和接口均入属性，名称决定合理。
工具耗材	刷涂耗材	毛刷	keep	MT-5FDDB6494DEB	毛刷为稳定刷涂耗材类型，规格和材质入属性。	frozen	1a04d778c526254225cec0698851c4cd3a2fad3cccc281a8d0f5c5d4d7c15da4	刷涂耗材各类型边界清楚，材质、规格和柄体特征均入属性，未发现实质问题。
工具耗材	刷涂耗材	滚筒刷	keep	MT-E5CE27BC4AAB	滚筒刷为稳定刷涂耗材类型，规格和宽度入属性。	frozen	1a04d778c526254225cec0698851c4cd3a2fad3cccc281a8d0f5c5d4d7c15da4	刷涂耗材各类型边界清楚，材质、规格和柄体特征均入属性，未发现实质问题。
工具耗材	刷涂耗材	钢丝刷	keep	MT-B1ED50F1FA25	钢丝刷为独立刷类类型，形状和柄材质入属性。	frozen	1a04d778c526254225cec0698851c4cd3a2fad3cccc281a8d0f5c5d4d7c15da4	刷涂耗材各类型边界清楚，材质、规格和柄体特征均入属性，未发现实质问题。
工具耗材	开孔器	宝塔钻头开孔器	keep	MT-2A4398CDFE43	宝塔钻头开孔器为独立稳定类型，规格范围入属性。	frozen	7d94f1da5230ef5d08fd8ac2ebaf01cb79921bceb6e2c4faf89c0ee934473d87	开孔器类型稳定，规格范围作为属性，名称和模板充分。
工具耗材	砂纸/磨料	石笔	keep	MT-497D11A95BDB	石笔为稳定耗材类型，包装规格入属性。	frozen	61f773c16f836c83e7b3843fa3270b6558a7cf5df54b43be4dcc418c211cce8c	石笔和砂纸类型稳定，包装规格与粒度分别作为属性，未发现边界问题。
工具耗材	砂纸/磨料	砂纸	keep	MT-0F56E25B6B50	砂纸为稳定磨料类型，粒度入属性。	frozen	61f773c16f836c83e7b3843fa3270b6558a7cf5df54b43be4dcc418c211cce8c	石笔和砂纸类型稳定，包装规格与粒度分别作为属性，未发现边界问题。
工具耗材	钻头	二坑三槽钻头	keep	MT-A15792602A79	坑槽组合属于连接接口，决定设备兼容性；名称不含尺寸/品牌，保留为标准类型。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具耗材	钻头	二坑二槽钻头	keep	MT-C0D5D245AEFB	坑槽组合属于连接接口，决定设备兼容性；名称合格，保留为标准类型。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具耗材	钻头	五坑三槽钻头	merge	MT-D14D58B7721A	五坑三槽是五坑钻头的全称/同一坑槽接口，不是独立商品类型；合并到五坑钻头。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具耗材	钻头	五坑钻头	keep	MT-D14D58B7721A	五坑是稳定连接柄型名称，保留为标准类型；五坑三槽作为别名/全称。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具耗材	钻头	冲击钻头	keep	MT-E8A1C9D50AD5	冲击钻头按用途和使用方式独立成类，名称合格，保留。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具耗材	钻头	圆柄钻头	keep	MT-6013E46FD6C0	圆柄是稳定连接柄型，名称合格，保留。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具耗材	钻头	方柄钻头	keep	MT-26E7D1140796	方柄是稳定连接柄型，名称合格，保留。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具耗材	钻头	钻头	rename	MT-0696DA12AEBE	该组实为未标明专用柄型/结构的通用钻头，且“钻头”与物料族名冲突，更名为通用钻头。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具耗材	钻头	铣刀钻头	keep	MT-65CBEE602D09	铣刀钻头按刀具结构独立成类，名称合格，保留。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具耗材	钻头	麻花钻头	keep	MT-4D69FA0E3D9A	麻花钻头按螺旋槽结构独立成类，名称合格，保留。	frozen	314997472f2ba2a3039318517ce4bfcaef87177c3b6f63caf0e46acf2214659a	经复核，所有类型定义和名称决定均与原始证据一致；标准名称未混入尺寸、品牌或包装，类型边界清晰，属性模板足以区分采购SKU，合并且重命名均有据可依。
工具量具	刀具/刃具	刀片	keep	MT-81B7BBE8C359	刀片作为耗材类型，标准名称合格，通过blade_type属性区分通用与美工刀片	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	刀具/刃具	刮板	keep	MT-4BBF47D7ADC2	刮板名称合格，属性已含材质必填	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	刀具/刃具	剪刀	keep	MT-0CD1345231D4	剪刀名称合格	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	刀具/刃具	板材剪刀	keep	MT-758E758E96FA	板材剪刀是专用剪切工具，名称合格	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	刀具/刃具	砖刀	keep	MT-6EA7B03C5756	砖刀名称合格	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	刀具/刃具	管剪	keep	MT-B1ACC993318A	管剪是专用管材剪切工具，名称合格	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	刀具/刃具	美工刀	keep	MT-AF2CC3484248	美工刀名称合格，刀片宽度为必填	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	刀具/刃具	美工刀片	merge	MT-81B7BBE8C359	美工刀片是刀片类型的一种，通过blade_type属性区分	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	刀具/刃具	胶带切割器	keep	MT-EBC9E2C72731	胶带切割器名称合格	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	刀具/刃具	铲刀	keep	MT-E354392422A9	铲刀名称合格，材质与宽度均为必填	frozen	84ba273fc3a2683212680519ee37ef2ebca23fcdb232aa5b180696c41d36313a	刀具/刃具的10项名称决策与9项类型均无实质问题；美工刀片并入刀片后由blade_type区分，旧名称覆盖完整。
工具量具	套筒	万向套筒	keep	MT-15CB416C64EE	万向套筒因带万向节形成独立结构类型。	frozen	7e17d0b107c0df95c790376bd8362d866b46798f51cb1e8950c5a56b4ebd1b03	套筒与万向套筒按结构区分，规格、长度和连接方头均入属性，未发现实质问题。
工具量具	套筒	套筒	keep	MT-C56CE5C33644	套筒为稳定类型，规格、长度和连接方头入属性。	frozen	7e17d0b107c0df95c790376bd8362d866b46798f51cb1e8950c5a56b4ebd1b03	套筒与万向套筒按结构区分，规格、长度和连接方头均入属性，未发现实质问题。
工具量具	工具附件（候选新增）	伸缩加长杆	keep	MT-7FE3B28ED599	伸缩加长杆以长度范围和接口规格识别，类型通过。	frozen	157c0009a96bc3bb24fdae7868de78bf1481906bddddba1dc21da06a2f039361	候选新增类型名称表达结构或用途，属性足以区分现有SKU。
工具量具	工具附件（候选新增）	电工包	keep	MT-808AE839E55B	名称可保留；材质改为可选，以覆盖仅有品牌/规格的SKU。	frozen	157c0009a96bc3bb24fdae7868de78bf1481906bddddba1dc21da06a2f039361	候选新增类型名称表达结构或用途，属性足以区分现有SKU。
工具量具	工具附件（候选新增）	铁锹柄	keep	MT-A35545301B28	铁锹柄以材质和长度采购，类型边界清楚。	frozen	157c0009a96bc3bb24fdae7868de78bf1481906bddddba1dc21da06a2f039361	候选新增类型名称表达结构或用途，属性足以区分现有SKU。
工具量具	扳手	T型套筒扳手套装	keep	MT-29F7F131F7D4	T型套筒扳手套装是稳定的成套工具类型。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	三叉套筒扳手	keep	MT-4EBD74764273	三叉套筒扳手结构特征稳定，口径为SKU属性。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	两用扳手	keep	MT-07BEBC4451D0	两用扳手为开口+梅花同规格双头结构，类型独立。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	内六角扳手	keep	MT-B4A4B158BCE0	内六角扳手为单支内六角工具，类型明确。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	内六角扳手套装	keep	MT-52DCD9EA3D18	内六角扳手套装以规格范围和件数为标识，与单支内六角扳手区分。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	固定扳手	keep	MT-A2F817AEB464	固定扳手为固定尺寸非活动扳手，类型边界清楚。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	开口梅花扳手套装	keep	MT-4CAB204B1D8F	开口梅花扳手套装是两用扳手组成的套装，与单支两用扳手区分。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	扳手	split	MT-07BEBC4451D0；MT-A2F817AEB464	按评审意见完成最终映射：42/12/19mm依据别名“开口/梅花扳手”归入两用扳手；13mm世达无两用结构证据，按固定尺寸非活动扳手归入固定扳手，不再使用needs_evidence。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	梅花敲击扳手	keep	MT-464882904351	梅花敲击扳手为重型敲击专用扳手，类型独立。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	活动扳手	keep	MT-27EA53568BD1	活动扳手为可调开口扳手，类型明确。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	扳手	链条扳手	keep	MT-D7D1A2071778	链条扳手以链条夹紧圆形工件，类型独立。	review_required	36c06a7494d753f142224507531a0e2ebf102b91ad6f44b86a5361276e33439d	所有类型和名称决定均通过，类型边界清晰，属性模板足以覆盖现有SKU。
工具量具	检测仪器配件（候选新增）	表笔	keep	MT-F191C6642EBA	表笔为稳定仪器配件类型，适用设备和插头类型入属性。	frozen	fcb198f3b650a751e33444d5c902f9f24983fc5d1eef755025ae6d094bb1d93f	表笔类型适用设备和插头类型均必填，名称和属性模板充分。
工具量具	检测仪器（候选新增）	万用表	keep	MT-D349133A39AF	万用表为非钳形多功能电表，类型稳定。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	压力表	keep	MT-A96200DCE10B	压力表类型明确，量程、接口等为SKU属性。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	噪音计	keep	MT-316F1BE1D8F3	噪音计为声学检测仪表，类型独立。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	气体检测表	keep	MT-EAAF8A16E169	气体检测表按检测介质区分，类型边界清楚。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	流量计	keep	MT-4A12024267E1	流量计用于流体流量测量，类型明确。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	测厚仪	keep	MT-4FDE0862D5F4	名称保留；按评审意见修正类型定义与排除项，使includes/excludes不再自相矛盾。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	玛氏漏斗粘度计	keep	MT-1873997F52BD	玛氏漏斗粘度计为专用粘度测量仪器，类型独立。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	电流表	keep	MT-5D0C4AAC2695	电流表为固定安装式电流表，与钳形电流表区分。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	绝缘电阻表	keep	MT-963325DAF9C0	绝缘电阻表以测试电压和量程标识，类型明确。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	钳形万用表	keep	MT-BCE33FF0CA86	钳形万用表为带钳口的多功能仪表，与钳形电流表区分。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测仪器（候选新增）	钳形电流表	keep	MT-3ABD6EEC75F8	钳形电流表仅测电流，与钳形万用表边界清楚。	review_required	5db8c1b12a20efd9c4a787169d92ef7d16cc711057405797d7733e4b72f99c20	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。
工具量具	检测耗材	耦合剂	keep	MT-868BE6C90D3D	耦合剂为稳定检测耗材类型，容量入属性。	frozen	0164defb4b35097ce58e17d90557bdb76a6156a047b74403d1575a171ba7a278	耦合剂类型稳定，容量和类型均入属性，未发现实质问题。
工具量具	测量工具	刻度勺	keep	MT-49B9AB70099B	刻度勺名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	卷尺	keep	MT-58E4C2C11EDE	卷尺名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	塞尺	keep	MT-CF90BC99F8B7	塞尺名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	墨斗	keep	MT-9D96F96A0EDB	墨斗名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	水平尺	keep	MT-B115C59783C5	水平尺名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	沉降观测钉	keep	MT-7FC51D35E452	沉降观测钉名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	泥浆比重计	keep	MT-EC794D3C98DC	泥浆比重计名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	测电笔	keep	MT-BBB7EE1AB632	测电笔名称合格，额定电压设为必填以满足区分要求	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	测绳	keep	MT-001B29D8FB01	测绳名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	测钉	keep	MT-48207EB01C9C	测钉名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	游标卡尺	keep	MT-B24626B34806	游标卡尺名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
工具量具	测量工具	激光水平仪	keep	MT-2992E95FAA04	激光水平仪名称合格	frozen	15a434282dbe1aacfbe37edd6d3f311ebc7db39e7b59cf46cd98c6f2789b24c0	测量工具17项类型与17项名称决策均通过，属性模板覆盖源SKU，旧名称全部映射完整。
