issue_id	batch_id	top_group	material_family	current_name	item_code	issue_type	severity	detail	status
MGI-8098364774BCA4	MGR-C5A4172627A0	液压气动	液压接头	接头	PIPE-000300	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9CED77CEE7E136	MGR-C5A4172627A0	液压气动	液压接头	接头	PIPE-000157	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-CCE7E8536E27A2	MGR-C5A4172627A0	液压气动	液压接头	接头	PIPE-000365	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DA923AB7F307FE	MGR-C5A4172627A0	液压气动	液压接头	接头	PIPE-000317	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E1B9A28FADE70E	MGR-C5A4172627A0	液压气动	液压接头	接头	METAL-000019	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E25890C3EFC99F	MGR-C5A4172627A0	液压气动	液压接头	接头	PIPE-000362	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E590725D885AFD	MGR-C5A4172627A0	液压气动	液压接头	接头	PIPE-000183	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-FB6B8CE66D70C1	MGR-C5A4172627A0	液压气动	液压接头	接头	PIPE-000357	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-FD4E87E1C8A757	MGR-C5A4172627A0	液压气动	液压接头	接头	PIPE-000164	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4EA8F2A2C2C980	MGR-C5A4172627A0	液压气动	液压接头	接头夹	PIPE-000207	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-CA986655F2B856	MGR-C5A4172627A0	液压气动	液压接头	接头夹	PIPE-000218	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-69E9383BD62635	MGR-C5A4172627A0	液压气动	液压接头	接头组件		type_review_not_approved	high	"定义中""按套采购""与证据不符：接头组件和接头夹的 observed_units 均为""个""而非""套""；需删除或修正该无依据限定。"	open
MGI-CB535FD23FF0B1	MGR-C5A4172627A0	液压气动	液压接头	接头组件	PIPE-000184	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-0E99A8DB95917B	MGR-C5A4172627A0	液压气动	液压接头	油管接头	PIPE-000136	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5D32CDB11AC110	MGR-C5A4172627A0	液压气动	液压接头	直接接头	PIPE-000348	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-48ADB5CD6285F5	MGR-C5A4172627A0	液压气动	液压接头	胶管接头	PIPE-000314	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-063767D3FC7581	MGR-C5A4172627A0	液压气动	液压接头	转换接头	PIPE-000312	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-081BE34F6B597B	MGR-C5A4172627A0	液压气动	液压接头	转换接头	PIPE-000349	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3BD18136AA110A	MGR-C5A4172627A0	液压气动	液压接头	转换接头		detailed_mapping_required	medium	该名称需要查看完整 SKU 证据后再映射。	open
MGI-454742C21DC4B2	MGR-C5A4172627A0	液压气动	液压接头	转换接头	PIPE-000350	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-EEC6CBB7E4EC88	MGR-C5A4172627A0	液压气动	液压接头	转换接头	PIPE-000351	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-85ECECA3B768B1	MGR-C5A4172627A0	清洁办公后勤	生活后勤			family_review_not_approved	high	名称覆盖完整，类型边界总体清晰；但水壶/热水壶合并后目标定义将SKU断言为非电热，属无依据推断，需修正。	open
MGI-5A13AAD10A6B33	MGR-C5A4172627A0	清洁办公后勤	生活后勤	冰块	MAT-000059	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-6B13D3480C9B97	MGR-C5A4172627A0	清洁办公后勤	生活后勤	凳子	MAT-000128	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4D83661CA0EEFC	MGR-C5A4172627A0	清洁办公后勤	生活后勤	办公桌	ADMIN-000023	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C8D6A5637EAD82	MGR-C5A4172627A0	清洁办公后勤	生活后勤	办公桌	ADMIN-000065	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-CA24822BEBCB2A	MGR-C5A4172627A0	清洁办公后勤	生活后勤	办公椅	ADMIN-000017	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-EE85DF4582B0B0	MGR-C5A4172627A0	清洁办公后勤	生活后勤	双层床	METAL-000125	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B54A63DE1A8269	MGR-C5A4172627A0	清洁办公后勤	生活后勤	圆桌	ADMIN-000064	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-242EB4FFE21B79	MGR-C5A4172627A0	清洁办公后勤	生活后勤	床品四件套	MAT-000041	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-EE5B5B47160038	MGR-C5A4172627A0	清洁办公后勤	生活后勤	床垫	ADMIN-000012	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-CE5CBEEA4A15CE	MGR-C5A4172627A0	清洁办公后勤	生活后勤	拖鞋	ADMIN-000054	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-187851A07EC6D4	MGR-C5A4172627A0	清洁办公后勤	生活后勤	方凳	ADMIN-000009	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D63F11335ED2E6	MGR-C5A4172627A0	清洁办公后勤	生活后勤	方桌	MAT-000247	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C498E008C7D4FA	MGR-C5A4172627A0	清洁办公后勤	生活后勤	枕头	MAT-000040	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7A16FB4452D710	MGR-C5A4172627A0	清洁办公后勤	生活后勤	桶装水抽水器	MAT-000161	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C9CF61AB5DC1E7	MGR-C5A4172627A0	清洁办公后勤	生活后勤	桶装水抽水器	MAT-000101	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4D61E557B9227A	MGR-C5A4172627A0	清洁办公后勤	生活后勤	毛巾	MAT-000228	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-83B2A48C064216	MGR-C5A4172627A0	清洁办公后勤	生活后勤	水壶		decision_review_not_approved	high	"保留名称可接受，但类型定义中""非电热""无证据支持，需修正后再通过。"	open
MGI-91C7CD72366885	MGR-C5A4172627A0	清洁办公后勤	生活后勤	水壶		type_review_not_approved	high	"定义将""热水壶""SKU限定为""非电热""，但证据仅有材质和容量，未提供驱动或加热方式；属无依据推断，需改为中性描述或补充证据。"	open
MGI-AFFE1DCDA92A85	MGR-C5A4172627A0	清洁办公后勤	生活后勤	水壶	ADMIN-000003	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7A5BCCE5782243	MGR-C5A4172627A0	清洁办公后勤	生活后勤	沐浴露	MAT-000185	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-F1F52BD62DBA92	MGR-C5A4172627A0	清洁办公后勤	生活后勤	洗发露	MAT-000184	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-BF442DB747BD24	MGR-C5A4172627A0	清洁办公后勤	生活后勤	漏斗	METAL-000113	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E1548A5A0CFC33	MGR-C5A4172627A0	清洁办公后勤	生活后勤	漱口杯	MAT-000183	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3C7B37206C6303	MGR-C5A4172627A0	清洁办公后勤	生活后勤	热水壶	ADMIN-000001	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D9E73648A5323E	MGR-C5A4172627A0	清洁办公后勤	生活后勤	热水壶		decision_review_not_approved	high	"并入水壶方向可接受，但当前目标类型以""非电热""为边界而证据不足；需先修正水壶定义。"	open
MGI-92B65D73BCAF2C	MGR-C5A4172627A0	清洁办公后勤	生活后勤	牙刷	TOOL-000258	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C26DD46B180301	MGR-C5A4172627A0	清洁办公后勤	生活后勤	牙膏	ADMIN-000053	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-38FBEE12811713	MGR-C5A4172627A0	清洁办公后勤	生活后勤	电热水壶	MAT-000061	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-066CBA8BF3FC22	MGR-C5A4172627A0	清洁办公后勤	生活后勤	电视支架	ADMIN-000033	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-90132AE2F6B8A1	MGR-C5A4172627A0	清洁办公后勤	生活后勤	电视支架	ADMIN-000014	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-457925A3A4F2B4	MGR-C5A4172627A0	清洁办公后勤	生活后勤	空气净化器	MAT-000229	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-309F9BE7740761	MGR-C5A4172627A0	清洁办公后勤	生活后勤	空调	MAT-000056	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-40731C8B09F217	MGR-C5A4172627A0	清洁办公后勤	生活后勤	空调	MAT-000156	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-FAF85B38CD336D	MGR-C5A4172627A0	清洁办公后勤	生活后勤	空调	MAT-000203	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-F173F4AEA8F22E	MGR-C5A4172627A0	清洁办公后勤	生活后勤	蒸饭柜	MAT-000033	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-0770F88F332620	MGR-C5A4172627A0	清洁办公后勤	生活后勤	被子	MAT-000039	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-59E395E8366566	MGR-C5A4172627A0	清洁办公后勤	生活后勤	被子	MAT-000177	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-A4662A502563A2	MGR-C5A4172627A0	清洁办公后勤	生活后勤	遮阳伞	MAT-000226	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9F941CCEDD1AD9	MGR-C5A4172627A0	清洁办公后勤	生活后勤	风扇	MAT-000028	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4A47F2DDC8036F	MGR-C5A4172627A0	管材管件阀门	直接/接头			family_review_not_approved	high	覆盖完整；但直接/直通与管箍的定义边界重叠，需明确互斥规则。	open
MGI-21381E1C7637D0	MGR-C5A4172627A0	管材管件阀门	直接/接头	堵头/管帽	PIPE-000011	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-41F34BF7616767	MGR-C5A4172627A0	管材管件阀门	直接/接头	堵头/管帽	PIPE-000077	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4B3789012993BF	MGR-C5A4172627A0	管材管件阀门	直接/接头	堵头/管帽	PIPE-000407	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-6A1FCE2B4859D6	MGR-C5A4172627A0	管材管件阀门	直接/接头	堵头/管帽	PIPE-000406	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-80F0C39FB90A4E	MGR-C5A4172627A0	管材管件阀门	直接/接头	堵头/管帽	PIPE-000405	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-911C04E0A4C529	MGR-C5A4172627A0	管材管件阀门	直接/接头	堵头/管帽	PIPE-000404	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B208C6721689F0	MGR-C5A4172627A0	管材管件阀门	直接/接头	堵头/管帽	PIPE-000012	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C23380ACDE053A	MGR-C5A4172627A0	管材管件阀门	直接/接头	堵头/管帽	PIPE-000143	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-09A7770FC36C10	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000073	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-2D6C6EB057B849	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000101	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-427E2ADD77C859	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000456	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4313DF3AC5B9DB	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	METAL-000156	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-512DD70ACCE0CE	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000165	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5B0DACE7FD7AE9	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	METAL-000157	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-6345FD8E0A6602	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000480	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-950C76E82FDC33	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000016	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9780D2105D4E86	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000437	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-98EE0101A44DFD	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000436	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9C7180857CF885	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000419	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-A1112A653F9813	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000240	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B1F58D6DAD737D	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000153	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C7BE791F8D037C	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000096	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-CF9C89C6A2B558	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	METAL-000155	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D3BA955CF7271B	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000241	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D614BCBDF9129E	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	PIPE-000171	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DADE8FBB75A974	MGR-C5A4172627A0	管材管件阀门	直接/接头	异径接头/大小头	METAL-000135	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-8D0F174AD5078D	MGR-C5A4172627A0	管材管件阀门	直接/接头	快速接头	PIPE-000188	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9BB00BD20218C0	MGR-C5A4172627A0	管材管件阀门	直接/接头	快速接头	PIPE-000489	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7FB7C8140854CB	MGR-C5A4172627A0	管材管件阀门	直接/接头	接头	PIPE-000246	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B70853889A0BB0	MGR-C5A4172627A0	管材管件阀门	直接/接头	接头	PIPE-000247	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DDFA1DADC2C093	MGR-C5A4172627A0	管材管件阀门	直接/接头	活接	PIPE-000169	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-06629D06EF85FB	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000009	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-1216A1186E36DF	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000309	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-133EC26872E61A	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000486	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-1DB7A9E8806FAB	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000371	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-240D1FC4281791	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000412	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-2FAFF6C177A84D	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000413	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3A6BC70BB480DE	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000243	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3C1025938BBCF5	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000088	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3D304EBE0706B5	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000211	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-4F37A28DCDC0D8	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000455	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5BF3A4C79BE586	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通		decision_review_not_approved	high	保留名称可接受，但需与管箍边界明确互斥，否则分类重叠。	open
MGI-64D4F7008A8F21	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000429	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-6A04A5DD08E3F8	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	METAL-000136	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-6E1553DE6A3062	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000470	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7447D557C1A8B5	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000427	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-75B6EDBC40CDF3	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000448	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7AB160DD900BE0	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000215	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7CE1709ADC37B2	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000067	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7E07C0020B2B77	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000430	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-810219F986E5FE	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000142	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-8D167CBFD09460	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000451	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-938DAA43295D1B	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000002	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-99877CA35B3E02	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000112	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9A9D3A4276BF55	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	METAL-000134	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-A0BAA682B6A376	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000031	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-ABA0606AEA0277	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000442	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-ADCF42F75FCE6E	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000141	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-AF06D6EBD6A22F	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000458	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B2B7192B4288EE	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000209	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-B77D59C66C384E	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000483	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-BF9C0FDD54DF0D	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000464	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C01C589E0AA295	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000140	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-CEE4B4718562E1	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000428	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D4AEC6F2516E72	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000070	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DCD51143BFE5AC	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000119	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-ECFA4AA80A983C	MGR-C5A4172627A0	管材管件阀门	直接/接头	直接/直通	PIPE-000084	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
