item_code	type_id	standard_name	mapping_method	mapping_evidence	mapping_status	source_hash
METAL-000146	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	346e7e480c58c8d0534e0d43ba85695ea0d15ea4675bfb7b16a5c9cb5a2caf52
METAL-000147	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	b61ed2d6d67d1873f5064a36f14924f822fb3c5bf9684b5dece6b6d9c81b5ffc
METAL-000148	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	f9e9dfce0d83d9a7eeba7243888d5d1d3d2afa06f0c9c7db256be06b3d1f3a08
METAL-000149	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	0d61ed2f0ba81a917564cd7072faa37502f7bf737e5fe76c6f10a82154429c47
METAL-000150	MT-C87204B06C74	直通快插接头	exact_current_name	型式为外螺纹+快插直通，尺寸和螺纹归SKU属性。	frozen	181fa7e69cd4ee0029f22adc96edb29bc2a7b5461364bd87e0e72978083e31c4
METAL-000151	MT-C87204B06C74	直通快插接头	exact_current_name	型式为外螺纹+快插直通，尺寸和螺纹归SKU属性。	frozen	b7b3aa1b1df6d0363b5a4f2252fa4fb510663d4022d47d719848d18a6877639e
METAL-000152	MT-C87204B06C74	直通快插接头	exact_current_name	型式为外螺纹+快插直通，尺寸和螺纹归SKU属性。	frozen	37b5831e96dfff10a60f6f1d5b1166031ddee3bccc7626ee8349daec1da83520
METAL-000153	MT-C7A58C87DFFF	止回阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	8c1c7f28e0f7d0f1a4be4d7b1c8acc6388343b4c8066a6091b84b04163473706
METAL-000154	MT-033B2F7CA899	螺母	detailed_evidence	"{""attributes"": {""material"": ""不锈钢"", ""spec"": ""M5""}, ""confidence"": 0.95, ""reason"": ""不锈钢螺母，无防松结构，符合nut定义。""}"	frozen	e60df42ba44cb2c48ec079e241b3d831f8b7209c970b3368c557865629a5d042
METAL-000158	MT-271DC337D5AE	排气阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	a5387d07458dda40875feb279d9e8304ec55bd59716bf086246123f8be22f8c8
METAL-000159	MT-EBAF1AA097EE	保温水箱	exact_current_name	保温水箱类型稳定，容量/材质作为属性。	frozen	e5ee0ff254ff650854a6fb6521211e4be5437105d04cf4c898046615f947fe22
METAL-000160	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	e13dfd3b0058fab60a42ce6e74fc4efcac5dfac3a372978e2906791c1c7e14e5
METAL-000161	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	906d9e8d69b897ea051bb96cb1bb0abebd763d3b79770d41158a95862723ebde
METAL-000162	MT-E8A4973F880D	排烟罩	exact_current_name	名称稳定，材质和尺寸留在SKU属性。	frozen	8e780e9d34bb4a22b68e9e9485674bd1ea5694af0b53c1976f09a7bfa623928b
METAL-000163	MT-0CF505AF57F5	铁丝	exact_current_name	现有名称已是稳定类型，规格/号数放入SKU属性。	frozen	32f265edfa1b9381d7183cdb95e9bd3b19968c4a6312feddf48d50b8eadb0a5c
METAL-000164	MT-A1289B5C5B16	钢丝绳	detailed_evidence	"{""attributes"": {""diameter_mm"": ""12"", ""structure"": ""6×37+FC"", ""surface_treatment"": ""镀锌""}, ""confidence"": 0.98, ""reason"": ""SKU名称为镀锌钢丝绳，未声明环形，符合wire_rope定义。""}"	frozen	c659275662e2045c4191d741fc0d5a57470bda5460b6a548ad25203756d11a26
METAL-000165	MT-67D913D032F1	潜水搅拌机	exact_current_name	潜水搅拌设备类型稳定，保留独立类型。	frozen	770388210fe6bf1e912a5067b955a8c55e03e5dfb208e46650fec123c75982a0
METAL-000167	MT-A1289B5C5B16	钢丝绳	detailed_evidence	"{""attributes"": {""diameter_mm"": ""20"", ""length_m"": ""6"", ""material"": ""碳钢"", ""structure"": ""6×37+FC""}, ""confidence"": 0.97, ""reason"": ""SKU名称为普通钢丝绳，带长度，未声明环形，符合wire_rope定义。""}"	frozen	8959d12d4bd73a0c7154d62df6cebf0c92ceb94820044d463b141f0041ab139b
METAL-000168	MT-CD4DF2FCC2FF	槽钢	exact_current_name	槽钢名称稳定，规格、材质和特征属性可完整区分SKU。	frozen	fc3fc22e656d474c8fbf5979bd71d1b7f5fdd528f216343a32435f389a246458
PIPE-000003	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为PPR弯头，符合弯头定义。""}"	frozen	ad0246de09ff631cbb227f6c4ae1ac3d92b9e676db3ae7864779df582cef5040
PIPE-000004	MT-3526C7D9267E	热熔机	exact_current_name	商品结构稳定，适用管径作为SKU属性。	frozen	70e7fcaeb0af4ecca9d90ba24d5597fb7e7bdd4378bff2251d12b1a541e8f41c
PIPE-000005	MT-B1ACC993318A	管剪	exact_current_name	管剪是专用管材剪切工具，名称合格	frozen	aeeb52f9544cf9b5fc6f73b627a4218b4785f37358a0afc3219e9733fd7904dc
PIPE-000006	MT-E1B1666ADC55	角阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	6fe1015c086fcc7a535697315a37b66b56f3bdcc10b8e1c259af874df8fb4b8b
PIPE-000007	MT-A6E56B3BA604	三通	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为PPR三通，未见异径/Y型/斜三通信息，符合等径三通定义。""}"	frozen	5ba9803892dc4a0530015e3154abe4bae9ddcab728aa2bd1b840999731814606
PIPE-000008	MT-A6E56B3BA604	三通	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为PPR内牙三通，属于等径三通，符合三通定义。""}"	frozen	66cf682842e31e2737621c060a40ca2dfe0f44ec055d3727a15702c1733e5aea
PIPE-000010	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为PPR内丝弯头，符合弯头定义。""}"	frozen	2fdda677b6116a691dbbb8b5413aa405d309188d6dffd4b4557a4b7dbd9776b5
PIPE-000013	MT-538F15C36CA2	水管钩	exact_current_name	钩形支撑管件边界明确，保留。	frozen	e7f312602344504d42cac79f2820876e5c580138190b5bb54a754465d253fd00
PIPE-000014	MT-27BA1EB08A05	下水管	exact_current_name	洁具排水短管边界清晰，保留。	frozen	47bd3a560576b4c2fe08da2cd8b5d8aceae8330c565d15492b2569a32badcf98
PIPE-000015	MT-7CF2F4264F59	过桥弯	exact_current_name	过桥结构独立成类，与普通弯头不同。	frozen	934efc39952e469bde896258c8718e82efd4a3eb26d167a89eda5c412c68305c
PIPE-000019	MT-A6E56B3BA604	三通	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为排水用PVC三通，未见异径/Y型/斜三通信息，符合等径三通定义。""}"	frozen	0ba468859ffe6950577039fe514b6cb7a6cfe602f54c5b86b4d5d12c4ea8d019
PIPE-000021	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为PVC弯头，符合弯头定义。""}"	frozen	28c65c0443b6dd8a4641ba8ac79db0014620ccea850ab6f9e084c643e9b83769
PIPE-000022	MT-A6E56B3BA604	三通	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为排水用PVC三通，未见异径/Y型/斜三通信息，符合等径三通定义。""}"	frozen	4eb40ff6b854de3baf21e121b3d79cc86654da4349c92845ba372730a1db2322
PIPE-000023	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为PVC弯头，符合弯头定义。""}"	frozen	afe12910e3d66eda2a8ac5baa4323fba22c4a433595b407b2ffc8e9e45cd1b53
PIPE-000024	MT-71507D1D4A80	异径三通	exact_current_name	变径结构独立成类。	frozen	5eea1d0402aff384d8ad306a1aeea5f88691f0940b152396a29fe6ad1ca734ec
PIPE-000027	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	9f870027f4419cf7caf7c2b189a81e49d82acf7ecdc75af8fb0357db4c8d4cf6
PIPE-000030	MT-C7A58C87DFFF	止回阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	392895665ecd601a8d7d91acb3648518fb61671d9463b9fb46016701f6f7716b
PIPE-000033	MT-A6E56B3BA604	三通	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为不锈钢三通，未见异径/Y型/斜三通信息，符合等径三通定义。""}"	frozen	d2ec0d691562437a4d026dc5f2bbe631ffee67bfde99001e2d55915573cdd1a5
PIPE-000034	MT-7D0D5817EC9E	钢管	detailed_evidence	"{""attributes"": {""material"": ""碳钢"", ""spec"": ""DN25"", ""surface_treatment"": ""镀锌""}, ""confidence"": 0.95, ""reason"": ""SKU为镀锌钢管DN25，未注明焊管/无缝工艺，符合gang_guan定义中的现有SKU示例。""}"	frozen	f30124444c62834c5a289d9a9284dd943caa7b186daf798fc930c123f9684a60
PIPE-000035	MT-CB0A48F7A97D	高压软管	exact_current_name	橡胶基高压软管，与高压胶管、钢丝软管合并为高压软管。	frozen	72cd2d93fa576433bd791b0e239805f764bb728afa4180e52dc30629af02c3d3
PIPE-000036	MT-C7A58C87DFFF	止回阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	6c5be18d67f46162df245f70f5d5501d1fcd87412a31099ae8c077cf4b80b8f5
PIPE-000037	MT-F7332C0D9E4F	管卡	exact_current_name	单管固定卡边界明确，保留。	frozen	47b3e70fcf6cebc201a245398fcdfd6896e529de49227ac39538cd08ac1728e3
PIPE-000039	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	b95639d82c39cbd9169cf144b5330174109108e039e754c00afbc7ab812d584d
PIPE-000040	MT-CB0A48F7A97D	高压软管	exact_current_name	橡胶基高压软管，与高压胶管、钢丝软管合并为高压软管。	frozen	290adbfdb92d16c219db81d9022190b24f1f81067474457fc5fa377e767c3c55
PIPE-000041	MT-CB0A48F7A97D	高压软管	exact_current_name	橡胶基高压软管，与高压胶管、钢丝软管合并为高压软管。	frozen	8a6caa9f1c1dbe34755b5db017e941fe629b56b203d34c3d03b9488fcb63fda9
PIPE-000042	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为不锈钢弯头，角度90°，符合弯头定义。""}"	frozen	e4df33af911f539d9f9481665a1a462fc4b78a9fcf825e863bfc8fe376964502
PIPE-000043	MT-1C76E756D933	蝶阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	3bbb3eabaecd86f2548af2a26b5d362fdace1f5d86cd04076f022c0c5d60f58f
PIPE-000044	MT-DF682A965FB7	安全阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	a940a2f4a2f0c032b3fbaf102c370d22a7939e1e3c278827777e92198fbfa9f5
PIPE-000046	MT-974B25EE4C8C	通用接头加工件	exact_current_name	避免与管接头、卡箍接头等专用接头类型重叠，更名为通用接头加工件，并补充特征、接口类型属性。	frozen	dc2e0a61fefe66194b436dda6e9335a9ec3231920fc7a114c12cc5cf95c5201d
PIPE-000047	MT-04D5F9CE22B0	卡箍接头加工件	exact_current_name	卡箍连接接头类型明确，保留。	frozen	6ea5ca52d9a34a151e21024b16bcf54471aa4f8674276c11de3978e4d96189bb
PIPE-000048	MT-1121AB3E7D64	抱箍接头加工件	exact_current_name	抱箍连接接头类型明确，保留。	frozen	b3ddc30fb5a5f44b4ae424308fda6b4e4261faad23e147ebb8462cd5fb2ba4fa
PIPE-000049	MT-822ADF0FDB0C	三通抱箍加工件	exact_current_name	三通抱箍结构类型明确，保留。	frozen	db0e65f0d86f42be2ace3600975a9358a0f4a808df446d753daa7b656abe96a6
PIPE-000051	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	07e09a5cb42b47df4c9c2b407a5af0b3568ff6c5c7683b059de66c0d682b8ce7
PIPE-000052	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	b27db05184bd9f6d26045f124e8ade6aef1a071c9ff0dbae906fe79e406c0b88
PIPE-000053	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	a9f58d40a4af53420f6e4329382759582c4956e1ff69535461dd6d683c03e7cd
PIPE-000054	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	0e7f58126e20a036864e781a65f39fdc400cc0336466a7b869d4e90056d3b83a
PIPE-000055	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	adfba039798c30fcce439a23d5690b97c5e7f8abe434b41c56361e4a0efa5a40
PIPE-000056	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	e7ff6ab7cb7cd2309c2231a3f573472af5d9053243f75b556f0a7a957c6fb53a
PIPE-000057	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	389210d5101d5642c2c1bbb6d3a4614d9a17a532a255d6b5b4adbbf3fadaa9ca
PIPE-000058	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	dcda85145925d8398a784495a993f9f7a1d5f712bd18a406baeba60dd635ceac
PIPE-000059	MT-04D5F9CE22B0	卡箍接头加工件	exact_current_name	卡箍连接接头类型明确，保留。	frozen	cce5623179691418d7c8238e206d1c53caf87977ef856ba05a7ba7895fc24a3a
PIPE-000060	MT-B5E58D50AAA2	四方接头加工件	exact_current_name	四方结构类型明确，保留。	frozen	6a356516163e6e52709cd0843775700538200a489a690265f25dd82e5a1028d1
PIPE-000061	MT-F70D097AA294	无缝钢管	exact_current_name	无缝工艺类型明确，按外径×壁厚采购，保留。	frozen	b6287f17f144e71d190bbd96eca4106602bfda25532ac7480df6c7ee7ed8e762
PIPE-000062	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为碳钢焊接弯头，壁厚8mm加厚，符合弯头定义。""}"	frozen	6b786e24e36cc3726b75e811eee1aab105368f14aa812225209791950b05d410
PIPE-000063	MT-86A7EBA4236B	抱箍	exact_current_name	双半圆对合抱紧型管夹边界明确，保留。	frozen	4652aad65895aced70ac5c9cc433ce48987ab886b2ef2bd1a0e812880416b87e
PIPE-000064	MT-11BC391A4AC6	卡槽接头加工件	exact_current_name	卡槽连接接头类型明确，保留。	frozen	df63db1267887291916949193b885c0ace4543ed66f36952216c7cf59610fde2
PIPE-000065	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为碳钢焊接弯头，壁厚8mm加厚，符合弯头定义。""}"	frozen	913d3ece54f844751351eeff715d83f0b9fe0fae2b87cfacaaf8b8c7621157d8
PIPE-000069	MT-A6E56B3BA604	三通	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为UPVC三通，未见异径/Y型/斜三通信息，符合等径三通定义。""}"	frozen	01c04c0ccc9c549af10f5ab044255ad5c12e5123ccda7ffefb3b4cfc78c9d5d3
PIPE-000071	MT-7DC217FA22EE	斜三通	exact_current_name	45°斜向结构独立成类。	frozen	30bddf1dea3857cc250a9b9c981c6330fa02a76e2dc6a8694e9d98e9f5a13164
PIPE-000072	MT-F7332C0D9E4F	管卡	exact_current_name	单管固定卡边界明确，保留。	frozen	c7c31dff209b88c151c88911bdaa2aa2ea2b14f2e6d00854bfe139cb03c65080
PIPE-000074	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为UPVC弯头，角度90°，符合弯头定义。""}"	frozen	8fb2f0fef73178fcf97b13c8c3bc42dfa50b131418b6de58cd01fdd509bc6d5c
PIPE-000075	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为UPVC弯头，角度45°，符合弯头定义。""}"	frozen	a7b61584bd531022025da2d73faf7ec425f796d4f50a73449dac2bfabb4e3470
PIPE-000076	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	03209f540e253bd15dbe30114f4328bdb81e5c1b002f342307f0d4126e467b70
PIPE-000078	MT-00E9C8F1F6A5	变径接头加工件	exact_current_name	变径功能类型明确，并补充大小头等类型属性。	frozen	5537c315a442f585d24b5ad07b2045fa1f4d1fa228d603f99dececf8c313f5d3
PIPE-000079	MT-00E9C8F1F6A5	变径接头加工件	exact_current_name	变径功能类型明确，并补充大小头等类型属性。	frozen	2b88215c3b4619e5ca8b37037dc9d4636a2b1d7dd3435d068e8a1fc37ae7a9ba
PIPE-000080	MT-9DC675466E36	进水软管	exact_current_name	软管在该洁具配件族中特指洁具进水软管，改为进水软管以与管道软管族区分。	frozen	18b5fc4ef51db95f04e43aea6a29ec6e6f1cb5e078768bd4871269f03affc191
PIPE-000089	MT-7D0D5817EC9E	钢管	detailed_evidence	"{""attributes"": {""material"": ""碳钢"", ""spec"": ""DN20"", ""surface_treatment"": ""镀锌""}, ""confidence"": 0.95, ""reason"": ""SKU为镀锌钢管DN20，未注明焊管/无缝工艺，符合gang_guan定义中的现有SKU示例。""}"	frozen	e7fc24be1f2f7ee04e1707789638fd287759b87431d1eab4f98f0b641be9b6f1
PIPE-000090	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	9f03ab4e6c1f4f4476b56ce4a1a3f9e70f3302094099bfe036cddd338482668e
PIPE-000092	MT-71507D1D4A80	异径三通	exact_current_name	变径结构独立成类。	frozen	56a25df5400e2d7635540fdb8de430f63b17b9dfe68669e4932dea05a7b05219
PIPE-000093	MT-71507D1D4A80	异径三通	exact_current_name	变径结构独立成类。	frozen	46f4e399e82e45b8d189576cad6e8d1bee1373a2b61a0aadb49af2980ff6ae87
PIPE-000094	MT-F7332C0D9E4F	管卡	exact_current_name	单管固定卡边界明确，保留。	frozen	e6941cd50230316babecac675ad2d1bf1fadb9691ff9a74c70766bf7c405d728
PIPE-000095	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为PVC弯头，角度45°，符合弯头定义。""}"	frozen	715f15ce84d3fc514416fb3dd20e151037bb3d7e8df4669aa4aa221f9d34bd60
PIPE-000098	MT-F7332C0D9E4F	管卡	exact_current_name	单管固定卡边界明确，保留。	frozen	60865d8c55e2699400de9c2950827935b40d9c34f79d19efd3a8854baeff630b
PIPE-000099	MT-3456430B26D2	集水斗	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	9af7ab29c405ba69dd3670d66f3b1973db3846e8d813d114190eae63247bb4a7
PIPE-000100	MT-F70D097AA294	无缝钢管	exact_current_name	无缝工艺类型明确，按外径×壁厚采购，保留。	frozen	b3319691a7adc7a5cfb4df8a36adab148424dbe442e0ab7c8408466e838d7127
PIPE-000102	MT-4CF6625D5C80	抱箍	exact_current_name	名称稳定，规格/适用管径/材质留在SKU属性。	frozen	5eca9015bc7577fc00a82f41a62f35650eccfa1409b8af787f96de9dd7eed89d
PIPE-000103	MT-4CF6625D5C80	抱箍	exact_current_name	名称稳定，规格/适用管径/材质留在SKU属性。	frozen	18c1220d206189a3e7eabd5295d2dd873dbbedb3bcce2a13cb54bcf8abbc2f98
PIPE-000104	MT-6FFBB6BCE331	管加工件	exact_current_name	管段加工件类型保留，并补充加工内容、用途等属性。	frozen	7b2e7980ce52b014903f8623e25b6bb5566b8f5a2ea430268aeb6a269f8d1209
PIPE-000105	MT-C7A58C87DFFF	止回阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	b30e718e93984400aa68190277f6117b49b3199613ae74b2acb511a5cfbfb698
PIPE-000106	MT-6FFBB6BCE331	管加工件	exact_current_name	管段加工件类型保留，并补充加工内容、用途等属性。	frozen	ce7ae939848ffcc27ad028f4fa46a1044b29c88b17101dd7fd8179c15ac200bc
PIPE-000107	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为碳钢焊接弯头，角度90°，符合弯头定义。""}"	frozen	01d6c32e35125e7cd9431d8ca47fb2457fc1743503346f2584f4b14babc4ff8b
PIPE-000108	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为碳钢焊接弯头，角度90°，符合弯头定义。""}"	frozen	c5c0c250c13d45be9e5a8bd3e2701b21c712986d9eb9b9297a008cb49bad34c1
PIPE-000109	MT-FCFA733580C1	消防水带	exact_current_name	名称稳定，口径、特性、压力、接口留在SKU属性。	frozen	f53f69d4e32477e4da76376dd0b13210f8188d45dd28386d6dcee28eb37e451e
PIPE-000110	MT-7D0D5817EC9E	钢管	detailed_evidence	"{""attributes"": {""length"": ""6m"", ""material"": ""碳钢"", ""spec"": ""48"", ""surface_treatment"": ""镀锌""}, ""confidence"": 0.85, ""reason"": ""SKU为镀锌钢管外径48mm长度6m，未注明焊管/无缝/脚手架属性，属于通用钢管类别。""}"	frozen	c82a200e79f73d9cc6b288ae4ea9f87e090b2d20f73b86ae9ac23bf43f4eed42
PIPE-000111	MT-8D95FADCFD52	球阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	c6cbbafa1f50996e799c2a310c5a72bd40da3e74ff1f48e9aa74b8827086b315
PIPE-000113	MT-92A9B34FE9A4	混水阀	exact_current_name	名称稳定，未含规格/品牌，作为标准类型保留。	frozen	248a66cadf4afa6438c9b8cffc5274ba7388cc92abe50c3a806e55f781ba16a8
PIPE-000116	MT-F7332C0D9E4F	管卡	exact_current_name	单管固定卡边界明确，保留。	frozen	4dd56fff9de5c8fac9f8c38b762e636d667b886fecdade9c9fd542a5f530374a
PIPE-000120	MT-7D0D5817EC9E	钢管	detailed_evidence	"{""attributes"": {""material"": ""碳钢"", ""spec"": ""32*4.5""}, ""confidence"": 0.95, ""reason"": ""SKU为钢管32*4.5，未注明焊管/无缝工艺，符合gang_guan定义中的现有SKU示例。""}"	frozen	498610d36b6ea4cb2fdb8de8b6a2b446bfd972d824de6827fcc3ffb108bfe266
PIPE-000121	MT-A638D24D43BF	卡扣加工件	exact_current_name	按口径和连接方式区分的卡扣加工件类型独立，保留。	frozen	1f5c3a1ec4dc79d1a1e8b99ffaa0200f7dc3dda328d8007c9332b82a5e12985b
PIPE-000122	MT-6FFBB6BCE331	管加工件	exact_current_name	管段加工件类型保留，并补充加工内容、用途等属性。	frozen	736ff54eff22375556e87ac96864b2ddd796f825146547ea6449a8398722713b
PIPE-000123	MT-F70D097AA294	无缝钢管	exact_current_name	无缝工艺类型明确，按外径×壁厚采购，保留。	frozen	ada21145eedb556d0d17657db1a5fe14ea240ffa0d2bad531265b6afc7517c64
PIPE-000124	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为碳钢焊接弯头，加厚，角度90°，符合弯头定义。""}"	frozen	eac111385b5b21c9c4d61b20be38bf4c0eab2095a07d8c3befd2383b7130195d
PIPE-000125	MT-022ACA1C727A	法兰	detailed_evidence	"{""attributes"": {""material"": ""碳钢"", ""nominal_diameter"": ""DN325"", ""pressure_rating"": ""16kg""}, ""confidence"": 0.99, ""reason"": ""SKU名称为碳钢法兰，规格含公称直径和压力等级，符合flange定义。""}"	frozen	90a35fc318cd01c7d7e0cd128692e04522da52ad153fd0f4b9d9b758a81e6104
PIPE-000126	MT-6FFBB6BCE331	管加工件	exact_current_name	管段加工件类型保留，并补充加工内容、用途等属性。	frozen	044b33d17e6a3e7929db25963534332b8f4ed430f9533fe653474c85e01e39ba
PIPE-000127	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	ae68093704a5b7dfa74304ce78727fc7335e4cccfe1083e1041431c1ab426c25
PIPE-000128	MT-6D9419806083	弯头加工件	exact_current_name	弯头类型保留，并补充口径、连接、结构、特征、适用设备等属性。	frozen	c07abd9004f5ded0470e72b26869e9fe67b6f9d0c12d760882af48ea5d282a14
PIPE-000129	MT-F70D097AA294	无缝钢管	exact_current_name	无缝工艺类型明确，按外径×壁厚采购，保留。	frozen	1ce375ca0c03df4d8fac20e43f73dd7d87010b124f93f509f0b6924db228734e
PIPE-000131	MT-12C09DAF8019	法兰垫片	exact_current_name	限定为法兰密封面用垫片，排除快速接头胶垫。	frozen	3c411b8f6825222108196cbbe343f85b565546f9e874d2e6be425b83537217d0
PIPE-000132	MT-F7332C0D9E4F	管卡	exact_current_name	单管固定卡边界明确，保留。	frozen	36842085d6aed130d6daa7e402c97455c4fda7e9cc50bf82d69da3b61d7e27e7
PIPE-000133	MT-AE495F6536BA	卡槽导轨	exact_current_name	证据明确为适配管径的注浆管导向导轨，与通用卡槽区分。	frozen	728ad721bec424110517c167b906254edbb39130b42202c7508439f214cd9233
PIPE-000135	MT-CB0A48F7A97D	高压软管	exact_current_name	橡胶基高压软管，与高压胶管、钢丝软管合并为高压软管。	frozen	6cbb15ab74005ff0d04d04cb18d70aa870067ca8b2826cdee743a19f48c0022a
PIPE-000138	MT-9646A1348608	气源分配器	exact_current_name	定制气源分配装置类型独立，保留。	frozen	6cb33c0a0b5e79ef180ec691c5597dc1705a396967d0df75c39ff7b8e9f95d42
PIPE-000139	MT-A6E56B3BA604	三通	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为镀锌三通，未见异径/Y型/斜三通信息，符合等径三通定义。""}"	frozen	bb324d2755b2f3eb34bcb60973d4e9f926925a4bea495bbcc415e4ee16762262
PIPE-000144	MT-F70D097AA294	无缝钢管	exact_current_name	无缝工艺类型明确，按外径×壁厚采购，保留。	frozen	cd3b0f952477f9370609d3a02874e69e20409d19b447b9836bb1ee4208d1b838
PIPE-000145	MT-B31CC9A0EEF0	消防卡箍	exact_current_name	为与普通卡箍区分，并体现消防沟槽连接，标准名使用消防卡箍。	frozen	2116f98ea2249d967dd3f9b53343460f4dfb0922c717abd4cc653c59b7673d12
PIPE-000146	MT-740837097BDE	卡槽加工件	exact_current_name	卡槽结构类型明确，保留。	frozen	4563e9768f26f3cb71dc43fab564025f624ac0df91f4614aa3c00f1a4666f545
PIPE-000148	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为碳钢焊接弯头，角度90°，符合弯头定义。""}"	frozen	7701ac49ec9daf23a951e88120fdfdf9e0cbb26e38b1036c2d1c553e6283a160
PIPE-000149	MT-81A9FB6F50A4	弯头	detailed_evidence	"{""attributes"": {}, ""confidence"": 0.95, ""reason"": ""SKU为碳钢焊接弯头，角度45°，符合弯头定义。""}"	frozen	f8b75a2a4456fb4b6c177b56317bc4ff596fe60115da26b53ffb8d67f10c9544
PIPE-000152	MT-F7332C0D9E4F	管卡	exact_current_name	单管固定卡边界明确，保留。	frozen	d7b616b5782083c509570d2291ab1e7c68d94ba59b423a13b2eab6d572535504
