scope_type	source_reason	item_code	current_item_name	current_family	recommended_family	recommended_item_name	required_specs_normalized	optional_specs_normalized	stock_uom	action	confidence	reason	needs_owner_decision
boundary_sample	name_contains_screw_keyword:螺母	FAST-000021	螺母	螺母	螺母	螺母	规格：M16		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	FAST-000031	螺母	螺母	螺母	螺母	规格：M10		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	FAST-000041	螺母	螺母	螺母	螺母	规格：M48		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	longest_match_boundary_term:防松螺母	FAST-000050	防松螺母	螺母	螺母	螺母	规格：M24；类型：防松		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	FAST-000056	螺母	螺母	螺母	螺母	规格：M27		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	FAST-000065	螺母	螺母	螺母	螺母	规格：M30		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	FAST-000076	不锈钢螺母	螺母	螺母	螺母	材质：304不锈钢；规格：M6		只	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	longest_match_boundary_term:防松螺母	FAST-000079	不锈钢防松螺母	螺母	螺母	螺母	规格：M20；材质：不锈钢；类型：防松螺母		只	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	FAST-000081	高强度螺母	螺母	螺母	螺母	强度等级：12.9；规格：M30	强度描述：高强度	只	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	METAL-000154	不锈钢螺母	螺母	螺母	螺母	材质：不锈钢；规格：M5		只	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	SPARE-000040	螺母	螺母	螺母	螺母	规格：M4		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	SPARE-000041	螺母	螺母	螺母	螺母	规格：M5		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	SPARE-000049	螺母	螺母	螺母	螺母	规格：14		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	SPARE-000056	螺母	螺母	螺母	螺母	规格：16		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	SPARE-000066	螺母	螺母	螺母	螺母	规格：M30		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	SPARE-000069	螺母	螺母	螺母	螺母	规格：M27		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	SPARE-000080	螺母	螺母	螺母	螺母	规格：22		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺杆	FAST-000017	螺杆	螺杆	螺杆	螺杆	规格：M20*70		套	move_to_screw_rod	high	螺杆/通丝是独立紧固件族，和普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:螺杆	FAST-000018	螺杆	螺杆	螺杆	螺杆	规格：M20*50		套	move_to_screw_rod	high	螺杆/通丝是独立紧固件族，和普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:螺杆	FAST-000020	螺杆	螺杆	螺杆	螺杆	规格：M16*60		个	move_to_screw_rod	high	螺杆/通丝是独立紧固件族，和普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:螺杆	FAST-000029	螺杆	螺杆	螺杆	螺杆	规格：M10*50		个	move_to_screw_rod	high	螺杆/通丝是独立紧固件族，和普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:螺杆	FAST-000040	螺杆	螺杆	螺杆	螺杆	规格：M48*120		支	move_to_screw_rod	high	螺杆/通丝是独立紧固件族，和普通螺丝分开。	no
boundary_sample	longest_match_boundary_term:通丝螺杆	FAST-000071	通丝螺杆	螺杆	螺杆	螺杆	规格：14*700；类型：通丝		只	move_to_screw_rod	high	螺杆/通丝是独立紧固件族，和普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:螺杆	FAST-000080	高强度全牙螺杆	螺杆	螺杆	螺杆	强度等级：12.9；规格：M30*1m；螺纹形式：全牙	强度描述：高强度	根	move_to_screw_rod	high	螺杆/通丝是独立紧固件族，和普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:螺丝	FAST-000118	螺丝杆	螺杆	螺杆	螺杆	强度等级：8.8；规格：M10*30		套	move_to_screw_rod	high	螺杆/通丝是独立紧固件族，和普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:螺杆	SPARE-000057	长螺杆	螺杆	螺杆	螺杆	规格：14*200；类型：长螺杆		套	move_to_screw_rod	high	螺杆/通丝是独立紧固件族，和普通螺丝分开。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000125	敲击螺丝刀	敲击螺丝刀	螺丝刀	螺丝刀	长度：400mm		个	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝取出器	TOOL-000138	螺丝取出器	螺丝取出器	螺丝取出器	螺丝取出器	类型：螺丝取出器		套	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:断丝取出器	TOOL-000154	断丝取出器	断丝取出器	螺丝取出器	螺丝取出器	规格范围：待补		盒	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000169	十字螺丝刀	十字螺丝刀	螺丝刀	螺丝刀	规格：6*250；头型/驱动：十字		个	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000170	一字螺丝刀	一字螺丝刀	螺丝刀	螺丝刀	规格：6*250；头型/驱动：一字		个	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000239	十字螺丝刀	十字螺丝刀	螺丝刀	螺丝刀	品牌：世达；头型/驱动：十字		把	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000279	一字螺丝刀	一字螺丝刀	螺丝刀	螺丝刀	头型/驱动：一字		把	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000280	十字螺丝刀	十字螺丝刀	螺丝刀	螺丝刀	头型/驱动：十字		把	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000290	一字螺丝刀	一字螺丝刀	螺丝刀	螺丝刀	品牌：得力；头型/驱动：一字		把	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000314	绝缘十字螺丝刀	绝缘十字螺丝刀	螺丝刀	螺丝刀	头型/驱动：十字；规格：4*100；特性：绝缘		把	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000315	绝缘十字螺丝刀	绝缘十字螺丝刀	螺丝刀	螺丝刀	头型/驱动：十字；规格：5*125；特性：绝缘		把	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000316	绝缘一字螺丝刀	绝缘一字螺丝刀	螺丝刀	螺丝刀	头型/驱动：一字；规格：3*75；特性：绝缘		把	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:螺丝刀	TOOL-000337	锂电电钻套装	电钻	螺丝刀	螺丝刀	品牌：东成；供电：锂电；配置：带螺丝刀套装		台	move_to_tool	high	螺丝刀/取出器是工具，必须排除出螺丝族。	no
boundary_sample	longest_match_boundary_term:花篮螺丝	FAST-000005	花篮螺丝	花篮螺丝	花篮螺丝	花篮螺丝	规格：M20；类型：花篮		个	move_to_turnbuckle	high	花篮/花兰类是索具拉紧器，不归普通螺丝。	no
boundary_sample	longest_match_boundary_term:花篮螺丝	FAST-000010	花篮螺丝	花篮螺丝	花篮螺丝	花篮螺丝	规格：10厘		个	move_to_turnbuckle	high	花篮/花兰类是索具拉紧器，不归普通螺丝。	no
boundary_sample	longest_match_boundary_term:花篮螺栓	FAST-000060	花篮螺栓	花篮螺丝	花篮螺丝	花篮螺丝	规格：14*200		个	move_to_turnbuckle	high	花篮/花兰类是索具拉紧器，不归普通螺丝。	no
boundary_sample	longest_match_boundary_term:花篮螺栓	FAST-000061	花篮螺栓	花篮螺丝	花篮螺丝	花篮螺丝	规格：10厘		套	move_to_turnbuckle	high	花篮/花兰类是索具拉紧器，不归普通螺丝。	no
boundary_sample	longest_match_boundary_term:花兰螺丝	FAST-000088	花兰螺丝	花篮螺丝	花篮螺丝	花篮螺丝	规格：M14*200；类型：花兰螺丝		只	move_to_turnbuckle	high	花篮/花兰类是索具拉紧器，不归普通螺丝。	no
boundary_sample	longest_match_boundary_term:花兰螺丝	FAST-000121	镀锌花兰螺丝	花篮螺丝	花篮螺丝	花篮螺丝	表面处理：镀锌；规格：M14*350		只	move_to_turnbuckle	high	花篮/花兰类是索具拉紧器，不归普通螺丝。	no
boundary_sample	longest_match_boundary_term:花兰扣	MAT-000244	镀锌花兰扣	花篮螺丝	花篮螺丝	花篮螺丝	表面处理：镀锌；规格：M14		只	move_to_turnbuckle	high	花篮/花兰类是索具拉紧器，不归普通螺丝。	no
boundary_sample	longest_match_boundary_term:平垫片	FAST-000003	平垫片	垫圈	垫圈	垫圈	规格：14		个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	longest_match_boundary_term:平垫片	FAST-000006	平垫片	垫圈	垫圈	垫圈	规格：M30		个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	longest_match_boundary_term:平垫片	FAST-000007	平垫片	垫圈	垫圈	垫圈	规格：M27		个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:垫片	FAST-000030	垫片	垫圈/垫片	垫圈	垫圈	规格：M10		个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:垫片	FAST-000049	垫片	垫圈/垫片	垫圈	垫圈	规格：M24	特征：加厚	个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:垫片	FAST-000057	垫片	垫圈/垫片	垫圈	垫圈	规格：M27		个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:垫片	FAST-000066	垫片	垫圈/垫片	垫圈	垫圈	规格：M30		个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:垫片	FAST-000070	加厚垫片	垫圈/垫片	垫圈	垫圈	规格：M18*50*60mm	特征：加厚	只	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:垫片	FAST-000077	加厚垫片	垫圈/垫片	垫圈	垫圈	材质：304不锈钢；规格：M6	特征：加厚	只	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:平垫	FAST-000085	镀锌平垫	垫圈	垫圈	垫圈	表面处理：镀锌；规格：M8；类型：平垫		只	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:垫片	SPARE-000023	垫片	垫圈/垫片	垫圈	垫圈	规格：12*600*5	定制：是	个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	longest_match_boundary_term:弹簧垫片	SPARE-000050	弹簧垫片	垫圈	垫圈	垫圈	规格：14		个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	longest_match_boundary_term:弹簧垫片	SPARE-000067	弹簧垫片	垫圈	垫圈	垫圈	规格：M30		个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	longest_match_boundary_term:弹簧垫片	SPARE-000070	弹簧垫片	垫圈	垫圈	垫圈	规格：M27		个	move_to_washer	high	标准平垫/弹垫/垫圈应从普通螺丝分开。	no
boundary_sample	name_contains_screw_keyword:套装	ELEC-000181	航空插头插座套装	航空插头插座套装	航空插头插座套装	航空插头插座套装	安装方式：明装；芯数：3芯；额定电流：16A		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	ELEC-000203	继电器套装	继电器套装	继电器套装	继电器套装	品牌：施耐德；电压：220V；电流：5A；配置：带底座		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:螺丝|套件	ELEC-000235	接地桩套件	接地桩套件	接地桩套件	接地桩套件	表面处理：镀锌；规格：18*1m；配置：带螺丝		根	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	longest_match_boundary_term:橡胶垫片	FAST-000078	橡胶垫片	垫圈/垫片	垫圈/垫片	橡胶垫片	材质：橡胶；规格：200		只	needs_manual_review	medium	垫片跨标准垫圈、密封垫、法兰垫和定制件，需要按用途人工确认。	yes
boundary_sample	longest_match_boundary_term:四氟垫片	FAST-000083	四氟垫片	四氟垫片	四氟垫片	四氟垫片	材质：四氟；规格：Φ450*440*2	定制：是	件	needs_manual_review	medium	垫片跨标准垫圈、密封垫、法兰垫和定制件，需要按用途人工确认。	yes
boundary_sample	name_contains_screw_keyword:膨胀	FAST-000086	膨胀止水条	膨胀止水条	膨胀止水条	膨胀止水条	类型：膨胀止水条；规格：5mm*30mm		米	needs_manual_review	medium	包含膨胀但为止水条，必须作为膨胀锚栓规则排除。	yes
boundary_sample	longest_match_boundary_term:异形垫片	FAST-000092	异形垫片	异形垫片	异形垫片	异形垫片	规格：330*260*5	定制：是	个	needs_manual_review	medium	垫片跨标准垫圈、密封垫、法兰垫和定制件，需要按用途人工确认。	yes
boundary_sample	longest_match_boundary_term:橡胶垫片	FAST-000101	橡胶垫片	垫圈/垫片	垫圈/垫片	橡胶垫片	材质：橡胶；规格：50		个	needs_manual_review	medium	垫片跨标准垫圈、密封垫、法兰垫和定制件，需要按用途人工确认。	yes
boundary_sample	name_contains_screw_keyword:套装	MAT-000005	水龙头花洒套装	水龙头花洒套装	水龙头花洒套装	水龙头花洒套装	组合：水龙头+花洒		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	MAT-000161	桶装水抽水器套装	桶装水抽水器套装	桶装水抽水器套装	桶装水抽水器套装	品牌：子路；套件组成：抽水器+充电器		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	MAT-000163	太阳能4G监控套装	监控套装	监控套装	太阳能4G监控套装	供电：太阳能；通信：4G；套装：三件套		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	METAL-000140	不锈钢C式自锁接头套装	气动接头	气动接头	不锈钢C式自锁接头套装	材质：不锈钢；类型：C式自锁；型号组合：SM40+PM40		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	longest_match_boundary_term:法兰垫片	PIPE-000131	法兰垫片	法兰	法兰	法兰垫片	规格：DN325；材质：胶		个	needs_manual_review	medium	垫片跨标准垫圈、密封垫、法兰垫和定制件，需要按用途人工确认。	yes
boundary_sample	name_contains_screw_keyword:组件	PIPE-000184	铜头铝套组件	液压接头	液压接头	铜头铝套组件	规格：80；组成：铜头、铝扣	特征：加厚	个	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:组件	PIPE-000218	铜头铝合金夹	液压接头	液压接头	铜头铝合金夹	规格：50；组成：铜头、铝扣		个	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:组件	PIPE-000227	PE管卡箍组件	定制管路接头	定制管路接头	PE管卡箍组件	长度：1.5m；材质：PE；带卡箍：是	定制：是	套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:螺母	PIPE-000230	自锁气管接头螺母	气动接头	气动接头	自锁气管接头螺母	类型：自锁；部件：螺母		个	needs_manual_review	medium	螺母是气动接头部件，不应自动转普通螺母。	yes
boundary_sample	name_contains_screw_keyword:套装	PIPE-000370	注浆管套装	管材	管材	注浆管套装	长度：5米；套装：含配件		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	SAFE-000058	雨衣套装	雨衣套装	雨衣套装	雨衣套装	套装：是	特征：加厚	套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套件	SAFE-000134	消防枪头管接头套件	消防接头	消防接头	消防枪头管接头套件	材质：铝合金；规格：80型；套件组成：消防枪头+管接头		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套件	SAFE-000135	消防枪头管接头套件	消防接头	消防接头	消防枪头管接头套件	材质：铝合金；规格：65型；套件组成：消防枪头+管接头		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:垫片	SPARE-000011	垫片	垫圈/垫片	垫圈/垫片	垫片	规格：110*100*5	加工：是	个	needs_manual_review	medium	垫片跨标准垫圈、密封垫、法兰垫和定制件，需要按用途人工确认。	yes
boundary_sample	longest_match_boundary_term:四氟垫片	SPARE-000098	四氟垫片	四氟垫片	四氟垫片	四氟垫片	规格：55；材质：四氟/PTFE		个	needs_manual_review	medium	垫片跨标准垫圈、密封垫、法兰垫和定制件，需要按用途人工确认。	yes
boundary_sample	longest_match_boundary_term:螺杆泵	SPARE-000110	螺杆泵电机套装	螺杆泵电机套装	螺杆泵电机套装	螺杆泵电机套装	功率：2.2kW；材质：不锈钢；组成：螺杆泵+电机		套	needs_manual_review	medium	螺杆泵是设备/备件语义，不应按螺杆或螺丝自动归类。	yes
boundary_sample	longest_match_boundary_term:螺杆泵	SPARE-000111	螺杆泵水封	螺杆泵水封	螺杆泵水封	螺杆泵水封	品牌：耐驰；原装：是；适用设备：螺杆泵		个	needs_manual_review	medium	螺杆泵是设备/备件语义，不应按螺杆或螺丝自动归类。	yes
boundary_sample	name_contains_screw_keyword:套装	SPARE-000117	振动电机套装	振动电机套装	振动电机套装	振动电机套装	进口：是；类型：振动电机；配置：整套		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	SPARE-000120	O型圈套装	O型圈套装	O型圈套装	O型圈套装	品牌：派克；套装：ABC		盒	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000131	内六角扳手套装	扳手	扳手	内六角扳手套装	品牌：世达；类型：六角扳手套装；头型/驱动：内六角		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000155	液压扳手套装	扳手	扳手	液压扳手套装	品牌：恩耐克；类型：液压扳手套装		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000187	内六角扳手套装	扳手	扳手	内六角扳手套装	品牌：世达；规格范围：1.5-10；头型/驱动：内六角		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000188	开口梅花扳手套装	扳手	扳手	开口梅花扳手套装	品牌：世达；规格范围：8-24		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000254	锂电角磨机套装	角磨机	角磨机	锂电角磨机套装	品牌：东成；供电：锂电；配置：二电一充		台	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000266	十字批头套装	批头	批头	十字批头套装	品牌：世达；类型：十字批头；配置：套装；头型/驱动：十字		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000272	碳弧气刨枪套装	碳弧气刨枪套装	碳弧气刨枪套装	碳弧气刨枪套装	类型：碳弧气刨枪；线长：2米		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000292	锂电手电钻套装	电钻	电钻	锂电手电钻套装	品牌：东成；供电：锂电；配置：二电一充		台	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000313	T型套筒扳手套装	扳手	扳手	T型套筒扳手套装	类型：T型套筒；规格范围：8-19；件数：6件		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	TOOL-000318	冲凿套装	冲凿套装	冲凿套装	冲凿套装	品牌：上匠；件数：12件		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套件	TOOL-000340	劳动车轮胎套件	劳动车轮胎套件	劳动车轮胎套件	劳动车轮胎套件	适配对象：劳动车；套件组成：车轮+实心车胎		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	WELD-000026	电焊机套装	电焊机套装	电焊机套装	电焊机套装	配置：含焊线		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
boundary_sample	name_contains_screw_keyword:套装	WELD-000047	焊枪线缆套装	焊枪线缆套装	焊枪线缆套装	焊枪线缆套装	型号：500型；线长：5米；套件组成：焊枪		套	needs_manual_review	medium	非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。	yes
